+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------------+----------------------------+-----+-------------------------------------+---------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-munro-43ff7415 | patched-geoghegan-43ff7415 | cnt |                 qid                 |  diff   | pct_diff |
+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------------+----------------------------+-----+-------------------------------------+---------+----------+
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 565536     | 5580.07                          | 12734.54                   | 6   | 10149,10324,10499,10148,10323,10498 | 7154.47 | 128.21   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 565536     | 5564.0                           | 12647.02                   | 6   | 15924,16099,16274,15923,16098,16273 | 7083.02 | 127.3    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 503036     | 4944.58                          | 11351.13                   | 6   | 15917,16092,16267,15916,16091,16266 | 6406.55 | 129.57   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 565536     | 4840.83                          | 11114.41                   | 6   | 11199,11374,11549,11198,11373,11548 | 6273.58 | 129.6    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 565536     | 3252.55                          | 9152.62                    | 6   | 5424,5599,5774,5423,5598,5773       | 5900.07 | 181.4    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 565536     | 3240.97                          | 9133.52                    | 6   | 4374,4549,4724,4373,4548,4723       | 5892.55 | 181.81   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 565536     | 3238.16                          | 9125.6                     | 6   | 2799,2974,3149,2798,2973,3148       | 5887.44 | 181.81   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 565536     | 3270.95                          | 9115.28                    | 6   | 3849,4024,4199,3848,4023,4198       | 5844.33 | 178.67   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 440536     | 4326.93                          | 9989.42                    | 6   | 9085,9260,9435,9084,9259,9434       | 5662.49 | 130.87   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 440536     | 4345.72                          | 9969.83                    | 6   | 15910,16085,16260,15909,16084,16259 | 5624.11 | 129.42   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 503036     | 4250.55                          | 9846.45                    | 6   | 12767,12942,13117,12766,12941,13116 | 5595.9  | 131.65   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 440536     | 4352.21                          | 9919.25                    | 6   | 14860,15035,15210,14859,15034,15209 | 5567.04 | 127.91   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 503036     | 4302.65                          | 9818.92                    | 6   | 11192,11367,11542,11191,11366,11541 | 5516.27 | 128.21   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 503036     | 2895.54                          | 8166.23                    | 6   | 2792,2967,3142,2791,2966,3141       | 5270.69 | 182.03   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 503036     | 2883.75                          | 8138.86                    | 6   | 4367,4542,4717,4366,4541,4716       | 5255.11 | 182.23   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 503036     | 2907.35                          | 8106.0                     | 6   | 5417,5592,5767,5416,5591,5766       | 5198.65 | 178.81   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 440536     | 3579.15                          | 8564.04                    | 6   | 12235,12410,12585,12234,12409,12584 | 4984.89 | 139.28   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 440536     | 3753.14                          | 8625.72                    | 6   | 11185,11360,11535,11184,11359,11534 | 4872.58 | 129.83   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 378036     | 3737.71                          | 8566.26                    | 6   | 14853,15028,15203,14852,15027,15202 | 4828.55 | 129.18   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 378036     | 3722.56                          | 8520.81                    | 6   | 10128,10303,10478,10127,10302,10477 | 4798.25 | 128.9    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 565536     | 8048.09                          | 12687.42                   | 6   | 9099,9274,9449,9098,9273,9448       | 4639.33 | 57.65    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 440536     | 2525.06                          | 7125.99                    | 6   | 2785,2960,3135,2784,2959,3134       | 4600.93 | 182.21   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 440536     | 2520.03                          | 7116.21                    | 6   | 4360,4535,4710,4359,4534,4709       | 4596.18 | 182.39   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 440536     | 2544.38                          | 7136.59                    | 6   | 3835,4010,4185,3834,4009,4184       | 4592.21 | 180.48   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 440536     | 2539.4                           | 7085.07                    | 6   | 5410,5585,5760,5409,5584,5759       | 4545.67 | 179.01   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 378036     | 2911.07                          | 7376.37                    | 6   | 13803,13978,14153,13802,13977,14152 | 4465.3  | 153.39   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 565536     | 6685.52                          | 11073.61                   | 6   | 12249,12424,12599,12248,12423,12598 | 4388.09 | 65.64    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 503036     | 7004.28                          | 11385.31                   | 6   | 10142,10317,10492,10141,10316,10491 | 4381.03 | 62.55    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 565536     | 6632.38                          | 11012.5                    | 6   | 13824,13999,14174,13823,13998,14173 | 4380.12 | 66.04    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 503036     | 7072.1                           | 11247.87                   | 6   | 14867,15042,15217,14866,15041,15216 | 4175.77 | 59.05    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 565536     | 6889.62                          | 11011.87                   | 6   | 12774,12949,13124,12773,12948,13123 | 4122.25 | 59.83    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 315536     | 3088.82                          | 7138.27                    | 6   | 15896,16071,16246,15895,16070,16245 | 4049.45 | 131.1    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 315536     | 3125.79                          | 7105.34                    | 6   | 14846,15021,15196,14845,15020,15195 | 3979.55 | 127.31   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 378036     | 2164.94                          | 6122.83                    | 6   | 4353,4528,4703,4352,4527,4702       | 3957.89 | 182.82   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 378036     | 2208.51                          | 6099.71                    | 6   | 3828,4003,4178,3827,4002,4177       | 3891.2  | 176.19   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 315536     | 2412.66                          | 6222.07                    | 6   | 13796,13971,14146,13795,13970,14145 | 3809.41 | 157.89   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 503036     | 5898.05                          | 9705.77                    | 6   | 13817,13992,14167,13816,13991,14166 | 3807.72 | 64.56    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 440536     | 6150.66                          | 9915.79                    | 6   | 10135,10310,10485,10134,10309,10484 | 3765.13 | 61.22    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 503036     | 3907.75                          | 7610.81                    | 6   | 1742,1917,2092,1741,1916,2091       | 3703.06 | 94.76    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 503036     | 4655.01                          | 8104.66                    | 6   | 3842,4017,4192,3841,4016,4191       | 3449.65 | 74.11    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 315536     | 2701.59                          | 6095.41                    | 6   | 11171,11346,11521,11170,11345,11520 | 3393.82 | 125.62   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 315536     | 1805.63                          | 5120.5                     | 6   | 4346,4521,4696,4345,4520,4695       | 3314.87 | 183.59   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 315536     | 1800.65                          | 5113.83                    | 6   | 2771,2946,3121,2770,2945,3120       | 3313.18 | 184.0    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 378036     | 5310.29                          | 8598.2                     | 6   | 9078,9253,9428,9077,9252,9427       | 3287.91 | 61.92    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 315536     | 1832.52                          | 5110.73                    | 6   | 5396,5571,5746,5395,5570,5745       | 3278.21 | 178.89   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 315536     | 1827.65                          | 5104.16                    | 6   | 3821,3996,4171,3820,3995,4170       | 3276.51 | 179.27   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 378036     | 5361.28                          | 8579.76                    | 6   | 15903,16078,16253,15902,16077,16252 | 3218.48 | 60.03    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 253036     | 2501.12                          | 5710.28                    | 6   | 14839,15014,15189,14838,15013,15188 | 3209.16 | 128.31   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 253036     | 1902.56                          | 4973.51                    | 6   | 13789,13964,14139,13788,13963,14138 | 3070.95 | 161.41   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 220268     | 2294.3                           | 5233.74                    | 6   | 19473,19641,19809,19472,19640,19808 | 2939.44 | 128.12   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 253036     | 2121.35                          | 5005.38                    | 6   | 12739,12914,13089,12738,12913,13088 | 2884.03 | 135.95   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 253036     | 2070.64                          | 4898.74                    | 6   | 12214,12389,12564,12213,12388,12563 | 2828.1  | 136.58   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 378036     | 4590.59                          | 7362.5                     | 6   | 11178,11353,11528,11177,11352,11527 | 2771.91 | 60.38    |
