+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------------+----------------------------+-----+-------------------------------------+---------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-munro-43ff7415 | patched-geoghegan-43ff7415 | cnt |                 qid                 |  diff   | pct_diff |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 378036     | 4529.46                          | 7301.07                    | 6   | 12228,12403,12578,12227,12402,12577 | 2771.61 | 61.19    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 315536     | 4445.6                           | 7180.65                    | 6   | 9071,9246,9421,9070,9245,9420       | 2735.05 | 61.52    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 315536     | 4398.99                          | 7114.35                    | 6   | 10121,10296,10471,10120,10295,10470 | 2715.36 | 61.73    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 253036     | 1453.18                          | 4113.21                    | 6   | 2764,2939,3114,2763,2938,3113       | 2660.03 | 183.05   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 378036     | 2166.34                          | 4811.53                    | 6   | 2778,2953,3128,2777,2952,3127       | 2645.19 | 122.1    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 253036     | 1468.69                          | 4107.24                    | 6   | 3814,3989,4164,3813,3988,4163       | 2638.55 | 179.65   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 253036     | 1461.58                          | 4081.96                    | 6   | 5389,5564,5739,5388,5563,5738       | 2620.38 | 179.28   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 190536     | 1865.09                          | 4316.47                    | 6   | 15882,16057,16232,15881,16056,16231 | 2451.38 | 131.43   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 190536     | 1877.76                          | 4322.49                    | 6   | 14832,15007,15182,14831,15006,15181 | 2444.73 | 130.19   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 190536     | 1879.19                          | 4308.85                    | 6   | 9057,9232,9407,9056,9231,9406       | 2429.66 | 129.29   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 315536     | 3748.84                          | 6168.14                    | 6   | 12221,12396,12571,12220,12395,12570 | 2419.3  | 64.53    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 503036     | 9085.14                          | 11467.86                   | 6   | 9092,9267,9442,9091,9266,9441       | 2382.72 | 26.23    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 565536     | 10509.14                         | 12746.96                   | 6   | 14874,15049,15224,14873,15048,15223 | 2237.82 | 21.29    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 253036     | 3545.74                          | 5755.05                    | 6   | 9064,9239,9414,9063,9238,9413       | 2209.31 | 62.31    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 157768     | 1562.36                          | 3763.84                    | 6   | 20971,21139,21307,20970,21138,21306 | 2201.48 | 140.91   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 253036     | 3568.07                          | 5720.53                    | 6   | 15889,16064,16239,15888,16063,16238 | 2152.46 | 60.33    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 251518     | 3802.2                           | 5842.16                    | 6   | 23008,23176,23344,23007,23175,23343 | 2039.96 | 53.65    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 503036     | 7801.15                          | 9825.66                    | 6   | 12242,12417,12592,12241,12416,12591 | 2024.51 | 25.95    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 190536     | 1108.8                           | 3104.23                    | 6   | 3807,3982,4157,3806,3981,4156       | 1995.43 | 179.96   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 190536     | 1091.56                          | 3085.43                    | 6   | 4332,4507,4682,4331,4506,4681       | 1993.87 | 182.66   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 190536     | 1091.26                          | 3081.76                    | 6   | 2757,2932,3107,2756,2931,3106       | 1990.5  | 182.4    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 253036     | 3086.05                          | 4903.7                     | 6   | 11164,11339,11514,11163,11338,11513 | 1817.65 | 58.9     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 253036     | 2330.38                          | 4096.21                    | 6   | 4339,4514,4689,4338,4513,4688       | 1765.83 | 75.77    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 440536     | 6899.66                          | 8598.97                    | 6   | 12760,12935,13110,12759,12934,13109 | 1699.31 | 24.63    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 126518     | 1362.54                          | 3051.0                     | 6   | 21972,22140,22308,21971,22139,22307 | 1688.46 | 123.92   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 190536     | 2701.61                          | 4343.93                    | 6   | 10107,10282,10457,10106,10281,10456 | 1642.32 | 60.79    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 190536     | 2166.12                          | 3759.44                    | 6   | 13782,13957,14132,13781,13956,14131 | 1593.32 | 73.56    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 378036     | 2772.66                          | 4265.79                    | 6   | 6453,6628,6803,6452,6627,6802       | 1493.13 | 53.85    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 190536     | 2260.55                          | 3752.01                    | 6   | 12732,12907,13082,12731,12906,13081 | 1491.46 | 65.98    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 128036     | 1042.74                          | 2495.93                    | 6   | 12200,12375,12550,12199,12374,12549 | 1453.19 | 139.36   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 189018     | 2907.43                          | 4354.84                    | 6   | 17450,17618,17786,17449,17617,17785 | 1447.41 | 49.78    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 128036     | 1058.52                          | 2505.22                    | 6   | 12725,12900,13075,12724,12899,13074 | 1446.7  | 136.67   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 128036     | 1095.65                          | 2488.58                    | 6   | 11150,11325,11500,11149,11324,11499 | 1392.93 | 127.13   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 128036     | 735.8                            | 2067.72                    | 6   | 4325,4500,4675,4324,4499,4674       | 1331.92 | 181.02   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 128036     | 735.6                            | 2064.44                    | 6   | 2750,2925,3100,2749,2924,3099       | 1328.84 | 180.65   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 128036     | 743.17                           | 2065.03                    | 6   | 5375,5550,5725,5374,5549,5724       | 1321.86 | 177.87   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 378036     | 5958.39                          | 7264.28                    | 6   | 12753,12928,13103,12752,12927,13102 | 1305.89 | 21.92    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 378036     | 4809.22                          | 6080.6                     | 6   | 5403,5578,5753,5402,5577,5752       | 1271.38 | 26.44    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 157768     | 2437.39                          | 3636.83                    | 6   | 17443,17611,17779,17442,17610,17778 | 1199.44 | 49.21    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 315536     | 5004.44                          | 6195.56                    | 6   | 12746,12921,13096,12745,12920,13095 | 1191.12 | 23.8     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 128036     | 1793.2                           | 2931.49                    | 6   | 10100,10275,10450,10099,10274,10449 | 1138.29 | 63.48    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 128036     | 1823.78                          | 2923.44                    | 6   | 14825,15000,15175,14824,14999,15174 | 1099.66 | 60.3     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 128036     | 1804.07                          | 2902.64                    | 6   | 15875,16050,16225,15874,16049,16224 | 1098.57 | 60.89    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 253036     | 4615.22                          | 5712.37                    | 6   | 10114,10289,10464,10113,10288,10463 | 1097.15 | 23.77    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 128036     | 1830.3                           | 2876.39                    | 6   | 9050,9225,9400,9049,9224,9399       | 1046.09 | 57.15    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 128036     | 1455.67                          | 2500.41                    | 6   | 13775,13950,14125,13774,13949,14124 | 1044.74 | 71.77    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 128036     | 1190.7                           | 2069.73                    | 6   | 3800,3975,4150,3799,3974,4149       | 879.03  | 73.82    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 65536      | 646.34                           | 1480.8                     | 6   | 15868,16043,16218,15867,16042,16217 | 834.46  | 129.11   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 65536      | 650.75                           | 1484.95                    | 6   | 9043,9218,9393,9042,9217,9392       | 834.2   | 128.19   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 65536      | 477.55                           | 1273.21                    | 6   | 13768,13943,14118,13767,13942,14117 | 795.66  | 166.61   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 65536      | 528.97                           | 1281.61                    | 6   | 12193,12368,12543,12192,12367,12542 | 752.64  | 142.28   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 190536     | 2989.76                          | 3741.39                    | 6   | 11157,11332,11507,11156,11331,11506 | 751.63  | 25.14    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 65536      | 562.96                           | 1286.27                    | 6   | 11143,11318,11493,11142,11317,11492 | 723.31  | 128.48   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 65536      | 380.99                           | 1076.7                     | 6   | 5368,5543,5718,5367,5542,5717       | 695.71  | 182.61   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 190536     | 2429.79                          | 3117.73                    | 6   | 5382,5557,5732,5381,5556,5731       | 687.94  | 28.31    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 65536      | 377.74                           | 1063.78                    | 6   | 4318,4493,4668,4317,4492,4667       | 686.04  | 181.62   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 190536     | 3013.12                          | 3696.58                    | 6   | 12207,12382,12557,12206,12381,12556 | 683.46  | 22.68    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 65536      | 378.76                           | 1061.11                    | 6   | 2743,2918,3093,2742,2917,3092       | 682.35  | 180.15   |
