+-----+------------+----------+-----------+----------+-------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+---------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched  | patched-munro | cnt |                 qid                 | pct_diff |
| 38  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 512        | 15.84    | 27.29         | 6   | 60977,61122,61267,60980,61125,61270 | 72.29    |
| 38  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 128        | 7.63     | 13.04         | 6   | 60532,60677,60822,60535,60680,60825 | 70.9     |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 2          | 0.99     | 1.67          | 6   | 58762,58907,59052,58765,58910,59055 | 68.69    |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 8048576    | 3300.6   | 5554.12       | 6   | 6662,6807,6952,6665,6810,6955       | 68.28    |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 512        | 12.76    | 21.38         | 6   | 7847,7987,8127,7850,7990,8130       | 67.55    |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4048576    | 1704.25  | 2832.53       | 6   | 6642,6787,6932,6645,6790,6935       | 66.2     |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 4096       | 18.93    | 31.39         | 6   | 7862,8002,8142,7865,8005,8145       | 65.82    |
| 40  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 128        | 8.24     | 13.61         | 6   | 64447,64592,64737,64450,64595,64740 | 65.17    |
| 1   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 5048576    | 2127.04  | 3497.6        | 6   | 992,1137,1282,995,1140,1285         | 64.44    |
| 1   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 4048576    | 1698.56  | 2791.31       | 6   | 987,1132,1277,990,1135,1280         | 64.33    |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 9048576    | 3860.41  | 6308.34       | 6   | 6667,6812,6957,6670,6815,6960       | 63.41    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 4     | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 2          | 1.17     | 1.91          | 6   | 27967,28107,28247,27970,28110,28250 | 63.25    |
| 1   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 7048576    | 2963.73  | 4803.55       | 6   | 1002,1147,1292,1005,1150,1295       | 62.08    |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1048576    | 457.93   | 739.33        | 6   | 6627,6772,6917,6630,6775,6920       | 61.45    |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 7048576    | 3034.76  | 4894.8        | 6   | 6657,6802,6947,6660,6805,6950       | 61.29    |
| 1   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 9048576    | 3917.42  | 6291.98       | 6   | 1012,1157,1302,1015,1160,1305       | 60.62    |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2048576    | 880.92   | 1409.22       | 6   | 6632,6777,6922,6635,6780,6925       | 59.97    |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 256        | 9.82     | 15.7          | 6   | 5262,5407,5552,5265,5410,5555       | 59.88    |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 5048576    | 2126.53  | 3393.17       | 6   | 5777,5922,6067,5780,5925,6070       | 59.56    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 4     | 512   | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 2          | 1.22     | 1.94          | 6   | 27127,27267,27407,27130,27270,27410 | 59.02    |
| 1   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 1048576    | 464.04   | 737.79        | 6   | 972,1117,1262,975,1120,1265         | 58.99    |
| 40  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 4096       | 16.81    | 26.6          | 6   | 64037,64182,64327,64040,64185,64330 | 58.24    |
| 29  | 80         | 10000000 | 10000000  | 117648   | 4     | 2048  | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 2          | 0.98     | 1.55          | 6   | 46192,46337,46482,46195,46340,46485 | 58.16    |
| 1   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 8048576    | 3491.37  | 5513.04       | 6   | 1007,1152,1297,1010,1155,1300       | 57.9     |
| 1   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 6048576    | 2626.62  | 4140.72       | 6   | 997,1142,1287,1000,1145,1290        | 57.64    |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 5048576    | 2204.41  | 3472.97       | 6   | 6647,6792,6937,6650,6795,6940       | 57.55    |
| 44  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2          | 1.14     | 1.79          | 6   | 70147,70282,70417,70150,70285,70420 | 57.02    |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 19.81    | 30.73         | 6   | 7437,7577,7717,7440,7580,7720       | 55.12    |
| 25  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 631072     | 2081.98  | 3218.74       | 6   | 39527,39657,39787,39530,39660,39790 | 54.6     |
| 25  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1006072    | 3292.25  | 5077.66       | 6   | 39542,39672,39802,39545,39675,39805 | 54.23    |
| 44  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 64         | 5.8      | 8.92          | 6   | 70172,70307,70442,70175,70310,70445 | 53.79    |
| 25  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 256072     | 837.79   | 1281.54       | 6   | 39512,39642,39772,39515,39645,39775 | 52.97    |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 6048576    | 2711.43  | 4134.4        | 6   | 6652,6797,6942,6655,6800,6945       | 52.48    |
| 1   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 3048576    | 1385.67  | 2112.79       | 6   | 982,1127,1272,985,1130,1275         | 52.47    |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 4          | 1.22     | 1.86          | 6   | 59637,59782,59927,59640,59785,59930 | 52.46    |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 512        | 17.77    | 27.09         | 6   | 7007,7147,7287,7010,7150,7290       | 52.45    |
| 8   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 64         | 8.76     | 13.35         | 6   | 12452,12592,12732,12455,12595,12735 | 52.4     |
| 25  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 506072     | 1680.05  | 2552.63       | 6   | 39522,39652,39782,39525,39655,39785 | 51.94    |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 1024288    | 1037.81  | 1571.02       | 6   | 7902,8042,8182,7905,8045,8185       | 51.38    |
| 11  | 20         | 10000000 | 312500    | 476191   | 1     | 0     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 1          | 1.33     | 2.01          | 6   | 16562,16682,16802,16565,16685,16805 | 51.13    |
| 28  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1131072    | 3746.26  | 5652.84       | 6   | 44617,44747,44877,44620,44750,44880 | 50.89    |
| 25  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 131072     | 449.57   | 678.2         | 6   | 39507,39637,39767,39510,39640,39770 | 50.86    |
| 28  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 381072     | 1273.43  | 1919.32       | 6   | 44587,44717,44847,44590,44720,44850 | 50.72    |
| 28  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 506072     | 1691.42  | 2549.25       | 6   | 44592,44722,44852,44595,44725,44855 | 50.72    |
| 7   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 128        | 14.85    | 22.37         | 6   | 11197,11337,11477,11200,11340,11480 | 50.64    |
| 1   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 524288     | 249.05   | 374.69        | 6   | 967,1112,1257,970,1115,1260         | 50.45    |
| 8   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 3024288    | 3060.62  | 4587.8        | 6   | 13382,13522,13662,13385,13525,13665 | 49.9     |
| 25  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 756072     | 2512.5   | 3762.26       | 6   | 39532,39662,39792,39535,39665,39795 | 49.74    |
| 28  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 756072     | 2540.76  | 3797.17       | 6   | 44602,44732,44862,44605,44735,44865 | 49.45    |
| 1   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 2048576    | 941.04   | 1401.74       | 6   | 977,1122,1267,980,1125,1270         | 48.96    |
| 25  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 381072     | 1282.38  | 1909.67       | 6   | 39517,39647,39777,39520,39650,39780 | 48.92    |
| 28  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 65536      | 226.53   | 336.92        | 6   | 44572,44702,44832,44575,44705,44835 | 48.73    |
| 39  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 128        | 9.53     | 14.15         | 6   | 62707,62852,62997,62710,62855,63000 | 48.48    |
| 8   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2524288    | 2550.84  | 3780.52       | 6   | 13377,13517,13657,13380,13520,13660 | 48.21    |
| 25  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 65536      | 224.47   | 332.37        | 6   | 39502,39632,39762,39505,39635,39765 | 48.07    |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 2524288    | 2577.69  | 3809.19       | 6   | 7917,8057,8197,7920,8060,8200       | 47.78    |
| 28  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 32768      | 117.17   | 173.09        | 6   | 44567,44697,44827,44570,44700,44830 | 47.73    |
| 38  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 1024       | 16.56    | 24.37         | 6   | 60547,60692,60837,60550,60695,60840 | 47.16    |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 2024288    | 2069.09  | 3035.84       | 6   | 7912,8052,8192,7915,8055,8195       | 46.72    |
| 8   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2024288    | 2093.94  | 3069.68       | 6   | 13372,13512,13652,13375,13515,13655 | 46.6     |
| 40  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4048576    | 2123.82  | 3108.93       | 6   | 64962,65107,65252,64965,65110,65255 | 46.38    |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 5048576    | 2672.89  | 3905.73       | 6   | 59312,59457,59602,59315,59460,59605 | 46.12    |
| 8   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4024288    | 4119.46  | 6017.15       | 6   | 13392,13532,13672,13395,13535,13675 | 46.07    |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 1524288    | 1574.49  | 2299.16       | 6   | 7907,8047,8187,7910,8050,8190       | 46.03    |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 6048576    | 3212.7   | 4689.44       | 6   | 59317,59462,59607,59320,59465,59610 | 45.97    |
| 1   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 262144     | 134.69   | 196.04        | 6   | 962,1107,1252,965,1110,1255         | 45.55    |
| 8   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1524288    | 1582.69  | 2300.22       | 6   | 13367,13507,13647,13370,13510,13650 | 45.34    |
| 28  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 16384      | 62.47    | 90.74         | 6   | 44562,44692,44822,44565,44695,44825 | 45.25    |
| 2   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 2048       | 10.66    | 15.44         | 6   | 3102,3247,3392,3105,3250,3395       | 44.84    |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 3024288    | 3186.09  | 4610.5        | 6   | 7922,8062,8202,7925,8065,8205       | 44.71    |
| 38  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 16384      | 32.45    | 46.9          | 6   | 61002,61147,61292,61005,61150,61295 | 44.53    |
| 40  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 7048576    | 3757.01  | 5426.46       | 6   | 64977,65122,65267,64980,65125,65270 | 44.44    |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 3048576    | 1645.88  | 2375.74       | 6   | 59302,59447,59592,59305,59450,59595 | 44.34    |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 7048576    | 3745.8   | 5405.78       | 6   | 59322,59467,59612,59325,59470,59615 | 44.32    |
| 32  | 80         | 10000000 | 10000000  | 117648   | 4     | 2048  | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 16         | 2.42     | 3.49          | 6   | 50557,50702,50847,50560,50705,50850 | 44.21    |
| 28  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 131072     | 449.59   | 648.15        | 6   | 44577,44707,44837,44580,44710,44840 | 44.16    |
| 25  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 32768      | 118.89   | 171.39        | 6   | 39497,39627,39757,39500,39630,39760 | 44.16    |
| 6   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 9.3      | 13.39         | 6   | 8672,8812,8952,8675,8815,8955       | 43.98    |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 4024288    | 4240.35  | 6097.04       | 6   | 7932,8072,8212,7935,8075,8215       | 43.79    |
| 40  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 6048576    | 3200.12  | 4593.77       | 6   | 64972,65117,65262,64975,65120,65265 | 43.55    |
| 40  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 5048576    | 2693.95  | 3863.54       | 6   | 64967,65112,65257,64970,65115,65260 | 43.42    |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 524288     | 263.91   | 378.15        | 6   | 6622,6767,6912,6625,6770,6915       | 43.29    |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 512        | 16.2     | 23.21         | 6   | 8267,8407,8547,8270,8410,8550       | 43.27    |
| 30  | 80         | 10000000 | 10000000  | 117648   | 4     | 2048  | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 8          | 1.75     | 2.5           | 6   | 47507,47652,47797,47510,47655,47800 | 42.86    |
| 25  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 16384      | 62.14    | 88.68         | 6   | 39492,39622,39752,39495,39625,39755 | 42.71    |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 128        | 9.32     | 13.29         | 6   | 7417,7557,7697,7420,7560,7700       | 42.6     |
| 10  | 20         | 10000000 | 312500    | 476191   | 1     | 0     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 2          | 1.39     | 1.98          | 6   | 15127,15247,15367,15130,15250,15370 | 42.45    |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 9048576    | 4844.23  | 6893.48       | 6   | 59332,59477,59622,59335,59480,59625 | 42.3     |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 262144     | 298.39   | 424.49        | 6   | 7892,8032,8172,7895,8035,8175       | 42.26    |
| 8   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 3524288    | 3682.14  | 5236.53       | 6   | 13387,13527,13667,13390,13530,13670 | 42.21    |
| 25  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 631072     | 2093.79  | 2974.67       | 6   | 38747,38877,39007,38750,38880,39010 | 42.07    |
| 41  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 256        | 8.91     | 12.65         | 6   | 66132,66267,66402,66135,66270,66405 | 41.98    |
| 28  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 8192       | 33.77    | 47.89         | 6   | 44557,44687,44817,44560,44690,44820 | 41.81    |
| 33  | 100        | 10000000 | 2500000   | 93458    | 0     | 512   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2          | 1.27     | 1.8           | 6   | 53062,53197,53332,53065,53200,53335 | 41.73    |
| 5   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 524288     | 580.68   | 822.78        | 6   | 7897,8037,8177,7900,8040,8180       | 41.69    |
| 25  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 256072     | 852.62   | 1207.57       | 6   | 38732,38862,38992,38735,38865,38995 | 41.63    |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 8048576    | 4277.63  | 6050.12       | 6   | 59327,59472,59617,59330,59475,59620 | 41.44    |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 2048       | 19.38    | 27.41         | 6   | 59682,59827,59972,59685,59830,59975 | 41.43    |
| 28  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 631072     | 2073.16  | 2930.19       | 6   | 43817,43947,44077,43820,43950,44080 | 41.34    |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 4048576    | 2194.06  | 3098.83       | 6   | 59307,59452,59597,59310,59455,59600 | 41.24    |
| 8   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024288    | 1105.51  | 1560.7        | 6   | 13362,13502,13642,13365,13505,13645 | 41.17    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 4     | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4524288    | 6106.06  | 8615.35       | 6   | 31877,32017,32157,31880,32020,32160 | 41.1     |
| 43  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 128        | 6.66     | 9.38          | 6   | 68557,68692,68827,68560,68695,68830 | 40.84    |
| 1   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 1024       | 11.18    | 15.74         | 6   | 922,1067,1212,925,1070,1215         | 40.79    |
| 28  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 65536      | 224.01   | 315.26        | 6   | 43792,43922,44052,43795,43925,44055 | 40.73    |
| 9   | 20         | 10000000 | 312500    | 476191   | 1     | 0     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 1          | 1.06     | 1.49          | 6   | 14762,14882,15002,14765,14885,15005 | 40.57    |
