+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------+------------------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro-728899ba | patched-geoghegan-2-3ded1b78 | cnt |                 qid                 |   diff   | pct_diff |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 6048576    | 5635.58                | 9441.65                      | 6   | 33572,33775,33978,33568,33771,33974 | 3806.07  | 67.54    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 315536     | 2399.14                | 6157.72                      | 6   | 13797,13972,14147,13793,13968,14143 | 3758.58  | 156.66   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 315536     | 2650.1                 | 6316.17                      | 6   | 12747,12922,13097,12743,12918,13093 | 3666.07  | 138.34   |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 6048576    | 4578.62                | 8128.53                      | 6   | 31136,31339,31542,31132,31335,31538 | 3549.91  | 77.53    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 6048576    | 4631.6                 | 8124.84                      | 6   | 29309,29512,29715,29305,29508,29711 | 3493.24  | 75.42    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 440536     | 4321.82                | 7791.91                      | 6   | 15911,16086,16261,15907,16082,16257 | 3470.09  | 80.29    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1012144    | 4651.09                | 8073.11                      | 6   | 39298,39487,39676,39294,39483,39672 | 3422.02  | 73.57    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 378036     | 3068.86                | 6479.22                      | 6   | 12229,12404,12579,12225,12400,12575 | 3410.36  | 111.13   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 1012144    | 5025.95                | 8390.38                      | 6   | 38731,38920,39109,38727,38916,39105 | 3364.43  | 66.94    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 440536     | 4387.56                | 7750.92                      | 6   | 14861,15036,15211,14857,15032,15207 | 3363.36  | 76.66    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 6048576    | 4762.4                 | 8120.67                      | 6   | 29918,30121,30324,29914,30117,30320 | 3358.27  | 70.52    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 6048576    | 4778.21                | 8131.2                       | 6   | 28091,28294,28497,28087,28290,28493 | 3352.99  | 70.17    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 5048576    | 4628.18                | 7848.18                      | 6   | 25648,25851,26054,25644,25847,26050 | 3220.0   | 69.57    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 5048576    | 4651.55                | 7810.57                      | 6   | 26866,27069,27272,26862,27065,27268 | 3159.02  | 67.91    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 5048576    | 4731.06                | 7843.14                      | 6   | 32347,32550,32753,32343,32546,32749 | 3112.08  | 65.78    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 5048576    | 4792.37                | 7894.45                      | 6   | 33565,33768,33971,33561,33764,33967 | 3102.08  | 64.73    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 7048576    | 6388.03                | 9450.84                      | 6   | 32361,32564,32767,32357,32560,32763 | 3062.81  | 47.95    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 378036     | 3242.55                | 6265.21                      | 6   | 11179,11354,11529,11175,11350,11525 | 3022.66  | 93.22    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 253036     | 2116.17                | 5129.05                      | 6   | 12740,12915,13090,12736,12911,13086 | 3012.88  | 142.37   |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 5048576    | 3807.78                | 6801.69                      | 6   | 29302,29505,29708,29298,29501,29704 | 2993.91  | 78.63    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 253036     | 1912.87                | 4905.84                      | 6   | 13790,13965,14140,13786,13961,14136 | 2992.97  | 156.46   |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 5048576    | 3822.33                | 6795.72                      | 6   | 31129,31332,31535,31125,31328,31531 | 2973.39  | 77.79    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 5048576    | 3999.11                | 6801.13                      | 6   | 28084,28287,28490,28080,28283,28486 | 2802.02  | 70.07    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 5048576    | 4014.91                | 6814.45                      | 6   | 29911,30114,30317,29907,30110,30313 | 2799.54  | 69.73    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 315536     | 2708.05                | 5380.16                      | 6   | 11172,11347,11522,11168,11343,11518 | 2672.11  | 98.67    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 565536     | 5537.59                | 8201.23                      | 6   | 10150,10325,10500,10146,10321,10496 | 2663.64  | 48.1     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 378036     | 3752.32                | 6382.74                      | 6   | 14854,15029,15204,14850,15025,15200 | 2630.42  | 70.1     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 4048576    | 3683.86                | 6302.83                      | 6   | 25641,25844,26047,25637,25840,26043 | 2618.97  | 71.09    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 4048576    | 3706.08                | 6313.37                      | 6   | 32340,32543,32746,32336,32539,32742 | 2607.29  | 70.35    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 4048576    | 3687.27                | 6259.0                       | 6   | 26859,27062,27265,26855,27058,27261 | 2571.73  | 69.75    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 4048576    | 3765.7                 | 6314.52                      | 6   | 33558,33761,33964,33554,33757,33960 | 2548.82  | 67.69    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 762144     | 3790.36                | 6327.03                      | 6   | 38724,38913,39102,38720,38909,39098 | 2536.67  | 66.92    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 565536     | 5564.31                | 7999.52                      | 6   | 15925,16100,16275,15921,16096,16271 | 2435.21  | 43.76    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 378036     | 3709.93                | 6137.51                      | 6   | 9079,9254,9429,9075,9250,9425       | 2427.58  | 65.43    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 565536     | 5628.94                | 8030.11                      | 6   | 14875,15050,15225,14871,15046,15221 | 2401.17  | 42.66    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 503036     | 5005.9                 | 7383.28                      | 6   | 14868,15043,15218,14864,15039,15214 | 2377.38  | 47.49    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 190536     | 1398.7                 | 3739.57                      | 6   | 13783,13958,14133,13779,13954,14129 | 2340.87  | 167.36   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 315536     | 2557.98                | 4862.59                      | 6   | 12222,12397,12572,12218,12393,12568 | 2304.61  | 90.09    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 512144     | 2819.67                | 5109.15                      | 6   | 35315,35504,35693,35311,35500,35689 | 2289.48  | 81.2     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 190536     | 1589.57                | 3806.55                      | 6   | 12733,12908,13083,12729,12904,13079 | 2216.98  | 139.47   |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4048576    | 3237.06                | 5436.34                      | 6   | 31122,31325,31528,31118,31321,31524 | 2199.28  | 67.94    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 190536     | 1870.07                | 4068.17                      | 6   | 15883,16058,16233,15879,16054,16229 | 2198.1   | 117.54   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 190536     | 1890.12                | 4020.0                       | 6   | 14833,15008,15183,14829,15004,15179 | 2129.88  | 112.68   |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 4048576    | 3331.35                | 5457.48                      | 6   | 29295,29498,29701,29291,29494,29697 | 2126.13  | 63.82    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 253036     | 2481.92                | 4554.89                      | 6   | 9065,9240,9415,9061,9236,9411       | 2072.97  | 83.52    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 565536     | 3229.12                | 5262.37                      | 6   | 4375,4550,4725,4371,4546,4721       | 2033.25  | 62.97    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 3048576    | 2788.48                | 4783.73                      | 6   | 32333,32536,32739,32329,32532,32735 | 1995.25  | 71.55    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 3048576    | 2823.33                | 4805.22                      | 6   | 33551,33754,33957,33547,33750,33953 | 1981.89  | 70.2     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 4048576    | 3482.21                | 5461.27                      | 6   | 28077,28280,28483,28073,28276,28479 | 1979.06  | 56.83    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 253036     | 2487.71                | 4434.88                      | 6   | 15890,16065,16240,15886,16061,16236 | 1947.17  | 78.27    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 3048576    | 2794.18                | 4735.66                      | 6   | 26852,27055,27258,26848,27051,27254 | 1941.48  | 69.48    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 3048576    | 2802.09                | 4735.08                      | 6   | 25634,25837,26040,25630,25833,26036 | 1932.99  | 68.98    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 253036     | 2474.39                | 4334.23                      | 6   | 10115,10290,10465,10111,10286,10461 | 1859.84  | 75.16    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 512144     | 2363.36                | 4139.85                      | 6   | 39284,39473,39662,39280,39469,39658 | 1776.49  | 75.17    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 3048576    | 2402.96                | 4085.02                      | 6   | 31115,31318,31521,31111,31314,31517 | 1682.06  | 70.0     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 440536     | 2563.78                | 4195.06                      | 6   | 3836,4011,4186,3832,4007,4182       | 1631.28  | 63.63    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 315536     | 3090.88                | 4706.21                      | 6   | 10122,10297,10472,10118,10293,10468 | 1615.33  | 52.26    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 128036     | 924.83                 | 2513.53                      | 6   | 13776,13951,14126,13772,13947,14122 | 1588.7   | 171.78   |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 3048576    | 2520.19                | 4104.58                      | 6   | 29897,30100,30303,29893,30096,30299 | 1584.39  | 62.87    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 3048576    | 2536.3                 | 4089.92                      | 6   | 29288,29491,29694,29284,29487,29690 | 1553.62  | 61.26    |
