+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------------+----------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-munro-43ff7415 | patched-geoghegan-43ff7415 | cnt |                 qid                 | pct_diff |
+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------------+----------------------------+-----+-------------------------------------+----------+
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 315536     | 1800.65                          | 5113.83                    | 6   | 2771,2946,3121,2770,2945,3120       | 184.0    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 315536     | 1805.63                          | 5120.5                     | 6   | 4346,4521,4696,4345,4520,4695       | 183.59   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 253036     | 1453.18                          | 4113.21                    | 6   | 2764,2939,3114,2763,2938,3113       | 183.05   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 378036     | 2164.94                          | 6122.83                    | 6   | 4353,4528,4703,4352,4527,4702       | 182.82   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 190536     | 1091.56                          | 3085.43                    | 6   | 4332,4507,4682,4331,4506,4681       | 182.66   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 65536      | 380.99                           | 1076.7                     | 6   | 5368,5543,5718,5367,5542,5717       | 182.61   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 190536     | 1091.26                          | 3081.76                    | 6   | 2757,2932,3107,2756,2931,3106       | 182.4    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 440536     | 2520.03                          | 7116.21                    | 6   | 4360,4535,4710,4359,4534,4709       | 182.39   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 503036     | 2883.75                          | 8138.86                    | 6   | 4367,4542,4717,4366,4541,4716       | 182.23   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 440536     | 2525.06                          | 7125.99                    | 6   | 2785,2960,3135,2784,2959,3134       | 182.21   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 503036     | 2895.54                          | 8166.23                    | 6   | 2792,2967,3142,2791,2966,3141       | 182.03   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 565536     | 3240.97                          | 9133.52                    | 6   | 4374,4549,4724,4373,4548,4723       | 181.81   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 565536     | 3238.16                          | 9125.6                     | 6   | 2799,2974,3149,2798,2973,3148       | 181.81   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 65536      | 377.74                           | 1063.78                    | 6   | 4318,4493,4668,4317,4492,4667       | 181.62   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 565536     | 3252.55                          | 9152.62                    | 6   | 5424,5599,5774,5423,5598,5773       | 181.4    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 128036     | 735.8                            | 2067.72                    | 6   | 4325,4500,4675,4324,4499,4674       | 181.02   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 128036     | 735.6                            | 2064.44                    | 6   | 2750,2925,3100,2749,2924,3099       | 180.65   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 440536     | 2544.38                          | 7136.59                    | 6   | 3835,4010,4185,3834,4009,4184       | 180.48   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 65536      | 378.76                           | 1061.11                    | 6   | 2743,2918,3093,2742,2917,3092       | 180.15   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 190536     | 1108.8                           | 3104.23                    | 6   | 3807,3982,4157,3806,3981,4156       | 179.96   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 253036     | 1468.69                          | 4107.24                    | 6   | 3814,3989,4164,3813,3988,4163       | 179.65   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 32768      | 190.31                           | 531.91                     | 6   | 2736,2911,3086,2735,2910,3085       | 179.5    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 253036     | 1461.58                          | 4081.96                    | 6   | 5389,5564,5739,5388,5563,5738       | 179.28   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 315536     | 1827.65                          | 5104.16                    | 6   | 3821,3996,4171,3820,3995,4170       | 179.27   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 440536     | 2539.4                           | 7085.07                    | 6   | 5410,5585,5760,5409,5584,5759       | 179.01   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 315536     | 1832.52                          | 5110.73                    | 6   | 5396,5571,5746,5395,5570,5745       | 178.89   |
