+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------------+----------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-munro-43ff7415 | patched-geoghegan-43ff7415 | cnt |                 qid                 | pct_diff |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 503036     | 2907.35                          | 8106.0                     | 6   | 5417,5592,5767,5416,5591,5766       | 178.81   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 565536     | 3270.95                          | 9115.28                    | 6   | 3849,4024,4199,3848,4023,4198       | 178.67   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 32768      | 192.08                           | 535.07                     | 6   | 5361,5536,5711,5360,5535,5710       | 178.57   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 128036     | 743.17                           | 2065.03                    | 6   | 5375,5550,5725,5374,5549,5724       | 177.87   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 16384      | 97.48                            | 270.78                     | 6   | 5354,5529,5704,5353,5528,5703       | 177.78   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 32768      | 193.25                           | 536.54                     | 6   | 3786,3961,4136,3785,3960,4135       | 177.64   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 16384      | 97.75                            | 270.73                     | 6   | 2729,2904,3079,2728,2903,3078       | 176.96   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 65536      | 383.03                           | 1060.45                    | 6   | 3793,3968,4143,3792,3967,4142       | 176.86   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 378036     | 2208.51                          | 6099.71                    | 6   | 3828,4003,4178,3827,4002,4177       | 176.19   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 16384      | 96.88                            | 266.11                     | 6   | 4304,4479,4654,4303,4478,4653       | 174.68   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 8192       | 49.7                             | 135.54                     | 6   | 4297,4472,4647,4296,4471,4646       | 172.72   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 8192       | 49.94                            | 136.14                     | 6   | 2722,2897,3072,2721,2896,3071       | 172.61   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 16384      | 98.52                            | 267.4                      | 6   | 3779,3954,4129,3778,3953,4128       | 171.42   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 8192       | 50.72                            | 136.35                     | 6   | 5347,5522,5697,5346,5521,5696       | 168.83   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 65536      | 477.55                           | 1273.21                    | 6   | 13768,13943,14118,13767,13942,14117 | 166.61   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 8192       | 50.86                            | 135.34                     | 6   | 3772,3947,4122,3771,3946,4121       | 166.1    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 4096       | 25.53                            | 67.8                       | 6   | 4290,4465,4640,4289,4464,4639       | 165.57   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 16384      | 122.61                           | 325.36                     | 6   | 13754,13929,14104,13753,13928,14103 | 165.36   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 4096       | 26.1                             | 68.55                      | 6   | 2715,2890,3065,2714,2889,3064       | 162.64   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 253036     | 1902.56                          | 4973.51                    | 6   | 13789,13964,14139,13788,13963,14138 | 161.41   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 315536     | 2412.66                          | 6222.07                    | 6   | 13796,13971,14146,13795,13970,14145 | 157.89   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 4096       | 32.52                            | 83.5                       | 6   | 13740,13915,14090,13739,13914,14089 | 156.77   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 2048       | 13.76                            | 35.06                      | 6   | 2708,2883,3058,2707,2882,3057       | 154.8    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 378036     | 2911.07                          | 7376.37                    | 6   | 13803,13978,14153,13802,13977,14152 | 153.39   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048       | 13.8                             | 34.79                      | 6   | 5333,5508,5683,5332,5507,5682       | 152.1    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 1024       | 7.79                             | 18.93                      | 6   | 3751,3926,4101,3750,3925,4100       | 143.0    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 65536      | 528.97                           | 1281.61                    | 6   | 12193,12368,12543,12192,12367,12542 | 142.28   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 157768     | 1562.36                          | 3763.84                    | 6   | 20971,21139,21307,20970,21138,21306 | 140.91   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 128036     | 1042.74                          | 2495.93                    | 6   | 12200,12375,12550,12199,12374,12549 | 139.36   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 440536     | 3579.15                          | 8564.04                    | 6   | 12235,12410,12585,12234,12409,12584 | 139.28   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 32768      | 268.13                           | 637.95                     | 6   | 12186,12361,12536,12185,12360,12535 | 137.93   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 128036     | 1058.52                          | 2505.22                    | 6   | 12725,12900,13075,12724,12899,13074 | 136.67   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 1          | 1.12                             | 2.65                       | 6   | 18822,18990,19158,18821,18989,19157 | 136.61   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 253036     | 2070.64                          | 4898.74                    | 6   | 12214,12389,12564,12213,12388,12563 | 136.58   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 4096       | 35.48                            | 83.92                      | 6   | 12165,12340,12515,12164,12339,12514 | 136.53   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 4096       | 36.64                            | 86.58                      | 6   | 12690,12865,13040,12689,12864,13039 | 136.3    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 253036     | 2121.35                          | 5005.38                    | 6   | 12739,12914,13089,12738,12913,13088 | 135.95   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 503036     | 4250.55                          | 9846.45                    | 6   | 12767,12942,13117,12766,12941,13116 | 131.65   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 190536     | 1865.09                          | 4316.47                    | 6   | 15882,16057,16232,15881,16056,16231 | 131.43   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 1024       | 7.86                             | 18.19                      | 6   | 5326,5501,5676,5325,5500,5675       | 131.42   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 315536     | 3088.82                          | 7138.27                    | 6   | 15896,16071,16246,15895,16070,16245 | 131.1    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 440536     | 4326.93                          | 9989.42                    | 6   | 9085,9260,9435,9084,9259,9434       | 130.87   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 190536     | 1877.76                          | 4322.49                    | 6   | 14832,15007,15182,14831,15006,15181 | 130.19   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 440536     | 3753.14                          | 8625.72                    | 6   | 11185,11360,11535,11184,11359,11534 | 129.83   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 565536     | 4840.83                          | 11114.41                   | 6   | 11199,11374,11549,11198,11373,11548 | 129.6    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 503036     | 4944.58                          | 11351.13                   | 6   | 15917,16092,16267,15916,16091,16266 | 129.57   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 1024       | 8.01                             | 18.38                      | 6   | 2701,2876,3051,2700,2875,3050       | 129.46   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 440536     | 4345.72                          | 9969.83                    | 6   | 15910,16085,16260,15909,16084,16259 | 129.42   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 190536     | 1879.19                          | 4308.85                    | 6   | 9057,9232,9407,9056,9231,9406       | 129.29   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 378036     | 3737.71                          | 8566.26                    | 6   | 14853,15028,15203,14852,15027,15202 | 129.18   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 65536      | 646.34                           | 1480.8                     | 6   | 15868,16043,16218,15867,16042,16217 | 129.11   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 378036     | 3722.56                          | 8520.81                    | 6   | 10128,10303,10478,10127,10302,10477 | 128.9    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 65536      | 562.96                           | 1286.27                    | 6   | 11143,11318,11493,11142,11317,11492 | 128.48   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 253036     | 2501.12                          | 5710.28                    | 6   | 14839,15014,15189,14838,15013,15188 | 128.31   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 565536     | 5580.07                          | 12734.54                   | 6   | 10149,10324,10499,10148,10323,10498 | 128.21   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 503036     | 4302.65                          | 9818.92                    | 6   | 11192,11367,11542,11191,11366,11541 | 128.21   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 65536      | 650.75                           | 1484.95                    | 6   | 9043,9218,9393,9042,9217,9392       | 128.19   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 220268     | 2294.3                           | 5233.74                    | 6   | 19473,19641,19809,19472,19640,19808 | 128.12   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 440536     | 4352.21                          | 9919.25                    | 6   | 14860,15035,15210,14859,15034,15209 | 127.91   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 315536     | 3125.79                          | 7105.34                    | 6   | 14846,15021,15196,14845,15020,15195 | 127.31   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 565536     | 5564.0                           | 12647.02                   | 6   | 15924,16099,16274,15923,16098,16273 | 127.3    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 128036     | 1095.65                          | 2488.58                    | 6   | 11150,11325,11500,11149,11324,11499 | 127.13   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 8192       | 63.76                            | 144.19                     | 6   | 42643,42832,43021,42642,42831,43020 | 126.14   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 16384      | 166.15                           | 375.12                     | 6   | 10079,10254,10429,10078,10253,10428 | 125.77   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 315536     | 2701.59                          | 6095.41                    | 6   | 11171,11346,11521,11170,11345,11520 | 125.62   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 16384      | 143.98                           | 324.75                     | 6   | 11129,11304,11479,11128,11303,11478 | 125.55   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 2048       | 19.11                            | 42.93                      | 6   | 12158,12333,12508,12157,12332,12507 | 124.65   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 16384      | 166.04                           | 372.34                     | 6   | 9029,9204,9379,9028,9203,9378       | 124.25   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 8192       | 84.69                            | 189.71                     | 6   | 10072,10247,10422,10071,10246,10421 | 124.01   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 126518     | 1362.54                          | 3051.0                     | 6   | 21972,22140,22308,21971,22139,22307 | 123.92   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 4096       | 37.44                            | 83.53                      | 6   | 11115,11290,11465,11114,11289,11464 | 123.1    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 378036     | 2166.34                          | 4811.53                    | 6   | 2778,2953,3128,2777,2952,3127       | 122.1    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 8192       | 84.75                            | 187.59                     | 6   | 14797,14972,15147,14796,14971,15146 | 121.35   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 4096       | 43.12                            | 95.18                      | 6   | 10065,10240,10415,10064,10239,10414 | 120.73   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 2048       | 19.85                            | 42.71                      | 6   | 11108,11283,11458,11107,11282,11457 | 115.16   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 2048       | 22.9                             | 48.92                      | 6   | 14783,14958,15133,14782,14957,15132 | 113.62   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 1024       | 8.31                             | 17.5                       | 6   | 4276,4451,4626,4275,4450,4625       | 110.59   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 2048       | 23.27                            | 48.48                      | 6   | 10058,10233,10408,10057,10232,10407 | 108.34   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 1024       | 12.57                            | 25.15                      | 6   | 15826,16001,16176,15825,16000,16175 | 100.08   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 1024       | 12.61                            | 24.67                      | 6   | 14776,14951,15126,14775,14950,15125 | 95.64    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 503036     | 3907.75                          | 7610.81                    | 6   | 1742,1917,2092,1741,1916,2091       | 94.76    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 512        | 5.0                              | 9.6                        | 6   | 4269,4444,4619,4268,4443,4618       | 92.0     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 256        | 3.14                             | 5.99                       | 6   | 5312,5487,5662,5311,5486,5661       | 90.76    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 512        | 4.85                             | 9.22                       | 6   | 2694,2869,3044,2693,2868,3043       | 90.1     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 512        | 7.07                             | 13.4                       | 6   | 8994,9169,9344,8993,9168,9343       | 89.53    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 512        | 6.37                             | 11.8                       | 6   | 12669,12844,13019,12668,12843,13018 | 85.24    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 256        | 3.82                             | 7.04                       | 6   | 13712,13887,14062,13711,13886,14061 | 84.29    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 512        | 7.0                              | 12.79                      | 6   | 14769,14944,15119,14768,14943,15118 | 82.71    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2262144    | 12334.04                         | 22464.93                   | 6   | 35363,35552,35741,35362,35551,35740 | 82.14    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 512144     | 2838.5                           | 5118.37                    | 6   | 41551,41740,41929,41550,41739,41928 | 80.32    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 262144     | 1449.85                          | 2610.91                    | 6   | 35307,35496,35685,35306,35495,35684 | 80.08    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 128        | 5.64                             | 10.03                      | 6   | 47137,47326,47515,47136,47325,47514 | 77.84    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 512144     | 3009.65                          | 5325.83                    | 6   | 42685,42874,43063,42684,42873,43062 | 76.96    |
