+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------+------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-3ded1b78 | patched-728899ba | cnt |                 qid                 | pct_diff |
+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------+------------------+-----+-------------------------------------+----------+
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 64         | 3.34                         | 7.16             | 6   | 45426,45615,45804,45425,45614,45803 | 114.37   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 128        | 7.34                         | 14.81            | 6   | 39763,39952,40141,39762,39951,40140 | 101.77   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 64         | 3.91                         | 7.58             | 6   | 51096,51285,51474,51095,51284,51473 | 93.86    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 128        | 4.95                         | 8.93             | 6   | 50536,50725,50914,50535,50724,50913 | 80.4     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 4          | 1.28                         | 2.3              | 6   | 11042,11217,11392,11041,11216,11391 | 79.69    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 1          | 1.1                          | 1.95             | 6   | 24363,24531,24699,24362,24530,24698 | 77.27    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 4          | 1.41                         | 2.48             | 6   | 24377,24545,24713,24376,24544,24712 | 75.89    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 1          | 0.96                         | 1.68             | 6   | 11553,11728,11903,11552,11727,11902 | 75.0     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 4096       | 35.44                        | 61.62            | 6   | 42633,42822,43011,42632,42821,43010 | 73.87    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 8048576    | 3017.56                      | 5225.13          | 6   | 32973,33176,33379,32972,33175,33378 | 73.16    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4          | 1.2                          | 2.07             | 6   | 31580,31783,31986,31579,31782,31985 | 72.5     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 16384      | 87.56                        | 149.65           | 6   | 37544,37733,37922,37543,37732,37921 | 70.91    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 131072     | 162.99                       | 272.58           | 6   | 52874,53063,53252,52873,53062,53251 | 67.24    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 1.34                         | 2.23             | 6   | 26106,26309,26512,26105,26308,26511 | 66.42    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 8          | 1.29                         | 2.13             | 6   | 12099,12274,12449,12098,12273,12448 | 65.12    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1762144    | 2120.65                      | 3494.44          | 6   | 52923,53112,53301,52922,53111,53300 | 64.78    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2262144    | 2710.55                      | 4462.4           | 6   | 52937,53126,53315,52936,53125,53314 | 64.63    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1512144    | 1830.52                      | 2995.31          | 6   | 52916,53105,53294,52915,53104,53293 | 63.63    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 762144     | 931.65                       | 1521.5           | 6   | 52895,53084,53273,52894,53083,53272 | 63.31    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2012144    | 2490.45                      | 4045.75          | 6   | 52930,53119,53308,52929,53118,53307 | 62.45    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1262144    | 1563.29                      | 2516.58          | 6   | 52909,53098,53287,52908,53097,53286 | 60.98    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1012144    | 1254.12                      | 2014.55          | 6   | 52902,53091,53280,52901,53090,53279 | 60.63    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 262144     | 330.63                       | 528.55           | 6   | 52881,53070,53259,52880,53069,53258 | 59.86    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 4048576    | 1515.93                      | 2420.03          | 6   | 32945,33148,33351,32944,33147,33350 | 59.64    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 1048576    | 394.86                       | 628.34           | 6   | 32924,33127,33330,32923,33126,33329 | 59.13    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8048576    | 2982.62                      | 4732.64          | 6   | 25056,25259,25462,25055,25258,25461 | 58.67    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 6048576    | 2241.57                      | 3556.17          | 6   | 32959,33162,33365,32958,33161,33364 | 58.65    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 4048576    | 1506.91                      | 2390.27          | 6   | 25028,25231,25434,25027,25230,25433 | 58.62    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 5048576    | 1872.63                      | 2967.89          | 6   | 25035,25238,25441,25034,25237,25440 | 58.49    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 3048576    | 1135.13                      | 1798.99          | 6   | 32938,33141,33344,32937,33140,33343 | 58.48    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 9048576    | 3342.0                       | 5287.05          | 6   | 32980,33183,33386,32979,33182,33385 | 58.2     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 7048576    | 2622.7                       | 4147.62          | 6   | 32966,33169,33372,32965,33168,33371 | 58.14    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 4096       | 38.92                        | 61.48            | 6   | 41499,41688,41877,41498,41687,41876 | 57.97    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 512144     | 644.32                       | 1015.65          | 6   | 52888,53077,53266,52887,53076,53265 | 57.63    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 9.06                         | 14.28            | 6   | 36921,37110,37299,36920,37109,37298 | 57.62    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 2048576    | 766.32                       | 1206.38          | 6   | 25014,25217,25420,25013,25216,25419 | 57.43    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 9048576    | 3349.34                      | 5261.75          | 6   | 25063,25266,25469,25062,25265,25468 | 57.1     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 524288     | 202.64                       | 317.71           | 6   | 25000,25203,25406,24999,25202,25405 | 56.79    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 5048576    | 1914.98                      | 2987.63          | 6   | 32952,33155,33358,32951,33154,33357 | 56.01    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 65536      | 88.68                        | 138.3            | 6   | 52867,53056,53245,52866,53055,53244 | 55.95    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 6048576    | 2315.38                      | 3599.23          | 6   | 25042,25245,25448,25041,25244,25447 | 55.45    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 7048576    | 2651.42                      | 4121.29          | 6   | 25049,25252,25455,25048,25251,25454 | 55.44    |
