+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+-------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched  | patched-geoghegan | cnt |                 qid                 | pct_diff |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1          | 1.26     | 1.92              | 6   | 407,542,677,408,543,678             | 52.38    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 128        | 6.49     | 9.49              | 6   | 5302,5437,5572,5303,5438,5573       | 46.22    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 8192       | 53.41    | 77.27             | 6   | 4117,4252,4387,4118,4253,4388       | 44.67    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 1          | 1.62     | 2.25              | 6   | 9362,9482,9602,9363,9483,9603       | 38.89    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 512        | 11.2     | 15.31             | 6   | 3692,3827,3962,3693,3828,3963       | 36.7     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1024       | 18.95    | 25.59             | 6   | 457,592,727,458,593,728             | 35.04    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2048       | 20.72    | 27.56             | 6   | 3297,3432,3567,3298,3433,3568       | 33.01    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 8          | 2.16     | 2.86              | 6   | 6497,6617,6737,6498,6618,6738       | 32.41    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 32         | 7.05     | 9.27              | 6   | 1242,1377,1512,1243,1378,1513       | 31.49    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1024       | 12.26    | 16.11             | 6   | 862,997,1132,863,998,1133           | 31.4     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4          | 2.26     | 2.96              | 6   | 4062,4197,4332,4063,4198,4333       | 30.97    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 128        | 7.54     | 9.85              | 6   | 4897,5032,5167,4898,5033,5168       | 30.64    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 1          | 2.03     | 2.65              | 6   | 6842,6962,7082,6843,6963,7083       | 30.54    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 64         | 10.45    | 13.62             | 6   | 2462,2597,2732,2463,2598,2733       | 30.33    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 64         | 7.13     | 9.23              | 6   | 32,167,302,33,168,303               | 29.45    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 1.94     | 2.48              | 6   | 7217,7337,7457,7218,7338,7458       | 27.84    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 512        | 11.65    | 14.63             | 6   | 1262,1397,1532,1263,1398,1533       | 25.58    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2048       | 22.66    | 28.33             | 6   | 5727,5862,5997,5728,5863,5998       | 25.02    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 4          | 2.19     | 2.71              | 6   | 417,552,687,418,553,688             | 23.74    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 16         | 4.39     | 5.41              | 6   | 3262,3397,3532,3263,3398,3533       | 23.23    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1          | 0.99     | 1.22              | 6   | 5672,5807,5942,5673,5808,5943       | 23.23    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 32         | 6.6      | 8.12              | 6   | 4077,4212,4347,4078,4213,4348       | 23.03    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1024       | 17.17    | 21.0              | 6   | 4507,4642,4777,4508,4643,4778       | 22.31    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 256        | 11.67    | 14.06             | 6   | 2067,2202,2337,2068,2203,2338       | 20.48    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 4096       | 31.96    | 38.48             | 6   | 2492,2627,2762,2493,2628,2763       | 20.4     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 1          | 2.03     | 2.44              | 6   | 9722,9842,9962,9723,9843,9963       | 20.2     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 256        | 9.96     | 11.94             | 6   | 42,177,312,43,178,313               | 19.88    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 220268     | 14998.78 | 17936.93          | 6   | 7667,7787,7907,7668,7788,7908       | 19.59    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 128        | 8.57     | 10.24             | 6   | 37,172,307,38,173,308               | 19.49    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 64         | 8.25     | 9.85              | 6   | 2057,2192,2327,2058,2193,2328       | 19.39    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 32         | 3.67     | 4.38              | 6   | 8667,8787,8907,8668,8788,8908       | 19.35    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 251518     | 16886.83 | 20143.06          | 6   | 7672,7792,7912,7673,7793,7913       | 19.28    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 32         | 7.86     | 9.27              | 6   | 1647,1782,1917,1648,1783,1918       | 17.94    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 64         | 8.37     | 9.84              | 6   | 6107,6242,6377,6108,6243,6378       | 17.56    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1024       | 14.05    | 16.49             | 6   | 2077,2212,2347,2078,2213,2348       | 17.37    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1          | 1.08     | 1.26              | 6   | 4457,4592,4727,4458,4593,4728       | 16.67    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 256        | 13.47    | 15.65             | 6   | 3687,3822,3957,3688,3823,3958       | 16.18    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 32768      | 2295.03  | 2663.89           | 6   | 6917,7037,7157,6918,7038,7158       | 16.07    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 1          | 1.58     | 1.83              | 6   | 8282,8402,8522,8283,8403,8523       | 15.82    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 2048       | 15.2     | 17.54             | 6   | 5322,5457,5592,5323,5458,5593       | 15.39    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 2          | 1.82     | 2.09              | 6   | 7207,7327,7447,7208,7328,7448       | 14.84    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2          | 1.54     | 1.76              | 6   | 2032,2167,2302,2033,2168,2303       | 14.29    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 95268      | 6676.23  | 7617.42           | 6   | 6927,7047,7167,6928,7048,7168       | 14.1     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 32         | 7.13     | 8.1               | 6   | 27,162,297,28,163,298               | 13.6     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 32768      | 183.27   | 208.12            | 6   | 4532,4667,4802,4533,4668,4803       | 13.56    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 2          | 1.59     | 1.8               | 6   | 9367,9487,9607,9368,9488,9608       | 13.21    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 2          | 1.64     | 1.85              | 6   | 8287,8407,8527,8288,8408,8528       | 12.8     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1024       | 15.02    | 16.91             | 6   | 5722,5857,5992,5723,5858,5993       | 12.58    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 8          | 2.5      | 2.8               | 2   | 10457,10458                         | 12.0     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 1          | 1.52     | 1.7               | 6   | 7202,7322,7442,7203,7323,7443       | 11.84    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 8          | 2.2      | 2.46              | 6   | 9017,9137,9257,9018,9138,9258       | 11.82    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 16         | 5.33     | 5.95              | 6   | 427,562,697,428,563,698             | 11.63    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 8          | 3.46     | 3.86              | 6   | 5282,5417,5552,5283,5418,5553       | 11.56    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 512        | 11.73    | 13.08             | 6   | 5312,5447,5582,5313,5448,5583       | 11.51    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 4          | 2.38     | 2.65              | 6   | 9732,9852,9972,9733,9853,9973       | 11.34    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 4          | 1.86     | 2.07              | 6   | 6492,6612,6732,6493,6613,6733       | 11.29    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 4          | 1.66     | 1.84              | 6   | 8292,8412,8532,8293,8413,8533       | 10.84    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 4096       | 23.03    | 25.48             | 6   | 5327,5462,5597,5328,5463,5598       | 10.64    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 16         | 3.01     | 3.33              | 6   | 9742,9862,9982,9743,9863,9983       | 10.63    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1          | 1.11     | 1.22              | 6   | 2027,2162,2297,2028,2163,2298       | 9.91     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 4          | 2.0      | 2.19              | 6   | 3252,3387,3522,3253,3388,3523       | 9.5      |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 4          | 1.94     | 2.12              | 6   | 10092,10212,10332,10093,10213,10333 | 9.28     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 128        | 12.85    | 14.03             | 6   | 5707,5842,5977,5708,5843,5978       | 9.18     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 256        | 9.43     | 10.29             | 6   | 6117,6252,6387,6118,6253,6388       | 9.12     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2048       | 21.42    | 23.36             | 6   | 3702,3837,3972,3703,3838,3973       | 9.06     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 32         | 7.27     | 7.92              | 6   | 6102,6237,6372,6103,6238,6373       | 8.94     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2          | 1.57     | 1.71              | 6   | 817,952,1087,818,953,1088           | 8.92     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 512        | 12.53    | 13.64             | 6   | 4502,4637,4772,4503,4638,4773       | 8.86     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2048       | 19.65    | 21.36             | 6   | 867,1002,1137,868,1003,1138         | 8.7      |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 8192       | 57.3     | 62.04             | 6   | 5737,5872,6007,5738,5873,6008       | 8.27     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 4          | 2.28     | 2.46              | 6   | 12,147,282,13,148,283               | 7.89     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2          | 1.54     | 1.66              | 6   | 4462,4597,4732,4463,4598,4733       | 7.79     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 1          | 1.54     | 1.66              | 6   | 10082,10202,10322,10083,10203,10323 | 7.79     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 256        | 13.02    | 14.03             | 6   | 447,582,717,448,583,718             | 7.76     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 16         | 3.15     | 3.39              | 6   | 8302,8422,8542,8303,8423,8543       | 7.62     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 32         | 8.57     | 9.22              | 6   | 432,567,702,433,568,703             | 7.58     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 32         | 7.16     | 7.7               | 6   | 837,972,1107,838,973,1108           | 7.54     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2          | 1.36     | 1.46              | 6   | 4867,5002,5137,4868,5003,5138       | 7.35     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 8          | 2.18     | 2.34              | 6   | 10097,10217,10337,10098,10218,10338 | 7.34     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 1          | 2.0      | 2.14              | 6   | 7562,7682,7802,7563,7683,7803       | 7.0      |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 34.19    | 36.51             | 6   | 467,602,737,468,603,738             | 6.79     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 762144     | 3822.82  | 4081.62           | 6   | 4557,4692,4827,4558,4693,4828       | 6.77     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 256        | 11.15    | 11.86             | 6   | 5307,5442,5577,5308,5443,5578       | 6.37     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 16         | 2.2      | 2.34              | 6   | 7222,7342,7462,7223,7343,7463       | 6.36     |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 1          | 1.27     | 1.35              | 6   | 2837,2972,3107,2838,2973,3108       | 6.3      |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 512        | 15.57    | 16.55             | 2   | 10487,10488                         | 6.29     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 1024       | 14.24    | 15.12             | 6   | 5317,5452,5587,5318,5453,5588       | 6.18     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4          | 1.96     | 2.08              | 6   | 6087,6222,6357,6088,6223,6358       | 6.12     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 8          | 3.32     | 3.52              | 6   | 3662,3797,3932,3663,3798,3933       | 6.02     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 32         | 9.04     | 9.58              | 6   | 4887,5022,5157,4888,5023,5158       | 5.97     |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 16384      | 99.25    | 105.11            | 6   | 1692,1827,1962,1693,1828,1963       | 5.9      |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 16384      | 83.16    | 88.06             | 6   | 2097,2232,2367,2098,2233,2368       | 5.89     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 64         | 9.7      | 10.27             | 6   | 3272,3407,3542,3273,3408,3543       | 5.88     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 256        | 6.39     | 6.76              | 6   | 7242,7362,7482,7243,7363,7483       | 5.79     |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 128        | 12.8     | 13.54             | 6   | 1657,1792,1927,1658,1793,1928       | 5.78     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1262144    | 6105.77  | 6457.89           | 6   | 3757,3892,4027,3758,3893,4028       | 5.77     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 128        | 9.89     | 10.46             | 6   | 4087,4222,4357,4088,4223,4358       | 5.76     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1          | 1.14     | 1.2               | 6   | 2,137,272,3,138,273                 | 5.26     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 512        | 11.72    | 12.32             | 6   | 857,992,1127,858,993,1128           | 5.12     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 4          | 2.36     | 2.48              | 6   | 7572,7692,7812,7573,7693,7813       | 5.08     |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 2          | 1.47     | 1.54              | 6   | 2437,2572,2707,2438,2573,2708       | 4.76     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2048       | 27.1     | 28.33             | 6   | 1272,1407,1542,1273,1408,1543       | 4.54     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 1          | 1.12     | 1.17              | 6   | 5267,5402,5537,5268,5403,5538       | 4.46     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 1          | 2.04     | 2.13              | 2   | 10442,10443                         | 4.41     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 64         | 11.3     | 11.79             | 6   | 4892,5027,5162,4893,5028,5163       | 4.34     |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 4096       | 28.22    | 29.43             | 6   | 2087,2222,2357,2088,2223,2358       | 4.29     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2          | 1.41     | 1.47              | 6   | 6082,6217,6352,6083,6218,6353       | 4.26     |
