+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------+----------------------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro-728899ba | patched-geoghegan-munro-43ff7415 | cnt |                 qid                 |   diff   | pct_diff |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 6048576    | 5441.85                | 9390.46                          | 6   | 25655,25858,26061,25654,25857,26060 | 3948.61  | 72.56    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 6048576    | 5551.12                | 9333.76                          | 6   | 26873,27076,27279,26872,27075,27278 | 3782.64  | 68.14    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 503036     | 4099.49                | 7801.15                          | 6   | 12243,12418,12593,12242,12417,12592 | 3701.66  | 90.3     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 5048576    | 4628.18                | 7826.22                          | 6   | 25648,25851,26054,25647,25850,26053 | 3198.04  | 69.1     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 440536     | 3705.22                | 6899.66                          | 6   | 12761,12936,13111,12760,12935,13110 | 3194.44  | 86.21    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 5048576    | 4651.55                | 7837.42                          | 6   | 26866,27069,27272,26865,27068,27271 | 3185.87  | 68.49    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 378036     | 3198.2                 | 5958.39                          | 6   | 12754,12929,13104,12753,12928,13103 | 2760.19  | 86.3     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 378036     | 2168.82                | 4809.22                          | 6   | 5404,5579,5754,5403,5578,5753       | 2640.4   | 121.74   |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 4048576    | 3683.86                | 6307.18                          | 6   | 25641,25844,26047,25640,25843,26046 | 2623.32  | 71.21    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 4048576    | 3687.27                | 6266.71                          | 6   | 26859,27062,27265,26858,27061,27264 | 2579.44  | 69.96    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 565536     | 5562.83                | 8048.09                          | 6   | 9100,9275,9450,9099,9274,9449       | 2485.26  | 44.68    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 315536     | 2650.1                 | 5004.44                          | 6   | 12747,12922,13097,12746,12921,13096 | 2354.34  | 88.84    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 565536     | 4445.59                | 6632.38                          | 6   | 13825,14000,14175,13824,13999,14174 | 2186.79  | 49.19    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 253036     | 2474.39                | 4615.22                          | 6   | 10115,10290,10465,10114,10289,10464 | 2140.83  | 86.52    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 565536     | 4799.93                | 6889.62                          | 6   | 12775,12950,13125,12774,12949,13124 | 2089.69  | 43.54    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 503036     | 4922.63                | 7004.28                          | 6   | 10143,10318,10493,10142,10317,10492 | 2081.65  | 42.29    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 565536     | 4609.34                | 6685.52                          | 6   | 12250,12425,12600,12249,12424,12599 | 2076.18  | 45.04    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 503036     | 5005.9                 | 7072.1                           | 6   | 14868,15043,15218,14867,15042,15217 | 2066.2   | 41.28    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 503036     | 3940.62                | 5898.05                          | 6   | 13818,13993,14168,13817,13992,14167 | 1957.43  | 49.67    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 3048576    | 2794.18                | 4734.65                          | 6   | 26852,27055,27258,26851,27054,27257 | 1940.47  | 69.45    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 3048576    | 2802.09                | 4726.21                          | 6   | 25634,25837,26040,25633,25836,26039 | 1924.12  | 68.67    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 440536     | 4299.9                 | 6150.66                          | 6   | 10136,10311,10486,10135,10310,10485 | 1850.76  | 43.04    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 503036     | 2941.11                | 4655.01                          | 6   | 3843,4018,4193,3842,4017,4192       | 1713.9   | 58.27    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 378036     | 3725.9                 | 5361.28                          | 6   | 15904,16079,16254,15903,16078,16253 | 1635.38  | 43.89    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 378036     | 3709.93                | 5310.29                          | 6   | 9079,9254,9429,9078,9253,9428       | 1600.36  | 43.14    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 190536     | 1549.56                | 3013.12                          | 6   | 12208,12383,12558,12207,12382,12557 | 1463.56  | 94.45    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 378036     | 3068.86                | 4529.46                          | 6   | 12229,12404,12579,12228,12403,12578 | 1460.6   | 47.59    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 190536     | 1631.65                | 2989.76                          | 6   | 11158,11333,11508,11157,11332,11507 | 1358.11  | 83.24    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 378036     | 3242.55                | 4590.59                          | 6   | 11179,11354,11529,11178,11353,11528 | 1348.04  | 41.57    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 190536     | 1097.85                | 2429.79                          | 6   | 5383,5558,5733,5382,5557,5732       | 1331.94  | 121.32   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 315536     | 3120.44                | 4445.6                           | 6   | 9072,9247,9422,9071,9246,9421       | 1325.16  | 42.47    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 315536     | 3090.88                | 4398.99                          | 6   | 10122,10297,10472,10121,10296,10471 | 1308.11  | 42.32    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 315536     | 2557.98                | 3748.84                          | 6   | 12222,12397,12572,12221,12396,12571 | 1190.86  | 46.55    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 253036     | 2487.71                | 3568.07                          | 6   | 15890,16065,16240,15889,16064,16239 | 1080.36  | 43.43    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 253036     | 2481.92                | 3545.74                          | 6   | 9065,9240,9415,9064,9239,9414       | 1063.82  | 42.86    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 2048576    | 2222.94                | 3183.47                          | 6   | 25627,25830,26033,25626,25829,26032 | 960.53   | 43.21    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 253036     | 2159.41                | 3086.05                          | 6   | 11165,11340,11515,11164,11339,11514 | 926.64   | 42.91    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 253036     | 1445.51                | 2330.38                          | 6   | 4340,4515,4690,4339,4514,4689       | 884.87   | 61.22    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 190536     | 1859.11                | 2701.61                          | 6   | 10108,10283,10458,10107,10282,10457 | 842.5    | 45.32    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 65536      | 645.93                 | 1475.97                          | 6   | 10094,10269,10444,10093,10268,10443 | 830.04   | 128.5    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 190536     | 1398.7                 | 2166.12                          | 6   | 13783,13958,14133,13782,13957,14132 | 767.42   | 54.87    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 190536     | 1589.57                | 2260.55                          | 6   | 12733,12908,13083,12732,12907,13082 | 670.98   | 42.21    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 2048576    | 2080.46                | 2746.94                          | 6   | 26845,27048,27251,26844,27047,27250 | 666.48   | 32.04    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 128036     | 1258.84                | 1830.3                           | 6   | 9051,9226,9401,9050,9225,9400       | 571.46   | 45.4     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 128036     | 1276.92                | 1823.78                          | 6   | 14826,15001,15176,14825,15000,15175 | 546.86   | 42.83    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 128036     | 1261.1                 | 1804.07                          | 6   | 15876,16051,16226,15875,16050,16225 | 542.97   | 43.06    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 128036     | 1253.12                | 1793.2                           | 6   | 10101,10276,10451,10100,10275,10450 | 540.08   | 43.1     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 128036     | 924.83                 | 1455.67                          | 6   | 13776,13951,14126,13775,13950,14125 | 530.84   | 57.4     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 1048576    | 963.55                 | 1415.57                          | 6   | 26838,27041,27244,26837,27040,27243 | 452.02   | 46.91    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 128036     | 745.91                 | 1190.7                           | 6   | 3801,3976,4151,3800,3975,4150       | 444.79   | 59.63    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 1048576    | 964.99                 | 1398.96                          | 6   | 25620,25823,26026,25619,25822,26025 | 433.97   | 44.97    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 32768      | 327.1                  | 743.58                           | 6   | 9037,9212,9387,9036,9211,9386       | 416.48   | 127.32   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 440536     | 3065.21                | 3408.98                          | 6   | 10661,10836,11011,10660,10835,11010 | 343.77   | 11.22    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 524288     | 485.33                 | 811.78                           | 6   | 26831,27034,27237,26830,27033,27236 | 326.45   | 67.26    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 65536      | 650.05                 | 933.55                           | 6   | 14819,14994,15169,14818,14993,15168 | 283.5    | 43.61    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 65536      | 542.54                 | 787.13                           | 6   | 12719,12894,13069,12718,12893,13068 | 244.59   | 45.08    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 32768      | 282.33                 | 518.05                           | 6   | 11137,11312,11487,11136,11311,11486 | 235.72   | 83.49    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 524288     | 492.16                 | 704.05                           | 6   | 25613,25816,26019,25612,25815,26018 | 211.89   | 43.05    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 565536     | 1946.09                | 2147.65                          | 6   | 8575,8750,8925,8574,8749,8924       | 201.56   | 10.36    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 503036     | 3525.93                | 3699.47                          | 6   | 10668,10843,11018,10667,10842,11017 | 173.54   | 4.92     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 440536     | 3069.46                | 3232.5                           | 6   | 13286,13461,13636,13285,13460,13635 | 163.04   | 5.31     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 32768      | 325.46                 | 470.31                           | 6   | 15862,16037,16212,15861,16036,16211 | 144.85   | 44.51    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 327.37                 | 467.41                           | 6   | 10087,10262,10437,10086,10261,10436 | 140.04   | 42.78    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 262144     | 272.04                 | 411.89                           | 6   | 25606,25809,26012,25605,25808,26011 | 139.85   | 51.41    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 32768      | 329.32                 | 466.44                           | 6   | 14812,14987,15162,14811,14986,15161 | 137.12   | 41.64    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 32768      | 238.37                 | 370.36                           | 6   | 13762,13937,14112,13761,13936,14111 | 131.99   | 55.37    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 32768      | 274.08                 | 400.51                           | 6   | 12712,12887,13062,12711,12886,13061 | 126.43   | 46.13    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 16384      | 135.52                 | 261.47                           | 6   | 12180,12355,12530,12179,12354,12529 | 125.95   | 92.94    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 32768      | 197.2                  | 305.46                           | 6   | 4312,4487,4662,4311,4486,4661       | 108.26   | 54.9     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 282768     | 1890.13                | 1997.11                          | 6   | 23520,23688,23856,23519,23687,23855 | 106.98   | 5.66     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 503036     | 1762.93                | 1869.67                          | 6   | 15393,15568,15743,15392,15567,15742 | 106.74   | 6.05     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 189018     | 1263.21                | 1358.79                          | 6   | 23499,23667,23835,23498,23666,23834 | 95.58    | 7.57     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 253036     | 1774.58                | 1865.25                          | 6   | 13265,13440,13615,13264,13439,13614 | 90.67    | 5.11     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 190536     | 1325.92                | 1409.39                          | 6   | 13258,13433,13608,13257,13432,13607 | 83.47    | 6.3      |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 190536     | 1334.73                | 1415.7                           | 6   | 10633,10808,10983,10632,10807,10982 | 80.97    | 6.07     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 128036     | 897.73                 | 976.75                           | 6   | 10626,10801,10976,10625,10800,10975 | 79.02    | 8.8      |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 503036     | 1751.39                | 1827.04                          | 6   | 8568,8743,8918,8567,8742,8917       | 75.65    | 4.32     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 251518     | 1942.11                | 2015.27                          | 6   | 24521,24689,24857,24520,24688,24856 | 73.16    | 3.77     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 220268     | 3752.81                | 3825.19                          | 6   | 24010,24178,24346,24009,24177,24345 | 72.38    | 1.93     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 8192       | 84.26                  | 156.29                           | 6   | 15848,16023,16198,15847,16022,16197 | 72.03    | 85.49    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 378036     | 2629.68                | 2700.11                          | 6   | 10654,10829,11004,10653,10828,11003 | 70.43    | 2.68     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 565536     | 1994.83                | 2065.03                          | 6   | 15400,15575,15750,15399,15574,15749 | 70.2     | 3.52     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 16384      | 165.02                 | 235.12                           | 6   | 15855,16030,16205,15854,16029,16204 | 70.1     | 42.48    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 378036     | 1318.39                | 1388.16                          | 6   | 15379,15554,15729,15378,15553,15728 | 69.77    | 5.29     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 8192       | 61.99                  | 130.95                           | 6   | 13748,13923,14098,13747,13922,14097 | 68.96    | 111.24   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 16384      | 164.83                 | 233.74                           | 6   | 14805,14980,15155,14804,14979,15154 | 68.91    | 41.81    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 8192       | 84.35                  | 153.12                           | 6   | 9023,9198,9373,9022,9197,9372       | 68.77    | 81.53    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 315536     | 2246.97                | 2311.84                          | 6   | 10647,10822,10997,10646,10821,10996 | 64.87    | 2.89     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 282768     | 3020.19                | 3084.9                           | 6   | 20496,20664,20832,20495,20663,20831 | 64.71    | 2.14     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 378036     | 1332.5                 | 1396.53                          | 6   | 8554,8729,8904,8553,8728,8903       | 64.03    | 4.81     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 16384      | 139.2                  | 199.46                           | 6   | 12705,12880,13055,12704,12879,13054 | 60.26    | 43.29    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 440536     | 3179.0                 | 3238.72                          | 6   | 6461,6636,6811,6460,6635,6810       | 59.72    | 1.88     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 262144     | 294.65                 | 354.21                           | 6   | 26824,27027,27230,26823,27026,27229 | 59.56    | 20.21    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 378036     | 1644.9                 | 1702.69                          | 6   | 9604,9779,9954,9603,9778,9953       | 57.79    | 3.51     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 503036     | 1630.65                | 1687.73                          | 6   | 8043,8218,8393,8042,8217,8392       | 57.08    | 3.5      |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 251518     | 3935.34                | 3990.22                          | 6   | 19985,20153,20321,19984,20152,20320 | 54.88    | 1.39     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 503036     | 3383.21                | 3437.3                           | 6   | 4893,5068,5243,4892,5067,5242       | 54.09    | 1.6      |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 378036     | 3164.79                | 3218.21                          | 6   | 11704,11879,12054,11703,11878,12053 | 53.42    | 1.69     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 251518     | 4303.19                | 4355.87                          | 6   | 18473,18641,18809,18472,18640,18808 | 52.68    | 1.22     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 95268      | 636.15                 | 687.35                           | 6   | 23478,23646,23814,23477,23645,23813 | 51.2     | 8.05     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 65536      | 462.91                 | 513.76                           | 6   | 13244,13419,13594,13243,13418,13593 | 50.85    | 10.98    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 378036     | 2722.37                | 2772.66                          | 6   | 6454,6629,6804,6453,6628,6803       | 50.29    | 1.85     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 157768     | 2178.39                | 2228.49                          | 6   | 21476,21644,21812,21475,21643,21811 | 50.1     | 2.3      |
