+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------------+-------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan | patched-geoghegan-munro | cnt |                 qid                 | pct_diff |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1024       | 15.17             | 16.96                   | 6   | 2483,2618,2753,2484,2619,2754       | 11.8     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 8192       | 186.98            | 208.69                  | 2   | 10508,10509                         | 11.61    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2048       | 22.35             | 24.91                   | 6   | 1678,1813,1948,1679,1814,1949       | 11.45    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 64         | 4.44              | 4.94                    | 6   | 9753,9873,9993,9754,9874,9994       | 11.26    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 189018     | 4098.94           | 4560.22                 | 6   | 8743,8863,8983,8744,8864,8984       | 11.25    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 126518     | 2755.77           | 3065.4                  | 2   | 10533,10534                         | 11.24    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 2048       | 32.37             | 35.98                   | 6   | 7258,7378,7498,7259,7379,7499       | 11.15    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 251518     | 5437.4            | 6029.01                 | 6   | 8753,8873,8993,8754,8874,8994       | 10.88    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 126518     | 2749.02           | 3040.96                 | 6   | 8733,8853,8973,8734,8854,8974       | 10.62    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 4096       | 94.14             | 104.1                   | 6   | 8703,8823,8943,8704,8824,8944       | 10.58    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 157768     | 3414.13           | 3771.02                 | 2   | 10538,10539                         | 10.45    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 512        | 15.1              | 16.67                   | 6   | 8688,8808,8928,8689,8809,8929       | 10.4     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 157768     | 3441.6            | 3791.66                 | 6   | 8738,8858,8978,8739,8859,8979       | 10.17    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 4096       | 59.19             | 65.06                   | 6   | 7263,7383,7503,7264,7384,7504       | 9.92     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 8          | 3.03              | 3.33                    | 6   | 1233,1368,1503,1234,1369,1504       | 9.9      |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1          | 1.12              | 1.23                    | 6   | 813,948,1083,814,949,1084           | 9.82     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2          | 1.54              | 1.69                    | 6   | 3653,3788,3923,3654,3789,3924       | 9.74     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 8          | 3.1               | 3.4                     | 6   | 423,558,693,424,559,694             | 9.68     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4096       | 32.7              | 35.84                   | 6   | 4518,4653,4788,4519,4654,4789       | 9.6      |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 4          | 2.19              | 2.4                     | 6   | 3253,3388,3523,3254,3389,3524       | 9.59     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 16         | 5.77              | 6.32                    | 6   | 833,968,1103,834,969,1104           | 9.53     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 32768      | 733.77            | 803.34                  | 6   | 8718,8838,8958,8719,8839,8959       | 9.48     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 256        | 9.31              | 10.19                   | 2   | 10483,10484                         | 9.45     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4          | 2.08              | 2.27                    | 6   | 6088,6223,6358,6089,6224,6359       | 9.13     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2          | 1.65              | 1.8                     | 6   | 3248,3383,3518,3249,3384,3519       | 9.09     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 4          | 2.11              | 2.3                     | 6   | 1228,1363,1498,1229,1364,1499       | 9.0      |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 8192       | 53.29             | 58.06                   | 6   | 4523,4658,4793,4524,4659,4794       | 8.95     |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2          | 1.48              | 1.61                    | 6   | 1628,1763,1898,1629,1764,1899       | 8.78     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 95268      | 1251.48           | 1360.06                 | 6   | 7288,7408,7528,7289,7409,7529       | 8.68     |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 4          | 2.08              | 2.26                    | 6   | 2038,2173,2308,2039,2174,2309       | 8.65     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 1024       | 26.95             | 29.27                   | 6   | 8693,8813,8933,8694,8814,8934       | 8.61     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 8          | 3.37              | 3.66                    | 6   | 6093,6228,6363,6094,6229,6364       | 8.61     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4096       | 25.24             | 27.4                    | 6   | 6138,6273,6408,6139,6274,6409       | 8.56     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2          | 1.61              | 1.74                    | 6   | 4058,4193,4328,4059,4194,4329       | 8.07     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 2048       | 48.24             | 52.09                   | 6   | 7978,8098,8218,7979,8099,8219       | 7.98     |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 64         | 8.6               | 9.28                    | 6   | 2868,3003,3138,2869,3004,3139       | 7.91     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 4096       | 32.87             | 35.42                   | 6   | 3708,3843,3978,3709,3844,3979       | 7.76     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 282768     | 6133.66           | 6603.22                 | 6   | 8758,8878,8998,8759,8879,8999       | 7.66     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 32         | 9.27              | 9.96                    | 6   | 1243,1378,1513,1244,1379,1514       | 7.44     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 32768      | 433.23            | 465.26                  | 6   | 7278,7398,7518,7279,7399,7519       | 7.39     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 32         | 7.33              | 7.87                    | 6   | 3268,3403,3538,3269,3404,3539       | 7.37     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 16384      | 222.73            | 239.01                  | 6   | 7273,7393,7513,7274,7394,7514       | 7.31     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2          | 1.37              | 1.47                    | 6   | 1223,1358,1493,1224,1359,1494       | 7.3      |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 4.27              | 4.58                    | 6   | 7953,8073,8193,7954,8074,8194       | 7.26     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 512        | 14.63             | 15.69                   | 6   | 1263,1398,1533,1264,1399,1534       | 7.25     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 8192       | 46.67             | 50.01                   | 6   | 3308,3443,3578,3309,3444,3579       | 7.16     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 512        | 14.68             | 15.72                   | 6   | 5718,5853,5988,5719,5854,5989       | 7.08     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 512        | 13.94             | 14.91                   | 6   | 4098,4233,4368,4099,4234,4369       | 6.96     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 16         | 2.95              | 3.15                    | 6   | 7943,8063,8183,7944,8064,8184       | 6.78     |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 16         | 5.61              | 5.99                    | 6   | 2453,2588,2723,2454,2589,2724       | 6.77     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 128        | 4.01              | 4.28                    | 6   | 7238,7358,7478,7239,7359,7479       | 6.73     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 8          | 2.31              | 2.46                    | 6   | 9378,9498,9618,9379,9499,9619       | 6.49     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 128        | 5.64              | 6.0                     | 6   | 8678,8798,8918,8679,8799,8919       | 6.38     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1762144    | 5910.45           | 6284.53                 | 6   | 6198,6333,6468,6199,6334,6469       | 6.33     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 2          | 2.23              | 2.37                    | 6   | 8648,8768,8888,8649,8769,8889       | 6.28     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 128        | 8.79              | 9.34                    | 6   | 848,983,1118,849,984,1119           | 6.26     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 95268      | 2188.57           | 2325.41                 | 6   | 8728,8848,8968,8729,8849,8969       | 6.25     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 16         | 2.85              | 3.02                    | 2   | 10463,10464                         | 5.96     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 128        | 5.89              | 6.24                    | 6   | 7958,8078,8198,7959,8079,8199       | 5.94     |
