+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------------+-------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan | patched-geoghegan-munro | cnt |                 qid                 | pct_diff |
+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------------+-------------------------+-----+-------------------------------------+----------+
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 64         | 8.06              | 13.82                   | 6   | 438,573,708,439,574,709             | 71.46    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 1          | 1.49              | 2.41                    | 6   | 9003,9123,9243,9004,9124,9244       | 61.74    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 64         | 8.69              | 13.5                    | 6   | 3678,3813,3948,3679,3814,3949       | 55.35    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 8.21              | 12.75                   | 6   | 1653,1788,1923,1654,1789,1924       | 55.3     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 4          | 1.68              | 2.56                    | 6   | 7213,7333,7453,7214,7334,7454       | 52.38    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2          | 1.42              | 2.13                    | 6   | 5678,5813,5948,5679,5814,5949       | 50.0     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 32         | 5.29              | 7.81                    | 6   | 5293,5428,5563,5294,5429,5564       | 47.64    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2          | 1.53              | 2.21                    | 6   | 8,143,278,9,144,279                 | 44.44    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 256        | 10.8              | 15.57                   | 6   | 4903,5038,5173,4904,5039,5174       | 44.17    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 16         | 4.49              | 6.3                     | 6   | 3668,3803,3938,3669,3804,3939       | 40.31    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1          | 1.06              | 1.48                    | 6   | 4053,4188,4323,4054,4189,4324       | 39.62    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 128        | 8.45              | 11.35                   | 6   | 3278,3413,3548,3279,3414,3549       | 34.32    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1024       | 15.42             | 20.48                   | 6   | 3698,3833,3968,3699,3834,3969       | 32.81    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 512        | 13.64             | 17.8                    | 6   | 4503,4638,4773,4504,4639,4774       | 30.5     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1          | 1.12              | 1.45                    | 6   | 1218,1353,1488,1219,1354,1489       | 29.46    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 2          | 2.21              | 2.86                    | 6   | 7568,7688,7808,7569,7689,7809       | 29.41    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 512        | 12.15             | 15.44                   | 6   | 2478,2613,2748,2479,2614,2749       | 27.08    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 32         | 7.09              | 8.93                    | 6   | 3673,3808,3943,3674,3809,3944       | 25.95    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 128        | 9.59              | 12.03                   | 6   | 2873,3008,3143,2874,3009,3144       | 25.44    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 8          | 3.32              | 4.16                    | 6   | 5688,5823,5958,5689,5824,5959       | 25.3     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1024       | 15.76             | 19.74                   | 6   | 1268,1403,1538,1269,1404,1539       | 25.25    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 8          | 3.03              | 3.79                    | 6   | 4068,4203,4338,4069,4204,4339       | 25.08    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 16         | 4.43              | 5.54                    | 6   | 4883,5018,5153,4884,5019,5154       | 25.06    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2          | 1.71              | 2.12                    | 6   | 818,953,1088,819,954,1089           | 23.98    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 1          | 1.7               | 2.08                    | 6   | 7923,8043,8163,7924,8044,8164       | 22.35    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 282768     | 3709.32           | 4497.61                 | 6   | 7318,7438,7558,7319,7439,7559       | 21.25    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 64018      | 853.88            | 1034.57                 | 6   | 7283,7403,7523,7284,7404,7524       | 21.16    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4          | 2.32              | 2.8                     | 6   | 4468,4603,4738,4469,4604,4739       | 20.69    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 64         | 8.22              | 9.92                    | 6   | 4083,4218,4353,4084,4219,4354       | 20.68    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 256        | 10.91             | 13.13                   | 6   | 2473,2608,2743,2474,2609,2744       | 20.35    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 4          | 2.42              | 2.91                    | 6   | 6853,6973,7093,6854,6974,7094       | 20.25    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 220268     | 2834.59           | 3407.22                 | 6   | 7308,7428,7548,7309,7429,7549       | 20.2     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1024       | 12.57             | 15.06                   | 6   | 53,188,323,54,189,324               | 19.81    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1024       | 16.95             | 20.3                    | 6   | 4913,5048,5183,4914,5049,5184       | 19.76    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1          | 1.19              | 1.42                    | 6   | 3243,3378,3513,3244,3379,3514       | 19.33    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 32         | 7.98              | 9.51                    | 6   | 2458,2593,2728,2459,2594,2729       | 19.17    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 64         | 9.72              | 11.58                   | 6   | 4488,4623,4758,4489,4624,4759       | 19.14    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 126518     | 1632.66           | 1934.12                 | 6   | 7293,7413,7533,7294,7414,7534       | 18.46    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024       | 12.03             | 14.25                   | 6   | 6128,6263,6398,6129,6264,6399       | 18.45    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 256        | 8.89              | 10.53                   | 6   | 4498,4633,4768,4499,4634,4769       | 18.45    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 16         | 2.34              | 2.77                    | 6   | 7223,7343,7463,7224,7344,7464       | 18.38    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 4          | 2.09              | 2.47                    | 6   | 3658,3793,3928,3659,3794,3929       | 18.18    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 16         | 4.92              | 5.77                    | 6   | 2858,2993,3128,2859,2994,3129       | 17.28    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 16         | 4.5               | 5.27                    | 6   | 1238,1373,1508,1239,1374,1509       | 17.11    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2048       | 20.12             | 23.52                   | 6   | 2893,3028,3163,2894,3029,3164       | 16.9     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048       | 18.5              | 21.58                   | 6   | 4108,4243,4378,4109,4244,4379       | 16.65    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 128        | 7.77              | 9.01                    | 6   | 2063,2198,2333,2064,2199,2334       | 15.96    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 64         | 4.09              | 4.73                    | 2   | 10473,10474                         | 15.65    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 189018     | 4067.04           | 4699.68                 | 2   | 10543,10544                         | 15.56    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2          | 1.48              | 1.71                    | 6   | 2843,2978,3113,2844,2979,3114       | 15.54    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 128        | 9.49              | 10.84                   | 6   | 5303,5438,5573,5304,5439,5574       | 14.23    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 8192       | 115.47            | 131.71                  | 6   | 7268,7388,7508,7269,7389,7509       | 14.06    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 1          | 1.17              | 1.33                    | 6   | 5268,5403,5538,5269,5404,5539       | 13.68    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1024       | 16.91             | 19.21                   | 6   | 5723,5858,5993,5724,5859,5994       | 13.6     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 256        | 12.0              | 13.58                   | 6   | 1258,1393,1528,1259,1394,1529       | 13.17    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 8          | 3.38              | 3.82                    | 6   | 3258,3393,3528,3259,3394,3529       | 13.02    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 220268     | 4763.96           | 5357.77                 | 2   | 10548,10549                         | 12.46    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 16384      | 363.45            | 408.62                  | 2   | 10513,10514                         | 12.43    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 65536      | 224.66            | 252.33                  | 6   | 6158,6293,6428,6159,6294,6429       | 12.32    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 95268      | 2066.47           | 2319.76                 | 2   | 10528,10529                         | 12.26    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 4          | 2.04              | 2.29                    | 6   | 1633,1768,1903,1634,1769,1904       | 12.25    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 32         | 2.91              | 3.26                    | 2   | 10468,10469                         | 12.03    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 2048       | 49.51             | 55.42                   | 6   | 8698,8818,8938,8699,8819,8939       | 11.94    |
