+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------------+------------------------------+-----+-------------------------------------+---------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-munro-3ded1b78 | patched-geoghegan-2-3ded1b78 | cnt |                 qid                 |  diff   | pct_diff |
+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------------+------------------------------+-----+-------------------------------------+---------+----------+
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2262144    | 12407.16                           | 22690.36                     | 6   | 41598,41787,41976,41597,41786,41975 | 10283.2 | 82.88    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2262144    | 10356.24                           | 18219.11                     | 6   | 39330,39519,39708,39329,39518,39707 | 7862.87 | 75.92    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2262144    | 11143.39                           | 18715.26                     | 6   | 38763,38952,39141,38762,38951,39140 | 7571.87 | 67.95    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2262144    | 11129.08                           | 18635.01                     | 6   | 40464,40653,40842,40463,40652,40841 | 7505.93 | 67.44    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2012144    | 9223.33                            | 16163.59                     | 6   | 37622,37811,38000,37621,37810,37999 | 6940.26 | 75.25    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 565536     | 4435.23                            | 10961.59                     | 6   | 13822,13997,14172,13821,13996,14171 | 6526.36 | 147.15   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 565536     | 4771.97                            | 11295.84                     | 6   | 12772,12947,13122,12771,12946,13121 | 6523.87 | 136.71   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 1762144    | 8753.92                            | 14584.46                     | 6   | 38749,38938,39127,38748,38937,39126 | 5830.54 | 66.6     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 503036     | 3936.55                            | 9644.51                      | 6   | 13815,13990,14165,13814,13989,14164 | 5707.96 | 145.0    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 503036     | 4230.41                            | 9848.73                      | 6   | 12765,12940,13115,12764,12939,13114 | 5618.32 | 132.81   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 565536     | 4860.29                            | 10297.2                      | 6   | 11197,11372,11547,11196,11371,11546 | 5436.91 | 111.86   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 565536     | 4600.68                            | 10012.23                     | 6   | 12247,12422,12597,12246,12421,12596 | 5411.55 | 117.63   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 1512144    | 7491.06                            | 12678.78                     | 6   | 38742,38931,39120,38741,38930,39119 | 5187.72 | 69.25    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 440536     | 3437.37                            | 8537.31                      | 6   | 13808,13983,14158,13807,13982,14157 | 5099.94 | 148.37   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 440536     | 3698.25                            | 8785.84                      | 6   | 12758,12933,13108,12757,12932,13107 | 5087.59 | 137.57   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 503036     | 4319.76                            | 9089.85                      | 6   | 11190,11365,11540,11189,11364,11539 | 4770.09 | 110.42   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 503036     | 4877.25                            | 9469.65                      | 6   | 10140,10315,10490,10139,10314,10489 | 4592.4  | 94.16    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 378036     | 2919.09                            | 7428.5                       | 6   | 13801,13976,14151,13800,13975,14150 | 4509.41 | 154.48   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 378036     | 3184.47                            | 7598.22                      | 6   | 12751,12926,13101,12750,12925,13100 | 4413.75 | 138.6    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1262144    | 5836.13                            | 10220.34                     | 6   | 37601,37790,37979,37600,37789,37978 | 4384.21 | 75.12    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 503036     | 4093.78                            | 8349.39                      | 6   | 12240,12415,12590,12239,12414,12589 | 4255.61 | 103.95   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1262144    | 6184.51                            | 10425.61                     | 6   | 40436,40625,40814,40435,40624,40813 | 4241.1  | 68.58    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 440536     | 3572.18                            | 7698.74                      | 6   | 12233,12408,12583,12232,12407,12582 | 4126.56 | 115.52   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 440536     | 3770.23                            | 7808.78                      | 6   | 11183,11358,11533,11182,11357,11532 | 4038.55 | 107.12   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 315536     | 2406.09                            | 6157.72                      | 6   | 13794,13969,14144,13793,13968,14143 | 3751.63 | 155.92   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 315536     | 2646.51                            | 6316.17                      | 6   | 12744,12919,13094,12743,12918,13093 | 3669.66 | 138.66   |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 9048576    | 8567.1                             | 12169.49                     | 6   | 31154,31357,31560,31153,31356,31559 | 3602.39 | 42.05    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 440536     | 4342.47                            | 7791.91                      | 6   | 15908,16083,16258,15907,16082,16257 | 3449.44 | 79.43    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1012144    | 4643.31                            | 8073.11                      | 6   | 39295,39484,39673,39294,39483,39672 | 3429.8  | 73.87    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 378036     | 3074.18                            | 6479.22                      | 6   | 12226,12401,12576,12225,12400,12575 | 3405.04 | 110.76   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 440536     | 4359.85                            | 7750.92                      | 6   | 14858,15033,15208,14857,15032,15207 | 3391.07 | 77.78    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 1012144    | 5008.21                            | 8390.38                      | 6   | 38728,38917,39106,38727,38916,39105 | 3382.17 | 67.53    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 378036     | 3243.2                             | 6265.21                      | 6   | 11176,11351,11526,11175,11350,11525 | 3022.01 | 93.18    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 253036     | 2111.91                            | 5129.05                      | 6   | 12737,12912,13087,12736,12911,13086 | 3017.14 | 142.86   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 253036     | 1908.03                            | 4905.84                      | 6   | 13787,13962,14137,13786,13961,14136 | 2997.81 | 157.12   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 315536     | 2702.92                            | 5380.16                      | 6   | 11169,11344,11519,11168,11343,11518 | 2677.24 | 99.05    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 378036     | 3737.82                            | 6382.74                      | 6   | 14851,15026,15201,14850,15025,15200 | 2644.92 | 70.76    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 565536     | 5564.91                            | 8201.23                      | 6   | 10147,10322,10497,10146,10321,10496 | 2636.32 | 47.37    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 762144     | 3786.78                            | 6327.03                      | 6   | 38721,38910,39099,38720,38909,39098 | 2540.25 | 67.08    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 565536     | 5552.71                            | 7999.52                      | 6   | 15922,16097,16272,15921,16096,16271 | 2446.81 | 44.07    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 565536     | 5587.91                            | 8030.11                      | 6   | 14872,15047,15222,14871,15046,15221 | 2442.2  | 43.71    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 378036     | 3719.23                            | 6137.51                      | 6   | 9076,9251,9426,9075,9250,9425       | 2418.28 | 65.02    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 503036     | 4993.77                            | 7383.28                      | 6   | 14865,15040,15215,14864,15039,15214 | 2389.51 | 47.85    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 190536     | 1384.27                            | 3739.57                      | 6   | 13780,13955,14130,13779,13954,14129 | 2355.3  | 170.15   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 512144     | 2786.0                             | 5109.15                      | 6   | 35312,35501,35690,35311,35500,35689 | 2323.15 | 83.39    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 315536     | 2555.2                             | 4862.59                      | 6   | 12219,12394,12569,12218,12393,12568 | 2307.39 | 90.3     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 190536     | 1580.56                            | 3806.55                      | 6   | 12730,12905,13080,12729,12904,13079 | 2225.99 | 140.84   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 190536     | 1868.35                            | 4068.17                      | 6   | 15880,16055,16230,15879,16054,16229 | 2199.82 | 117.74   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 190536     | 1884.54                            | 4020.0                       | 6   | 14830,15005,15180,14829,15004,15179 | 2135.46 | 113.31   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 253036     | 2494.26                            | 4554.89                      | 6   | 9062,9237,9412,9061,9236,9411       | 2060.63 | 82.61    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 565536     | 3233.24                            | 5262.37                      | 6   | 4372,4547,4722,4371,4546,4721       | 2029.13 | 62.76    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 5048576    | 4806.42                            | 6795.72                      | 6   | 31126,31329,31532,31125,31328,31531 | 1989.3  | 41.39    |
