+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------------+------------------------------+-----+-------------------------------------+---------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-munro-3ded1b78 | patched-geoghegan-2-3ded1b78 | cnt |                 qid                 |  diff   | pct_diff |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 253036     | 2476.43                            | 4434.88                      | 6   | 15887,16062,16237,15886,16061,16236 | 1958.45 | 79.08    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 253036     | 2471.2                             | 4334.23                      | 6   | 10112,10287,10462,10111,10286,10461 | 1863.03 | 75.39    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 512144     | 2365.76                            | 4139.85                      | 6   | 39281,39470,39659,39280,39469,39658 | 1774.09 | 74.99    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 8048576    | 10790.8                            | 12549.45                     | 6   | 25666,25869,26072,25665,25868,26071 | 1758.65 | 16.3     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 440536     | 2544.48                            | 4195.06                      | 6   | 3833,4008,4183,3832,4007,4182       | 1650.58 | 64.87    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 8048576    | 9222.38                            | 10828.78                     | 6   | 29320,29523,29726,29319,29522,29725 | 1606.4  | 17.42    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 315536     | 3102.01                            | 4706.21                      | 6   | 10119,10294,10469,10118,10293,10468 | 1604.2  | 51.71    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 8048576    | 10815.33                           | 12406.29                     | 6   | 26884,27087,27290,26883,27086,27289 | 1590.96 | 14.71    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 128036     | 925.83                             | 2513.53                      | 6   | 13773,13948,14123,13772,13947,14122 | 1587.7  | 171.49   |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 8048576    | 9239.73                            | 10806.9                      | 6   | 31147,31350,31553,31146,31349,31552 | 1567.17 | 16.96    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 128036     | 1049.08                            | 2585.71                      | 6   | 12723,12898,13073,12722,12897,13072 | 1536.63 | 146.47   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 253036     | 2163.81                            | 3684.42                      | 6   | 11162,11337,11512,11161,11336,11511 | 1520.61 | 70.27    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 253036     | 2055.89                            | 3539.81                      | 6   | 12212,12387,12562,12211,12386,12561 | 1483.92 | 72.18    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 7048576    | 9497.49                            | 10975.48                     | 6   | 33576,33779,33982,33575,33778,33981 | 1477.99 | 15.56    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 7048576    | 8070.59                            | 9491.88                      | 6   | 31140,31343,31546,31139,31342,31545 | 1421.29 | 17.61    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 128036     | 1260.16                            | 2635.69                      | 6   | 10098,10273,10448,10097,10272,10447 | 1375.53 | 109.16   |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 6048576    | 8068.76                            | 9414.05                      | 6   | 26870,27073,27276,26869,27072,27275 | 1345.29 | 16.67    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 7048576    | 8149.46                            | 9481.0                       | 6   | 29922,30125,30328,29921,30124,30327 | 1331.54 | 16.34    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 190536     | 1628.18                            | 2934.51                      | 6   | 11155,11330,11505,11154,11329,11504 | 1306.33 | 80.23    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 378036     | 3717.23                            | 5013.22                      | 6   | 15901,16076,16251,15900,16075,16250 | 1295.99 | 34.86    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 6048576    | 8165.22                            | 9441.65                      | 6   | 33569,33772,33975,33568,33771,33974 | 1276.43 | 15.63    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 128036     | 1256.52                            | 2528.96                      | 6   | 15873,16048,16223,15872,16047,16222 | 1272.44 | 101.27   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 253036     | 2511.04                            | 3710.58                      | 6   | 14837,15012,15187,14836,15011,15186 | 1199.54 | 47.77    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 190536     | 1542.83                            | 2740.19                      | 6   | 12205,12380,12555,12204,12379,12554 | 1197.36 | 77.61    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 128036     | 1265.69                            | 2447.1                       | 6   | 14823,14998,15173,14822,14997,15172 | 1181.41 | 93.34    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 315536     | 1802.98                            | 2968.17                      | 6   | 4344,4519,4694,4343,4518,4693       | 1165.19 | 64.63    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 6048576    | 7002.1                             | 8131.2                       | 6   | 28088,28291,28494,28087,28290,28493 | 1129.1  | 16.13    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 190536     | 1881.66                            | 2984.16                      | 6   | 10105,10280,10455,10104,10279,10454 | 1102.5  | 58.59    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 5048576    | 6823.24                            | 7894.45                      | 6   | 33562,33765,33968,33561,33764,33967 | 1071.21 | 15.7     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 128036     | 1269.15                            | 2312.51                      | 6   | 9048,9223,9398,9047,9222,9397       | 1043.36 | 82.21    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 190536     | 1878.44                            | 2914.8                       | 6   | 9055,9230,9405,9054,9229,9404       | 1036.36 | 55.17    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 378036     | 3686.95                            | 4673.76                      | 6   | 10126,10301,10476,10125,10300,10475 | 986.81  | 26.76    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 128036     | 1045.64                            | 2028.63                      | 6   | 12198,12373,12548,12197,12372,12547 | 982.99  | 94.01    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 262144     | 1240.27                            | 2168.7                       | 6   | 40408,40597,40786,40407,40596,40785 | 928.43  | 74.86    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 253036     | 1448.53                            | 2355.55                      | 6   | 4337,4512,4687,4336,4511,4686       | 907.02  | 62.62    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 128036     | 742.57                             | 1631.21                      | 6   | 5373,5548,5723,5372,5547,5722       | 888.64  | 119.67   |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 4048576    | 5465.35                            | 6314.52                      | 6   | 33555,33758,33961,33554,33757,33960 | 849.17  | 15.54    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2262144    | 13303.1                            | 14135.78                     | 6   | 42732,42921,43110,42731,42920,43109 | 832.68  | 6.26     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 65536      | 476.99                             | 1288.25                      | 6   | 13766,13941,14116,13765,13940,14115 | 811.26  | 170.08   |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 2048576    | 1947.18                            | 2757.66                      | 6   | 29278,29481,29684,29277,29480,29683 | 810.48  | 41.62    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1512144    | 7310.53                            | 8110.34                      | 6   | 37041,37230,37419,37040,37229,37418 | 799.81  | 10.94    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 503036     | 2877.01                            | 3650.47                      | 6   | 4365,4540,4715,4364,4539,4714       | 773.46  | 26.88    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 65536      | 543.1                              | 1310.42                      | 6   | 12716,12891,13066,12715,12890,13065 | 767.32  | 141.29   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 65536      | 558.46                             | 1311.8                       | 6   | 11141,11316,11491,11140,11315,11490 | 753.34  | 134.9    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 65536      | 533.36                             | 1282.55                      | 6   | 12191,12366,12541,12190,12365,12540 | 749.19  | 140.47   |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 3048576    | 4070.98                            | 4735.08                      | 6   | 25631,25834,26037,25630,25833,26036 | 664.1   | 16.31    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 65536      | 650.52                             | 1301.42                      | 6   | 14816,14991,15166,14815,14990,15165 | 650.9   | 100.06   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 440536     | 4299.87                            | 4936.69                      | 6   | 10133,10308,10483,10132,10307,10482 | 636.82  | 14.81    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 315536     | 3108.25                            | 3722.1                       | 6   | 14844,15019,15194,14843,15018,15193 | 613.85  | 19.75    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 3048576    | 3502.03                            | 4089.92                      | 6   | 29285,29488,29691,29284,29487,29690 | 587.89  | 16.79    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 128036     | 1098.33                            | 1673.03                      | 6   | 11148,11323,11498,11147,11322,11497 | 574.7   | 52.32    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 128036     | 749.01                             | 1306.81                      | 6   | 3798,3973,4148,3797,3972,4147       | 557.8   | 74.47    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 503036     | 4960.69                            | 5508.94                      | 6   | 9090,9265,9440,9089,9264,9439       | 548.25  | 11.05    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 565536     | 5552.15                            | 6053.63                      | 6   | 9097,9272,9447,9096,9271,9446       | 501.48  | 9.03     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 253036     | 1451.09                            | 1945.33                      | 6   | 2762,2937,3112,2761,2936,3111       | 494.24  | 34.06    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 503036     | 4936.19                            | 5423.82                      | 6   | 15915,16090,16265,15914,16089,16264 | 487.63  | 9.88     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 65536      | 645.7                              | 1125.18                      | 6   | 15866,16041,16216,15865,16040,16215 | 479.48  | 74.26    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 128036     | 733.92                             | 1210.38                      | 6   | 2748,2923,3098,2747,2922,3097       | 476.46  | 64.92    |
