+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------+----------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro-728899ba |  master  | cnt |                 qid                 | pct_diff |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 4096       | 50.91                  | 362.03   | 6   | 46606,46795,46984,46600,46789,46978 | 611.12   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 52.56                  | 373.41   | 6   | 44338,44527,44716,44332,44521,44710 | 610.45   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 4096       | 51.61                  | 365.61   | 6   | 50575,50764,50953,50569,50758,50947 | 608.41   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4096       | 54.5                   | 383.48   | 6   | 50008,50197,50386,50002,50191,50380 | 603.63   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2048       | 29.64                  | 207.75   | 6   | 44898,45087,45276,44892,45081,45270 | 600.91   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 31.27                  | 218.79   | 6   | 44331,44520,44709,44325,44514,44703 | 599.68   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 8192       | 75.06                  | 524.9    | 6   | 49448,49637,49826,49442,49631,49820 | 599.31   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2048       | 31.42                  | 218.52   | 6   | 48300,48489,48678,48294,48483,48672 | 595.48   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 16384      | 111.34                 | 769.95   | 6   | 46620,46809,46998,46614,46803,46992 | 591.53   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 8192       | 79.5                   | 549.64   | 6   | 51149,51338,51527,51143,51332,51521 | 591.37   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 8192       | 84.74                  | 583.09   | 6   | 51716,51905,52094,51710,51899,52088 | 588.09   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2048       | 31.62                  | 216.91   | 6   | 45465,45654,45843,45459,45648,45837 | 585.99   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2048       | 31.15                  | 213.63   | 6   | 46032,46221,46410,46026,46215,46404 | 585.81   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024       | 17.56                  | 120.25   | 6   | 52262,52451,52640,52256,52445,52634 | 584.79   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 8192       | 76.13                  | 519.61   | 6   | 47747,47936,48125,47741,47930,48119 | 582.53   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2048       | 31.51                  | 214.65   | 6   | 52269,52458,52647,52263,52452,52641 | 581.21   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 8192       | 87.29                  | 591.07   | 6   | 45479,45668,45857,45473,45662,45851 | 577.13   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 75.03                  | 505.77   | 6   | 43778,43967,44156,43772,43961,44150 | 574.09   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 4096       | 55.54                  | 374.35   | 6   | 51709,51898,52087,51703,51892,52081 | 574.02   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 8192       | 86.93                  | 585.77   | 6   | 47180,47369,47558,47174,47363,47552 | 573.84   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 2048       | 32.06                  | 215.95   | 6   | 47166,47355,47544,47160,47349,47538 | 573.58   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 8192       | 87.11                  | 584.61   | 6   | 50582,50771,50960,50576,50765,50954 | 571.12   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1024       | 17.22                  | 115.08   | 6   | 44324,44513,44702,44318,44507,44696 | 568.29   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 8192       | 83.52                  | 555.67   | 6   | 48881,49070,49259,48875,49064,49253 | 565.31   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 8192       | 91.54                  | 607.63   | 6   | 46613,46802,46991,46607,46796,46985 | 563.79   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 8192       | 87.57                  | 580.95   | 6   | 46046,46235,46424,46040,46229,46418 | 563.41   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 8192       | 75.42                  | 499.55   | 6   | 52283,52472,52661,52277,52466,52655 | 562.36   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2048       | 33.56                  | 221.3    | 6   | 50001,50190,50379,49995,50184,50373 | 559.42   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2048       | 33.02                  | 217.64   | 6   | 50568,50757,50946,50562,50751,50940 | 559.12   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 4096       | 56.12                  | 368.59   | 6   | 45472,45661,45850,45466,45655,45844 | 556.79   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2048       | 31.95                  | 209.45   | 6   | 43764,43953,44142,43758,43947,44136 | 555.56   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2048       | 32.33                  | 211.91   | 6   | 46599,46788,46977,46593,46782,46971 | 555.46   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1024       | 18.46                  | 119.17   | 6   | 44891,45080,45269,44885,45074,45263 | 545.56   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 16384      | 119.78                 | 769.47   | 6   | 44352,44541,44730,44346,44535,44724 | 542.4    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2048       | 32.59                  | 208.19   | 6   | 47733,47922,48111,47727,47916,48105 | 538.82   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2048       | 33.77                  | 215.51   | 6   | 48867,49056,49245,48861,49050,49239 | 538.17   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 4096       | 55.66                  | 354.06   | 6   | 48874,49063,49252,48868,49057,49246 | 536.11   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 8192       | 86.41                  | 548.42   | 6   | 44345,44534,44723,44339,44528,44717 | 534.67   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 8192       | 78.36                  | 497.05   | 6   | 44912,45101,45290,44906,45095,45284 | 534.32   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 16384      | 107.86                 | 682.55   | 6   | 43785,43974,44163,43779,43968,44157 | 532.81   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 16384      | 118.35                 | 745.03   | 6   | 46053,46242,46431,46047,46236,46425 | 529.51   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 16384      | 127.08                 | 796.69   | 6   | 50589,50778,50967,50583,50772,50961 | 526.92   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1024       | 19.23                  | 120.32   | 6   | 43757,43946,44135,43751,43940,44129 | 525.69   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 16384      | 104.24                 | 649.51   | 6   | 52290,52479,52668,52284,52473,52662 | 523.09   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048       | 33.69                  | 209.39   | 6   | 49434,49623,49812,49428,49617,49806 | 521.52   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 8192       | 89.49                  | 556.18   | 6   | 50015,50204,50393,50009,50198,50387 | 521.5    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 16384      | 129.14                 | 794.02   | 6   | 47187,47376,47565,47181,47370,47559 | 514.85   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 16384      | 105.7                  | 648.7    | 6   | 51156,51345,51534,51150,51339,51528 | 513.72   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 16384      | 124.08                 | 750.76   | 6   | 48888,49077,49266,48882,49071,49260 | 505.06   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1024       | 19.46                  | 117.5    | 6   | 46025,46214,46403,46019,46208,46397 | 503.8    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 16384      | 111.21                 | 668.47   | 6   | 49455,49644,49833,49449,49638,49827 | 501.09   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 16384      | 129.34                 | 773.84   | 6   | 51723,51912,52101,51717,51906,52095 | 498.3    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 16384      | 111.12                 | 661.46   | 6   | 47754,47943,48132,47748,47937,48126 | 495.27   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 16384      | 129.32                 | 764.97   | 6   | 50022,50211,50400,50016,50205,50394 | 491.53   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1024       | 20.03                  | 118.42   | 6   | 48293,48482,48671,48287,48476,48665 | 491.21   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 1024       | 19.63                  | 116.04   | 6   | 47726,47915,48104,47720,47909,48098 | 491.14   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 16384      | 114.49                 | 672.42   | 6   | 44919,45108,45297,44913,45102,45291 | 487.32   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 16384      | 111.33                 | 653.7    | 6   | 48321,48510,48699,48315,48504,48693 | 487.17   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 16384      | 132.55                 | 769.29   | 6   | 45486,45675,45864,45480,45669,45858 | 480.38   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1024       | 20.42                  | 118.4    | 6   | 49427,49616,49805,49421,49610,49799 | 479.82   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 1024       | 20.75                  | 118.69   | 6   | 51128,51317,51506,51122,51311,51500 | 472.0    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 32768      | 136.63                 | 778.31   | 6   | 43792,43981,44170,43786,43975,44164 | 469.65   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 32768      | 142.65                 | 807.65   | 6   | 52297,52486,52675,52291,52480,52669 | 466.18   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1024       | 21.39                  | 119.19   | 6   | 47159,47348,47537,47153,47342,47531 | 457.22   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 32768      | 150.89                 | 835.78   | 6   | 46627,46816,47005,46621,46810,46999 | 453.9    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 32768      | 154.7                  | 845.47   | 6   | 44926,45115,45304,44920,45109,45298 | 446.52   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 512        | 11.47                  | 62.54    | 6   | 46018,46207,46396,46012,46201,46390 | 445.25   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 32768      | 146.03                 | 791.67   | 6   | 51163,51352,51541,51157,51346,51535 | 442.13   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1024       | 21.17                  | 114.5    | 6   | 48860,49049,49238,48854,49043,49232 | 440.86   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1024       | 22.02                  | 117.52   | 6   | 51695,51884,52073,51689,51878,52067 | 433.7    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1024       | 21.99                  | 116.85   | 6   | 50561,50750,50939,50555,50744,50933 | 431.38   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 32768      | 145.14                 | 769.96   | 6   | 48328,48517,48706,48322,48511,48700 | 430.49   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 32768      | 175.08                 | 927.68   | 6   | 44359,44548,44737,44353,44542,44731 | 429.86   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 32768      | 155.66                 | 820.15   | 6   | 47761,47950,48139,47755,47944,48133 | 426.89   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1024       | 22.2                   | 115.36   | 6   | 49994,50183,50372,49988,50177,50366 | 419.64   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 512        | 12.18                  | 63.02    | 6   | 51121,51310,51499,51115,51304,51493 | 417.41   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 512        | 12.19                  | 62.85    | 6   | 49987,50176,50365,49981,50170,50359 | 415.59   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 32768      | 176.03                 | 902.05   | 6   | 50596,50785,50974,50590,50779,50968 | 412.44   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 32768      | 174.14                 | 887.2    | 6   | 48895,49084,49273,48889,49078,49267 | 409.48   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1024       | 22.74                  | 115.14   | 6   | 45458,45647,45836,45452,45641,45830 | 406.33   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 512        | 12.55                  | 63.52    | 6   | 49420,49609,49798,49414,49603,49792 | 406.14   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 512        | 12.11                  | 61.18    | 6   | 50554,50743,50932,50548,50737,50926 | 405.2    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 32768      | 181.35                 | 914.38   | 6   | 46060,46249,46438,46054,46243,46432 | 404.21   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 32768      | 180.16                 | 902.06   | 6   | 47194,47383,47572,47188,47377,47566 | 400.7    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 183.56                 | 904.75   | 6   | 45493,45682,45871,45487,45676,45865 | 392.89   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 32768      | 158.47                 | 779.65   | 6   | 49462,49651,49840,49456,49645,49834 | 391.99   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 512        | 12.94                  | 62.87    | 6   | 44884,45073,45262,44878,45067,45256 | 385.86   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 32768      | 187.47                 | 903.19   | 6   | 51730,51919,52108,51724,51913,52102 | 381.78   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 32768      | 193.05                 | 928.17   | 6   | 50029,50218,50407,50023,50212,50401 | 380.79   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 65536      | 219.75                 | 989.7    | 6   | 48335,48524,48713,48329,48518,48707 | 350.38   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 65536      | 213.89                 | 960.16   | 6   | 51170,51359,51548,51164,51353,51542 | 348.9    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 512        | 13.87                  | 62.26    | 6   | 47719,47908,48097,47713,47902,48091 | 348.88   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 65536      | 208.05                 | 918.0    | 6   | 43799,43988,44177,43793,43982,44171 | 341.24   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 65536      | 224.63                 | 986.47   | 6   | 46634,46823,47012,46628,46817,47006 | 339.15   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 65536      | 266.68                 | 1152.27  | 6   | 48902,49091,49280,48896,49085,49274 | 332.08   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 65536      | 272.45                 | 1172.97  | 6   | 46067,46256,46445,46061,46250,46439 | 330.53   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 512        | 14.24                  | 61.28    | 6   | 51688,51877,52066,51682,51871,52060 | 330.34   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 65536      | 276.37                 | 1184.43  | 6   | 44366,44555,44744,44360,44549,44738 | 328.57   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 512        | 15.16                  | 63.84    | 6   | 43750,43939,44128,43744,43933,44122 | 321.11   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 65536      | 229.0                  | 958.21   | 6   | 47768,47957,48146,47762,47951,48140 | 318.43   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 65536      | 236.47                 | 977.66   | 6   | 49469,49658,49847,49463,49652,49841 | 313.44   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 131072     | 341.83                 | 1411.56  | 6   | 43806,43995,44184,43800,43989,44178 | 312.94   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 512        | 15.53                  | 63.33    | 6   | 52255,52444,52633,52249,52438,52627 | 307.79   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 65536      | 280.64                 | 1138.97  | 6   | 50603,50792,50981,50597,50786,50975 | 305.85   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 512        | 15.6                   | 63.3     | 6   | 48286,48475,48664,48280,48469,48658 | 305.77   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 65536      | 287.3                  | 1163.08  | 6   | 51737,51926,52115,51731,51920,52109 | 304.83   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 512        | 15.36                  | 61.78    | 6   | 45451,45640,45829,45445,45634,45823 | 302.21   |
