+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------+------------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro-728899ba | patched-geoghegan-2-munro-3ded1b78 | cnt |                 qid                 | pct_diff |
+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------+------------------------------------+-----+-------------------------------------+----------+
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 1          | 0.89                   | 1.84                               | 6   | 18823,18991,19159,18820,18988,19156 | 106.74   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 4.46                   | 8.72                               | 6   | 45997,46186,46375,45994,46183,46372 | 95.52    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2          | 0.92                   | 1.78                               | 6   | 33404,33607,33810,33401,33604,33807 | 93.48    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 4          | 1.31                   | 2.45                               | 6   | 11046,11221,11396,11043,11218,11393 | 87.02    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 4          | 1.0                    | 1.87                               | 6   | 7896,8071,8246,7893,8068,8243       | 87.0     |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 128        | 6.12                   | 11.4                               | 6   | 47138,47327,47516,47135,47324,47513 | 86.27    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 128        | 6.03                   | 11.21                              | 6   | 46004,46193,46382,46001,46190,46379 | 85.9     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2048576    | 1977.4                 | 3612.39                            | 6   | 33544,33747,33950,33541,33744,33947 | 82.68    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 1          | 1.0                    | 1.81                               | 6   | 21847,22015,22183,21844,22012,22180 | 81.0     |
