+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------------+------------------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-munro-43ff7415 | patched-geoghegan-2-3ded1b78 | cnt |                 qid                 |   diff   | pct_diff |
+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------------+------------------------------+-----+-------------------------------------+----------+----------+
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2262144    | 12390.58                         | 22690.36                     | 6   | 41600,41789,41978,41597,41786,41975 | 10299.78 | 83.13    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2262144    | 10331.32                         | 18219.11                     | 6   | 39332,39521,39710,39329,39518,39707 | 7887.79  | 76.35    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2262144    | 11098.0                          | 18635.01                     | 6   | 40466,40655,40844,40463,40652,40841 | 7537.01  | 67.91    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2262144    | 11235.02                         | 18715.26                     | 6   | 38765,38954,39143,38762,38951,39140 | 7480.24  | 66.58    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2012144    | 9283.51                          | 16163.59                     | 6   | 37624,37813,38002,37621,37810,37999 | 6880.08  | 74.11    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 1762144    | 8728.14                          | 14584.46                     | 6   | 38751,38940,39129,38748,38937,39126 | 5856.32  | 67.1     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 503036     | 4250.55                          | 9848.73                      | 6   | 12767,12942,13117,12764,12939,13114 | 5598.18  | 131.7    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 565536     | 4840.83                          | 10297.2                      | 6   | 11199,11374,11549,11196,11371,11546 | 5456.37  | 112.72   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 1512144    | 7510.85                          | 12678.78                     | 6   | 38744,38933,39122,38741,38930,39119 | 5167.93  | 68.81    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 503036     | 4302.65                          | 9089.85                      | 6   | 11192,11367,11542,11189,11364,11539 | 4787.2   | 111.26   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 378036     | 2911.07                          | 7428.5                       | 6   | 13803,13978,14153,13800,13975,14150 | 4517.43  | 155.18   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 565536     | 6889.62                          | 11295.84                     | 6   | 12774,12949,13124,12771,12946,13121 | 4406.22  | 63.95    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1262144    | 5825.71                          | 10220.34                     | 6   | 37603,37792,37981,37600,37789,37978 | 4394.63  | 75.44    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 565536     | 6632.38                          | 10961.59                     | 6   | 13824,13999,14174,13821,13996,14171 | 4329.21  | 65.27    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1262144    | 6182.36                          | 10425.61                     | 6   | 40438,40627,40816,40435,40624,40813 | 4243.25  | 68.63    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 440536     | 3579.15                          | 7698.74                      | 6   | 12235,12410,12585,12232,12407,12582 | 4119.59  | 115.1    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 440536     | 3753.14                          | 7808.78                      | 6   | 11185,11360,11535,11182,11357,11532 | 4055.64  | 108.06   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 503036     | 5898.05                          | 9644.51                      | 6   | 13817,13992,14167,13814,13989,14164 | 3746.46  | 63.52    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 315536     | 2412.66                          | 6157.72                      | 6   | 13796,13971,14146,13793,13968,14143 | 3745.06  | 155.23   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 440536     | 4345.72                          | 7791.91                      | 6   | 15910,16085,16260,15907,16082,16257 | 3446.19  | 79.3     |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1012144    | 4648.37                          | 8073.11                      | 6   | 39297,39486,39675,39294,39483,39672 | 3424.74  | 73.68    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 440536     | 4352.21                          | 7750.92                      | 6   | 14860,15035,15210,14857,15032,15207 | 3398.71  | 78.09    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 1012144    | 5022.81                          | 8390.38                      | 6   | 38730,38919,39108,38727,38916,39105 | 3367.57  | 67.05    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 565536     | 6685.52                          | 10012.23                     | 6   | 12249,12424,12599,12246,12421,12596 | 3326.71  | 49.76    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 253036     | 2121.35                          | 5129.05                      | 6   | 12739,12914,13089,12736,12911,13086 | 3007.7   | 141.78   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 253036     | 1902.56                          | 4905.84                      | 6   | 13789,13964,14139,13786,13961,14136 | 3003.28  | 157.85   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 315536     | 2701.59                          | 5380.16                      | 6   | 11171,11346,11521,11168,11343,11518 | 2678.57  | 99.15    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 378036     | 3737.71                          | 6382.74                      | 6   | 14853,15028,15203,14850,15025,15200 | 2645.03  | 70.77    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 565536     | 5580.07                          | 8201.23                      | 6   | 10149,10324,10499,10146,10321,10496 | 2621.16  | 46.97    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 762144     | 3770.17                          | 6327.03                      | 6   | 38723,38912,39101,38720,38909,39098 | 2556.86  | 67.82    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 503036     | 7004.28                          | 9469.65                      | 6   | 10142,10317,10492,10139,10314,10489 | 2465.37  | 35.2     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 565536     | 5564.0                           | 7999.52                      | 6   | 15924,16099,16274,15921,16096,16271 | 2435.52  | 43.77    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 512144     | 2797.3                           | 5109.15                      | 6   | 35314,35503,35692,35311,35500,35689 | 2311.85  | 82.65    |
