+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values |  master  | patched-728899ba | cnt |                 qid                 |   diff   | pct_diff |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 128        | 4.95     | 4.8              | 6   | 21386,21554,21722,21387,21555,21723 | -0.15    | -3.03    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 1024       | 5.89     | 5.73             | 6   | 1121,1296,1471,1122,1297,1472       | -0.16    | -2.72    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 64         | 3.01     | 2.85             | 6   | 8968,9143,9318,8969,9144,9319       | -0.16    | -5.32    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 8          | 1.41     | 1.25             | 6   | 5797,5972,6147,5798,5973,6148       | -0.16    | -11.35   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 4          | 1.41     | 1.25             | 6   | 14190,14365,14540,14191,14366,14541 | -0.16    | -11.35   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 2          | 1.31     | 1.15             | 6   | 7883,8058,8233,7884,8059,8234       | -0.16    | -12.21   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 2          | 1.37     | 1.21             | 6   | 12083,12258,12433,12084,12259,12434 | -0.16    | -11.68   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 64         | 2.91     | 2.75             | 6   | 12643,12818,12993,12644,12819,12994 | -0.16    | -5.5     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 2          | 1.36     | 1.2              | 6   | 22352,22520,22688,22353,22521,22689 | -0.16    | -11.76   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 2          | 1.29     | 1.12             | 6   | 3158,3333,3508,3159,3334,3509       | -0.17    | -13.18   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 4          | 1.27     | 1.1              | 6   | 6840,7015,7190,6841,7016,7191       | -0.17    | -13.39   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 2048       | 12.16    | 11.99            | 6   | 9528,9703,9878,9529,9704,9879       | -0.17    | -1.4     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 32         | 2.11     | 1.94             | 6   | 12111,12286,12461,12112,12287,12462 | -0.17    | -8.06    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 32         | 2.02     | 1.85             | 6   | 14211,14386,14561,14212,14387,14562 | -0.17    | -8.42    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 2          | 1.28     | 1.11             | 6   | 12608,12783,12958,12609,12784,12959 | -0.17    | -13.28   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 4          | 1.25     | 1.08             | 6   | 15765,15940,16115,15766,15941,16116 | -0.17    | -13.6    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 1024       | 12.26    | 12.09            | 6   | 17879,18047,18215,17880,18048,18216 | -0.17    | -1.39    |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 2          | 1.39     | 1.22             | 6   | 19832,20000,20168,19833,20001,20169 | -0.17    | -12.23   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 2          | 1.31     | 1.14             | 6   | 10508,10683,10858,10509,10684,10859 | -0.17    | -12.98   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 1          | 1.33     | 1.16             | 6   | 16801,16969,17137,16802,16970,17138 | -0.17    | -12.78   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 16         | 1.55     | 1.37             | 6   | 1079,1254,1429,1080,1255,1430       | -0.18    | -11.61   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 8          | 1.51     | 1.33             | 6   | 3172,3347,3522,3173,3348,3523       | -0.18    | -11.92   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 8          | 1.63     | 1.45             | 6   | 2122,2297,2472,2123,2298,2473       | -0.18    | -11.04   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 16         | 1.76     | 1.58             | 6   | 8954,9129,9304,8955,9130,9305       | -0.18    | -10.23   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 32         | 1.93     | 1.75             | 6   | 11586,11761,11936,11587,11762,11937 | -0.18    | -9.33    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 1          | 1.13     | 0.95             | 6   | 12076,12251,12426,12077,12252,12427 | -0.18    | -15.93   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 64         | 3.0      | 2.82             | 6   | 10018,10193,10368,10019,10194,10369 | -0.18    | -6.0     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 2          | 1.34     | 1.16             | 6   | 8408,8583,8758,8409,8584,8759       | -0.18    | -13.43   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 64         | 2.85     | 2.67             | 6   | 15793,15968,16143,15794,15969,16144 | -0.18    | -6.32    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 1.44     | 1.25             | 6   | 1072,1247,1422,1073,1248,1423       | -0.19    | -13.19   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 4          | 1.26     | 1.07             | 6   | 15,190,365,16,191,366               | -0.19    | -15.08   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 1          | 1.24     | 1.05             | 6   | 2101,2276,2451,2102,2277,2452       | -0.19    | -15.32   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 2          | 1.27     | 1.08             | 6   | 4208,4383,4558,4209,4384,4559       | -0.19    | -14.96   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 4          | 1.4      | 1.21             | 6   | 16290,16465,16640,16291,16466,16641 | -0.19    | -13.57   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 16         | 2.67     | 2.48             | 6   | 22877,23045,23213,22878,23046,23214 | -0.19    | -7.12    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 64         | 2.19     | 2.0              | 6   | 25516,25719,25922,25517,25720,25923 | -0.19    | -8.68    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 4          | 1.35     | 1.16             | 6   | 3690,3865,4040,3691,3866,4041       | -0.19    | -14.07   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 256        | 7.24     | 7.05             | 6   | 15807,15982,16157,15808,15983,16158 | -0.19    | -2.62    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 4096       | 34.66    | 34.46            | 6   | 23437,23605,23773,23438,23606,23774 | -0.2     | -0.58    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 1          | 1.18     | 0.98             | 6   | 16276,16451,16626,16277,16452,16627 | -0.2     | -16.95   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 8          | 1.49     | 1.29             | 6   | 14722,14897,15072,14723,14898,15073 | -0.2     | -13.42   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 1          | 1.3      | 1.1              | 6   | 17809,17977,18145,17810,17978,18146 | -0.2     | -15.38   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 64         | 2.54     | 2.34             | 6   | 3718,3893,4068,3719,3894,4069       | -0.2     | -7.87    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 2          | 1.27     | 1.06             | 6   | 2633,2808,2983,2634,2809,2984       | -0.21    | -16.54   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 128        | 3.75     | 3.54             | 6   | 4250,4425,4600,4251,4426,4601       | -0.21    | -5.6     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 1          | 1.25     | 1.04             | 6   | 4726,4901,5076,4727,4902,5077       | -0.21    | -16.8    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 256        | 2.76     | 2.55             | 6   | 26139,26342,26545,26140,26343,26546 | -0.21    | -7.61    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 16         | 1.6      | 1.39             | 6   | 5804,5979,6154,5805,5980,6155       | -0.21    | -13.13   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 4          | 1.37     | 1.16             | 6   | 7890,8065,8240,7891,8066,8241       | -0.21    | -15.33   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 4          | 1.36     | 1.15             | 6   | 10515,10690,10865,10516,10691,10866 | -0.21    | -15.44   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 64         | 2.38     | 2.16             | 6   | 7393,7568,7743,7394,7569,7744       | -0.22    | -9.24    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 64         | 2.05     | 1.83             | 6   | 7918,8093,8268,7919,8094,8269       | -0.22    | -10.73   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 32         | 3.01     | 2.79             | 6   | 17844,18012,18180,17845,18013,18181 | -0.22    | -7.31    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 128        | 5.0      | 4.78             | 6   | 22394,22562,22730,22395,22563,22731 | -0.22    | -4.4     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 16         | 1.66     | 1.44             | 6   | 3704,3879,4054,3705,3880,4055       | -0.22    | -13.25   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 4          | 1.42     | 1.2              | 6   | 2640,2815,2990,2641,2816,2991       | -0.22    | -15.49   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 16         | 1.59     | 1.37             | 6   | 11579,11754,11929,11580,11755,11930 | -0.22    | -13.84   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 4          | 1.58     | 1.36             | 6   | 14715,14890,15065,14716,14891,15066 | -0.22    | -13.92   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 16         | 1.68     | 1.45             | 6   | 554,729,904,555,730,905             | -0.23    | -13.69   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 1          | 1.29     | 1.06             | 6   | 3676,3851,4026,3677,3852,4027       | -0.23    | -17.83   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 1          | 1.29     | 1.06             | 6   | 2626,2801,2976,2627,2802,2977       | -0.23    | -17.83   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 16         | 1.88     | 1.65             | 6   | 12104,12279,12454,12105,12280,12455 | -0.23    | -12.23   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 2          | 1.48     | 1.25             | 6   | 20336,20504,20672,20337,20505,20673 | -0.23    | -15.54   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 4          | 1.76     | 1.53             | 6   | 22359,22527,22695,22360,22528,22696 | -0.23    | -13.07   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 128        | 5.07     | 4.84             | 6   | 18866,19034,19202,18867,19035,19203 | -0.23    | -4.54    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 16         | 1.52     | 1.28             | 6   | 1604,1779,1954,1605,1780,1955       | -0.24    | -15.79   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 1          | 1.27     | 1.03             | 6   | 3151,3326,3501,3152,3327,3502       | -0.24    | -18.9    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 4          | 1.63     | 1.39             | 6   | 21855,22023,22191,21856,22024,22192 | -0.24    | -14.72   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 1          | 1.17     | 0.92             | 6   | 8401,8576,8751,8402,8577,8752       | -0.25    | -21.37   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 4          | 1.42     | 1.17             | 6   | 3165,3340,3515,3166,3341,3516       | -0.25    | -17.61   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 8          | 1.48     | 1.23             | 6   | 5272,5447,5622,5273,5448,5623       | -0.25    | -16.89   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 1          | 1.34     | 1.09             | 6   | 4201,4376,4551,4202,4377,4552       | -0.25    | -18.66   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 8          | 1.47     | 1.22             | 6   | 4747,4922,5097,4748,4923,5098       | -0.25    | -17.01   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 1.69     | 1.44             | 6   | 9472,9647,9822,9473,9648,9823       | -0.25    | -14.79   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 512        | 7.02     | 6.77             | 6   | 11614,11789,11964,11615,11790,11965 | -0.25    | -3.56    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 32         | 2.13     | 1.88             | 6   | 15786,15961,16136,15787,15962,16137 | -0.25    | -11.74   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 1          | 1.29     | 1.04             | 6   | 19321,19489,19657,19322,19490,19658 | -0.25    | -19.38   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 512        | 4.07     | 3.82             | 6   | 6889,7064,7239,6890,7065,7240       | -0.25    | -6.14    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 1          | 1.3      | 1.04             | 6   | 12601,12776,12951,12602,12777,12952 | -0.26    | -20.0    |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 16         | 2.68     | 2.42             | 6   | 18845,19013,19181,18846,19014,19182 | -0.26    | -9.7     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 512        | 12.01    | 11.74            | 6   | 13714,13889,14064,13715,13890,14065 | -0.27    | -2.25    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 256        | 3.78     | 3.51             | 6   | 5832,6007,6182,5833,6008,6183       | -0.27    | -7.14    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 64         | 2.37     | 2.1              | 6   | 6343,6518,6693,6344,6519,6694       | -0.27    | -11.39   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 64         | 2.85     | 2.58             | 6   | 12118,12293,12468,12119,12294,12469 | -0.27    | -9.47    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 8          | 1.54     | 1.27             | 6   | 11047,11222,11397,11048,11223,11398 | -0.27    | -17.53   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 8          | 1.61     | 1.34             | 6   | 13672,13847,14022,13673,13848,14023 | -0.27    | -16.77   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 32         | 3.3      | 3.02             | 6   | 19356,19524,19692,19357,19525,19693 | -0.28    | -8.48    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 4          | 1.57     | 1.29             | 6   | 8415,8590,8765,8416,8591,8766       | -0.28    | -17.83   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 2          | 1.44     | 1.16             | 6   | 20840,21008,21176,20841,21009,21177 | -0.28    | -19.44   |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 128        | 2.56     | 2.28             | 6   | 27350,27553,27756,27351,27554,27757 | -0.28    | -10.94   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 32         | 2.13     | 1.84             | 6   | 3711,3886,4061,3712,3887,4062       | -0.29    | -13.62   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 64         | 1.93     | 1.64             | 6   | 1093,1268,1443,1094,1269,1444       | -0.29    | -15.03   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 2          | 1.33     | 1.04             | 6   | 11558,11733,11908,11559,11734,11909 | -0.29    | -21.8    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 2          | 1.41     | 1.11             | 6   | 18320,18488,18656,18321,18489,18657 | -0.3     | -21.28   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 256        | 5.43     | 5.13             | 6   | 16857,17025,17193,16858,17026,17194 | -0.3     | -5.52    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 16         | 2.65     | 2.35             | 6   | 20861,21029,21197,20862,21030,21198 | -0.3     | -11.32   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 16         | 1.59     | 1.29             | 6   | 3179,3354,3529,3180,3355,3530       | -0.3     | -18.87   |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 4          | 1.54     | 1.24             | 6   | 25488,25691,25894,25489,25692,25895 | -0.3     | -19.48   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 8          | 1.68     | 1.37             | 6   | 11572,11747,11922,11573,11748,11923 | -0.31    | -18.45   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 8          | 2.18     | 1.87             | 6   | 18334,18502,18670,18335,18503,18671 | -0.31    | -14.22   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 64         | 3.47     | 3.16             | 6   | 16843,17011,17179,16844,17012,17180 | -0.31    | -8.93    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 512        | 5.64     | 5.32             | 6   | 3214,3389,3564,3215,3390,3565       | -0.32    | -5.67    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 128        | 4.16     | 3.84             | 6   | 13700,13875,14050,13701,13876,14051 | -0.32    | -7.69    |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 16         | 2.87     | 2.54             | 6   | 20357,20525,20693,20358,20526,20694 | -0.33    | -11.5    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 512        | 2.6      | 2.27             | 6   | 24928,25131,25334,24929,25132,25335 | -0.33    | -12.69   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 4          | 1.38     | 1.04             | 6   | 6315,6490,6665,6316,6491,6666       | -0.34    | -24.64   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 128        | 4.25     | 3.91             | 6   | 12125,12300,12475,12126,12301,12476 | -0.34    | -8.0     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 1024       | 22.59    | 22.25            | 6   | 13721,13896,14071,13722,13897,14072 | -0.34    | -1.51    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 2048       | 21.1     | 20.76            | 6   | 17886,18054,18222,17887,18055,18223 | -0.34    | -1.61    |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 4          | 1.65     | 1.31             | 6   | 19839,20007,20175,19840,20008,20176 | -0.34    | -20.61   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 16         | 2.76     | 2.42             | 6   | 22373,22541,22709,22374,22542,22710 | -0.34    | -12.32   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 4          | 1.76     | 1.42             | 6   | 17319,17487,17655,17320,17488,17656 | -0.34    | -19.32   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 32         | 1.96     | 1.61             | 6   | 4761,4936,5111,4762,4937,5112       | -0.35    | -17.86   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 64         | 2.26     | 1.91             | 6   | 6868,7043,7218,6869,7044,7219       | -0.35    | -15.49   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 1          | 1.22     | 0.87             | 6   | 10501,10676,10851,10502,10677,10852 | -0.35    | -28.69   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 4          | 1.49     | 1.14             | 6   | 1065,1240,1415,1066,1241,1416       | -0.35    | -23.49   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 64         | 2.4      | 2.05             | 6   | 1618,1793,1968,1619,1794,1969       | -0.35    | -14.58   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 4          | 1.54     | 1.19             | 6   | 11565,11740,11915,11566,11741,11916 | -0.35    | -22.73   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 32         | 1.97     | 1.61             | 6   | 1611,1786,1961,1612,1787,1962       | -0.36    | -18.27   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 16         | 2.8      | 2.44             | 6   | 21869,22037,22205,21870,22038,22206 | -0.36    | -12.86   |
