+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values |  master  | patched-728899ba | cnt |                 qid                 |   diff   | pct_diff |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 2          | 1.35     | 1.68             | 6   | 17816,17984,18152,17817,17985,18153 | 0.33     | 24.44    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 4096       | 96.64    | 96.97            | 6   | 15835,16010,16185,15836,16011,16186 | 0.33     | 0.34     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 128        | 4.52     | 4.84             | 6   | 8975,9150,9325,8976,9151,9326       | 0.32     | 7.08     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 4096       | 8.26     | 8.58             | 6   | 26776,26979,27182,26777,26980,27183 | 0.32     | 3.87     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 1024       | 3.01     | 3.33             | 6   | 27371,27574,27777,27372,27575,27778 | 0.32     | 10.63    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 2          | 1.29     | 1.61             | 6   | 16283,16458,16633,16284,16459,16634 | 0.32     | 24.81    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 128        | 4.39     | 4.7              | 6   | 14750,14925,15100,14751,14926,15101 | 0.31     | 7.06     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 32         | 1.73     | 2.04             | 6   | 15261,15436,15611,15262,15437,15612 | 0.31     | 17.92    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8          | 1.28     | 1.59             | 6   | 24886,25089,25292,24887,25090,25293 | 0.31     | 24.22    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 2.09     | 2.4              | 6   | 27343,27546,27749,27344,27547,27750 | 0.31     | 14.83    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 1024       | 18.77    | 19.07            | 6   | 22415,22583,22751,22416,22584,22752 | 0.3      | 1.6      |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 256        | 7.3      | 7.6              | 6   | 14757,14932,15107,14758,14933,15108 | 0.3      | 4.11     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 512        | 6.02     | 6.31             | 6   | 14239,14414,14589,14240,14415,14590 | 0.29     | 4.82     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 1          | 1.11     | 1.4              | 6   | 15751,15926,16101,15752,15927,16102 | 0.29     | 26.13    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 256        | 3.42     | 3.7              | 6   | 2157,2332,2507,2158,2333,2508       | 0.28     | 8.19     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 8          | 1.38     | 1.66             | 6   | 15772,15947,16122,15773,15948,16123 | 0.28     | 20.29    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 4          | 1.5      | 1.77             | 6   | 23871,24039,24207,23872,24040,24208 | 0.27     | 18.0     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 32         | 2.82     | 3.09             | 6   | 23388,23556,23724,23389,23557,23725 | 0.27     | 9.57     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 256        | 2.27     | 2.54             | 6   | 27357,27560,27763,27358,27561,27764 | 0.27     | 11.89    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 1024       | 9.67     | 9.94             | 6   | 3221,3396,3571,3222,3397,3572       | 0.27     | 2.79     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 128        | 2.74     | 3.01             | 6   | 13175,13350,13525,13176,13351,13526 | 0.27     | 9.85     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 4          | 1.22     | 1.48             | 6   | 24879,25082,25285,24880,25083,25286 | 0.26     | 21.31    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 1024       | 6.63     | 6.88             | 6   | 9521,9696,9871,9522,9697,9872       | 0.25     | 3.77     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 4          | 1.13     | 1.38             | 6   | 26706,26909,27112,26707,26910,27113 | 0.25     | 22.12    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 32         | 1.89     | 2.13             | 6   | 26118,26321,26524,26119,26322,26525 | 0.24     | 12.7     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 8          | 2.04     | 2.28             | 6   | 18838,19006,19174,18839,19007,19175 | 0.24     | 11.76    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 2          | 1.07     | 1.3              | 6   | 26090,26293,26496,26091,26294,26497 | 0.23     | 21.5     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 128        | 2.53     | 2.75             | 6   | 4775,4950,5125,4776,4951,5126       | 0.22     | 8.7      |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 64         | 2.09     | 2.31             | 6   | 26734,26937,27140,26735,26938,27141 | 0.22     | 10.53    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 2          | 1.22     | 1.44             | 6   | 23864,24032,24200,23865,24033,24201 | 0.22     | 18.03    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 1          | 0.97     | 1.18             | 6   | 21337,21505,21673,21338,21506,21674 | 0.21     | 21.65    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 16         | 1.58     | 1.79             | 6   | 25502,25705,25908,25503,25706,25909 | 0.21     | 13.29    |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 512        | 11.44    | 11.64            | 6   | 19888,20056,20224,19889,20057,20225 | 0.2      | 1.75     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 64         | 2.01     | 2.21             | 6   | 15268,15443,15618,15269,15444,15619 | 0.2      | 9.95     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 64         | 2.05     | 2.24             | 6   | 26125,26328,26531,26126,26329,26532 | 0.19     | 9.27     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 256        | 7.55     | 7.73             | 6   | 8982,9157,9332,8983,9158,9333       | 0.18     | 2.38     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 128        | 3.4      | 3.58             | 6   | 2675,2850,3025,2676,2851,3026       | 0.18     | 5.29     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 16         | 2.63     | 2.81             | 6   | 17837,18005,18173,17838,18006,18174 | 0.18     | 6.84     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 512        | 5.82     | 6.0              | 6   | 4789,4964,5139,4790,4965,5140       | 0.18     | 3.09     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024       | 6.53     | 6.71             | 6   | 16346,16521,16696,16347,16522,16697 | 0.18     | 2.76     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 1          | 0.84     | 1.01             | 6   | 25474,25677,25880,25475,25678,25881 | 0.17     | 20.24    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 128        | 2.23     | 2.4              | 6   | 7925,8100,8275,7926,8101,8276       | 0.17     | 7.62     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 4096       | 17.71    | 17.88            | 6   | 7960,8135,8310,7961,8136,8311       | 0.17     | 0.96     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 1024       | 3.41     | 3.57             | 6   | 26762,26965,27168,26763,26966,27169 | 0.16     | 4.69     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 512        | 5.65     | 5.81             | 6   | 2164,2339,2514,2165,2340,2515       | 0.16     | 2.83     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 16         | 2.58     | 2.73             | 6   | 16829,16997,17165,16830,16998,17166 | 0.15     | 5.81     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 32         | 3.13     | 3.28             | 6   | 20868,21036,21204,20869,21037,21205 | 0.15     | 4.79     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 1024       | 2.94     | 3.09             | 6   | 24935,25138,25341,24936,25139,25342 | 0.15     | 5.1      |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 96.84    | 96.99            | 6   | 9010,9185,9360,9011,9186,9361       | 0.15     | 0.15     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 512        | 2.56     | 2.7              | 6   | 27364,27567,27770,27365,27568,27771 | 0.14     | 5.47     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 1          | 0.88     | 1.02             | 6   | 26692,26895,27098,26693,26896,27099 | 0.14     | 15.91    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 32         | 1.79     | 1.93             | 6   | 6336,6511,6686,6337,6512,6687       | 0.14     | 7.82     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 256        | 4.33     | 4.47             | 6   | 10557,10732,10907,10558,10733,10908 | 0.14     | 3.23     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 2048       | 4.15     | 4.29             | 6   | 27378,27581,27784,27379,27582,27785 | 0.14     | 3.37     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 4          | 1.46     | 1.59             | 6   | 9990,10165,10340,9991,10166,10341   | 0.13     | 8.9      |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 256        | 3.56     | 3.69             | 6   | 3207,3382,3557,3208,3383,3558       | 0.13     | 3.65     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 2.1      | 2.23             | 6   | 10543,10718,10893,10544,10719,10894 | 0.13     | 6.19     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 128        | 2.91     | 3.04             | 6   | 10550,10725,10900,10551,10726,10901 | 0.13     | 4.47     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 32         | 1.86     | 1.99             | 6   | 16311,16486,16661,16312,16487,16662 | 0.13     | 6.99     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 1.94     | 2.07             | 6   | 17830,17998,18166,17831,17999,18167 | 0.13     | 6.7      |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 16         | 2.56     | 2.69             | 6   | 18341,18509,18677,18342,18510,18678 | 0.13     | 5.08     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 1024       | 25.32    | 25.45            | 6   | 8996,9171,9346,8997,9172,9347       | 0.13     | 0.51     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 8192       | 14.97    | 15.1             | 6   | 26783,26986,27189,26784,26987,27190 | 0.13     | 0.87     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 2048       | 11.62    | 11.74            | 6   | 16353,16528,16703,16354,16529,16704 | 0.12     | 1.03     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 512        | 3.83     | 3.95             | 6   | 7939,8114,8289,7940,8115,8290       | 0.12     | 3.13     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 256        | 5.7      | 5.82             | 6   | 24417,24585,24753,24418,24586,24754 | 0.12     | 2.11     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 16         | 1.57     | 1.69             | 6   | 10529,10704,10879,10530,10705,10880 | 0.12     | 7.64     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 8          | 1.35     | 1.47             | 6   | 14197,14372,14547,14198,14373,14548 | 0.12     | 8.89     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 16         | 1.8      | 1.92             | 6   | 26720,26923,27126,26721,26924,27127 | 0.12     | 6.67     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 2048       | 17.56    | 17.67            | 6   | 2178,2353,2528,2179,2354,2529       | 0.11     | 0.63     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 2          | 0.99     | 1.1              | 6   | 25481,25684,25887,25482,25685,25888 | 0.11     | 11.11    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 1          | 0.84     | 0.95             | 6   | 24865,25068,25271,24866,25069,25272 | 0.11     | 13.1     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 32         | 1.6      | 1.71             | 6   | 3186,3361,3536,3187,3362,3537       | 0.11     | 6.87     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 32         | 1.96     | 2.07             | 6   | 8436,8611,8786,8437,8612,8787       | 0.11     | 5.61     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 16         | 1.59     | 1.7              | 6   | 14729,14904,15079,14730,14905,15080 | 0.11     | 6.92     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 512        | 11.91    | 12.02            | 6   | 12139,12314,12489,12140,12315,12490 | 0.11     | 0.92     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 4          | 1.18     | 1.28             | 6   | 26097,26300,26503,26098,26301,26504 | 0.1      | 8.47     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 2          | 0.98     | 1.08             | 6   | 24872,25075,25278,24873,25076,25279 | 0.1      | 10.2     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 32         | 1.91     | 2.01             | 6   | 4236,4411,4586,4237,4412,4587       | 0.1      | 5.24     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 4          | 1.46     | 1.55             | 6   | 22863,23031,23199,22864,23032,23200 | 0.09     | 6.16     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 4          | 1.43     | 1.52             | 6   | 23367,23535,23703,23368,23536,23704 | 0.09     | 6.29     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 4096       | 17.53    | 17.62            | 6   | 1135,1310,1485,1136,1311,1486       | 0.09     | 0.51     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 8          | 1.3      | 1.39             | 6   | 6322,6497,6672,6323,6498,6673       | 0.09     | 6.92     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 256        | 6.79     | 6.88             | 6   | 12132,12307,12482,12133,12308,12483 | 0.09     | 1.33     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 16         | 1.61     | 1.7              | 6   | 15254,15429,15604,15255,15430,15605 | 0.09     | 5.59     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 8          | 2.06     | 2.15             | 6   | 20854,21022,21190,20855,21023,21191 | 0.09     | 4.37     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024       | 5.8      | 5.88             | 6   | 7946,8121,8296,7947,8122,8297       | 0.08     | 1.38     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 512        | 13.56    | 13.64            | 6   | 8989,9164,9339,8990,9165,9340       | 0.08     | 0.59     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 8          | 2.01     | 2.09             | 6   | 20350,20518,20686,20351,20519,20687 | 0.08     | 3.98     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 8          | 2.02     | 2.1              | 6   | 22366,22534,22702,22367,22535,22703 | 0.08     | 3.96     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 512        | 7.31     | 7.39             | 6   | 24424,24592,24760,24425,24593,24761 | 0.08     | 1.09     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024       | 11.75    | 11.83            | 6   | 24431,24599,24767,24432,24600,24768 | 0.08     | 0.68     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 8          | 1.36     | 1.44             | 6   | 6847,7022,7197,6848,7023,7198       | 0.08     | 5.88     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 2          | 1.35     | 1.43             | 6   | 19328,19496,19664,19329,19497,19665 | 0.08     | 5.93     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 64         | 2.49     | 2.57             | 6   | 2668,2843,3018,2669,2844,3019       | 0.08     | 3.21     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 1024       | 9.81     | 9.88             | 6   | 5846,6021,6196,5847,6022,6197       | 0.07     | 0.71     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 512        | 13.16    | 13.23            | 6   | 15814,15989,16164,15815,15990,16165 | 0.07     | 0.53     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 2          | 1.26     | 1.33             | 6   | 9458,9633,9808,9459,9634,9809       | 0.07     | 5.56     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 16         | 1.72     | 1.79             | 6   | 8429,8604,8779,8430,8605,8780       | 0.07     | 4.07     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 4          | 1.48     | 1.55             | 6   | 18327,18495,18663,18328,18496,18664 | 0.07     | 4.73     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 32         | 2.08     | 2.15             | 6   | 12636,12811,12986,12637,12812,12987 | 0.07     | 3.37     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 64         | 1.96     | 2.02             | 6   | 3193,3368,3543,3194,3369,3544       | 0.06     | 3.06     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 16         | 1.53     | 1.59             | 6   | 7379,7554,7729,7380,7555,7730       | 0.06     | 3.92     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 32         | 2.0      | 2.06             | 6   | 10011,10186,10361,10012,10187,10362 | 0.06     | 3.0      |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 1          | 1.17     | 1.23             | 6   | 20833,21001,21169,20834,21002,21170 | 0.06     | 5.13     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 32         | 3.0      | 3.06             | 6   | 21372,21540,21708,21373,21541,21709 | 0.06     | 2.0      |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 1          | 1.12     | 1.18             | 6   | 1051,1226,1401,1052,1227,1402       | 0.06     | 5.36     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 128        | 4.25     | 4.31             | 6   | 15800,15975,16150,15801,15976,16151 | 0.06     | 1.41     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 16         | 1.49     | 1.54             | 6   | 7904,8079,8254,7905,8080,8255       | 0.05     | 3.36     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 1          | 1.15     | 1.2              | 6   | 20329,20497,20665,20330,20498,20666 | 0.05     | 4.35     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 128        | 4.13     | 4.18             | 6   | 11075,11250,11425,11076,11251,11426 | 0.05     | 1.21     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 256        | 2.41     | 2.46             | 6   | 26748,26951,27154,26749,26952,27155 | 0.05     | 2.07     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 2048       | 9.88     | 9.93             | 6   | 1128,1303,1478,1129,1304,1479       | 0.05     | 0.51     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 512        | 3.81     | 3.85             | 6   | 1114,1289,1464,1115,1290,1465       | 0.04     | 1.05     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 128        | 2.69     | 2.73             | 6   | 2150,2325,2500,2151,2326,2501       | 0.04     | 1.49     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 8          | 1.56     | 1.6              | 6   | 8422,8597,8772,8423,8598,8773       | 0.04     | 2.56     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 16         | 2.53     | 2.57             | 6   | 19349,19517,19685,19350,19518,19686 | 0.04     | 1.58     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 16         | 2.63     | 2.67             | 6   | 23381,23549,23717,23382,23550,23718 | 0.04     | 1.52     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 128        | 2.18     | 2.22             | 6   | 24914,25117,25320,24915,25118,25321 | 0.04     | 1.83     |
