+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------------+------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-munro-43ff7415 | patched-geoghegan-2-3ded1b78 | cnt |                 qid                 | pct_diff |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 253036     | 2121.35                          | 5129.05                      | 6   | 12739,12914,13089,12736,12911,13086 | 141.78   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 4096       | 36.64                            | 87.24                        | 6   | 12690,12865,13040,12687,12862,13037 | 138.1    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 32768      | 268.13                           | 636.05                       | 6   | 12186,12361,12536,12183,12358,12533 | 137.22   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 4096       | 35.48                            | 82.76                        | 6   | 12165,12340,12515,12162,12337,12512 | 133.26   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 65536      | 562.96                           | 1311.8                       | 6   | 11143,11318,11493,11140,11315,11490 | 133.02   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 503036     | 4250.55                          | 9848.73                      | 6   | 12767,12942,13117,12764,12939,13114 | 131.7    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 16384      | 143.98                           | 332.85                       | 6   | 11129,11304,11479,11126,11301,11476 | 131.18   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 8192       | 84.75                            | 194.58                       | 6   | 14797,14972,15147,14794,14969,15144 | 129.59   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 16384      | 166.15                           | 381.0                        | 6   | 10079,10254,10429,10076,10251,10426 | 129.31   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048       | 13.8                             | 31.6                         | 6   | 5333,5508,5683,5330,5505,5680       | 128.99   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 4096       | 37.44                            | 85.73                        | 6   | 11115,11290,11465,11112,11287,11462 | 128.98   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 2048       | 19.11                            | 43.3                         | 6   | 12158,12333,12508,12155,12330,12505 | 126.58   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 4096       | 26.1                             | 58.67                        | 6   | 2715,2890,3065,2712,2887,3062       | 124.79   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 2048       | 22.9                             | 51.4                         | 6   | 14783,14958,15133,14780,14955,15130 | 124.45   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 4096       | 43.12                            | 96.74                        | 6   | 10065,10240,10415,10062,10237,10412 | 124.35   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 16384      | 96.88                            | 216.81                       | 6   | 4304,4479,4654,4301,4476,4651       | 123.79   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 2048       | 19.85                            | 44.33                        | 6   | 11108,11283,11458,11105,11280,11455 | 123.32   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 8192       | 84.69                            | 186.69                       | 6   | 10072,10247,10422,10069,10244,10419 | 120.44   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 128036     | 743.17                           | 1631.21                      | 6   | 5375,5550,5725,5372,5547,5722       | 119.49   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 1024       | 7.79                             | 17.02                        | 6   | 3751,3926,4101,3748,3923,4098       | 118.49   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 190536     | 1865.09                          | 4068.17                      | 6   | 15882,16057,16232,15879,16054,16229 | 118.12   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 1024       | 8.01                             | 17.46                        | 6   | 2701,2876,3051,2698,2873,3048       | 117.98   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 2048       | 13.76                            | 29.78                        | 6   | 2708,2883,3058,2705,2880,3055       | 116.42   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 1024       | 12.61                            | 27.25                        | 6   | 14776,14951,15126,14773,14948,15123 | 116.1    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 440536     | 3579.15                          | 7698.74                      | 6   | 12235,12410,12585,12232,12407,12582 | 115.1    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 190536     | 1877.76                          | 4020.0                       | 6   | 14832,15007,15182,14829,15004,15179 | 114.08   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 1024       | 7.86                             | 16.82                        | 6   | 5326,5501,5676,5323,5498,5673       | 113.99   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 8192       | 50.72                            | 108.0                        | 6   | 5347,5522,5697,5344,5519,5694       | 112.93   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 565536     | 4840.83                          | 10297.2                      | 6   | 11199,11374,11549,11196,11371,11546 | 112.72   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 1024       | 8.31                             | 17.66                        | 6   | 4276,4451,4626,4273,4448,4623       | 112.52   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 2048       | 23.27                            | 49.3                         | 6   | 10058,10233,10408,10055,10230,10405 | 111.86   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 503036     | 4302.65                          | 9089.85                      | 6   | 11192,11367,11542,11189,11364,11539 | 111.26   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 440536     | 3753.14                          | 7808.78                      | 6   | 11185,11360,11535,11182,11357,11532 | 108.06   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 8192       | 49.94                            | 103.41                       | 6   | 2722,2897,3072,2719,2894,3069       | 107.07   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 512        | 7.0                              | 14.39                        | 6   | 14769,14944,15119,14766,14941,15116 | 105.57   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 1024       | 12.57                            | 25.65                        | 6   | 15826,16001,16176,15823,15998,16173 | 104.06   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 16384      | 166.04                           | 333.45                       | 6   | 9029,9204,9379,9026,9201,9376       | 100.83   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 8192       | 50.86                            | 101.42                       | 6   | 3772,3947,4122,3769,3944,4119       | 99.41    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 315536     | 2701.59                          | 5380.16                      | 6   | 11171,11346,11521,11168,11343,11518 | 99.15    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 512        | 4.85                             | 9.63                         | 6   | 2694,2869,3044,2691,2866,3041       | 98.56    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 512        | 7.07                             | 14.01                        | 6   | 8994,9169,9344,8991,9166,9341       | 98.16    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 128036     | 1042.74                          | 2028.63                      | 6   | 12200,12375,12550,12197,12372,12547 | 94.55    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 512        | 6.37                             | 12.37                        | 6   | 12669,12844,13019,12666,12841,13016 | 94.19    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 512        | 5.0                              | 9.6                          | 6   | 4269,4444,4619,4266,4441,4616       | 92.0     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 128036     | 449.87                           | 846.12                       | 6   | 15350,15525,15700,15347,15522,15697 | 88.08    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 16384      | 97.75                            | 182.8                        | 6   | 2729,2904,3079,2726,2901,3076       | 87.01    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2262144    | 12390.58                         | 22690.36                     | 6   | 41600,41789,41978,41597,41786,41975 | 83.13    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 512144     | 2797.3                           | 5109.15                      | 6   | 35314,35503,35692,35311,35500,35689 | 82.65    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 32768      | 123.77                           | 225.17                       | 6   | 8511,8686,8861,8508,8683,8858       | 81.93    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 256        | 7.65                             | 13.91                        | 6   | 38639,38828,39017,38636,38825,39014 | 81.83    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 16384      | 97.48                            | 175.4                        | 6   | 5354,5529,5704,5351,5526,5701       | 79.93    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 440536     | 4345.72                          | 7791.91                      | 6   | 15910,16085,16260,15907,16082,16257 | 79.3     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 440536     | 4352.21                          | 7750.92                      | 6   | 14860,15035,15210,14857,15032,15207 | 78.09    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2262144    | 10331.32                         | 18219.11                     | 6   | 39332,39521,39710,39329,39518,39707 | 76.35    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 256        | 3.17                             | 5.58                         | 6   | 3737,3912,4087,3734,3909,4084       | 76.03    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 32768      | 370.36                           | 651.76                       | 6   | 13761,13936,14111,13758,13933,14108 | 75.98    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1262144    | 5825.71                          | 10220.34                     | 6   | 37603,37792,37981,37600,37789,37978 | 75.44    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 512144     | 2368.28                          | 4139.85                      | 6   | 39283,39472,39661,39280,39469,39658 | 74.8     |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 262144     | 1243.87                          | 2168.7                       | 6   | 40410,40599,40788,40407,40596,40785 | 74.35    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2012144    | 9283.51                          | 16163.59                     | 6   | 37624,37813,38002,37621,37810,37999 | 74.11    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 65536      | 646.34                           | 1125.18                      | 6   | 15868,16043,16218,15865,16040,16215 | 74.08    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1012144    | 4648.37                          | 8073.11                      | 6   | 39297,39486,39675,39294,39483,39672 | 73.68    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 32768      | 164.63                           | 285.11                       | 6   | 40389,40578,40767,40386,40575,40764 | 73.18    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 128036     | 1455.67                          | 2513.53                      | 6   | 13775,13950,14125,13772,13947,14122 | 72.67    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 190536     | 2166.12                          | 3739.57                      | 6   | 13782,13957,14132,13779,13954,14129 | 72.64    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 256        | 4.28                             | 7.35                         | 6   | 15812,15987,16162,15809,15984,16159 | 71.73    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 65536      | 316.73                           | 543.73                       | 6   | 40396,40585,40774,40393,40582,40771 | 71.67    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 65536      | 255.93                           | 439.3                        | 6   | 8518,8693,8868,8515,8690,8865       | 71.65    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 16384      | 233.74                           | 400.7                        | 6   | 14804,14979,15154,14801,14976,15151 | 71.43    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 253036     | 2070.64                          | 3539.81                      | 6   | 12214,12389,12564,12211,12386,12561 | 70.95    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 32768      | 466.44                           | 796.76                       | 6   | 14811,14986,15161,14808,14983,15158 | 70.82    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 378036     | 3737.71                          | 6382.74                      | 6   | 14853,15028,15203,14850,15025,15200 | 70.77    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 60.81                            | 102.8                        | 6   | 9015,9190,9365,9012,9187,9362       | 69.05    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 1512144    | 7510.85                          | 12678.78                     | 6   | 38744,38933,39122,38741,38930,39119 | 68.81    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1262144    | 6182.36                          | 10425.61                     | 6   | 40438,40627,40816,40435,40624,40813 | 68.63    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 128        | 5.64                             | 9.51                         | 6   | 47137,47326,47515,47134,47323,47512 | 68.62    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 16384      | 87.78                            | 147.87                       | 6   | 39248,39437,39626,39245,39434,39623 | 68.46    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 190536     | 2260.55                          | 3806.55                      | 6   | 12732,12907,13082,12729,12904,13079 | 68.39    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 256        | 3.82                             | 6.42                         | 6   | 13712,13887,14062,13709,13884,14059 | 68.06    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2262144    | 11098.0                          | 18635.01                     | 6   | 40466,40655,40844,40463,40652,40841 | 67.91    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 762144     | 3770.17                          | 6327.03                      | 6   | 38723,38912,39101,38720,38909,39098 | 67.82    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2          | 1.11                             | 1.86                         | 6   | 45961,46150,46339,45958,46147,46336 | 67.57    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 1762144    | 8728.14                          | 14584.46                     | 6   | 38751,38940,39129,38748,38937,39126 | 67.1     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 1012144    | 5022.81                          | 8390.38                      | 6   | 38730,38919,39108,38727,38916,39105 | 67.05    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 4096       | 61.04                            | 101.78                       | 6   | 14790,14965,15140,14787,14962,15137 | 66.74    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2262144    | 11235.02                         | 18715.26                     | 6   | 38765,38954,39143,38762,38951,39140 | 66.58    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 65536      | 787.13                           | 1310.42                      | 6   | 12718,12893,13068,12715,12890,13065 | 66.48    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 16384      | 199.46                           | 331.99                       | 6   | 12704,12879,13054,12701,12876,13051 | 66.44    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 16384      | 87.83                            | 146.01                       | 6   | 40382,40571,40760,40379,40568,40757 | 66.24    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 8192       | 102.38                           | 170.18                       | 6   | 12697,12872,13047,12694,12869,13044 | 66.22    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 256        | 3.14                             | 5.21                         | 6   | 5312,5487,5662,5309,5484,5659       | 65.92    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048       | 25.65                            | 42.54                        | 6   | 13733,13908,14083,13730,13905,14080 | 65.85    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 565536     | 6632.38                          | 10961.59                     | 6   | 13824,13999,14174,13821,13996,14171 | 65.27    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 16384      | 98.52                            | 162.63                       | 6   | 3779,3954,4129,3776,3951,4126       | 65.07    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 440536     | 2544.38                          | 4195.06                      | 6   | 3835,4010,4185,3832,4007,4182       | 64.88    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 8192       | 47.9                             | 78.9                         | 6   | 39241,39430,39619,39238,39427,39616 | 64.72    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 32768      | 400.51                           | 659.35                       | 6   | 12711,12886,13061,12708,12883,13058 | 64.63    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 8192       | 99.86                            | 164.33                       | 6   | 12172,12347,12522,12169,12344,12519 | 64.56    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 128036     | 735.6                            | 1210.38                      | 6   | 2750,2925,3100,2747,2922,3097       | 64.54    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 8192       | 103.73                           | 170.52                       | 6   | 11122,11297,11472,11119,11294,11469 | 64.39    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 315536     | 1805.63                          | 2968.17                      | 6   | 4346,4521,4696,4343,4518,4693       | 64.38    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 565536     | 6889.62                          | 11295.84                     | 6   | 12774,12949,13124,12771,12946,13121 | 63.95    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 503036     | 5898.05                          | 9644.51                      | 6   | 13817,13992,14167,13814,13989,14164 | 63.52    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 32768      | 192.08                           | 312.15                       | 6   | 5361,5536,5711,5358,5533,5708       | 62.51    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 565536     | 3240.97                          | 5262.37                      | 6   | 4374,4549,4724,4371,4546,4721       | 62.37    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 1024       | 14.36                            | 23.0                         | 6   | 11101,11276,11451,11098,11273,11448 | 60.17    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 256        | 3.51                             | 5.62                         | 6   | 2687,2862,3037,2684,2859,3034       | 60.11    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 512        | 7.52                             | 12.02                        | 6   | 13719,13894,14069,13716,13891,14066 | 59.84    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 1024       | 13.91                            | 22.22                        | 6   | 13726,13901,14076,13723,13898,14073 | 59.74    |
