1.12	1.06
1.27	1.01
1.49	1.24
1.44	1.27
1.55	1.54
1.54	1.76
1.93	1.93
2.21	2.16
2.83	2.81
3.81	3.58
5.89	5.72
9.88	9.96
17.53	16.81
32.85	32.51
60.16	60.69
119.12	115.39
230.79	227.53
450.18	426.2
646.49	643.82
860.43	835.25
1088.3	1046.02
1319.13	1250.73
1502.44	1478.12
1676.83	1652.34
1903.23	1882.83
1.23	1.07
1.26	1.04
1.19	1.15
1.31	1.37
1.52	1.34
1.97	1.67
2.4	2.11
3.79	2.3
6.27	3.73
11.32	5.84
21.64	10.29
41.01	18.72
81.05	35.83
158.36	67.66
316.53	131.19
622.84	254.58
1250.48	510.6
2408.37	1003.44
3602.56	1466.35
4827.27	1944.72
5936.54	2422.79
7105.18	2875.69
8379.95	3370.94
9446.55	3873.08
10648.68	4294.28
1.23	1.17
1.12	1.16
1.26	1.17
1.34	1.36
1.57	1.43
1.61	1.61
1.94	2.07
2.28	2.08
2.9	2.83
3.82	3.89
5.9	5.41
10.01	8.93
17.65	15.3
32.82	28.52
61.43	52.6
119.23	97.09
235.21	186.36
439.73	358.11
663.02	521.16
885.4	706.39
1085.69	854.01
1291.65	1056.18
1507.79	1241.95
1727.96	1353.27
1937.89	1514.35
1.21	0.98
1.14	1.14
1.11	1.21
1.39	1.24
1.68	1.28
1.88	1.76
2.4	2.19
3.82	2.57
6.28	3.55
11.36	5.63
22.41	9.69
41.28	17.57
81.23	32.89
161.68	64.24
316.28	124.37
625.88	244.39
1246.99	486.26
2433.3	948.41
3577.57	1412.56
4821.26	1840.46
5987.31	2308.19
7152.83	2725.31
8296.41	3228.7
9573.18	3710.01
10774.04	4121.91
1.27	1.04
1.29	1.14
1.42	1.32
1.51	1.19
1.59	1.41
1.6	2.36
1.96	1.93
2.57	2.62
3.56	3.97
5.64	5.62
9.67	10.24
17.52	19.0
34.09	34.72
64.26	69.13
126.84	130.75
251.67	260.8
488.76	510.07
953.65	994.68
1418.88	1476.62
1887.11	1987.12
2364.62	2465.04
2828.43	2930.78
3297.33	3390.07
3811.98	3897.79
4231.64	4432.44
1.29	1.06
2.02	1.07
1.35	1.16
1.44	1.42
1.66	1.52
2.13	2.04
2.54	2.03
3.5	2.61
5.85	3.19
10.29	4.94
18.93	8.14
35.67	14.32
69.17	26.88
137.69	50.65
268.08	98.12
529.47	193.43
1065.6	388.17
2075.79	745.91
3092.38	1110.72
4119.35	1466.2
5092.44	1822.55
6115.45	2191.56
7067.7	2563.78
8145.31	2941.11
9118.6	3272.61
1.24	1.11
1.36	1.21
1.41	1.23
1.63	1.2
1.48	1.77
1.86	1.9
2.1	2.06
2.69	2.5
3.42	3.34
5.65	5.24
9.41	9.05
17.56	16.78
34.03	30.46
64.93	59.66
125.25	115.56
246.52	226.11
491.41	447.61
954.45	870.95
1404.92	1290.67
1911.27	1705.1
2366.07	2114.28
2836.86	2549.76
3272.54	2943.03
3740.04	3390.81
4221.99	3817.44
1.29	1.16
1.27	1.82
1.42	1.24
1.53	1.22
1.6	1.52
1.9	1.82
2.49	2.28
3.4	2.64
5.86	3.38
9.9	5.82
18.36	7.91
35.36	14.06
70.25	26.25
135.51	49.28
270.15	97.46
529.69	190.47
1055.66	378.14
2090.12	739.28
3093.82	1093.46
4082.21	1449.1
5096.13	1804.51
6072.64	2163.1
7113.43	2524.64
8125.43	2880.75
9166.6	3256.83
1.2	1.26
1.31	1.25
1.34	1.27
1.48	1.36
1.56	1.57
1.91	1.86
2.37	2.02
3.49	2.31
5.69	3.93
10.08	4.7
18.47	7.72
35.66	14.61
68.41	27.34
137.45	49.97
267.09	98.97
533.01	195.9
1062.82	380.31
2076.45	740.95
3069.95	1097.85
4124.34	1457.06
5096.26	1815.05
6074.87	2168.82
7115.81	2538.47
8158.07	2910.96
9161.98	3248.19
1.2	1.11
1.24	1.32
1.19	1.22
1.41	1.93
1.6	1.56
1.85	1.76
2.07	2.03
2.78	2.71
3.78	3.56
5.15	6.11
9.81	10.08
17.54	18.39
32.97	35.88
63.77	68.48
127.98	133.66
251.13	262.75
496.88	516.44
963.39	1000.89
1429.02	1489.46
1907.35	1952.34
2378.68	2484.28
