+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------+------------------------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-3ded1b78 | patched-geoghegan-2-munro-3ded1b78 | cnt |                 qid                 |   diff   | pct_diff |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1512144    | 5152.41                      | 5395.06                            | 6   | 43277,43466,43655,43278,43467,43656 | 242.65   | 4.71     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 762144     | 2447.4                       | 2683.53                            | 6   | 43256,43445,43634,43257,43446,43635 | 236.13   | 9.65     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 5048576    | 1914.98                      | 2133.34                            | 6   | 32952,33155,33358,32953,33156,33359 | 218.36   | 11.4     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 565536     | 2267.16                      | 2478.61                            | 6   | 16446,16621,16796,16447,16622,16797 | 211.45   | 9.33     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1012144    | 3438.24                      | 3647.84                            | 6   | 43263,43452,43641,43264,43453,43642 | 209.6    | 6.1      |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 4048576    | 1506.91                      | 1710.26                            | 6   | 25028,25231,25434,25029,25232,25435 | 203.35   | 13.49    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 565536     | 4545.69                      | 4748.67                            | 6   | 14346,14521,14696,14347,14522,14697 | 202.98   | 4.47     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1262144    | 4288.89                      | 4486.42                            | 6   | 43270,43459,43648,43271,43460,43649 | 197.53   | 4.61     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 4048576    | 1515.93                      | 1713.1                             | 6   | 32945,33148,33351,32946,33149,33352 | 197.17   | 13.01    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 6048576    | 3862.74                      | 4054.61                            | 6   | 27478,27681,27884,27479,27682,27885 | 191.87   | 4.97     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 565536     | 1820.96                      | 1978.83                            | 6   | 8046,8221,8396,8047,8222,8397       | 157.87   | 8.67     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2012144    | 6223.81                      | 6367.68                            | 6   | 34786,34975,35164,34787,34976,35165 | 143.87   | 2.31     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 440536     | 3330.03                      | 3466.47                            | 6   | 5932,6107,6282,5933,6108,6283       | 136.44   | 4.1      |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 378036     | 3134.02                      | 3265.24                            | 6   | 14325,14500,14675,14326,14501,14676 | 131.22   | 4.19     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 315536     | 1290.3                       | 1421.33                            | 6   | 16418,16593,16768,16419,16594,16769 | 131.03   | 10.16    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 9048576    | 14061.99                     | 14188.95                           | 6   | 33589,33792,33995,33590,33793,33996 | 126.96   | 0.9      |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2048576    | 769.33                       | 895.45                             | 6   | 34149,34352,34555,34150,34353,34556 | 126.12   | 16.39    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1512144    | 8390.93                      | 8512.11                            | 6   | 41576,41765,41954,41577,41766,41955 | 121.18   | 1.44     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 762144     | 2578.83                      | 2693.05                            | 6   | 35885,36074,36263,35886,36075,36264 | 114.22   | 4.43     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 503036     | 2074.22                      | 2183.47                            | 6   | 9614,9789,9964,9615,9790,9965       | 109.25   | 5.27     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 565536     | 4676.45                      | 4784.86                            | 6   | 11721,11896,12071,11722,11897,12072 | 108.41   | 2.32     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2012144    | 11876.05                     | 11975.94                           | 6   | 53497,53686,53875,53498,53687,53876 | 99.89    | 0.84     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 440536     | 1810.0                       | 1908.76                            | 6   | 9607,9782,9957,9608,9783,9958       | 98.76    | 5.46     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 440536     | 3580.18                      | 3672.51                            | 6   | 11707,11882,12057,11708,11883,12058 | 92.33    | 2.58     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 378036     | 2860.41                      | 2952.29                            | 6   | 3300,3475,3650,3301,3476,3651       | 91.88    | 3.21     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 565536     | 4300.13                      | 4384.14                            | 6   | 3321,3496,3671,3322,3497,3672       | 84.01    | 1.95     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2012144    | 2423.2                       | 2503.83                            | 2   | 54064,54065                         | 80.63    | 3.33     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 503036     | 3831.63                      | 3904.06                            | 6   | 3314,3489,3664,3315,3490,3665       | 72.43    | 1.89     |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 762144     | 3832.03                      | 3902.32                            | 6   | 40988,41177,41366,40989,41178,41367 | 70.29    | 1.83     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 1512144    | 4771.29                      | 4836.83                            | 6   | 42143,42332,42521,42144,42333,42522 | 65.54    | 1.37     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 440536     | 1897.75                      | 1960.53                            | 6   | 16432,16607,16782,16433,16608,16783 | 62.78    | 3.31     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 2048576    | 1319.02                      | 1378.59                            | 6   | 27450,27653,27856,27451,27654,27857 | 59.57    | 4.52     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 503036     | 4241.34                      | 4300.77                            | 6   | 14339,14514,14689,14340,14515,14690 | 59.43    | 1.4      |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 1048576    | 394.86                       | 454.08                             | 6   | 32924,33127,33330,32925,33128,33331 | 59.22    | 15.0     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 762144     | 939.66                       | 998.59                             | 4   | 54029,54218,54030,54219             | 58.93    | 6.27     |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2012144    | 4535.76                      | 4593.64                            | 6   | 44992,45181,45370,44993,45182,45371 | 57.88    | 1.28     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 503036     | 3826.64                      | 3881.6                             | 6   | 7514,7689,7864,7515,7690,7865       | 54.96    | 1.44     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 251518     | 3502.54                      | 3556.95                            | 6   | 18973,19141,19309,18974,19142,19310 | 54.41    | 1.55     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 220268     | 3029.71                      | 3083.6                             | 6   | 18966,19134,19302,18967,19135,19303 | 53.89    | 1.78     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 189018     | 2602.68                      | 2655.9                             | 6   | 21479,21647,21815,21480,21648,21816 | 53.22    | 2.04     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 189018     | 1275.01                      | 1328.14                            | 6   | 23495,23663,23831,23496,23664,23832 | 53.13    | 4.17     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 503036     | 2160.05                      | 2212.82                            | 6   | 16439,16614,16789,16440,16615,16790 | 52.77    | 2.44     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 282768     | 4881.24                      | 4933.08                            | 6   | 24020,24188,24356,24021,24189,24357 | 51.84    | 1.06     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 565536     | 4336.01                      | 4387.19                            | 6   | 5946,6121,6296,5947,6122,6297       | 51.18    | 1.18     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 7048576    | 10950.95                     | 11001.69                           | 6   | 26876,27079,27282,26877,27080,27283 | 50.74    | 0.46     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 220268     | 1445.98                      | 1496.54                            | 6   | 23502,23670,23838,23503,23671,23839 | 50.56    | 3.5      |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2262144    | 2773.8                       | 2823.97                            | 2   | 54071,54072                         | 50.17    | 1.81     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 262144     | 909.02                       | 958.66                             | 6   | 43242,43431,43620,43243,43432,43621 | 49.64    | 5.46     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 253036     | 1048.71                      | 1097.78                            | 6   | 9586,9761,9936,9587,9762,9937       | 49.07    | 4.68     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 282768     | 3928.36                      | 3976.94                            | 6   | 21500,21668,21836,21501,21669,21837 | 48.58    | 1.24     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 251518     | 3955.46                      | 4001.83                            | 6   | 22501,22669,22837,22502,22670,22838 | 46.37    | 1.17     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 253036     | 1923.47                      | 1969.1                             | 6   | 5911,6086,6261,5912,6087,6262       | 45.63    | 2.37     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 126518     | 1731.52                      | 1777.06                            | 6   | 18945,19113,19281,18946,19114,19282 | 45.54    | 2.63     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 251518     | 1720.59                      | 1764.34                            | 6   | 23509,23677,23845,23510,23678,23846 | 43.75    | 2.54     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 128036     | 511.33                       | 554.94                             | 6   | 9572,9747,9922,9573,9748,9923       | 43.61    | 8.53     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 282768     | 3908.79                      | 3952.25                            | 6   | 18980,19148,19316,18981,19149,19317 | 43.46    | 1.11     |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 9048576    | 5726.81                      | 5769.74                            | 6   | 30544,30747,30950,30545,30748,30951 | 42.93    | 0.75     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 220268     | 3789.73                      | 3832.26                            | 6   | 18462,18630,18798,18463,18631,18799 | 42.53    | 1.12     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 6048576    | 9400.93                      | 9442.85                            | 6   | 32350,32553,32756,32351,32554,32757 | 41.92    | 0.45     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 65536      | 531.43                       | 572.33                             | 6   | 11665,11840,12015,11666,11841,12016 | 40.9     | 7.7      |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 126518     | 965.95                       | 1006.64                            | 6   | 17937,18105,18273,17938,18106,18274 | 40.69    | 4.21     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 762144     | 2481.78                      | 2521.83                            | 6   | 34751,34940,35129,34752,34941,35130 | 40.05    | 1.61     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 440536     | 3385.04                      | 3424.81                            | 6   | 3307,3482,3657,3308,3483,3658       | 39.77    | 1.17     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 565536     | 4300.41                      | 4340.05                            | 6   | 1746,1921,2096,1747,1922,2097       | 39.64    | 0.92     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 4048576    | 2562.65                      | 2602.14                            | 6   | 27464,27667,27870,27465,27668,27871 | 39.49    | 1.54     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 315536     | 2431.82                      | 2470.71                            | 6   | 5918,6093,6268,5919,6094,6269       | 38.89    | 1.6      |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 5048576    | 7810.57                      | 7848.61                            | 6   | 26862,27065,27268,26863,27066,27269 | 38.04    | 0.49     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 503036     | 1662.97                      | 1700.92                            | 6   | 8039,8214,8389,8040,8215,8390       | 37.95    | 2.28     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 220268     | 3448.16                      | 3485.8                             | 6   | 19974,20142,20310,19975,20143,20311 | 37.64    | 1.09     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1512144    | 1778.76                      | 1815.47                            | 2   | 54050,54051                         | 36.71    | 2.06     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 220268     | 1715.79                      | 1752.14                            | 6   | 24510,24678,24846,24511,24679,24847 | 36.35    | 2.12     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 315536     | 2624.86                      | 2660.99                            | 6   | 14318,14493,14668,14319,14494,14669 | 36.13    | 1.38     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 128036     | 1046.03                      | 1081.37                            | 6   | 14297,14472,14647,14298,14473,14648 | 35.34    | 3.38     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 4048576    | 6259.0                       | 6293.82                            | 6   | 26855,27058,27261,26856,27059,27262 | 34.82    | 0.56     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 282768     | 4442.96                      | 4477.65                            | 6   | 22508,22676,22844,22509,22677,22845 | 34.69    | 0.78     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 378036     | 1578.41                      | 1612.7                             | 6   | 16425,16600,16775,16426,16601,16776 | 34.29    | 2.17     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 503036     | 1333.77                      | 1367.89                            | 6   | 164,339,514,165,340,515             | 34.12    | 2.56     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 251518     | 3800.74                      | 3834.85                            | 6   | 23005,23173,23341,23006,23174,23342 | 34.11    | 0.9      |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 190536     | 802.12                       | 836.16                             | 6   | 9579,9754,9929,9580,9755,9930       | 34.04    | 4.24     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 5048576    | 1857.05                      | 1890.98                            | 6   | 26253,26456,26659,26254,26457,26660 | 33.93    | 1.83     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 282768     | 3035.01                      | 3068.74                            | 6   | 20492,20660,20828,20493,20661,20829 | 33.73    | 1.11     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 315536     | 2413.87                      | 2447.41                            | 6   | 3293,3468,3643,3294,3469,3644       | 33.54    | 1.39     |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1512144    | 7731.62                      | 7765.08                            | 6   | 41009,41198,41387,41010,41199,41388 | 33.46    | 0.43     |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 762144     | 1762.99                      | 1796.44                            | 6   | 44957,45146,45335,44958,45147,45336 | 33.45    | 1.9      |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1262144    | 2895.75                      | 2929.18                            | 6   | 52342,52531,52720,52343,52532,52721 | 33.43    | 1.15     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 190536     | 1574.17                      | 1607.35                            | 6   | 14304,14479,14654,14305,14480,14655 | 33.18    | 2.11     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1012144    | 5976.55                      | 6009.64                            | 6   | 53469,53658,53847,53470,53659,53848 | 33.09    | 0.55     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 220268     | 3780.14                      | 3811.78                            | 6   | 24006,24174,24342,24007,24175,24343 | 31.64    | 0.84     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 251518     | 1950.59                      | 1982.2                             | 6   | 24517,24685,24853,24518,24686,24854 | 31.61    | 1.62     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 503036     | 1653.5                       | 1684.99                            | 6   | 1214,1389,1564,1215,1390,1565       | 31.49    | 1.9      |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1262144    | 7452.41                      | 7481.5                             | 6   | 53476,53665,53854,53477,53666,53855 | 29.09    | 0.39     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 378036     | 2739.35                      | 2768.37                            | 6   | 6450,6625,6800,6451,6626,6801       | 29.02    | 1.06     |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 524288     | 348.3                        | 377.13                             | 6   | 31699,31902,32105,31700,31903,32106 | 28.83    | 8.28     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 282768     | 3078.88                      | 3107.59                            | 6   | 22004,22172,22340,22005,22173,22341 | 28.71    | 0.93     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 378036     | 1029.2                       | 1057.86                            | 6   | 6975,7150,7325,6976,7151,7326       | 28.66    | 2.78     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 378036     | 3169.81                      | 3197.64                            | 6   | 11700,11875,12050,11701,11876,12051 | 27.83    | 0.88     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 190536     | 629.75                       | 657.34                             | 6   | 8004,8179,8354,8005,8180,8355       | 27.59    | 4.38     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 128036     | 979.57                       | 1007.05                            | 6   | 3272,3447,3622,3273,3448,3623       | 27.48    | 2.81     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 126518     | 860.86                       | 887.88                             | 6   | 23481,23649,23817,23482,23650,23818 | 27.02    | 3.14     |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1012144    | 2110.41                      | 2137.28                            | 6   | 43830,44019,44208,43831,44020,44209 | 26.87    | 1.27     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 126518     | 1738.31                      | 1765.12                            | 6   | 21465,21633,21801,21466,21634,21802 | 26.81    | 1.54     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 315536     | 2285.02                      | 2311.46                            | 6   | 668,843,1018,669,844,1019           | 26.44    | 1.16     |
