+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------+------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro-728899ba | patched-728899ba | cnt |                 qid                 |   diff   | pct_diff |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 440536     | 3765.3                 | 7411.24          | 6   | 11186,11361,11536,11181,11356,11531 | 3645.94  | 96.83    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 440536     | 3582.23                | 7210.71          | 6   | 12236,12411,12586,12231,12406,12581 | 3628.48  | 101.29   |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 6048576    | 4578.62                | 8195.11          | 6   | 31136,31339,31542,31131,31334,31537 | 3616.49  | 78.99    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 315536     | 2650.1                 | 6265.68          | 6   | 12747,12922,13097,12742,12917,13092 | 3615.58  | 136.43   |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 6048576    | 4631.6                 | 8209.89          | 6   | 29309,29512,29715,29304,29507,29710 | 3578.29  | 77.26    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 5048576    | 4651.55                | 8025.27          | 6   | 26866,27069,27272,26861,27064,27267 | 3373.72  | 72.53    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 5048576    | 4792.37                | 8096.17          | 6   | 33565,33768,33971,33560,33763,33966 | 3303.8   | 68.94    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 5048576    | 3999.11                | 7297.16          | 6   | 28084,28287,28490,28079,28282,28485 | 3298.05  | 82.47    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 5048576    | 4014.91                | 7307.95          | 6   | 29911,30114,30317,29906,30109,30312 | 3293.04  | 82.02    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 4048576    | 3706.08                | 6885.19          | 6   | 32340,32543,32746,32335,32538,32741 | 3179.11  | 85.78    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 4048576    | 3683.86                | 6851.81          | 6   | 25641,25844,26047,25636,25839,26042 | 3167.95  | 86.0     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 6048576    | 5579.32                | 8688.11          | 6   | 32354,32557,32760,32349,32552,32755 | 3108.79  | 55.72    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 253036     | 1912.87                | 4967.24          | 6   | 13790,13965,14140,13785,13960,14135 | 3054.37  | 159.67   |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 5048576    | 3807.78                | 6862.06          | 6   | 29302,29505,29708,29297,29500,29703 | 3054.28  | 80.21    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 5048576    | 3822.33                | 6857.13          | 6   | 31129,31332,31535,31124,31327,31530 | 3034.8   | 79.4     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 378036     | 3242.55                | 6254.92          | 6   | 11179,11354,11529,11174,11349,11524 | 3012.37  | 92.9     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 253036     | 2116.17                | 5041.85          | 6   | 12740,12915,13090,12735,12910,13085 | 2925.68  | 138.25   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 378036     | 3068.86                | 5959.83          | 6   | 12229,12404,12579,12224,12399,12574 | 2890.97  | 94.2     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 4048576    | 3687.27                | 6444.4           | 6   | 26859,27062,27265,26854,27057,27260 | 2757.13  | 74.77    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 4048576    | 3765.7                 | 6448.12          | 6   | 33558,33761,33964,33553,33756,33959 | 2682.42  | 71.23    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 4048576    | 3315.26                | 5873.49          | 6   | 29904,30107,30310,29899,30102,30305 | 2558.23  | 77.17    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 4048576    | 3482.21                | 5911.9           | 6   | 28077,28280,28483,28072,28275,28478 | 2429.69  | 69.77    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 3048576    | 2788.48                | 5186.97          | 6   | 32333,32536,32739,32328,32531,32734 | 2398.49  | 86.01    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 3048576    | 2802.09                | 5168.53          | 6   | 25634,25837,26040,25629,25832,26035 | 2366.44  | 84.45    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 315536     | 2708.05                | 5046.86          | 6   | 11172,11347,11522,11167,11342,11517 | 2338.81  | 86.37    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 190536     | 1398.7                 | 3701.31          | 6   | 13783,13958,14133,13778,13953,14128 | 2302.61  | 164.63   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 440536     | 4321.82                | 6594.85          | 6   | 15911,16086,16261,15906,16081,16256 | 2273.03  | 52.59    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 440536     | 4387.56                | 6648.06          | 6   | 14861,15036,15211,14856,15031,15206 | 2260.5   | 51.52    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4048576    | 3237.06                | 5496.54          | 6   | 31122,31325,31528,31117,31320,31523 | 2259.48  | 69.8     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 190536     | 1589.57                | 3820.26          | 6   | 12733,12908,13083,12728,12903,13078 | 2230.69  | 140.33   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 315536     | 2557.98                | 4749.6           | 6   | 12222,12397,12572,12217,12392,12567 | 2191.62  | 85.68    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 4048576    | 3331.35                | 5492.58          | 6   | 29295,29498,29701,29290,29493,29696 | 2161.23  | 64.88    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 3048576    | 2794.18                | 4843.09          | 6   | 26852,27055,27258,26847,27050,27253 | 2048.91  | 73.33    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 3048576    | 2823.33                | 4863.02          | 6   | 33551,33754,33957,33546,33749,33952 | 2039.69  | 72.24    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 190536     | 1890.12                | 3793.99          | 6   | 14833,15008,15183,14828,15003,15178 | 1903.87  | 100.73   |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 3048576    | 2520.19                | 4378.27          | 6   | 29897,30100,30303,29892,30095,30298 | 1858.08  | 73.73    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 3048576    | 2402.96                | 4142.34          | 6   | 31115,31318,31521,31110,31313,31516 | 1739.38  | 72.38    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 190536     | 1870.07                | 3586.18          | 6   | 15883,16058,16233,15878,16053,16228 | 1716.11  | 91.77    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2262144    | 12632.62               | 14339.31         | 6   | 53508,53697,53886,53503,53692,53881 | 1706.69  | 13.51    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 253036     | 2053.3                 | 3682.22          | 6   | 12215,12390,12565,12210,12385,12560 | 1628.92  | 79.33    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 3048576    | 2536.3                 | 4145.29          | 6   | 29288,29491,29694,29283,29486,29689 | 1608.99  | 63.44    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 2048576    | 1905.74                | 3506.08          | 6   | 32326,32529,32732,32321,32524,32727 | 1600.34  | 83.97    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 128036     | 924.83                 | 2496.31          | 6   | 13776,13951,14126,13771,13946,14121 | 1571.48  | 169.92   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 128036     | 1051.71                | 2568.98          | 6   | 12726,12901,13076,12721,12896,13071 | 1517.27  | 144.27   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 253036     | 2159.41                | 3652.84          | 6   | 11165,11340,11515,11160,11335,11510 | 1493.43  | 69.16    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 378036     | 3752.32                | 5206.53          | 6   | 14854,15029,15204,14849,15024,15199 | 1454.21  | 38.75    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2012144    | 11295.07               | 12742.72         | 6   | 53501,53690,53879,53496,53685,53874 | 1447.65  | 12.82    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 378036     | 3725.9                 | 5116.86          | 6   | 15904,16079,16254,15899,16074,16249 | 1390.96  | 37.33    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 253036     | 2481.92                | 3825.61          | 6   | 9065,9240,9415,9060,9235,9410       | 1343.69  | 54.14    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 378036     | 3709.93                | 5006.46          | 6   | 9079,9254,9429,9074,9249,9424       | 1296.53  | 34.95    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 2048576    | 1689.94                | 2985.44          | 6   | 28063,28266,28469,28058,28261,28464 | 1295.5   | 76.66    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2048576    | 1977.4                 | 3264.6           | 6   | 33544,33747,33950,33539,33742,33945 | 1287.2   | 65.1     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 2048576    | 2222.94                | 3464.1           | 6   | 25627,25830,26033,25622,25825,26028 | 1241.16  | 55.83    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 2048576    | 1537.42                | 2777.31          | 6   | 29281,29484,29687,29276,29479,29682 | 1239.89  | 80.65    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 2048576    | 1754.08                | 2954.26          | 6   | 29890,30093,30296,29885,30088,30291 | 1200.18  | 68.42    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 253036     | 2474.39                | 3671.92          | 6   | 10115,10290,10465,10110,10285,10460 | 1197.53  | 48.4     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 128036     | 1276.92                | 2463.34          | 6   | 14826,15001,15176,14821,14996,15171 | 1186.42  | 92.91    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 2048576    | 2080.46                | 3258.9           | 6   | 26845,27048,27251,26840,27043,27246 | 1178.44  | 56.64    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1512144    | 8473.97                | 9589.89          | 6   | 53487,53676,53865,53482,53671,53860 | 1115.92  | 13.17    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 128036     | 1258.84                | 2372.96          | 6   | 9051,9226,9401,9046,9221,9396       | 1114.12  | 88.5     |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048576    | 1679.85                | 2777.5           | 6   | 31108,31311,31514,31103,31306,31509 | 1097.65  | 65.34    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 378036     | 3673.81                | 4765.64          | 6   | 10129,10304,10479,10124,10299,10474 | 1091.83  | 29.72    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 3048576    | 2643.97                | 3733.91          | 6   | 28070,28273,28476,28065,28268,28471 | 1089.94  | 41.22    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 128036     | 1261.1                 | 2286.26          | 6   | 15876,16051,16226,15871,16046,16221 | 1025.16  | 81.29    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 8048576    | 4222.63                | 5225.13          | 6   | 32977,33180,33383,32972,33175,33378 | 1002.5   | 23.74    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 128036     | 1253.12                | 2252.92          | 6   | 10101,10276,10451,10096,10271,10446 | 999.8    | 79.78    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 253036     | 2503.94                | 3499.15          | 6   | 14840,15015,15190,14835,15010,15185 | 995.21   | 39.75    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 190536     | 1549.56                | 2417.35          | 6   | 12208,12383,12558,12203,12378,12553 | 867.79   | 56.0     |
