+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------+------------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-43ff7415 | patched-munro-728899ba | cnt |                 qid                 |   diff   | pct_diff |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 32768      | 16.74                      | 23.37                  | 6   | 24974,25177,25380,24976,25179,25382 | 6.63     | 39.61    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 571.66                     | 578.07                 | 6   | 18422,18590,18758,18424,18592,18760 | 6.41     | 1.12     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 65536      | 221.17                     | 227.53                 | 6   | 1167,1342,1517,1169,1344,1519       | 6.36     | 2.88     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 32768      | 518.37                     | 524.63                 | 6   | 19934,20102,20270,19936,20104,20272 | 6.26     | 1.21     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 32768      | 53.58                      | 59.51                  | 6   | 25583,25786,25989,25585,25788,25991 | 5.93     | 11.07    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 565536     | 1487.84                    | 1493.39                | 6   | 6998,7173,7348,7000,7175,7350       | 5.55     | 0.37     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 126518     | 1922.34                    | 1927.88                | 6   | 22979,23147,23315,22981,23149,23317 | 5.54     | 0.29     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 64018      | 512.98                     | 518.48                 | 6   | 17925,18093,18261,17927,18095,18263 | 5.5      | 1.07     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 32768      | 24.93                      | 30.34                  | 6   | 27410,27613,27816,27412,27615,27818 | 5.41     | 21.7     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 503036     | 1316.17                    | 1321.58                | 6   | 6991,7166,7341,6993,7168,7343       | 5.41     | 0.41     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 128036     | 352.71                     | 358.11                 | 6   | 124,299,474,126,301,476             | 5.4      | 1.53     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 16384      | 125.52                     | 130.75                 | 6   | 3253,3428,3603,3255,3430,3605       | 5.23     | 4.17     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 8192       | 70.03                      | 75.25                  | 6   | 11646,11821,11996,11648,11823,11998 | 5.22     | 7.45     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 65536      | 29.15                      | 34.21                  | 6   | 26199,26402,26605,26201,26404,26607 | 5.06     | 17.36    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 315536     | 2417.99                    | 2422.79                | 6   | 1720,1895,2070,1722,1897,2072       | 4.8      | 0.2      |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 565536     | 4117.14                    | 4121.91                | 6   | 698,873,1048,700,875,1050           | 4.77     | 0.12     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 65536      | 507.59                     | 512.28                 | 6   | 7467,7642,7817,7469,7644,7819       | 4.69     | 0.92     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 440536     | 1465.69                    | 1470.31                | 6   | 8034,8209,8384,8036,8211,8386       | 4.62     | 0.32     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 251518     | 3478.85                    | 3483.47                | 6   | 18975,19143,19311,18977,19145,19313 | 4.62     | 0.13     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 190536     | 516.75                     | 521.16                 | 6   | 131,306,481,133,308,483             | 4.41     | 0.85     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 126518     | 987.88                     | 992.26                 | 6   | 17939,18107,18275,17941,18109,18277 | 4.38     | 0.44     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 16384      | 232.6                      | 236.9                  | 6   | 21439,21607,21775,21441,21609,21777 | 4.3      | 1.85     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 190536     | 1408.44                    | 1412.56                | 6   | 656,831,1006,658,833,1008           | 4.12     | 0.29     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 126518     | 1237.08                    | 1241.13                | 6   | 19451,19619,19787,19453,19621,19789 | 4.05     | 0.33     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 8192       | 65.11                      | 69.13                  | 6   | 3246,3421,3596,3248,3423,3598       | 4.02     | 6.17     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 65536      | 506.61                     | 510.6                  | 6   | 1692,1867,2042,1694,1869,2044       | 3.99     | 0.79     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 32768      | 257.94                     | 261.83                 | 6   | 7460,7635,7810,7462,7637,7812       | 3.89     | 1.51     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 8192       | 65.01                      | 68.48                  | 6   | 5871,6046,6221,5873,6048,6223       | 3.47     | 5.34     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 8192       | 38.74                      | 42.16                  | 6   | 9546,9721,9896,9548,9723,9898       | 3.42     | 8.83     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 8192       | 120.19                     | 123.47                 | 6   | 21432,21600,21768,21434,21602,21770 | 3.28     | 2.73     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 128036     | 1000.21                    | 1003.44                | 6   | 1699,1874,2049,1701,1876,2051       | 3.23     | 0.32     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 8192       | 69.97                      | 73.07                  | 6   | 14271,14446,14621,14273,14448,14623 | 3.1      | 4.43     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 16384      | 60.94                      | 63.95                  | 6   | 7978,8153,8328,7980,8155,8330       | 3.01     | 4.94     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 16384      | 9.8                        | 12.51                  | 6   | 24967,25170,25373,24969,25172,25375 | 2.71     | 27.65    |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 32768      | 459.98                     | 462.6                  | 6   | 18926,19094,19262,18928,19096,19264 | 2.62     | 0.57     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 95268      | 744.05                     | 746.62                 | 6   | 24484,24652,24820,24486,24654,24822 | 2.57     | 0.35     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 4096       | 33.49                      | 35.88                  | 6   | 5864,6039,6214,5866,6041,6216       | 2.39     | 7.14     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 8192       | 132.38                     | 134.69                 | 6   | 22440,22608,22776,22442,22610,22778 | 2.31     | 1.74     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 16384      | 50.86                      | 53.13                  | 6   | 6928,7103,7278,6930,7105,7280       | 2.27     | 4.46     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 8192       | 63.82                      | 66.02                  | 6   | 23448,23616,23784,23450,23618,23786 | 2.2      | 3.45     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 251518     | 2500.94                    | 2503.09                | 6   | 20991,21159,21327,20993,21161,21329 | 2.15     | 0.09     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 16384      | 50.59                      | 52.6                   | 6   | 103,278,453,105,280,455             | 2.01     | 3.97     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 8192       | 130.28                     | 132.24                 | 6   | 22944,23112,23280,22946,23114,23282 | 1.96     | 1.5      |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 16384      | 14.64                      | 16.56                  | 6   | 27403,27606,27809,27405,27608,27811 | 1.92     | 13.11    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 4096       | 37.05                      | 38.92                  | 6   | 11639,11814,11989,11641,11816,11991 | 1.87     | 5.05     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 8192       | 38.65                      | 40.52                  | 6   | 16371,16546,16721,16373,16548,16723 | 1.87     | 4.84     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 378036     | 1054.32                    | 1056.18                | 6   | 152,327,502,154,329,504             | 1.86     | 0.18     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 6.13                       | 7.93                   | 6   | 24960,25163,25366,24962,25165,25368 | 1.8      | 29.36    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 32768      | 244.14                     | 245.91                 | 6   | 6410,6585,6760,6412,6587,6762       | 1.77     | 0.72     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 16384      | 256.92                     | 258.68                 | 6   | 22951,23119,23287,22953,23121,23289 | 1.76     | 0.69     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 95268      | 1039.96                    | 1041.71                | 6   | 21964,22132,22300,21966,22134,22302 | 1.75     | 0.17     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 16384      | 27.94                      | 29.69                  | 6   | 25576,25779,25982,25578,25781,25984 | 1.75     | 6.26     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 16384      | 121.06                     | 122.75                 | 6   | 16903,17071,17239,16905,17073,17241 | 1.69     | 1.4      |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 64018      | 1117.28                    | 1118.94                | 6   | 23973,24141,24309,23975,24143,24311 | 1.66     | 0.15     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 32768      | 520.34                     | 521.98                 | 6   | 22454,22622,22790,22456,22624,22792 | 1.64     | 0.32     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 4096       | 37.19                      | 38.74                  | 6   | 14264,14439,14614,14266,14441,14616 | 1.55     | 4.17     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 253036     | 1943.17                    | 1944.72                | 6   | 1713,1888,2063,1715,1890,2065       | 1.55     | 0.08     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 53.31                      | 54.85                  | 6   | 26801,27004,27207,26803,27006,27209 | 1.54     | 2.89     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 2048       | 17.48                      | 19.0                   | 6   | 3232,3407,3582,3234,3409,3584       | 1.52     | 8.7      |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 16384      | 122.92                     | 124.43                 | 6   | 6403,6578,6753,6405,6580,6755       | 1.51     | 1.23     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 4096       | 20.81                      | 22.27                  | 6   | 9539,9714,9889,9541,9716,9891       | 1.46     | 7.02     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 4096       | 69.4                       | 70.76                  | 6   | 22433,22601,22769,22435,22603,22771 | 1.36     | 1.96     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 16384      | 27.58                      | 28.92                  | 6   | 26794,26997,27200,26796,26999,27202 | 1.34     | 4.86     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 4096       | 20.7                       | 22.01                  | 6   | 16364,16539,16714,16366,16541,16716 | 1.31     | 6.33     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 8192       | 8.06                       | 9.35                   | 6   | 27396,27599,27802,27398,27601,27804 | 1.29     | 16.0     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 2048       | 11.03                      | 12.24                  | 6   | 9532,9707,9882,9534,9709,9884       | 1.21     | 10.97    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 2048       | 19.17                      | 20.35                  | 6   | 14257,14432,14607,14259,14434,14609 | 1.18     | 6.16     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 8192       | 15.1                       | 16.27                  | 6   | 25569,25772,25975,25571,25774,25977 | 1.17     | 7.75     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 4096       | 62.65                      | 63.8                   | 6   | 21425,21593,21761,21427,21595,21763 | 1.15     | 1.84     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 1024       | 2.52                       | 3.56                   | 6   | 24939,25142,25345,24941,25144,25347 | 1.04     | 41.27    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 16384      | 166.27                     | 167.22                 | 6   | 20935,21103,21271,20937,21105,21273 | 0.95     | 0.57     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 315536     | 1045.1                     | 1046.02                | 6   | 1195,1370,1545,1197,1372,1547       | 0.92     | 0.09     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 32768      | 16.21                      | 17.13                  | 6   | 26192,26395,26598,26194,26397,26600 | 0.92     | 5.68     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 8192       | 92.68                      | 93.59                  | 6   | 20424,20592,20760,20426,20594,20762 | 0.91     | 0.98     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 4096       | 4.42                       | 5.32                   | 6   | 24953,25156,25359,24955,25158,25361 | 0.9      | 20.36    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 2048       | 17.5                       | 18.39                  | 6   | 5857,6032,6207,5859,6034,6209       | 0.89     | 5.09     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 4096       | 5.15                       | 6.02                   | 6   | 27389,27592,27795,27391,27594,27797 | 0.87     | 16.89    |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 128        | 4.39                       | 5.24                   | 6   | 18870,19038,19206,18872,19040,19208 | 0.85     | 19.36    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 8192       | 146.34                     | 147.19                 | 6   | 18408,18576,18744,18410,18578,18746 | 0.85     | 0.58     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 65536      | 481.6                      | 482.44                 | 6   | 6417,6592,6767,6419,6594,6769       | 0.84     | 0.17     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 4096       | 66.06                      | 66.86                  | 6   | 22937,23105,23273,22939,23107,23275 | 0.8      | 1.21     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 32768      | 570.48                     | 571.28                 | 6   | 23966,24134,24302,23968,24136,24304 | 0.8      | 0.14     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 4          | 1.37                       | 2.16                   | 6   | 14194,14369,14544,14196,14371,14546 | 0.79     | 57.66    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 2          | 1.07                       | 1.82                   | 6   | 2637,2812,2987,2639,2814,2989       | 0.75     | 70.09    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 32         | 1.64                       | 2.36                   | 6   | 3190,3365,3540,3192,3367,3542       | 0.72     | 43.9     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024       | 5.77                       | 6.45                   | 6   | 7950,8125,8300,7952,8127,8302       | 0.68     | 11.79    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 2048       | 11.38                      | 12.06                  | 6   | 16357,16532,16707,16359,16534,16709 | 0.68     | 5.98     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 128        | 3.71                       | 4.39                   | 6   | 17862,18030,18198,17864,18032,18200 | 0.68     | 18.33    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 8192       | 27.54                      | 28.21                  | 6   | 6921,7096,7271,6923,7098,7273       | 0.67     | 2.43     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 256        | 6.45                       | 7.12                   | 6   | 18373,18541,18709,18375,18543,18711 | 0.67     | 10.39    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 64         | 2.82                       | 3.47                   | 6   | 24407,24575,24743,24409,24577,24745 | 0.65     | 23.05    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 8          | 1.3                        | 1.93                   | 6   | 5801,5976,6151,5803,5978,6153       | 0.63     | 48.46    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 1          | 1.12                       | 1.74                   | 6   | 14180,14355,14530,14182,14357,14532 | 0.62     | 55.36    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 32.29                      | 32.89                  | 6   | 614,789,964,616,791,966             | 0.6      | 1.86     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 8192       | 148.13                     | 148.72                 | 6   | 23952,24120,24288,23954,24122,24290 | 0.59     | 0.4      |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 1          | 1.2                        | 1.79                   | 6   | 12605,12780,12955,12607,12782,12957 | 0.59     | 49.17    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 512        | 2.93                       | 3.52                   | 6   | 25541,25744,25947,25543,25746,25949 | 0.59     | 20.14    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 4096       | 34.13                      | 34.72                  | 6   | 3239,3414,3589,3241,3416,3591       | 0.59     | 1.73     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 2          | 1.18                       | 1.76                   | 6   | 8412,8587,8762,8414,8589,8764       | 0.58     | 49.15    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 2048       | 38.31                      | 38.88                  | 6   | 23938,24106,24274,23940,24108,24276 | 0.57     | 1.49     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 128        | 2.64                       | 3.2                    | 6   | 6879,7054,7229,6881,7056,7231       | 0.56     | 21.21    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 8192       | 67.38                      | 67.92                  | 6   | 7446,7621,7796,7448,7623,7798       | 0.54     | 0.8      |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 512        | 6.01                       | 6.55                   | 6   | 14243,14418,14593,14245,14420,14595 | 0.54     | 8.99     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 8192       | 132.55                     | 133.09                 | 6   | 17400,17568,17736,17402,17570,17738 | 0.54     | 0.41     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 1024       | 11.4                       | 11.93                  | 6   | 17883,18051,18219,17885,18053,18221 | 0.53     | 4.65     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 1024       | 9.72                       | 10.24                  | 6   | 3225,3400,3575,3227,3402,3577       | 0.52     | 5.35     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 4096       | 4.33                       | 4.82                   | 6   | 26171,26374,26577,26173,26376,26579 | 0.49     | 11.32    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 512        | 5.63                       | 6.11                   | 6   | 5843,6018,6193,5845,6020,6195       | 0.48     | 8.53     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 378036     | 1250.26                    | 1250.73                | 6   | 1202,1377,1552,1204,1379,1554       | 0.47     | 0.04     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 64         | 2.3                        | 2.77                   | 6   | 6347,6522,6697,6349,6524,6699       | 0.47     | 20.43    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 2048       | 3.37                       | 3.84                   | 6   | 24946,25149,25352,24948,25151,25354 | 0.47     | 13.95    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 8192       | 64.2                       | 64.65                  | 6   | 6396,6571,6746,6398,6573,6748       | 0.45     | 0.7      |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 8          | 1.26                       | 1.71                   | 6   | 13676,13851,14026,13678,13853,14028 | 0.45     | 35.71    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 2048       | 19.18                      | 19.62                  | 6   | 11632,11807,11982,11634,11809,11984 | 0.44     | 2.29     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 8192       | 6.1                        | 6.53                   | 6   | 26178,26381,26584,26180,26383,26586 | 0.43     | 7.05     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024       | 11.98                      | 12.4                   | 6   | 24435,24603,24771,24437,24605,24773 | 0.42     | 3.51     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 28.1                       | 28.52                  | 6   | 96,271,446,98,273,448               | 0.42     | 1.49     |
