+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+----------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched  |  master  | cnt |                 qid                 |   diff   | pct_diff |
+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+----------+-----+-------------------------------------+----------+----------+
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2262144    | 12350.12 | 42415.33 | 6   | 537,672,807,536,671,806             | 30065.21 | 243.44   |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2262144    | 12420.84 | 42191.65 | 6   | 4992,5127,5262,4991,5126,5261       | 29770.81 | 239.68   |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2262144    | 13245.16 | 42442.43 | 6   | 5802,5937,6072,5801,5936,6071       | 29197.27 | 220.44   |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2262144    | 13278.89 | 42104.38 | 6   | 1347,1482,1617,1346,1481,1616       | 28825.49 | 217.08   |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2012144    | 11075.21 | 37547.89 | 6   | 4987,5122,5257,4986,5121,5256       | 26472.68 | 239.03   |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2012144    | 11037.43 | 37295.64 | 6   | 532,667,802,531,666,801             | 26258.21 | 237.9    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2012144    | 11846.89 | 37648.3  | 6   | 5797,5932,6067,5796,5931,6066       | 25801.41 | 217.79   |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2012144    | 11814.16 | 37387.81 | 6   | 1342,1477,1612,1341,1476,1611       | 25573.65 | 216.47   |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1762144    | 9615.88  | 33056.86 | 6   | 527,662,797,526,661,796             | 23440.98 | 243.77   |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1762144    | 9662.69  | 32882.8  | 6   | 4982,5117,5252,4981,5116,5251       | 23220.11 | 240.31   |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2262144    | 10517.16 | 33431.36 | 6   | 2157,2292,2427,2156,2291,2426       | 22914.2  | 217.87   |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2262144    | 10426.71 | 33330.86 | 6   | 3372,3507,3642,3371,3506,3641       | 22904.15 | 219.67   |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1762144    | 10365.95 | 33223.17 | 6   | 1337,1472,1607,1336,1471,1606       | 22857.22 | 220.5    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1762144    | 10355.64 | 33112.66 | 6   | 5792,5927,6062,5791,5926,6061       | 22757.02 | 219.75   |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2262144    | 11294.92 | 33787.22 | 6   | 2967,3102,3237,2966,3101,3236       | 22492.3  | 199.14   |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2262144    | 11244.03 | 33256.23 | 6   | 4182,4317,4452,4181,4316,4451       | 22012.2  | 195.77   |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2012144    | 9378.57  | 29956.17 | 6   | 2152,2287,2422,2151,2286,2421       | 20577.6  | 219.41   |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2012144    | 9272.98  | 29652.61 | 6   | 3367,3502,3637,3366,3501,3636       | 20379.63 | 219.77   |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1512144    | 8306.43  | 28192.83 | 6   | 522,657,792,521,656,791             | 19886.4  | 239.41   |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2012144    | 10083.46 | 29961.79 | 6   | 2962,3097,3232,2961,3096,3231       | 19878.33 | 197.14   |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1512144    | 8358.91  | 28210.9  | 6   | 4977,5112,5247,4976,5111,5246       | 19851.99 | 237.49   |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2012144    | 10001.89 | 29571.19 | 6   | 4177,4312,4447,4176,4311,4446       | 19569.3  | 195.66   |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1512144    | 8928.68  | 28399.63 | 6   | 1332,1467,1602,1331,1466,1601       | 19470.95 | 218.07   |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1512144    | 8927.49  | 28187.46 | 6   | 5787,5922,6057,5786,5921,6056       | 19259.97 | 215.74   |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1762144    | 8122.93  | 26124.17 | 6   | 3362,3497,3632,3361,3496,3631       | 18001.24 | 221.61   |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1762144    | 8214.12  | 26107.43 | 6   | 2147,2282,2417,2146,2281,2416       | 17893.31 | 217.84   |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 1762144    | 8821.33  | 26177.09 | 6   | 2957,3092,3227,2956,3091,3226       | 17355.76 | 196.75   |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1762144    | 8894.69  | 25875.33 | 6   | 4172,4307,4442,4171,4306,4441       | 16980.64 | 190.91   |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1262144    | 6915.03  | 23660.84 | 6   | 517,652,787,516,651,786             | 16745.81 | 242.17   |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1262144    | 7412.7   | 23616.28 | 6   | 5782,5917,6052,5781,5916,6051       | 16203.58 | 218.59   |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1262144    | 7413.63  | 23514.2  | 6   | 1327,1462,1597,1326,1461,1596       | 16100.57 | 217.18   |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1262144    | 7842.84  | 23507.25 | 6   | 4972,5107,5242,4971,5106,5241       | 15664.41 | 199.73   |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1512144    | 7160.67  | 22633.48 | 6   | 2142,2277,2412,2141,2276,2411       | 15472.81 | 216.08   |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1512144    | 6976.31  | 22401.25 | 6   | 3357,3492,3627,3356,3491,3626       | 15424.94 | 221.1    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 1512144    | 7544.15  | 22608.6  | 6   | 2952,3087,3222,2951,3086,3221       | 15064.45 | 199.68   |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1512144    | 7518.03  | 22480.33 | 6   | 4167,4302,4437,4166,4301,4436       | 14962.3  | 199.02   |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1012144    | 5561.2   | 19066.42 | 6   | 4967,5102,5237,4966,5101,5236       | 13505.22 | 242.85   |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1012144    | 5547.42  | 18975.12 | 6   | 512,647,782,511,646,781             | 13427.7  | 242.05   |
