+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+---------------+-------------------------+-----+-------------------------------------+-----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro | patched-geoghegan-munro | cnt |                 qid                 |   diff    | pct_diff |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 4          | 2.29          | 2.4                     | 6   | 3255,3390,3525,3254,3389,3524       | 0.11      | 4.8      |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1012144    | 5161.58       | 5161.69                 | 6   | 2540,2675,2810,2539,2674,2809       | 0.11      | 0.0      |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1          | 1.19          | 1.29                    | 6   | 1625,1760,1895,1624,1759,1894       | 0.1       | 8.4      |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 4          | 2.44          | 2.54                    | 6   | 7935,8055,8175,7934,8054,8174       | 0.1       | 4.1      |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 16         | 5.24          | 5.34                    | 6   | 25,160,295,24,159,294               | 0.1       | 1.91     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 2048       | 35.88         | 35.98                   | 6   | 7260,7380,7500,7259,7379,7499       | 0.1       | 0.28     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2          | 1.45          | 1.54                    | 6   | 4465,4600,4735,4464,4599,4734       | 0.09      | 6.21     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 1          | 1.24          | 1.33                    | 6   | 5270,5405,5540,5269,5404,5539       | 0.09      | 7.26     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 2          | 1.72          | 1.81                    | 6   | 9370,9490,9610,9369,9489,9609       | 0.09      | 5.23     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 65536      | 252.25        | 252.33                  | 6   | 6160,6295,6430,6159,6294,6429       | 0.08      | 0.03     |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 8192       | 52.44         | 52.52                   | 6   | 2905,3040,3175,2904,3039,3174       | 0.08      | 0.15     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 256        | 9.02          | 9.1                     | 6   | 8685,8805,8925,8684,8804,8924       | 0.08      | 0.89     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 32         | 3.53          | 3.6                     | 6   | 8670,8790,8910,8669,8789,8909       | 0.07      | 1.98     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2          | 1.67          | 1.74                    | 6   | 4060,4195,4330,4059,4194,4329       | 0.07      | 4.19     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1          | 1.06          | 1.12                    | 6   | 410,545,680,409,544,679             | 0.06      | 5.66     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 4          | 2.5           | 2.56                    | 6   | 7215,7335,7455,7214,7334,7454       | 0.06      | 2.4      |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 8          | 1.9           | 1.96                    | 6   | 6500,6620,6740,6499,6619,6739       | 0.06      | 3.16     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 16         | 5.4           | 5.45                    | 6   | 4075,4210,4345,4074,4209,4344       | 0.05      | 0.93     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 1          | 1.56          | 1.6                     | 6   | 9365,9485,9605,9364,9484,9604       | 0.04      | 2.56     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 64         | 9.0           | 9.04                    | 6   | 845,980,1115,844,979,1114           | 0.04      | 0.44     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 128        | 9.73          | 9.77                    | 6   | 40,175,310,39,174,309               | 0.04      | 0.41     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1024       | 19.18         | 19.21                   | 6   | 5725,5860,5995,5724,5859,5994       | 0.03      | 0.16     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 32         | 4.06          | 4.08                    | 6   | 9030,9150,9270,9029,9149,9269       | 0.02      | 0.49     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2          | 1.4           | 1.42                    | 6   | 6085,6220,6355,6084,6219,6354       | 0.02      | 1.43     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 32         | 7.45          | 7.47                    | 6   | 4485,4620,4755,4484,4619,4754       | 0.02      | 0.27     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 64         | 13.48         | 13.5                    | 6   | 3680,3815,3950,3679,3814,3949       | 0.02      | 0.15     |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 2          | 1.51          | 1.51                    | 6   | 2440,2575,2710,2439,2574,2709       | 0.0       | 0.0      |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 8          | 3.42          | 3.42                    | 6   | 4880,5015,5150,4879,5014,5149       | 0.0       | 0.0      |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 2          | 2.37          | 2.37                    | 6   | 8650,8770,8890,8649,8769,8889       | 0.0       | 0.0      |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 16         | 3.18          | 3.18                    | 6   | 9745,9865,9985,9744,9864,9984       | 0.0       | 0.0      |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 1          | 2.09          | 2.08                    | 6   | 7925,8045,8165,7924,8044,8164       | -0.01     | -0.48    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 2          | 1.81          | 1.8                     | 6   | 8290,8410,8530,8289,8409,8529       | -0.01     | -0.55    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 8          | 3.45          | 3.44                    | 6   | 2855,2990,3125,2854,2989,3124       | -0.01     | -0.29    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 1          | 2.07          | 2.05                    | 6   | 7565,7685,7805,7564,7684,7804       | -0.02     | -0.97    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 16         | 2.33          | 2.31                    | 6   | 6505,6625,6745,6504,6624,6744       | -0.02     | -0.86    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 32         | 3.69          | 3.67                    | 6   | 9750,9870,9990,9749,9869,9989       | -0.02     | -0.54    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2048       | 25.95         | 25.92                   | 6   | 1275,1410,1545,1274,1409,1544       | -0.03     | -0.12    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2          | 1.62          | 1.59                    | 6   | 2035,2170,2305,2034,2169,2304       | -0.03     | -1.85    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 2          | 1.73          | 1.7                     | 6   | 7210,7330,7450,7209,7329,7449       | -0.03     | -1.73    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 1          | 1.66          | 1.63                    | 6   | 8285,8405,8525,8284,8404,8524       | -0.03     | -1.81    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 4          | 2.33          | 2.3                     | 6   | 15,150,285,14,149,284               | -0.03     | -1.29    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 16         | 5.23          | 5.2                     | 6   | 4480,4615,4750,4479,4614,4749       | -0.03     | -0.57    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 16         | 3.07          | 3.03                    | 6   | 8305,8425,8545,8304,8424,8544       | -0.04     | -1.3     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 8          | 2.4           | 2.36                    | 6   | 10100,10220,10340,10099,10219,10339 | -0.04     | -1.67    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 8          | 2.5           | 2.46                    | 6   | 9380,9500,9620,9379,9499,9619       | -0.04     | -1.6     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2048       | 22.99         | 22.94                   | 6   | 4920,5055,5190,4919,5054,5189       | -0.05     | -0.22    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 8          | 3.44          | 3.39                    | 6   | 3665,3800,3935,3664,3799,3934       | -0.05     | -1.45    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 1          | 2.07          | 2.02                    | 6   | 8645,8765,8885,8644,8764,8884       | -0.05     | -2.42    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 32         | 7.79          | 7.73                    | 6   | 840,975,1110,839,974,1109           | -0.06     | -0.77    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 4          | 1.91          | 1.85                    | 6   | 9015,9135,9255,9014,9134,9254       | -0.06     | -3.14    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 2          | 2.38          | 2.32                    | 6   | 7930,8050,8170,7929,8049,8169       | -0.06     | -2.52    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 32768      | 193.5         | 193.44                  | 6   | 5750,5885,6020,5749,5884,6019       | -0.06     | -0.03    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1          | 1.14          | 1.06                    | 6   | 6080,6215,6350,6079,6214,6349       | -0.08     | -7.02    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 64         | 10.01         | 9.92                    | 6   | 4085,4220,4355,4084,4219,4354       | -0.09     | -0.9     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 4          | 1.96          | 1.87                    | 6   | 9375,9495,9615,9374,9494,9614       | -0.09     | -4.59    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 1          | 1.73          | 1.64                    | 6   | 6485,6605,6725,6484,6604,6724       | -0.09     | -5.2     |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 8          | 3.66          | 3.57                    | 6   | 2045,2180,2315,2044,2179,2314       | -0.09     | -2.46    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 8          | 2.85          | 2.76                    | 6   | 6860,6980,7100,6859,6979,7099       | -0.09     | -3.16    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 16         | 3.49          | 3.4                     | 6   | 6865,6985,7105,6864,6984,7104       | -0.09     | -2.58    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 8          | 3.59          | 3.49                    | 6   | 2450,2585,2720,2449,2584,2719       | -0.1      | -2.79    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 1          | 1.64          | 1.54                    | 6   | 10085,10205,10325,10084,10204,10324 | -0.1      | -6.1     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 4          | 2.56          | 2.46                    | 6   | 8655,8775,8895,8654,8774,8894       | -0.1      | -3.91    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 32         | 3.86          | 3.76                    | 6   | 7950,8070,8190,7949,8069,8189       | -0.1      | -2.59    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 2.15          | 2.04                    | 6   | 7220,7340,7460,7219,7339,7459       | -0.11     | -5.12    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1          | 1.4           | 1.28                    | 6   | 2030,2165,2300,2029,2164,2299       | -0.12     | -8.57    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 1          | 1.72          | 1.6                     | 6   | 7205,7325,7445,7204,7324,7444       | -0.12     | -6.98    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 2          | 1.72          | 1.6                     | 6   | 6490,6610,6730,6489,6609,6729       | -0.12     | -6.98    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 16         | 2.88          | 2.75                    | 6   | 10105,10225,10345,10104,10224,10344 | -0.13     | -4.51    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 2          | 2.43          | 2.3                     | 6   | 9730,9850,9970,9729,9849,9969       | -0.13     | -5.35    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 4          | 2.32          | 2.17                    | 6   | 2445,2580,2715,2444,2579,2714       | -0.15     | -6.47    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1024       | 13.99         | 13.84                   | 6   | 865,1000,1135,864,999,1134          | -0.15     | -1.07    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 64         | 3.19          | 3.03                    | 6   | 7235,7355,7475,7234,7354,7474       | -0.16     | -5.02    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 512        | 11.57         | 11.4                    | 6   | 6125,6260,6395,6124,6259,6394       | -0.17     | -1.47    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 256        | 6.39          | 6.22                    | 6   | 7245,7365,7485,7244,7364,7484       | -0.17     | -2.66    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 128        | 6.15          | 5.98                    | 2   | 10480,10479                         | -0.17     | -2.76    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 4          | 2.0           | 1.81                    | 6   | 6495,6615,6735,6494,6614,6734       | -0.19     | -9.5     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 8          | 2.42          | 2.23                    | 6   | 8300,8420,8540,8299,8419,8539       | -0.19     | -7.85    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2048       | 19.88         | 19.68                   | 6   | 6135,6270,6405,6134,6269,6404       | -0.2      | -1.01    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 16         | 3.38          | 3.18                    | 6   | 7585,7705,7825,7584,7704,7824       | -0.2      | -5.92    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 8          | 2.6           | 2.4                     | 6   | 9020,9140,9260,9019,9139,9259       | -0.2      | -7.69    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 2          | 2.41          | 2.21                    | 2   | 10450,10449                         | -0.2      | -8.3     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 4.79          | 4.58                    | 6   | 7955,8075,8195,7954,8074,8194       | -0.21     | -4.38    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 64         | 6.97          | 6.75                    | 6   | 8315,8435,8555,8314,8434,8554       | -0.22     | -3.16    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 16         | 5.49          | 5.27                    | 6   | 1240,1375,1510,1239,1374,1509       | -0.22     | -4.01    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 16         | 3.25          | 3.02                    | 2   | 10465,10464                         | -0.23     | -7.08    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 8          | 2.77          | 2.54                    | 6   | 9740,9860,9980,9739,9859,9979       | -0.23     | -8.3     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 32         | 3.49          | 3.26                    | 2   | 10470,10469                         | -0.23     | -6.59    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2048       | 20.45         | 20.21                   | 6   | 2085,2220,2355,2084,2219,2354       | -0.24     | -1.17    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 256        | 15.81         | 15.57                   | 6   | 4905,5040,5175,4904,5039,5174       | -0.24     | -1.52    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 32         | 2.6           | 2.36                    | 6   | 7230,7350,7470,7229,7349,7469       | -0.24     | -9.23    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 32         | 4.23          | 3.99                    | 6   | 10110,10230,10350,10109,10229,10349 | -0.24     | -5.67    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048       | 21.82         | 21.58                   | 6   | 4110,4245,4380,4109,4244,4379       | -0.24     | -1.1     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 4          | 2.55          | 2.29                    | 6   | 7575,7695,7815,7574,7694,7814       | -0.26     | -10.2    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 1          | 2.2           | 1.94                    | 6   | 6845,6965,7085,6844,6964,7084       | -0.26     | -11.82   |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1024       | 14.63         | 14.37                   | 6   | 2080,2215,2350,2079,2214,2349       | -0.26     | -1.78    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 512        | 11.44         | 11.17                   | 6   | 7250,7370,7490,7249,7369,7489       | -0.27     | -2.36    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 64         | 5.22          | 4.94                    | 6   | 9755,9875,9995,9754,9874,9994       | -0.28     | -5.36    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 8          | 3.69          | 3.41                    | 6   | 4475,4610,4745,4474,4609,4744       | -0.28     | -7.59    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 32         | 7.69          | 7.41                    | 6   | 2865,3000,3135,2864,2999,3134       | -0.28     | -3.64    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 8192       | 58.36         | 58.08                   | 6   | 5740,5875,6010,5739,5874,6009       | -0.28     | -0.48    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024       | 14.54         | 14.25                   | 6   | 6130,6265,6400,6129,6264,6399       | -0.29     | -1.99    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 128        | 6.54          | 6.24                    | 6   | 7960,8080,8200,7959,8079,8199       | -0.3      | -4.59    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 32         | 4.47          | 4.16                    | 6   | 8310,8430,8550,8309,8429,8549       | -0.31     | -6.94    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 1          | 2.18          | 1.86                    | 2   | 10445,10444                         | -0.32     | -14.68   |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 16         | 3.27          | 2.94                    | 6   | 9385,9505,9625,9384,9504,9624       | -0.33     | -10.09   |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 64         | 9.94          | 9.6                     | 6   | 3275,3410,3545,3274,3409,3544       | -0.34     | -3.42    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 16         | 5.12          | 4.78                    | 6   | 6100,6235,6370,6099,6234,6369       | -0.34     | -6.64    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 32         | 8.21          | 7.87                    | 6   | 3270,3405,3540,3269,3404,3539       | -0.34     | -4.14    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 16         | 3.27          | 2.91                    | 6   | 9025,9145,9265,9024,9144,9264       | -0.36     | -11.01   |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 64         | 7.13          | 6.76                    | 6   | 9395,9515,9635,9394,9514,9634       | -0.37     | -5.19    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 512        | 12.06         | 11.69                   | 6   | 50,185,320,49,184,319               | -0.37     | -3.07    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 8          | 2.9           | 2.51                    | 6   | 8660,8780,8900,8659,8779,8899       | -0.39     | -13.45   |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1          | 1.86          | 1.45                    | 6   | 1220,1355,1490,1219,1354,1489       | -0.41     | -22.04   |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 32         | 3.0           | 2.59                    | 6   | 6510,6630,6750,6509,6629,6749       | -0.41     | -13.67   |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 8          | 2.96          | 2.53                    | 6   | 7580,7700,7820,7579,7699,7819       | -0.43     | -14.53   |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 16         | 3.02          | 2.59                    | 6   | 8665,8785,8905,8664,8784,8904       | -0.43     | -14.24   |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 64         | 3.82          | 3.37                    | 6   | 6515,6635,6755,6514,6634,6754       | -0.45     | -11.78   |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 4096       | 28.2          | 27.71                   | 6   | 875,1010,1145,874,1009,1144         | -0.49     | -1.74    |
