1.01	0.87
1.01	0.98
1.13	1.15
1.12	1.2
1.42	1.43
1.61	1.36
1.76	1.89
2.18	2.15
2.66	2.77
3.68	3.62
5.69	5.59
9.79	9.69
17.86	17.84
31.74	31.43
61.19	60.24
117.68	117.72
229.93	227.49
425.89	425.74
651.36	650.8
864.18	827.81
1068.36	1030.35
1273.11	1261.97
1442.85	1440.31
1686.83	1684.99
1887.88	1836.83
1.07	1.1
1.8	1.02
1.62	0.82
1.09	1.04
1.39	1.3
1.68	1.55
2.71	1.9
2.59	2.45
3.93	3.73
5.75	5.73
9.83	10.31
18.66	18.33
35.04	34.66
67.97	67.7
129.72	130.29
258.81	256.41
506.05	516.01
988.98	995.05
1486.14	1473.73
1940.5	1956.21
2432.08	2425.0
2897.55	2888.23
3359.29	3371.65
3907.75	3815.0
4286.39	4340.05
1.12	1.04
1.16	1.04
1.94	1.0
1.21	1.16
1.46	1.41
1.74	1.63
2.64	1.97
2.23	2.21
3.0	2.92
3.65	3.6
5.38	5.37
9.02	8.87
16.45	15.23
27.99	28.14
51.63	49.74
97.0	94.44
181.97	178.75
356.13	342.14
526.98	516.68
688.55	708.66
851.17	850.26
1022.44	1000.86
1182.23	1159.98
1372.87	1367.89
1536.03	1526.81
0.97	0.95
1.0	1.12
1.07	1.08
1.27	1.14
1.33	1.4
1.7	1.74
2.21	2.28
2.29	2.45
3.52	3.52
5.33	5.45
10.27	9.43
17.59	17.13
33.24	33.66
63.71	63.53
126.18	123.48
244.76	246.7
487.95	486.58
942.22	949.44
1397.11	1385.76
1862.67	1862.28
2288.39	2311.46
2751.23	2749.32
3230.68	3217.47
3700.15	3647.26
4123.21	4109.31
1.03	1.02
1.02	1.02
1.1	1.09
1.17	1.25
1.33	1.44
1.51	1.55
2.0	1.84
2.47	2.53
3.56	3.67
6.42	6.65
10.21	9.82
18.84	18.93
35.4	34.85
66.89	67.97
132.25	134.84
258.96	257.09
503.88	518.68
967.09	1007.05
1476.69	1477.26
1999.99	1967.91
2435.13	2447.41
2948.15	2952.29
3382.28	3424.81
3792.4	3904.06
4380.4	4384.14
1.18	1.09
1.04	1.06
1.09	1.13
1.18	1.31
1.43	1.54
2.38	1.67
2.01	1.95
2.88	2.28
3.17	3.32
6.24	5.54
7.79	7.99
20.96	17.46
40.53	26.12
50.86	53.74
98.52	98.4
193.25	192.03
383.03	383.18
1190.7	749.01
1108.8	1112.06
1468.69	1472.28
1827.65	1834.36
2208.51	2190.93
2544.38	2544.48
4655.01	2909.37
3270.95	3303.79
1.65	0.99
1.23	1.04
1.05	1.17
1.17	1.1
1.38	1.34
2.16	1.68
2.03	2.08
2.4	2.44
3.6	3.43
5.53	5.17
9.0	9.0
16.53	16.7
30.9	31.17
60.18	61.93
116.7	115.89
226.77	227.6
449.46	450.99
865.41	882.32
1310.89	1285.08
1710.04	1695.9
2136.9	2142.92
2551.2	2539.56
2933.61	2954.25
3372.31	3415.51
3832.91	3853.18
1.12	1.01
1.06	1.08
1.2	1.08
1.21	1.22
1.54	1.49
1.79	1.84
2.14	2.15
2.59	2.76
3.51	3.98
4.85	4.82
8.01	8.04
13.76	13.52
26.1	26.16
49.94	50.05
97.75	97.41
190.31	190.8
378.76	379.79
735.6	733.92
1091.26	1097.32
1453.18	1451.09
1800.65	1809.13
2166.34	2170.12
2525.06	2519.87
2895.54	2881.83
3238.16	3234.0
1.22	1.05
1.05	1.09
1.02	1.02
1.27	1.29
1.98	1.6
1.59	2.27
2.01	2.13
2.27	2.27
3.14	2.99
6.09	4.98
7.86	7.86
13.8	13.72
41.05	26.22
50.72	49.84
97.48	101.18
192.08	198.88
380.99	378.87
743.17	742.57
2429.79	1104.71
1461.58	1460.11
1832.52	1811.97
4809.22	3526.36
2539.4	2539.51
2907.35	2902.18
3252.55	3252.34
1.08	1.03
1.04	0.92
1.19	1.15
1.23	1.26
1.37	1.24
1.53	1.78
1.79	1.98
2.54	2.59
3.52	3.7
5.43	5.69
9.8	9.99
18.78	18.04
35.56	35.13
67.05	66.67
132.05	131.7
264.28	259.41
522.2	514.78
986.99	996.97
1454.12	1484.26
1933.9	1969.1
2455.88	2470.71
2918.74	2938.15
3405.28	3466.47
3870.8	3898.26
4368.12	4387.19
1.11	0.96
1.04	0.98
1.22	1.62
1.26	1.38
1.58	1.45
1.85	1.85
2.15	2.3
2.58	2.65
3.73	3.99
5.0	4.89
8.31	7.98
21.12	13.99
25.53	25.84
49.7	49.63
96.88	96.97
305.46	190.87
377.74	377.62
735.8	736.41
1091.56	1089.39
2330.38	1448.53
1805.63	1802.98
2164.94	2164.78
2520.03	2523.37
2883.75	2877.01
3240.97	3233.24
1.09	1.04
1.13	1.78
1.05	1.11
1.18	1.43
1.49	1.45
1.6	1.68
1.95	1.99
2.47	2.42
3.5	3.39
5.47	5.5
9.35	8.91
16.43	16.84
30.95	31.08
59.81	60.29
116.42	116.3
229.82	226.87
449.55	451.43
880.27	881.64
1291.4	1278.23
1724.76	1717.91
2120.43	2133.01
2556.05	2563.97
2965.79	2980.73
3437.3	3377.32
3830.24	3836.04
1.01	1.59
1.17	1.03
1.03	1.08
1.05	1.12
1.31	1.37
1.62	1.57
2.02	1.88
2.37	2.56
3.73	3.64
5.71	6.01
9.85	10.02
19.48	19.26
35.11	35.48
67.95	69.29
130.75	132.94
258.45	255.27
515.62	505.18
989.71	981.6
1463.32	1473.14
1945.1	1943.38
2432.75	2430.27
2890.39	2857.32
3364.43	3356.72
3878.08	3881.6
4343.24	4346.47
1.03	0.96
0.93	1.19
1.06	1.87
1.96	1.37
1.27	1.38
1.58	1.54
2.42	1.79
2.21	1.97
3.16	2.86
3.85	3.87
5.72	6.16
9.72	9.99
17.62	18.7
32.04	31.37
60.37	61.44
118.79	114.69
224.3	221.2
443.55	436.48
651.33	657.34
839.46	851.82
1061.11	1047.55
1276.88	1251.15
1443.67	1459.55
1687.73	1700.92
1850.6	1978.83
1.1	1.04
1.13	1.07
1.2	1.12
1.15	1.25
1.54	1.56
1.72	1.91
2.02	2.02
2.57	2.38
3.41	3.56
5.31	5.7
9.6	9.28
17.1	17.36
32.96	32.67
62.46	63.66
123.66	122.25
244.43	247.71
489.68	478.63
945.16	948.33
1390.92	1398.2
1851.09	1850.91
2307.38	2300.48
2772.66	2768.37
3238.72	3179.4
3688.9	3639.01
4100.12	4077.9
1.11	1.1
1.13	1.09
1.13	1.2
1.29	1.34
1.44	1.63
1.57	1.66
1.82	1.88
2.95	2.87
3.12	2.92
3.89	3.69
5.49	5.55
9.02	8.88
15.35	15.57
28.49	27.83
52.22	51.96
95.52	94.97
189.62	181.47
357.36	355.41
526.32	511.77
693.88	680.08
839.21	860.21
1027.74	1057.86
1248.74	1180.73
1369.0	1338.15
1513.05	1483.48
1.01	1.05
1.44	1.17
1.12	1.33
1.45	1.64
1.59	1.65
1.82	1.82
2.67	1.94
2.35	2.51
2.83	3.19
4.28	4.27
6.81	6.69
12.32	12.0
21.4	21.51
40.59	41.01
77.26	79.0
148.49	150.75
289.31	296.63
542.33	554.94
807.13	836.16
991.91	1097.78
1290.98	1339.49
1702.69	1661.58
1905.06	1908.76
2158.09	2183.47
2437.51	2414.56
0.94	1.15
1.06	1.11
1.07	1.26
1.38	1.51
1.64	1.68
2.06	2.24
2.42	2.74
