+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------------+----------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-munro-3ded1b78 |  master  | cnt |                 qid                 | pct_diff |
+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------------+----------+-----+-------------------------------------+----------+
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048       | 26.25                              | 209.39   | 6   | 49431,49620,49809,49428,49617,49806 | 697.68   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1024       | 15.36                              | 118.42   | 6   | 48290,48479,48668,48287,48476,48665 | 670.96   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4096       | 50.88                              | 383.48   | 6   | 50005,50194,50383,50002,50191,50380 | 653.69   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4096       | 48.44                              | 364.63   | 6   | 49438,49627,49816,49435,49624,49813 | 652.75   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 4096       | 47.1                               | 354.06   | 6   | 48871,49060,49249,48868,49057,49246 | 651.72   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4096       | 45.72                              | 343.61   | 6   | 52273,52462,52651,52270,52459,52648 | 651.55   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 8192       | 73.17                              | 549.64   | 6   | 51146,51335,51524,51143,51332,51521 | 651.18   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 4096       | 51.34                              | 383.6    | 6   | 46036,46225,46414,46033,46222,46411 | 647.18   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 4096       | 48.97                              | 365.61   | 6   | 50572,50761,50950,50569,50758,50947 | 646.6    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 4096       | 50.16                              | 374.35   | 6   | 51706,51895,52084,51703,51892,52081 | 646.31   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 4096       | 46.86                              | 347.99   | 6   | 48304,48493,48682,48301,48490,48679 | 642.62   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 4096       | 46.92                              | 343.16   | 6   | 51139,51328,51517,51136,51325,51514 | 631.37   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 4096       | 49.71                              | 362.03   | 6   | 46603,46792,46981,46600,46789,46978 | 628.28   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 4096       | 50.12                              | 364.65   | 6   | 47737,47926,48115,47734,47923,48112 | 627.55   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 4096       | 52.87                              | 383.95   | 6   | 47170,47359,47548,47167,47356,47545 | 626.22   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2048       | 30.26                              | 218.52   | 6   | 48297,48486,48675,48294,48483,48672 | 622.14   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 8192       | 81.29                              | 580.95   | 6   | 46043,46232,46421,46040,46229,46418 | 614.66   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2048       | 30.52                              | 217.64   | 6   | 50565,50754,50943,50562,50751,50940 | 613.11   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2048       | 29.47                              | 208.19   | 6   | 47730,47919,48108,47727,47916,48105 | 606.45   |
