+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+----------------------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values |  master  | patched-geoghegan-munro-43ff7415 | cnt |                 qid                 |   diff   | pct_diff |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 32         | 2.05     | 2.13                             | 6   | 8961,9136,9311,8966,9141,9316       | 0.08     | 3.9      |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 16         | 2.53     | 2.61                             | 6   | 19349,19517,19685,19354,19522,19690 | 0.08     | 3.16     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 8          | 2.02     | 2.1                              | 6   | 22366,22534,22702,22371,22539,22707 | 0.08     | 3.96     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 2          | 1.38     | 1.46                             | 6   | 21344,21512,21680,21349,21517,21685 | 0.08     | 5.8      |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 2          | 1.22     | 1.3                              | 6   | 23864,24032,24200,23869,24037,24205 | 0.08     | 6.56     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 64         | 2.09     | 2.17                             | 6   | 26734,26937,27140,26739,26942,27145 | 0.08     | 3.83     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 4096       | 8.26     | 8.34                             | 6   | 26776,26979,27182,26781,26984,27187 | 0.08     | 0.97     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 512        | 2.56     | 2.64                             | 6   | 27364,27567,27770,27369,27572,27775 | 0.08     | 3.13     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 1          | 1.11     | 1.19                             | 6   | 15751,15926,16101,15756,15931,16106 | 0.08     | 7.21     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 1          | 1.07     | 1.15                             | 6   | 19825,19993,20161,19830,19998,20166 | 0.08     | 7.48     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 2048       | 3.38     | 3.45                             | 6   | 26160,26363,26566,26165,26368,26571 | 0.07     | 2.07     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 32         | 1.54     | 1.61                             | 6   | 1086,1261,1436,1091,1266,1441       | 0.07     | 4.55     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 2          | 0.98     | 1.05                             | 6   | 24872,25075,25278,24877,25080,25283 | 0.07     | 7.14     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 256        | 3.21     | 3.28                             | 6   | 8457,8632,8807,8462,8637,8812       | 0.07     | 2.18     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 16         | 2.56     | 2.63                             | 6   | 18341,18509,18677,18346,18514,18682 | 0.07     | 2.73     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 1          | 1.08     | 1.15                             | 6   | 21841,22009,22177,21846,22014,22182 | 0.07     | 6.48     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 8          | 2.04     | 2.11                             | 6   | 22870,23038,23206,22875,23043,23211 | 0.07     | 3.43     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 1024       | 6.61     | 6.68                             | 6   | 15296,15471,15646,15301,15476,15651 | 0.07     | 1.06     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 32         | 2.0      | 2.06                             | 6   | 10011,10186,10361,10016,10191,10366 | 0.06     | 3.0      |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 8          | 1.54     | 1.6                              | 6   | 26713,26916,27119,26718,26921,27124 | 0.06     | 3.9      |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 16         | 1.6      | 1.66                             | 6   | 13154,13329,13504,13159,13334,13509 | 0.06     | 3.75     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 5.89     | 5.94                             | 6   | 24956,25159,25362,24961,25164,25367 | 0.05     | 0.85     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 32768      | 16.3     | 16.35                            | 6   | 24970,25173,25376,24975,25178,25381 | 0.05     | 0.31     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 1024       | 3.01     | 3.06                             | 6   | 27371,27574,27777,27376,27579,27782 | 0.05     | 1.66     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 2          | 1.45     | 1.5                              | 6   | 16808,16976,17144,16813,16981,17149 | 0.05     | 3.45     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 1          | 1.18     | 1.23                             | 6   | 17305,17473,17641,17310,17478,17646 | 0.05     | 4.24     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 4          | 1.63     | 1.68                             | 6   | 21855,22023,22191,21860,22028,22196 | 0.05     | 3.07     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 2          | 1.08     | 1.13                             | 6   | 6308,6483,6658,6313,6488,6663       | 0.05     | 4.63     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 8          | 1.35     | 1.4                              | 6   | 14197,14372,14547,14202,14377,14552 | 0.05     | 3.7      |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 64         | 1.96     | 2.0                              | 6   | 3193,3368,3543,3198,3373,3548       | 0.04     | 2.04     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 16         | 1.5      | 1.54                             | 6   | 6329,6504,6679,6334,6509,6684       | 0.04     | 2.67     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 8          | 1.43     | 1.47                             | 6   | 10522,10697,10872,10527,10702,10877 | 0.04     | 2.8      |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 8          | 1.49     | 1.53                             | 6   | 13147,13322,13497,13152,13327,13502 | 0.04     | 2.68     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 64         | 2.03     | 2.07                             | 6   | 16318,16493,16668,16323,16498,16673 | 0.04     | 1.97     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 4          | 1.65     | 1.69                             | 6   | 19839,20007,20175,19844,20012,20180 | 0.04     | 2.42     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 64         | 3.23     | 3.27                             | 6   | 23395,23563,23731,23400,23568,23736 | 0.04     | 1.24     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 4          | 1.13     | 1.17                             | 6   | 26706,26909,27112,26711,26914,27117 | 0.04     | 3.54     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 32         | 2.11     | 2.15                             | 6   | 26727,26930,27133,26732,26935,27138 | 0.04     | 1.9      |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 2.09     | 2.13                             | 6   | 27343,27546,27749,27348,27551,27754 | 0.04     | 1.91     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 2          | 1.12     | 1.16                             | 6   | 8,183,358,13,188,363                | 0.04     | 3.57     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 4          | 1.39     | 1.42                             | 6   | 12615,12790,12965,12620,12795,12970 | 0.03     | 2.16     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 1          | 1.18     | 1.21                             | 6   | 16276,16451,16626,16281,16456,16631 | 0.03     | 2.54     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 2          | 0.99     | 1.02                             | 6   | 25481,25684,25887,25486,25689,25892 | 0.03     | 3.03     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 4          | 1.36     | 1.39                             | 6   | 10515,10690,10865,10520,10695,10870 | 0.03     | 2.21     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 256        | 3.2      | 3.23                             | 6   | 16332,16507,16682,16337,16512,16687 | 0.03     | 0.94     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 256        | 3.18     | 3.21                             | 6   | 15282,15457,15632,15287,15462,15637 | 0.03     | 0.94     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 1          | 1.11     | 1.14                             | 6   | 23353,23521,23689,23358,23526,23694 | 0.03     | 2.7      |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 1          | 1.2      | 1.22                             | 6   | 5251,5426,5601,5256,5431,5606       | 0.02     | 1.67     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 512        | 3.83     | 3.85                             | 6   | 7939,8114,8289,7944,8119,8294       | 0.02     | 0.52     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 256        | 3.98     | 4.0                              | 6   | 11607,11782,11957,11612,11787,11962 | 0.02     | 0.5      |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 2          | 1.26     | 1.28                             | 6   | 11033,11208,11383,11038,11213,11388 | 0.02     | 1.59     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 32         | 2.02     | 2.04                             | 6   | 13161,13336,13511,13166,13341,13516 | 0.02     | 0.99     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 64         | 2.22     | 2.24                             | 6   | 13168,13343,13518,13173,13348,13523 | 0.02     | 0.9      |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 32         | 2.92     | 2.94                             | 6   | 16836,17004,17172,16841,17009,17177 | 0.02     | 0.68     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 8          | 2.06     | 2.08                             | 6   | 20854,21022,21190,20859,21027,21195 | 0.02     | 0.97     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 1          | 1.1      | 1.12                             | 6   | 22849,23017,23185,22854,23022,23190 | 0.02     | 1.82     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 16         | 1.8      | 1.82                             | 6   | 26720,26923,27126,26725,26928,27131 | 0.02     | 1.11     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 32768      | 16.13    | 16.15                            | 6   | 26188,26391,26594,26193,26396,26599 | 0.02     | 0.12     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 65536      | 104.73   | 104.75                           | 6   | 25586,25789,25992,25591,25794,25997 | 0.02     | 0.02     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 1          | 1.13     | 1.14                             | 6   | 12076,12251,12426,12081,12256,12431 | 0.01     | 0.88     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 1          | 1.23     | 1.24                             | 6   | 18313,18481,18649,18318,18486,18654 | 0.01     | 0.81     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 2          | 1.39     | 1.4                              | 6   | 19832,20000,20168,19837,20005,20173 | 0.01     | 0.72     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 1          | 1.24     | 1.25                             | 6   | 22345,22513,22681,22350,22518,22686 | 0.01     | 0.81     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 1.52     | 1.53                             | 6   | 26104,26307,26510,26109,26312,26515 | 0.01     | 0.66     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 2          | 1.08     | 1.09                             | 6   | 26699,26902,27105,26704,26907,27110 | 0.01     | 0.93     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 4          | 1.22     | 1.23                             | 6   | 24879,25082,25285,24884,25087,25290 | 0.01     | 0.82     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 128        | 2.74     | 2.75                             | 6   | 13175,13350,13525,13180,13355,13530 | 0.01     | 0.36     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 8          | 2.27     | 2.28                             | 6   | 21358,21526,21694,21363,21531,21699 | 0.01     | 0.44     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 32         | 2.02     | 2.03                             | 6   | 24900,25103,25306,24905,25108,25311 | 0.01     | 0.5      |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 256        | 3.56     | 3.56                             | 6   | 3207,3382,3557,3212,3387,3562       | 0.0      | 0.0      |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 4          | 1.19     | 1.19                             | 6   | 5790,5965,6140,5795,5970,6145       | 0.0      | 0.0      |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 4          | 1.46     | 1.46                             | 6   | 13140,13315,13490,13145,13320,13495 | 0.0      | 0.0      |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 8          | 1.43     | 1.43                             | 6   | 15247,15422,15597,15252,15427,15602 | 0.0      | 0.0      |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 1024       | 3.65     | 3.65                             | 6   | 25544,25747,25950,25549,25752,25955 | 0.0      | 0.0      |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 1024       | 9.81     | 9.8                              | 6   | 5846,6021,6196,5851,6026,6201       | -0.01    | -0.1     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 512        | 6.1      | 6.09                             | 6   | 13189,13364,13539,13194,13369,13544 | -0.01    | -0.16    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 32         | 3.71     | 3.7                              | 6   | 17340,17508,17676,17345,17513,17681 | -0.01    | -0.27    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 32         | 3.13     | 3.12                             | 6   | 20868,21036,21204,20873,21041,21209 | -0.01    | -0.32    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 16         | 1.5      | 1.49                             | 6   | 4754,4929,5104,4759,4934,5109       | -0.01    | -0.67    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 1          | 0.91     | 0.9                              | 6   | 26083,26286,26489,26088,26291,26494 | -0.01    | -1.1     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 8          | 1.54     | 1.53                             | 6   | 25495,25698,25901,25500,25703,25906 | -0.01    | -0.65    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 32         | 2.08     | 2.07                             | 6   | 12636,12811,12986,12641,12816,12991 | -0.01    | -0.48    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 4096       | 4.42     | 4.4                              | 6   | 26167,26370,26573,26172,26375,26578 | -0.02    | -0.45    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 128        | 2.23     | 2.21                             | 6   | 7925,8100,8275,7930,8105,8280       | -0.02    | -0.9     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 16         | 1.72     | 1.7                              | 6   | 8429,8604,8779,8434,8609,8784       | -0.02    | -1.16    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 32         | 1.96     | 1.94                             | 6   | 8436,8611,8786,8441,8616,8791       | -0.02    | -1.02    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 1          | 1.21     | 1.19                             | 6   | 11551,11726,11901,11556,11731,11906 | -0.02    | -1.65    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 4          | 1.7      | 1.68                             | 6   | 16815,16983,17151,16820,16988,17156 | -0.02    | -1.18    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 8          | 2.16     | 2.14                             | 6   | 16822,16990,17158,16827,16995,17163 | -0.02    | -0.93    |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 2          | 1.35     | 1.33                             | 6   | 19328,19496,19664,19333,19501,19669 | -0.02    | -1.48    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 4          | 1.76     | 1.74                             | 6   | 22359,22527,22695,22364,22532,22700 | -0.02    | -1.14    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 128        | 2.21     | 2.18                             | 6   | 1100,1275,1450,1105,1280,1455       | -0.03    | -1.36    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 8          | 2.03     | 2.0                              | 6   | 23374,23542,23710,23379,23547,23715 | -0.03    | -1.48    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 32         | 1.97     | 1.94                             | 6   | 10536,10711,10886,10541,10716,10891 | -0.03    | -1.52    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 2          | 1.25     | 1.22                             | 6   | 13658,13833,14008,13663,13838,14013 | -0.03    | -2.4     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 16         | 1.68     | 1.65                             | 6   | 13679,13854,14029,13684,13859,14034 | -0.03    | -1.79    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 16         | 1.69     | 1.66                             | 6   | 15779,15954,16129,15784,15959,16134 | -0.03    | -1.78    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 16         | 1.85     | 1.82                             | 6   | 26111,26314,26517,26116,26319,26522 | -0.03    | -1.62    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 8          | 1.59     | 1.56                             | 6   | 27322,27525,27728,27327,27530,27733 | -0.03    | -1.89    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 16         | 2.58     | 2.55                             | 6   | 16829,16997,17165,16834,17002,17170 | -0.03    | -1.16    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 16384      | 27.75    | 27.71                            | 6   | 25572,25775,25978,25577,25780,25983 | -0.04    | -0.14    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 1          | 1.15     | 1.11                             | 6   | 6826,7001,7176,6831,7006,7181       | -0.04    | -3.48    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 4          | 1.11     | 1.07                             | 6   | 540,715,890,545,720,895             | -0.04    | -3.6     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 4          | 1.36     | 1.32                             | 6   | 13665,13840,14015,13670,13845,14020 | -0.04    | -2.94    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 8          | 1.53     | 1.49                             | 6   | 16297,16472,16647,16302,16477,16652 | -0.04    | -2.61    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 2          | 1.51     | 1.47                             | 6   | 24368,24536,24704,24373,24541,24709 | -0.04    | -2.65    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 1          | 0.88     | 0.84                             | 6   | 26692,26895,27098,26697,26900,27103 | -0.04    | -4.55    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 512        | 2.84     | 2.8                              | 6   | 26755,26958,27161,26760,26963,27166 | -0.04    | -1.41    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 128        | 2.28     | 2.23                             | 6   | 50,225,400,55,230,405               | -0.05    | -2.19    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 4          | 1.4      | 1.35                             | 6   | 16290,16465,16640,16295,16470,16645 | -0.05    | -3.57    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 64         | 2.01     | 1.96                             | 6   | 15268,15443,15618,15273,15448,15623 | -0.05    | -2.49    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 2          | 1.41     | 1.36                             | 6   | 18320,18488,18656,18325,18493,18661 | -0.05    | -3.55    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 64         | 2.19     | 2.14                             | 6   | 25516,25719,25922,25521,25724,25927 | -0.05    | -2.28    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 1          | 1.08     | 1.03                             | 6   | 7876,8051,8226,7881,8056,8231       | -0.05    | -4.63    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 2          | 1.28     | 1.23                             | 6   | 12608,12783,12958,12613,12788,12963 | -0.05    | -3.91    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 128        | 2.53     | 2.47                             | 6   | 4775,4950,5125,4780,4955,5130       | -0.06    | -2.37    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 32         | 1.91     | 1.85                             | 6   | 4236,4411,4586,4241,4416,4591       | -0.06    | -3.14    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 64         | 2.01     | 1.95                             | 6   | 4768,4943,5118,4773,4948,5123       | -0.06    | -2.99    |
