+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------+------------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-43ff7415 | patched-geoghegan-2-munro-3ded1b78 | cnt |                 qid                 | pct_diff |
+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------+------------------------------------+-----+-------------------------------------+----------+
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2          | 0.93                       | 1.78                               | 6   | 33402,33605,33808,33401,33604,33807 | 91.4     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 4          | 1.32                       | 2.45                               | 6   | 11044,11219,11394,11043,11218,11393 | 85.61    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 256        | 8.8                        | 16.33                              | 6   | 40906,41095,41284,40905,41094,41283 | 85.57    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 64         | 3.58                       | 6.55                               | 6   | 49964,50153,50342,49963,50152,50341 | 82.96    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 64         | 5.39                       | 9.41                               | 6   | 46562,46751,46940,46561,46750,46939 | 74.58    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 256        | 7.32                       | 12.57                              | 6   | 44308,44497,44686,44307,44496,44685 | 71.72    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 128        | 7.95                       | 13.47                              | 6   | 48270,48459,48648,48269,48458,48647 | 69.43    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 128        | 5.57                       | 9.43                               | 6   | 52239,52428,52617,52238,52427,52616 | 69.3     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 2          | 1.06                       | 1.78                               | 6   | 4737,4912,5087,4736,4911,5086       | 67.92    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 512        | 10.47                      | 17.37                              | 6   | 51119,51308,51497,51118,51307,51496 | 65.9     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 1          | 0.97                       | 1.59                               | 6   | 7355,7530,7705,7354,7529,7704       | 63.92    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 1          | 1.13                       | 1.81                               | 6   | 21845,22013,22181,21844,22012,22180 | 60.18    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 4          | 1.17                       | 1.87                               | 6   | 7894,8069,8244,7893,8068,8243       | 59.83    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 8          | 1.41                       | 2.23                               | 6   | 30980,31183,31386,30979,31182,31385 | 58.16    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 512        | 10.74                      | 16.93                              | 6   | 36944,37133,37322,36943,37132,37321 | 57.64    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 8          | 1.29                       | 2.03                               | 6   | 14201,14376,14551,14200,14375,14550 | 57.36    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 128        | 7.16                       | 11.21                              | 6   | 46002,46191,46380,46001,46190,46379 | 56.56    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 4          | 1.11                       | 1.73                               | 6   | 32191,32394,32597,32190,32393,32596 | 55.86    |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 2          | 1.27                       | 1.95                               | 6   | 18828,18996,19164,18827,18995,19163 | 53.54    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1024       | 2.6                        | 3.99                               | 6   | 31638,31841,32044,31637,31840,32043 | 53.46    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2          | 1.26                       | 1.91                               | 6   | 45960,46149,46338,45959,46148,46337 | 51.59    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 5.8                        | 8.72                               | 6   | 45995,46184,46373,45994,46183,46372 | 50.34    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2          | 1.14                       | 1.71                               | 6   | 48228,48417,48606,48227,48416,48605 | 50.0     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 2          | 1.25                       | 1.85                               | 6   | 16287,16462,16637,16286,16461,16636 | 48.0     |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 512        | 13.43                      | 19.76                              | 6   | 40913,41102,41291,40912,41101,41290 | 47.13    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 4          | 1.12                       | 1.62                               | 6   | 4219,4394,4569,4218,4393,4568       | 44.64    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 8          | 1.26                       | 1.81                               | 6   | 15251,15426,15601,15250,15425,15600 | 43.65    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 2          | 1.17                       | 1.65                               | 6   | 8937,9112,9287,8936,9111,9286       | 41.03    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 64         | 1.83                       | 2.56                               | 6   | 14222,14397,14572,14221,14396,14571 | 39.89    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 8          | 1.93                       | 2.69                               | 6   | 46541,46730,46919,46540,46729,46918 | 39.38    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 8          | 1.64                       | 2.28                               | 6   | 28544,28747,28950,28543,28746,28949 | 39.02    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2          | 1.66                       | 2.29                               | 6   | 37455,37644,37833,37454,37643,37832 | 37.95    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 64         | 5.94                       | 8.11                               | 6   | 44294,44483,44672,44293,44482,44671 | 36.53    |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 4          | 1.78                       | 2.42                               | 6   | 19843,20011,20179,19842,20010,20178 | 35.96    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1024       | 17.14                      | 23.28                              | 6   | 48858,49047,49236,48857,49046,49235 | 35.82    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 64         | 1.43                       | 1.94                               | 4   | 53933,54122,53932,54121             | 35.66    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 16         | 1.59                       | 2.15                               | 6   | 14208,14383,14558,14207,14382,14557 | 35.22    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2          | 0.95                       | 1.28                               | 6   | 44259,44448,44637,44258,44447,44636 | 34.74    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 512        | 11.59                      | 15.61                              | 6   | 39779,39968,40157,39778,39967,40156 | 34.69    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024       | 17.03                      | 22.89                              | 6   | 52260,52449,52638,52259,52448,52637 | 34.41    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 128        | 6.47                       | 8.69                               | 6   | 45435,45624,45813,45434,45623,45812 | 34.31    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1          | 1.03                       | 1.37                               | 6   | 43118,43307,43496,43117,43306,43495 | 33.01    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 32         | 4.14                       | 5.46                               | 6   | 52225,52414,52603,52224,52413,52602 | 31.88    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 2          | 1.01                       | 1.33                               | 6   | 14712,14887,15062,14711,14886,15061 | 31.68    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 3048576    | 1130.3                     | 1484.62                            | 6   | 34158,34361,34564,34157,34360,34563 | 31.35    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 16         | 1.47                       | 1.92                               | 6   | 11058,11233,11408,11057,11232,11407 | 30.61    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 8          | 1.26                       | 1.64                               | 6   | 13676,13851,14026,13675,13850,14025 | 30.16    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 64         | 8.58                       | 11.16                              | 6   | 43160,43349,43538,43159,43348,43537 | 30.07    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 128        | 7.23                       | 9.38                               | 6   | 49404,49593,49782,49403,49592,49781 | 29.74    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 128        | 8.72                       | 11.28                              | 6   | 40899,41088,41277,40898,41087,41276 | 29.36    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 64         | 6.89                       | 8.89                               | 6   | 44861,45050,45239,44860,45049,45238 | 29.03    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 512        | 13.11                      | 16.89                              | 6   | 42614,42803,42992,42613,42802,42991 | 28.83    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 64         | 2.27                       | 2.9                                | 6   | 13172,13347,13522,13171,13346,13521 | 27.75    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 131072     | 54.34                      | 69.1                               | 6   | 26206,26409,26612,26205,26408,26611 | 27.16    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 16         | 1.26                       | 1.6                                | 6   | 5283,5458,5633,5282,5457,5632       | 26.98    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 512        | 11.83                      | 15.01                              | 6   | 51686,51875,52064,51685,51874,52063 | 26.88    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 8          | 1.17                       | 1.48                               | 6   | 12101,12276,12451,12100,12275,12450 | 26.5     |
