+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------+------------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-43ff7415 | patched-geoghegan-2-munro-3ded1b78 | cnt |                 qid                 | pct_diff |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 64         | 8.03                       | 10.1                               | 6   | 34655,34844,35033,34654,34843,35032 | 25.78    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 8192       | 6.21                       | 7.81                               | 6   | 32877,33080,33283,32876,33079,33282 | 25.76    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 6.13                       | 7.7                                | 6   | 24960,25163,25366,24959,25162,25365 | 25.61    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 4096       | 4.58                       | 5.74                               | 6   | 32870,33073,33276,32869,33072,33275 | 25.33    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 2          | 1.06                       | 1.32                               | 6   | 10512,10687,10862,10511,10686,10861 | 24.53    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 512        | 11.58                      | 14.41                              | 6   | 47150,47339,47528,47149,47338,47527 | 24.44    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1024       | 3.12                       | 3.88                               | 6   | 52827,53016,53205,52826,53015,53204 | 24.36    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 32         | 7.31                       | 9.06                               | 6   | 36349,36538,36727,36348,36537,36726 | 23.94    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 64         | 9.06                       | 11.18                              | 6   | 38057,38246,38435,38056,38245,38434 | 23.4     |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 64         | 9.71                       | 11.91                              | 6   | 40892,41081,41270,40891,41080,41269 | 22.66    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 8          | 3.11                       | 3.81                               | 6   | 40304,40493,40682,40303,40492,40681 | 22.51    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 16         | 2.8                        | 3.43                               | 6   | 49383,49572,49761,49382,49571,49760 | 22.5     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 512        | 13.7                       | 16.77                              | 6   | 35243,35432,35621,35242,35431,35620 | 22.41    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 64         | 8.34                       | 10.2                               | 6   | 40325,40514,40703,40324,40513,40702 | 22.3     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 4          | 1.17                       | 1.43                               | 6   | 12094,12269,12444,12093,12268,12443 | 22.22    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 128        | 8.94                       | 10.9                               | 6   | 43734,43923,44112,43733,43922,44111 | 21.92    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1024       | 15.37                      | 18.69                              | 6   | 36951,37140,37329,36950,37139,37328 | 21.6     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 32         | 1.87                       | 2.27                               | 6   | 5290,5465,5640,5289,5464,5639       | 21.39    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 32         | 7.06                       | 8.57                               | 6   | 37483,37672,37861,37482,37671,37860 | 21.39    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 16         | 1.72                       | 2.08                               | 6   | 34032,34235,34438,34031,34234,34437 | 20.93    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 32         | 7.52                       | 9.04                               | 6   | 35215,35404,35593,35214,35403,35592 | 20.21    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 4096       | 4.42                       | 5.31                               | 6   | 24953,25156,25359,24952,25155,25358 | 20.14    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 64         | 6.05                       | 7.26                               | 6   | 43727,43916,44105,43726,43915,44104 | 20.0     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 2          | 1.36                       | 1.63                               | 6   | 41991,42180,42369,41990,42179,42368 | 19.85    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2          | 1.48                       | 1.77                               | 6   | 42558,42747,42936,42557,42746,42935 | 19.59    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 512        | 10.63                      | 12.71                              | 6   | 35810,35999,36188,35809,35998,36187 | 19.57    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 512        | 12.09                      | 14.45                              | 6   | 46583,46772,46961,46582,46771,46960 | 19.52    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 2          | 1.18                       | 1.41                               | 6   | 12612,12787,12962,12611,12786,12961 | 19.49    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 1024       | 2.52                       | 3.0                                | 6   | 24939,25142,25345,24938,25141,25344 | 19.05    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 1.38                       | 1.64                               | 6   | 9476,9651,9826,9475,9650,9825       | 18.84    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 1.78                       | 2.11                               | 6   | 44840,45029,45218,44839,45028,45217 | 18.54    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 512        | 5.61                       | 6.65                               | 6   | 3218,3393,3568,3217,3392,3567       | 18.54    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 8          | 1.46                       | 1.73                               | 6   | 32807,33010,33213,32806,33009,33212 | 18.49    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 256        | 12.54                      | 14.83                              | 6   | 35236,35425,35614,35235,35424,35613 | 18.26    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2048       | 4.85                       | 5.73                               | 6   | 52834,53023,53212,52833,53022,53211 | 18.14    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 4096       | 5.15                       | 6.08                               | 6   | 27389,27592,27795,27388,27591,27794 | 18.06    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 128        | 9.44                       | 11.14                              | 6   | 39765,39954,40143,39764,39953,40142 | 18.01    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 16         | 1.5                        | 1.77                               | 6   | 13683,13858,14033,13682,13857,14032 | 18.0     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 1          | 1.0                        | 1.18                               | 6   | 22349,22517,22685,22348,22516,22684 | 18.0     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 8192       | 8.06                       | 9.46                               | 6   | 27396,27599,27802,27395,27598,27801 | 17.37    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1          | 1.1                        | 1.29                               | 6   | 34613,34802,34991,34612,34801,34990 | 17.27    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 64         | 6.72                       | 7.88                               | 6   | 47129,47318,47507,47128,47317,47506 | 17.26    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1024       | 17.85                      | 20.93                              | 6   | 42621,42810,42999,42620,42809,42998 | 17.25    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1024       | 17.3                       | 20.27                              | 6   | 41487,41676,41865,41486,41675,41864 | 17.17    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2048       | 29.33                      | 34.35                              | 6   | 43762,43951,44140,43761,43950,44139 | 17.12    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 524288     | 706.16                     | 825.82                             | 6   | 25611,25814,26017,25610,25813,26016 | 16.95    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 512        | 10.72                      | 12.51                              | 6   | 50552,50741,50930,50551,50740,50929 | 16.7     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 1048576    | 390.2                      | 454.08                             | 6   | 32926,33129,33332,32925,33128,33331 | 16.37    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 128        | 11.13                      | 12.92                              | 6   | 40332,40521,40710,40331,40520,40709 | 16.08    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 5048576    | 1873.57                    | 2172.6                             | 6   | 34172,34375,34578,34171,34374,34577 | 15.96    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 512        | 12.73                      | 14.76                              | 6   | 48851,49040,49229,48850,49039,49228 | 15.95    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 4          | 1.32                       | 1.53                               | 6   | 45967,46156,46345,45966,46155,46344 | 15.91    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2048576    | 772.79                     | 895.45                             | 6   | 34151,34354,34557,34150,34353,34556 | 15.87    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 64         | 2.21                       | 2.56                               | 6   | 26129,26332,26535,26128,26331,26534 | 15.84    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 13.2                       | 15.29                              | 6   | 53401,53590,53779,53400,53589,53778 | 15.83    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 32         | 2.15                       | 2.49                               | 6   | 25513,25716,25919,25512,25715,25918 | 15.81    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2048       | 29.1                       | 33.7                               | 6   | 48865,49054,49243,48864,49053,49242 | 15.81    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 128        | 2.22                       | 2.57                               | 6   | 32226,32429,32632,32225,32428,32631 | 15.77    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2          | 1.02                       | 1.18                               | 6   | 52764,52953,53142,52763,52952,53141 | 15.69    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 131072     | 54.45                      | 62.83                              | 6   | 32905,33108,33311,32904,33107,33310 | 15.39    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 8          | 1.37                       | 1.58                               | 6   | 30371,30574,30777,30370,30573,30776 | 15.33    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 1          | 1.19                       | 1.37                               | 6   | 16805,16973,17141,16804,16972,17140 | 15.13    |
