+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------+------------------------------+-----+-------------------------------------+-----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-43ff7415 | patched-geoghegan-2-3ded1b78 | cnt |                 qid                 |   diff    | pct_diff |
+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------+------------------------------+-----+-------------------------------------+-----------+----------+
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2262144    | 12457.62                   | 22690.36                     | 6   | 41599,41788,41977,41597,41786,41975 | 10232.74  | 82.14    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2262144    | 10447.14                   | 18219.11                     | 6   | 39331,39520,39709,39329,39518,39707 | 7771.97   | 74.39    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2262144    | 11207.02                   | 18635.01                     | 6   | 40465,40654,40843,40463,40652,40841 | 7427.99   | 66.28    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2262144    | 11301.9                    | 18715.26                     | 6   | 38764,38953,39142,38762,38951,39140 | 7413.36   | 65.59    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2012144    | 9356.9                     | 16163.59                     | 6   | 37623,37812,38001,37621,37810,37999 | 6806.69   | 72.75    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1262144    | 5886.36                    | 10220.34                     | 6   | 37602,37791,37980,37600,37789,37978 | 4333.98   | 73.63    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 762144     | 3803.95                    | 6327.03                      | 6   | 38722,38911,39100,38720,38909,39098 | 2523.08   | 66.33    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 512144     | 2819.65                    | 5109.15                      | 6   | 35313,35502,35691,35311,35500,35689 | 2289.5    | 81.2     |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 512144     | 2406.4                     | 4139.85                      | 6   | 39282,39471,39660,39280,39469,39658 | 1733.45   | 72.03    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 262144     | 1263.03                    | 2168.7                       | 6   | 40409,40598,40787,40407,40596,40785 | 905.67    | 71.71    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1512144    | 7378.53                    | 8110.34                      | 6   | 37042,37231,37420,37040,37229,37418 | 731.81    | 9.92     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2012144    | 6672.12                    | 7251.3                       | 6   | 43293,43482,43671,43291,43480,43669 | 579.18    | 8.68     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2262144    | 6989.68                    | 7477.17                      | 6   | 34795,34984,35173,34793,34982,35171 | 487.49    | 6.97     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 128036     | 511.79                     | 846.12                       | 6   | 15349,15524,15699,15347,15522,15697 | 334.33    | 65.33    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 378036     | 7264.28                    | 7598.22                      | 6   | 12752,12927,13102,12750,12925,13100 | 333.94    | 4.6      |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1262144    | 6113.84                    | 6440.38                      | 6   | 39870,40059,40248,39868,40057,40246 | 326.54    | 5.34     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 565536     | 11011.87                   | 11295.84                     | 6   | 12773,12948,13123,12771,12946,13121 | 283.97    | 2.58     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1762144    | 5531.38                    | 5809.96                      | 6   | 34781,34970,35159,34779,34968,35157 | 278.58    | 5.04     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 253036     | 1008.58                    | 1277.4                       | 6   | 15363,15538,15713,15361,15536,15711 | 268.82    | 26.65    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 565536     | 2179.38                    | 2427.62                      | 6   | 9623,9798,9973,9621,9796,9971       | 248.24    | 11.39    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 378036     | 1455.49                    | 1686.66                      | 6   | 9602,9777,9952,9600,9775,9950       | 231.17    | 15.88    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 65536      | 315.9                      | 543.73                       | 6   | 40395,40584,40773,40393,40582,40771 | 227.83    | 72.12    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 565536     | 4450.11                    | 4676.45                      | 6   | 11723,11898,12073,11721,11896,12071 | 226.34    | 5.09     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 315536     | 1245.86                    | 1453.62                      | 6   | 8545,8720,8895,8543,8718,8893       | 207.76    | 16.68    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 190536     | 756.22                     | 949.09                       | 6   | 8531,8706,8881,8529,8704,8879       | 192.87    | 25.5     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 190536     | 758.46                     | 945.54                       | 6   | 15356,15531,15706,15354,15529,15704 | 187.08    | 24.67    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 440536     | 8598.97                    | 8785.84                      | 6   | 12759,12934,13109,12757,12932,13107 | 186.87    | 2.17     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 503036     | 4057.67                    | 4241.34                      | 6   | 14341,14516,14691,14339,14514,14689 | 183.67    | 4.53     |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2012144    | 9644.38                    | 9824.24                      | 6   | 39891,40080,40269,39889,40078,40267 | 179.86    | 1.86     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 503036     | 4034.31                    | 4212.81                      | 6   | 11716,11891,12066,11714,11889,12064 | 178.5     | 4.42     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 440536     | 1758.16                    | 1934.84                      | 6   | 8559,8734,8909,8557,8732,8907       | 176.68    | 10.05    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 440536     | 3537.53                    | 3708.97                      | 6   | 14334,14509,14684,14332,14507,14682 | 171.44    | 4.85     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 65536      | 269.2                      | 439.3                        | 6   | 8517,8692,8867,8515,8690,8865       | 170.1     | 63.19    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 378036     | 1502.66                    | 1670.16                      | 6   | 8552,8727,8902,8550,8725,8900       | 167.5     | 11.15    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 378036     | 1456.84                    | 1619.52                      | 6   | 15377,15552,15727,15375,15550,15725 | 162.68    | 11.17    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2262144    | 11433.14                   | 11589.06                     | 6   | 41032,41221,41410,41030,41219,41408 | 155.92    | 1.36     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 378036     | 3018.81                    | 3169.81                      | 6   | 11702,11877,12052,11700,11875,12050 | 151.0     | 5.0      |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 253036     | 2016.07                    | 2167.06                      | 6   | 11688,11863,12038,11686,11861,12036 | 150.99    | 7.49     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 503036     | 3763.79                    | 3914.64                      | 6   | 5941,6116,6291,5939,6114,6289       | 150.85    | 4.01     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 378036     | 2817.79                    | 2967.43                      | 6   | 5927,6102,6277,5925,6100,6275       | 149.64    | 5.31     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 503036     | 2011.66                    | 2160.05                      | 6   | 16441,16616,16791,16439,16614,16789 | 148.39    | 7.38     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 512144     | 1530.22                    | 1678.39                      | 6   | 34746,34935,35124,34744,34933,35122 | 148.17    | 9.68     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 253036     | 1995.22                    | 2138.36                      | 6   | 14313,14488,14663,14311,14486,14661 | 143.14    | 7.17     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 253036     | 988.62                     | 1130.34                      | 6   | 8538,8713,8888,8536,8711,8886       | 141.72    | 14.34    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2012144    | 9802.66                    | 9943.38                      | 6   | 37056,37245,37434,37054,37243,37432 | 140.72    | 1.44     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 315536     | 1215.2                     | 1354.42                      | 6   | 9595,9770,9945,9593,9768,9943       | 139.22    | 11.46    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 565536     | 2246.69                    | 2383.62                      | 6   | 15398,15573,15748,15396,15571,15746 | 136.93    | 6.09     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 440536     | 1761.3                     | 1897.75                      | 6   | 16434,16609,16784,16432,16607,16782 | 136.45    | 7.75     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 762144     | 2375.08                    | 2510.04                      | 6   | 42124,42313,42502,42122,42311,42500 | 134.96    | 5.68     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 565536     | 2191.64                    | 2325.95                      | 6   | 8573,8748,8923,8571,8746,8921       | 134.31    | 6.13     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 503036     | 1941.22                    | 2074.22                      | 6   | 9616,9791,9966,9614,9789,9964       | 133.0     | 6.85     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 253036     | 5005.38                    | 5129.05                      | 6   | 12738,12913,13088,12736,12911,13086 | 123.67    | 2.47     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 315536     | 2501.67                    | 2624.86                      | 6   | 14320,14495,14670,14318,14493,14668 | 123.19    | 4.92     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 315536     | 6195.56                    | 6316.17                      | 6   | 12745,12920,13095,12743,12918,13093 | 120.61    | 1.95     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 440536     | 3264.89                    | 3385.04                      | 6   | 3309,3484,3659,3307,3482,3657       | 120.15    | 3.68     |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2262144    | 5101.48                    | 5219.99                      | 6   | 52372,52561,52750,52370,52559,52748 | 118.51    | 2.32     |
