+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------+----------------------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-3ded1b78 | patched-geoghegan-munro-43ff7415 | cnt |                 qid                 |   diff   | pct_diff |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 2048       | 9.92                         | 9.72                             | 6   | 7955,8130,8305,7958,8133,8308       | -0.2     | -2.02    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 1          | 1.14                         | 0.94                             | 6   | 9978,10153,10328,9981,10156,10331   | -0.2     | -17.54   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 16         | 1.54                         | 1.34                             | 6   | 14206,14381,14556,14209,14384,14559 | -0.2     | -12.99   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 8          | 1.59                         | 1.39                             | 6   | 12624,12799,12974,12627,12802,12977 | -0.2     | -12.58   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 256        | 6.49                         | 6.29                             | 6   | 17363,17531,17699,17366,17534,17702 | -0.2     | -3.08    |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 32         | 3.21                         | 3.01                             | 6   | 19358,19526,19694,19361,19529,19697 | -0.2     | -6.23    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 1024       | 10.05                        | 9.85                             | 6   | 7423,7598,7773,7426,7601,7776       | -0.2     | -1.99    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 16384      | 9.68                         | 9.47                             | 6   | 26183,26386,26589,26186,26389,26592 | -0.21    | -2.17    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 1          | 1.18                         | 0.97                             | 6   | 528,703,878,531,706,881             | -0.21    | -17.8    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 16         | 1.54                         | 1.33                             | 6   | 556,731,906,559,734,909             | -0.21    | -13.64   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 8          | 1.38                         | 1.17                             | 6   | 3174,3349,3524,3177,3352,3527       | -0.21    | -15.22   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 8          | 1.38                         | 1.17                             | 6   | 2124,2299,2474,2127,2302,2477       | -0.21    | -15.22   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 8          | 1.42                         | 1.21                             | 6   | 2649,2824,2999,2652,2827,3002       | -0.21    | -14.79   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 64         | 2.35                         | 2.14                             | 6   | 2670,2845,3020,2673,2848,3023       | -0.21    | -8.94    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 32         | 1.81                         | 1.6                              | 6   | 4763,4938,5113,4766,4941,5116       | -0.21    | -11.6    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 256        | 4.21                         | 4.0                              | 6   | 11609,11784,11959,11612,11787,11962 | -0.21    | -4.99    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 512        | 8.06                         | 7.85                             | 6   | 20898,21066,21234,20901,21069,21237 | -0.21    | -2.61    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 2048       | 17.32                        | 17.1                             | 6   | 6380,6555,6730,6383,6558,6733       | -0.22    | -1.27    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 8          | 1.4                          | 1.18                             | 6   | 3699,3874,4049,3702,3877,4052       | -0.22    | -15.71   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 256        | 3.72                         | 3.5                              | 6   | 4784,4959,5134,4787,4962,5137       | -0.22    | -5.91    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 1          | 1.14                         | 0.91                             | 6   | 15228,15403,15578,15231,15406,15581 | -0.23    | -20.18   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 1          | 1.24                         | 1.01                             | 6   | 1053,1228,1403,1056,1231,1406       | -0.23    | -18.55   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 16         | 1.73                         | 1.5                              | 6   | 14731,14906,15081,14734,14909,15084 | -0.23    | -13.29   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 32         | 2.88                         | 2.65                             | 6   | 24398,24566,24734,24401,24569,24737 | -0.23    | -7.99    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 2048       | 10.02                        | 9.79                             | 6   | 1130,1305,1480,1133,1308,1483       | -0.23    | -2.3     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 4096       | 21.63                        | 21.4                             | 6   | 9537,9712,9887,9540,9715,9890       | -0.23    | -1.06    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 8192       | 68.2                         | 67.97                            | 6   | 1669,1844,2019,1672,1847,2022       | -0.23    | -0.34    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 262144     | 105.04                       | 104.81                           | 6   | 24993,25196,25399,24996,25199,25402 | -0.23    | -0.22    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 64         | 2.25                         | 2.01                             | 6   | 3720,3895,4070,3723,3898,4073       | -0.24    | -10.67   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 32         | 2.31                         | 2.07                             | 6   | 12638,12813,12988,12641,12816,12991 | -0.24    | -10.39   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 4096       | 35.64                        | 35.4                             | 6   | 3237,3412,3587,3240,3415,3590       | -0.24    | -0.67    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 128        | 2.65                         | 2.4                              | 6   | 2152,2327,2502,2155,2330,2505       | -0.25    | -9.43    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 512        | 5.78                         | 5.53                             | 6   | 2166,2341,2516,2169,2344,2519       | -0.25    | -4.33    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 64         | 2.27                         | 2.02                             | 6   | 6345,6520,6695,6348,6523,6698       | -0.25    | -11.01   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 256        | 3.66                         | 3.41                             | 6   | 6359,6534,6709,6362,6537,6712       | -0.25    | -6.83    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 2          | 1.31                         | 1.06                             | 6   | 9985,10160,10335,9988,10163,10338   | -0.25    | -19.08   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 4          | 1.32                         | 1.07                             | 6   | 9992,10167,10342,9995,10170,10345   | -0.25    | -18.94   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 64         | 3.23                         | 2.98                             | 6   | 16845,17013,17181,16848,17016,17184 | -0.25    | -7.74    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 256        | 3.86                         | 3.6                              | 6   | 2159,2334,2509,2162,2337,2512       | -0.26    | -6.74    |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 256        | 5.79                         | 5.53                             | 6   | 19379,19547,19715,19382,19550,19718 | -0.26    | -4.49    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 16         | 1.53                         | 1.27                             | 6   | 7906,8081,8256,7909,8084,8259       | -0.26    | -16.99   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 128        | 4.69                         | 4.43                             | 6   | 18364,18532,18700,18367,18535,18703 | -0.26    | -5.54    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 32         | 2.12                         | 1.85                             | 6   | 4238,4413,4588,4241,4416,4591       | -0.27    | -12.74   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 16         | 2.46                         | 2.19                             | 6   | 23887,24055,24223,23890,24058,24226 | -0.27    | -10.98   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048       | 25.95                        | 25.67                            | 6   | 21920,22088,22256,21923,22091,22259 | -0.28    | -1.08    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 64         | 2.29                         | 2.01                             | 6   | 5295,5470,5645,5298,5473,5648       | -0.28    | -12.23   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 128        | 4.49                         | 4.21                             | 6   | 22900,23068,23236,22903,23071,23239 | -0.28    | -6.24    |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 8192       | 92.52                        | 92.24                            | 6   | 20422,20590,20758,20425,20593,20761 | -0.28    | -0.3     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 4096       | 38.65                        | 38.37                            | 6   | 24447,24615,24783,24450,24618,24786 | -0.28    | -0.72    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 128        | 2.52                         | 2.23                             | 6   | 52,227,402,55,230,405               | -0.29    | -11.51   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 16         | 2.65                         | 2.36                             | 6   | 17839,18007,18175,17842,18010,18178 | -0.29    | -10.94   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 64         | 2.92                         | 2.62                             | 6   | 15795,15970,16145,15798,15973,16148 | -0.3     | -10.27   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 32         | 2.88                         | 2.58                             | 6   | 18350,18518,18686,18353,18521,18689 | -0.3     | -10.42   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 64         | 3.59                         | 3.29                             | 6   | 18357,18525,18693,18360,18528,18696 | -0.3     | -8.36    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 256        | 5.25                         | 4.95                             | 6   | 24419,24587,24755,24422,24590,24758 | -0.3     | -5.71    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 8          | 1.54                         | 1.24                             | 6   | 8949,9124,9299,8952,9127,9302       | -0.3     | -19.48   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 256        | 3.59                         | 3.28                             | 6   | 8459,8634,8809,8462,8637,8812       | -0.31    | -8.64    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 16384      | 131.07                       | 130.75                           | 6   | 7451,7626,7801,7454,7629,7804       | -0.32    | -0.24    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 256        | 5.1                          | 4.78                             | 6   | 23411,23579,23747,23414,23582,23750 | -0.32    | -6.27    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 4096       | 4.72                         | 4.4                              | 6   | 26169,26372,26575,26172,26375,26578 | -0.32    | -6.78    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 256        | 2.51                         | 2.19                             | 6   | 26141,26344,26547,26144,26347,26550 | -0.32    | -12.75   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 256        | 5.19                         | 4.87                             | 6   | 16859,17027,17195,16862,17030,17198 | -0.32    | -6.17    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 128        | 4.66                         | 4.34                             | 6   | 22396,22564,22732,22399,22567,22735 | -0.32    | -6.87    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 64         | 2.48                         | 2.15                             | 6   | 4245,4420,4595,4248,4423,4598       | -0.33    | -13.31   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 3.33                         | 3.0                              | 6   | 18861,19029,19197,18864,19032,19200 | -0.33    | -9.91    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 2048       | 24.4                         | 24.06                            | 6   | 20912,21080,21248,20915,21083,21251 | -0.34    | -1.39    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 4096       | 8.68                         | 8.34                             | 6   | 26778,26981,27184,26781,26984,27187 | -0.34    | -3.92    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 32         | 2.11                         | 1.77                             | 6   | 25511,25714,25917,25514,25717,25920 | -0.34    | -16.11   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 32         | 1.85                         | 1.51                             | 6   | 3188,3363,3538,3191,3366,3541       | -0.34    | -18.38   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 16384      | 136.52                       | 136.18                           | 6   | 24461,24629,24797,24464,24632,24800 | -0.34    | -0.25    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 64         | 2.77                         | 2.42                             | 6   | 10020,10195,10370,10023,10198,10373 | -0.35    | -12.64   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 128        | 4.08                         | 3.73                             | 6   | 13702,13877,14052,13705,13880,14055 | -0.35    | -8.58    |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 32         | 3.17                         | 2.82                             | 6   | 20366,20534,20702,20369,20537,20705 | -0.35    | -11.04   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 16         | 2.88                         | 2.53                             | 6   | 20863,21031,21199,20866,21034,21202 | -0.35    | -12.15   |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 1024       | 3.58                         | 3.23                             | 6   | 26764,26967,27170,26767,26970,27173 | -0.35    | -9.78    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 128        | 4.82                         | 4.47                             | 6   | 23908,24076,24244,23911,24079,24247 | -0.35    | -7.26    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 4096       | 33.31                        | 32.96                            | 6   | 6387,6562,6737,6390,6565,6740       | -0.35    | -1.05    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 32768      | 95.87                        | 95.52                            | 6   | 6933,7108,7283,6936,7111,7286       | -0.35    | -0.37    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 8192       | 32.4                         | 32.04                            | 6   | 7969,8144,8319,7972,8147,8322       | -0.36    | -1.11    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 64         | 2.8                          | 2.43                             | 6   | 12120,12295,12470,12123,12298,12473 | -0.37    | -13.21   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 64         | 2.33                         | 1.96                             | 6   | 15270,15445,15620,15273,15448,15623 | -0.37    | -15.88   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 256        | 3.9                          | 3.52                             | 6   | 584,759,934,587,762,937             | -0.38    | -9.74    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 8          | 1.43                         | 1.05                             | 6   | 7374,7549,7724,7377,7552,7727       | -0.38    | -26.57   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 64         | 3.59                         | 3.21                             | 6   | 22389,22557,22725,22392,22560,22728 | -0.38    | -10.58   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 512        | 5.69                         | 5.31                             | 6   | 6366,6541,6716,6369,6544,6719       | -0.38    | -6.68    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 64018      | 432.52                       | 432.13                           | 6   | 16915,17083,17251,16918,17086,17254 | -0.39    | -0.09    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 512        | 4.28                         | 3.89                             | 6   | 6891,7066,7241,6894,7069,7244       | -0.39    | -9.11    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 16384      | 60.76                        | 60.37                            | 6   | 7976,8151,8326,7979,8154,8329       | -0.39    | -0.64    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 128        | 2.78                         | 2.37                             | 6   | 7402,7577,7752,7405,7580,7755       | -0.41    | -14.75   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 16         | 1.95                         | 1.54                             | 6   | 6331,6506,6681,6334,6509,6684       | -0.41    | -21.03   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 512        | 10.48                        | 10.07                            | 6   | 21402,21570,21738,21405,21573,21741 | -0.41    | -3.91    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 64         | 3.14                         | 2.73                             | 6   | 24405,24573,24741,24408,24576,24744 | -0.41    | -13.06   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 512        | 8.01                         | 7.6                              | 6   | 24426,24594,24762,24429,24597,24765 | -0.41    | -5.12    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 5.79                         | 5.38                             | 6   | 25553,25756,25959,25556,25759,25962 | -0.41    | -7.08    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 2048       | 9.45                         | 9.02                             | 6   | 6905,7080,7255,6908,7083,7258       | -0.43    | -4.55    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 4096       | 21.36                        | 20.93                            | 6   | 16362,16537,16712,16365,16540,16715 | -0.43    | -2.01    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 32768      | 16.58                        | 16.15                            | 6   | 26190,26393,26596,26193,26396,26599 | -0.43    | -2.59    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 2          | 1.36                         | 0.93                             | 6   | 7885,8060,8235,7888,8063,8238       | -0.43    | -31.62   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 128        | 2.72                         | 2.29                             | 6   | 577,752,927,580,755,930             | -0.43    | -15.81   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 8192       | 85.53                        | 85.1                             | 6   | 19414,19582,19750,19417,19585,19753 | -0.43    | -0.5     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 1024       | 10.24                        | 9.8                              | 6   | 5848,6023,6198,5851,6026,6201       | -0.44    | -4.3     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 512        | 10.57                        | 10.13                            | 6   | 18882,19050,19218,18885,19053,19221 | -0.44    | -4.16    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 2048       | 4.29                         | 3.85                             | 6   | 27380,27583,27786,27383,27586,27789 | -0.44    | -10.26   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 64         | 3.5                          | 3.04                             | 6   | 22893,23061,23229,22896,23064,23232 | -0.46    | -13.14   |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 65536      | 48.25                        | 47.78                            | 6   | 27415,27618,27821,27418,27621,27824 | -0.47    | -0.97    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 128        | 4.04                         | 3.57                             | 6   | 23404,23572,23740,23407,23575,23743 | -0.47    | -11.63   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 16         | 3.09                         | 2.61                             | 6   | 19351,19519,19687,19354,19522,19690 | -0.48    | -15.53   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 4096       | 35.52                        | 35.04                            | 6   | 1662,1837,2012,1665,1840,2015       | -0.48    | -1.35    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 8192       | 86.01                        | 85.53                            | 6   | 20926,21094,21262,20929,21097,21265 | -0.48    | -0.56    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 131072     | 91.06                        | 90.58                            | 6   | 27422,27625,27828,27425,27628,27831 | -0.48    | -0.53    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 8192       | 41.08                        | 40.59                            | 6   | 9544,9719,9894,9547,9722,9897       | -0.49    | -1.19    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 64         | 2.84                         | 2.34                             | 6   | 8970,9145,9320,8973,9148,9323       | -0.5     | -17.61   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 256        | 4.57                         | 4.07                             | 6   | 10559,10734,10909,10562,10737,10912 | -0.5     | -10.94   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 1          | 1.6                          | 1.1                              | 6   | 11028,11203,11378,11031,11206,11381 | -0.5     | -31.25   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 2048       | 19.59                        | 19.09                            | 6   | 16880,17048,17216,16883,17051,17219 | -0.5     | -2.55    |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 4          | 2.12                         | 1.61                             | 6   | 18833,19001,19169,18836,19004,19172 | -0.51    | -24.06   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 1024       | 20.08                        | 19.56                            | 6   | 22921,23089,23257,22924,23092,23260 | -0.52    | -2.59    |
