+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------+----------------------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-3ded1b78 | patched-geoghegan-munro-43ff7415 | cnt |                 qid                 |   diff   | pct_diff |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 32768      | 259.04                       | 264.28                           | 6   | 5883,6058,6233,5886,6061,6236       | 5.24     | 2.02     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 157768     | 2717.07                      | 2722.09                          | 6   | 23992,24160,24328,23995,24163,24331 | 5.02     | 0.18     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 190536     | 802.12                       | 807.13                           | 6   | 9579,9754,9929,9582,9757,9932       | 5.01     | 0.62     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 16384      | 119.67                       | 124.36                           | 6   | 23453,23621,23789,23456,23624,23792 | 4.69     | 3.92     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 16384      | 261.36                       | 266.03                           | 6   | 22445,22613,22781,22448,22616,22784 | 4.67     | 1.79     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 65536      | 483.29                       | 487.95                           | 6   | 640,815,990,643,818,993             | 4.66     | 0.96     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 128036     | 982.36                       | 986.99                           | 6   | 5897,6072,6247,5900,6075,6250       | 4.63     | 0.47     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 64018      | 693.42                       | 698.02                           | 6   | 21955,22123,22291,21958,22126,22294 | 4.6      | 0.66     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 378036     | 1268.54                      | 1273.11                          | 6   | 1200,1375,1550,1203,1378,1553       | 4.57     | 0.36     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 128036     | 352.91                       | 357.36                           | 6   | 6947,7122,7297,6950,7125,7300       | 4.45     | 1.26     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 64018      | 897.92                       | 902.35                           | 6   | 18931,19099,19267,18934,19102,19270 | 4.43     | 0.49     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 4048576    | 6302.83                      | 6307.18                          | 6   | 25637,25840,26043,25640,25843,26046 | 4.35     | 0.07     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 126518     | 1999.46                      | 2003.8                           | 6   | 22473,22641,22809,22476,22644,22812 | 4.34     | 0.22     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 95268      | 1023.9                       | 1028.2                           | 6   | 21962,22130,22298,21965,22133,22301 | 4.3      | 0.42     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 190536     | 1459.11                      | 1463.32                          | 6   | 7479,7654,7829,7482,7657,7832       | 4.21     | 0.29     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 32768      | 518.16                       | 522.37                           | 6   | 19932,20100,20268,19935,20103,20271 | 4.21     | 0.81     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 32768      | 138.93                       | 143.09                           | 6   | 16383,16558,16733,16386,16561,16736 | 4.16     | 2.99     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 65536      | 185.63                       | 189.62                           | 6   | 6940,7115,7290,6943,7118,7293       | 3.99     | 2.15     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 190536     | 810.99                       | 814.94                           | 6   | 16404,16579,16754,16407,16582,16757 | 3.95     | 0.49     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 16384      | 128.24                       | 132.05                           | 6   | 5876,6051,6226,5879,6054,6229       | 3.81     | 2.97     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 32768      | 466.76                       | 470.48                           | 6   | 18924,19092,19260,18927,19095,19263 | 3.72     | 0.8      |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 16384      | 135.97                       | 139.66                           | 6   | 17909,18077,18245,17912,18080,18248 | 3.69     | 2.71     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 32768      | 508.5                        | 512.09                           | 6   | 22956,23124,23292,22959,23127,23295 | 3.59     | 0.71     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 32768      | 255.4                        | 258.96                           | 6   | 3258,3433,3608,3261,3436,3611       | 3.56     | 1.39     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 378036     | 2886.89                      | 2890.39                          | 6   | 7500,7675,7850,7503,7678,7853       | 3.5      | 0.12     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 128036     | 938.82                       | 942.22                           | 6   | 647,822,997,650,825,1000            | 3.4      | 0.36     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 32768      | 115.4                        | 118.79                           | 6   | 7983,8158,8333,7986,8161,8336       | 3.39     | 2.94     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 315536     | 2285.02                      | 2288.39                          | 6   | 668,843,1018,671,846,1021           | 3.37     | 0.15     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 95268      | 759.79                       | 763.07                           | 6   | 17930,18098,18266,17933,18101,18269 | 3.28     | 0.43     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 32768      | 93.93                        | 97.0                             | 6   | 108,283,458,111,286,461             | 3.07     | 3.27     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 253036     | 1937.54                      | 1940.5                           | 6   | 1711,1886,2061,1714,1889,2064       | 2.96     | 0.15     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 95268      | 936.75                       | 939.65                           | 6   | 19442,19610,19778,19445,19613,19781 | 2.9      | 0.31     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 8192       | 72.87                        | 75.63                            | 6   | 14269,14444,14619,14272,14447,14622 | 2.76     | 3.79     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 16384      | 74.6                         | 77.26                            | 6   | 9551,9726,9901,9554,9729,9904       | 2.66     | 3.57     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 128036     | 987.1                        | 989.71                           | 6   | 7472,7647,7822,7475,7650,7825       | 2.61     | 0.26     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 524288     | 200.36                       | 202.97                           | 6   | 26218,26421,26624,26221,26424,26627 | 2.61     | 1.3      |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 64018      | 983.77                       | 986.25                           | 6   | 22963,23131,23299,22966,23134,23302 | 2.48     | 0.25     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 253036     | 1860.2                       | 1862.67                          | 6   | 661,836,1011,664,839,1014           | 2.47     | 0.13     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 8192       | 120.08                       | 122.49                           | 6   | 21430,21598,21766,21433,21601,21769 | 2.41     | 2.01     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 16384      | 235.47                       | 237.79                           | 6   | 18917,19085,19253,18920,19088,19256 | 2.32     | 0.99     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 95268      | 939.0                        | 941.19                           | 6   | 20954,21122,21290,20957,21125,21293 | 2.19     | 0.23     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 262144     | 409.86                       | 411.89                           | 6   | 25602,25805,26008,25605,25808,26011 | 2.03     | 0.5      |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 8192       | 70.16                        | 72.15                            | 6   | 17902,18070,18238,17905,18073,18241 | 1.99     | 2.84     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 126518     | 1938.74                      | 1940.72                          | 6   | 22977,23145,23313,22980,23148,23316 | 1.98     | 0.1      |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 315536     | 1066.4                       | 1068.36                          | 6   | 1193,1368,1543,1196,1371,1546       | 1.96     | 0.18     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 2048       | 32.43                        | 34.28                            | 6   | 18896,19064,19232,18899,19067,19235 | 1.85     | 5.7      |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 157768     | 1560.51                      | 1562.36                          | 6   | 20968,21136,21304,20971,21139,21307 | 1.85     | 0.12     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 2048576    | 766.32                       | 768.15                           | 6   | 25014,25217,25420,25017,25220,25423 | 1.83     | 0.24     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 32768      | 510.54                       | 512.29                           | 6   | 17412,17580,17748,17415,17583,17751 | 1.75     | 0.34     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 16384      | 50.49                        | 52.22                            | 6   | 6926,7101,7276,6929,7104,7279       | 1.73     | 3.43     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 157768     | 1056.25                      | 1057.96                          | 6   | 16936,17104,17272,16939,17107,17275 | 1.71     | 0.16     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 16384      | 165.28                       | 166.96                           | 6   | 19421,19589,19757,19424,19592,19760 | 1.68     | 1.02     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 2          | 1.14                         | 2.81                             | 6   | 21850,22018,22186,21853,22021,22189 | 1.67     | 146.49   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 95268      | 1516.09                      | 1517.73                          | 6   | 22466,22634,22802,22469,22637,22805 | 1.64     | 0.11     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 62.0                         | 63.56                            | 6   | 16894,17062,17230,16897,17065,17233 | 1.56     | 2.52     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 2048       | 36.12                        | 37.62                            | 6   | 22424,22592,22760,22427,22595,22763 | 1.5      | 4.15     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 251518     | 3800.74                      | 3802.2                           | 6   | 23005,23173,23341,23008,23176,23344 | 1.46     | 0.04     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 95268      | 1664.0                       | 1665.34                          | 6   | 18434,18602,18770,18437,18605,18773 | 1.34     | 0.08     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 32768      | 359.31                       | 360.64                           | 6   | 21948,22116,22284,21951,22119,22287 | 1.33     | 0.37     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 16384      | 124.87                       | 126.18                           | 6   | 626,801,976,629,804,979             | 1.31     | 1.05     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 126518     | 1238.03                      | 1239.31                          | 6   | 19449,19617,19785,19452,19620,19788 | 1.28     | 0.1      |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 4096       | 74.14                        | 75.38                            | 6   | 23943,24111,24279,23946,24114,24282 | 1.24     | 1.67     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 253036     | 1943.89                      | 1945.1                           | 6   | 7486,7661,7836,7489,7664,7839       | 1.21     | 0.06     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 16384      | 75.32                        | 76.49                            | 6   | 16376,16551,16726,16379,16554,16729 | 1.17     | 1.55     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 65536      | 223.14                       | 224.3                            | 6   | 7990,8165,8340,7993,8168,8343       | 1.16     | 0.52     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 8192       | 92.86                        | 94.02                            | 6   | 21934,22102,22270,21937,22105,22273 | 1.16     | 1.25     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 16384      | 50.48                        | 51.63                            | 6   | 101,276,451,104,279,454             | 1.15     | 2.28     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 189018     | 2872.77                      | 2873.91                          | 6   | 22991,23159,23327,22994,23162,23330 | 1.14     | 0.04     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 2048       | 17.71                        | 18.78                            | 6   | 5855,6030,6205,5858,6033,6208       | 1.07     | 6.04     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 1024       | 17.77                        | 18.83                            | 6   | 21409,21577,21745,21412,21580,21748 | 1.06     | 5.97     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 4096       | 37.46                        | 38.47                            | 6   | 14262,14437,14612,14265,14440,14615 | 1.01     | 2.7      |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 4096       | 15.46                        | 16.45                            | 6   | 87,262,437,90,265,440               | 0.99     | 6.4      |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 8192       | 27.52                        | 28.49                            | 6   | 6919,7094,7269,6922,7097,7272       | 0.97     | 3.52     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 16384      | 141.88                       | 142.84                           | 6   | 11651,11826,12001,11654,11829,12004 | 0.96     | 0.68     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 282768     | 1874.61                      | 1875.53                          | 6   | 16964,17132,17300,16967,17135,17303 | 0.92     | 0.05     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 65536      | 288.41                       | 289.31                           | 6   | 9565,9740,9915,9568,9743,9918       | 0.9      | 0.31     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 4096       | 63.53                        | 64.42                            | 6   | 18903,19071,19239,18906,19074,19242 | 0.89     | 1.4      |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 8192       | 130.7                        | 131.58                           | 6   | 22942,23110,23278,22945,23113,23281 | 0.88     | 0.67     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 2048       | 19.55                        | 20.43                            | 6   | 14255,14430,14605,14258,14433,14608 | 0.88     | 4.5      |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 64         | 3.44                         | 4.3                              | 6   | 23901,24069,24237,23904,24072,24240 | 0.86     | 25.0     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 8192       | 135.52                       | 136.38                           | 6   | 22438,22606,22774,22441,22609,22777 | 0.86     | 0.63     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 8192       | 146.85                       | 147.67                           | 6   | 23950,24118,24286,23953,24121,24289 | 0.82     | 0.56     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 2048       | 11.62                        | 12.43                            | 6   | 16355,16530,16705,16358,16533,16708 | 0.81     | 6.97     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 378036     | 2750.45                      | 2751.23                          | 6   | 675,850,1025,678,853,1028           | 0.78     | 0.03     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 4096       | 34.57                        | 35.35                            | 6   | 23439,23607,23775,23442,23610,23778 | 0.78     | 2.26     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 512        | 7.63                         | 8.4                              | 6   | 19386,19554,19722,19389,19557,19725 | 0.77     | 10.09    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 27.22                        | 27.99                            | 6   | 94,269,444,97,272,447               | 0.77     | 2.83     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 53.71                        | 54.48                            | 6   | 26799,27002,27205,26802,27005,27208 | 0.77     | 1.43     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 64         | 1.95                         | 2.71                             | 6   | 1620,1795,1970,1623,1798,1973       | 0.76     | 38.97    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 8          | 1.22                         | 1.96                             | 6   | 7899,8074,8249,7902,8077,8252       | 0.74     | 60.66    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 32768      | 573.52                       | 574.22                           | 6   | 23964,24132,24300,23967,24135,24303 | 0.7      | 0.12     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 2048       | 18.79                        | 19.48                            | 6   | 7430,7605,7780,7433,7608,7783       | 0.69     | 3.67     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 8192       | 71.33                        | 72.01                            | 6   | 24454,24622,24790,24457,24625,24793 | 0.68     | 0.95     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 64         | 1.96                         | 2.64                             | 6   | 45,220,395,48,223,398               | 0.68     | 34.69    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 128        | 2.27                         | 2.95                             | 6   | 6877,7052,7227,6880,7055,7230       | 0.68     | 29.96    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 2          | 1.3                          | 1.98                             | 6   | 22858,23026,23194,22861,23029,23197 | 0.68     | 52.31    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 512        | 5.76                         | 6.42                             | 6   | 3216,3391,3566,3219,3394,3569       | 0.66     | 11.46    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 64         | 2.01                         | 2.67                             | 6   | 9495,9670,9845,9498,9673,9848       | 0.66     | 32.84    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 4          | 1.46                         | 2.11                             | 6   | 23873,24041,24209,23876,24044,24212 | 0.65     | 44.52    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 2048       | 11.68                        | 12.32                            | 6   | 9530,9705,9880,9533,9708,9883       | 0.64     | 5.48     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 1024       | 19.0                         | 19.64                            | 6   | 17377,17545,17713,17380,17548,17716 | 0.64     | 3.37     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 16         | 1.35                         | 1.98                             | 6   | 5281,5456,5631,5284,5459,5634       | 0.63     | 46.67    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 32         | 1.76                         | 2.38                             | 6   | 3713,3888,4063,3716,3891,4066       | 0.62     | 35.23    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 4096       | 44.1                         | 44.72                            | 6   | 20919,21087,21255,20922,21090,21258 | 0.62     | 1.41     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 2          | 1.19                         | 1.8                              | 6   | 1585,1760,1935,1588,1763,1938       | 0.61     | 51.26    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 2048       | 20.71                        | 21.32                            | 6   | 17888,18056,18224,17891,18059,18227 | 0.61     | 2.95     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 2          | 1.17                         | 1.77                             | 6   | 14185,14360,14535,14188,14363,14538 | 0.6      | 51.28    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 512        | 6.66                         | 7.26                             | 6   | 23418,23586,23754,23421,23589,23757 | 0.6      | 9.01     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 32.65                        | 33.24                            | 6   | 612,787,962,615,790,965             | 0.59     | 1.81     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 4096       | 68.84                        | 69.43                            | 6   | 19911,20079,20247,19914,20082,20250 | 0.59     | 0.86     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 4096       | 48.65                        | 49.24                            | 6   | 21927,22095,22263,21930,22098,22266 | 0.59     | 1.21     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 32         | 3.11                         | 3.7                              | 6   | 17342,17510,17678,17345,17513,17681 | 0.59     | 18.97    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 4          | 1.35                         | 1.94                             | 6   | 17,192,367,20,195,370               | 0.59     | 43.7     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 4          | 1.28                         | 1.86                             | 6   | 11042,11217,11392,11045,11220,11395 | 0.58     | 45.31    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 1024       | 9.7                          | 10.27                            | 6   | 598,773,948,601,776,951             | 0.57     | 5.88     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 4          | 1.05                         | 1.62                             | 6   | 1592,1767,1942,1595,1770,1945       | 0.57     | 54.29    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 64         | 2.14                         | 2.71                             | 6   | 11595,11770,11945,11598,11773,11948 | 0.57     | 26.64    |
