+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------------+------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-munro-43ff7415 | patched-munro-728899ba | cnt |                 qid                 | pct_diff |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 4096       | 25.0                             | 28.59                  | 6   | 34698,34887,35076,34699,34888,35077 | 14.36    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 256        | 10.52                            | 12.03                  | 6   | 49412,49601,49790,49413,49602,49791 | 14.35    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 128        | 4.34                             | 4.96                   | 6   | 22399,22567,22735,22400,22568,22736 | 14.29    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1          | 0.91                             | 1.04                   | 6   | 52758,52947,53136,52759,52948,53137 | 14.29    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 4096       | 5.27                             | 6.02                   | 6   | 27390,27593,27796,27391,27594,27797 | 14.23    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 256        | 2.19                             | 2.5                    | 6   | 26144,26347,26550,26145,26348,26551 | 14.16    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 32         | 1.77                             | 2.02                   | 6   | 25514,25717,25920,25515,25718,25921 | 14.12    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 16         | 1.7                              | 1.94                   | 6   | 8434,8609,8784,8435,8610,8785       | 14.12    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 128        | 10.09                            | 11.51                  | 6   | 40333,40522,40711,40334,40523,40712 | 14.07    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 4          | 1.14                             | 1.3                    | 6   | 27929,28132,28335,27930,28133,28336 | 14.04    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 2          | 1.0                              | 1.14                   | 6   | 538,713,888,539,714,889             | 14.0     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 128        | 2.22                             | 2.53                   | 6   | 25528,25731,25934,25529,25732,25935 | 13.96    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 32         | 4.03                             | 4.59                   | 6   | 49958,50147,50336,49959,50148,50337 | 13.9     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 16         | 1.37                             | 1.56                   | 6   | 5809,5984,6159,5810,5985,6160       | 13.87    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 512        | 2.53                             | 2.88                   | 6   | 30414,30617,30820,30415,30618,30821 | 13.83    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 256        | 2.83                             | 3.22                   | 6   | 9512,9687,9862,9513,9688,9863       | 13.78    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 4096       | 4.9                              | 5.56                   | 6   | 30435,30638,30841,30436,30639,30842 | 13.47    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 64         | 1.79                             | 2.03                   | 6   | 5823,5998,6173,5824,5999,6174       | 13.41    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 1.12                             | 1.27                   | 6   | 1077,1252,1427,1078,1253,1428       | 13.39    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1762144    | 2083.7                           | 2361.45                | 2   | 54060,54061                         | 13.33    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 8          | 1.51                             | 1.71                   | 6   | 13677,13852,14027,13678,13853,14028 | 13.25    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 6048576    | 4183.64                          | 4737.22                | 6   | 31744,31947,32150,31745,31948,32151 | 13.23    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 64         | 7.71                             | 8.73                   | 6   | 50532,50721,50910,50533,50722,50911 | 13.23    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 2          | 1.21                             | 1.37                   | 6   | 15763,15938,16113,15764,15939,16114 | 13.22    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 4          | 1.22                             | 1.38                   | 6   | 8945,9120,9295,8946,9121,9296       | 13.11    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 32         | 8.01                             | 9.06                   | 6   | 42020,42209,42398,42021,42210,42399 | 13.11    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 4          | 1.07                             | 1.21                   | 6   | 545,720,895,546,721,896             | 13.08    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 11.78                            | 13.32                  | 6   | 36924,37113,37302,36925,37114,37303 | 13.07    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 2          | 1.17                             | 1.32                   | 6   | 7363,7538,7713,7364,7539,7714       | 12.82    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 64         | 2.34                             | 2.64                   | 6   | 8973,9148,9323,8974,9149,9324       | 12.82    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 8192       | 13.23                            | 14.92                  | 6   | 28006,28209,28412,28007,28210,28413 | 12.77    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024       | 5.72                             | 6.45                   | 6   | 7951,8126,8301,7952,8127,8302       | 12.76    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 64         | 1.96                             | 2.21                   | 6   | 15273,15448,15623,15274,15449,15624 | 12.76    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 1024       | 3.41                             | 3.84                   | 6   | 27985,28188,28391,27986,28189,28392 | 12.61    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 64         | 6.7                              | 7.54                   | 6   | 48264,48453,48642,48265,48454,48643 | 12.54    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 512        | 5.43                             | 6.11                   | 6   | 5844,6019,6194,5845,6020,6195       | 12.52    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 8          | 1.21                             | 1.36                   | 6   | 27,202,377,28,203,378               | 12.4     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 26.03                            | 29.22                  | 6   | 53409,53598,53787,53410,53599,53788 | 12.26    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 3048576    | 2057.77                          | 2309.6                 | 6   | 30505,30708,30911,30506,30709,30912 | 12.24    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 128        | 2.29                             | 2.57                   | 6   | 580,755,930,581,756,931             | 12.23    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1          | 0.9                              | 1.01                   | 6   | 51624,51813,52002,51625,51814,52003 | 12.22    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 32         | 1.23                             | 1.38                   | 6   | 53360,53549,53738,53361,53550,53739 | 12.2     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 64         | 3.04                             | 3.41                   | 6   | 22896,23064,23232,22897,23065,23233 | 12.17    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 8          | 1.74                             | 1.95                   | 6   | 51645,51834,52023,51646,51835,52024 | 12.07    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 128        | 2.24                             | 2.51                   | 6   | 29791,29994,30197,29792,29995,30198 | 12.05    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 1048576    | 716.3                            | 802.25                 | 6   | 30491,30694,30897,30492,30695,30898 | 12.0     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2262144    | 2790.84                          | 3124.84                | 2   | 54074,54075                         | 11.97    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 16         | 1.44                             | 1.61                   | 6   | 6859,7034,7209,6860,7035,7210       | 11.81    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 2          | 1.02                             | 1.14                   | 6   | 3163,3338,3513,3164,3339,3514       | 11.76    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 5048576    | 3386.41                          | 3783.45                | 6   | 30519,30722,30925,30520,30723,30926 | 11.72    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 1          | 1.11                             | 1.24                   | 6   | 6831,7006,7181,6832,7007,7182       | 11.71    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 512        | 12.75                            | 14.24                  | 6   | 51687,51876,52065,51688,51877,52066 | 11.69    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 8192       | 71.26                            | 79.5                   | 6   | 51148,51337,51526,51149,51338,51527 | 11.56    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 256        | 3.56                             | 3.97                   | 6   | 3212,3387,3562,3213,3388,3563       | 11.52    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 32768      | 46.41                            | 51.66                  | 6   | 28020,28223,28426,28021,28224,28427 | 11.31    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 16384      | 24.72                            | 27.51                  | 6   | 29840,30043,30246,29841,30044,30247 | 11.29    |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 128        | 4.71                             | 5.24                   | 6   | 18871,19039,19207,18872,19040,19208 | 11.25    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 2          | 1.25                             | 1.39                   | 6   | 17317,17485,17653,17318,17486,17654 | 11.2     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 565536     | 2260.26                          | 2513.02                | 6   | 16449,16624,16799,16450,16625,16800 | 11.18    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 4096       | 8.25                             | 9.17                   | 6   | 32262,32465,32668,32263,32466,32669 | 11.15    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 262144     | 183.33                           | 203.77                 | 6   | 30477,30680,30883,30478,30681,30884 | 11.15    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 4          | 1.26                             | 1.4                    | 6   | 51071,51260,51449,51072,51261,51450 | 11.11    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 32         | 1.81                             | 2.01                   | 6   | 33431,33634,33837,33432,33635,33838 | 11.05    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 4096       | 32.98                            | 36.62                  | 6   | 41502,41691,41880,41503,41692,41881 | 11.04    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 8192       | 13.61                            | 15.11                  | 6   | 26788,26991,27194,26789,26992,27195 | 11.02    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 512        | 13.84                            | 15.36                  | 6   | 45450,45639,45828,45451,45640,45829 | 10.98    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 2048       | 3.74                             | 4.15                   | 6   | 28601,28804,29007,28602,28805,29008 | 10.96    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 8192       | 12.61                            | 13.99                  | 4   | 53983,54172,53984,54173             | 10.94    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 4          | 1.28                             | 1.42                   | 6   | 14720,14895,15070,14721,14896,15071 | 10.94    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 32         | 7.6                              | 8.43                   | 6   | 36917,37106,37295,36918,37107,37296 | 10.92    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 2          | 1.11                             | 1.23                   | 6   | 10513,10688,10863,10514,10689,10864 | 10.81    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2048       | 28.85                            | 31.95                  | 6   | 43763,43952,44141,43764,43953,44142 | 10.75    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 4          | 1.03                             | 1.14                   | 6   | 7370,7545,7720,7371,7546,7721       | 10.68    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 262144     | 188.52                           | 208.64                 | 6   | 31695,31898,32101,31696,31899,32102 | 10.67    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2          | 1.5                              | 1.66                   | 6   | 35755,35944,36133,35756,35945,36134 | 10.67    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 512        | 14.63                            | 16.18                  | 6   | 36945,37134,37323,36946,37135,37324 | 10.59    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 128        | 3.97                             | 4.39                   | 6   | 17863,18031,18199,17864,18032,18200 | 10.58    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 64         | 2.1                              | 2.32                   | 6   | 27957,28160,28363,27958,28161,28364 | 10.48    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 8192       | 50.02                            | 55.23                  | 6   | 53416,53605,53794,53417,53606,53795 | 10.42    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 32         | 2.13                             | 2.35                   | 6   | 8966,9141,9316,8967,9142,9317       | 10.33    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 32768      | 54.13                            | 59.7                   | 6   | 32283,32486,32689,32284,32487,32690 | 10.29    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 32         | 1.85                             | 2.04                   | 6   | 4241,4416,4591,4242,4417,4592       | 10.27    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 512        | 2.54                             | 2.8                    | 6   | 28587,28790,28993,28588,28791,28994 | 10.24    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2048       | 25.45                            | 28.04                  | 6   | 39794,39983,40172,39795,39984,40173 | 10.18    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1024       | 18.54                            | 20.42                  | 6   | 49426,49615,49804,49427,49616,49805 | 10.14    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 16         | 4.74                             | 5.22                   | 6   | 38044,38233,38422,38045,38234,38423 | 10.13    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1          | 0.89                             | 0.98                   | 6   | 31569,31772,31975,31570,31773,31976 | 10.11    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 4          | 1.29                             | 1.42                   | 6   | 29147,29350,29553,29148,29351,29554 | 10.08    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 32768      | 54.07                            | 59.51                  | 6   | 25584,25787,25990,25585,25788,25991 | 10.06    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 128        | 1.79                             | 1.97                   | 6   | 53374,53563,53752,53375,53564,53753 | 10.06    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 128        | 9.1                              | 10.01                  | 6   | 37498,37687,37876,37499,37688,37877 | 10.0     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 512144     | 619.01                           | 680.68                 | 4   | 54025,54214,54026,54215             | 9.96     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 2048       | 18.44                            | 20.27                  | 6   | 23435,23603,23771,23436,23604,23772 | 9.92     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 32         | 1.72                             | 1.89                   | 6   | 6341,6516,6691,6342,6517,6692       | 9.88     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 8192       | 13.16                            | 14.46                  | 6   | 32269,32472,32675,32270,32473,32676 | 9.88     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 16         | 1.62                             | 1.78                   | 6   | 12109,12284,12459,12110,12285,12460 | 9.88     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 64         | 2.76                             | 3.03                   | 6   | 20376,20544,20712,20377,20545,20713 | 9.78     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 64         | 2.15                             | 2.36                   | 6   | 4248,4423,4598,4249,4424,4599       | 9.77     |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 256        | 11.48                            | 12.6                   | 6   | 49979,50168,50357,49980,50169,50358 | 9.76     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 64         | 1.95                             | 2.14                   | 6   | 33438,33641,33844,33439,33642,33845 | 9.74     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 4          | 1.13                             | 1.24                   | 6   | 1070,1245,1420,1071,1246,1421       | 9.73     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 2          | 1.13                             | 1.24                   | 6   | 6838,7013,7188,6839,7014,7189       | 9.73     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 128        | 2.37                             | 2.6                    | 6   | 7405,7580,7755,7406,7581,7756       | 9.7      |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 16         | 4.85                             | 5.32                   | 6   | 39178,39367,39556,39179,39368,39557 | 9.69     |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 8192       | 53.08                            | 58.22                  | 6   | 39808,39997,40186,39809,39998,40187 | 9.68     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 32         | 2.07                             | 2.27                   | 6   | 12641,12816,12991,12642,12817,12992 | 9.66     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 64         | 1.76                             | 1.93                   | 6   | 1098,1273,1448,1099,1274,1449       | 9.66     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 16         | 2.28                             | 2.5                    | 6   | 22378,22546,22714,22379,22547,22715 | 9.65     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 8192       | 8.53                             | 9.35                   | 6   | 27397,27600,27803,27398,27601,27804 | 9.61     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 512        | 12.08                            | 13.24                  | 6   | 34677,34866,35055,34678,34867,35056 | 9.6      |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 4096       | 4.4                              | 4.82                   | 6   | 26172,26375,26578,26173,26376,26579 | 9.55     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 1          | 0.84                             | 0.92                   | 6   | 26697,26900,27103,26698,26901,27104 | 9.52     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1024       | 3.15                             | 3.45                   | 4   | 53962,54151,53963,54152             | 9.52     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 32         | 8.3                              | 9.09                   | 6   | 42587,42776,42965,42588,42777,42966 | 9.52     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 128        | 3.16                             | 3.46                   | 6   | 15805,15980,16155,15806,15981,16156 | 9.49     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 64         | 10.22                            | 11.19                  | 6   | 35223,35412,35601,35224,35413,35602 | 9.49     |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 4096       | 46.5                             | 50.91                  | 6   | 46605,46794,46983,46606,46795,46984 | 9.48     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 16384      | 24.86                            | 27.21                  | 6   | 28013,28216,28419,28014,28217,28420 | 9.45     |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 16384      | 101.74                           | 111.33                 | 6   | 48320,48509,48698,48321,48510,48699 | 9.43     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 4          | 2.24                             | 2.45                   | 6   | 37463,37652,37841,37464,37653,37842 | 9.37     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 8          | 1.39                             | 1.52                   | 6   | 12627,12802,12977,12628,12803,12978 | 9.35     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 32         | 1.61                             | 1.76                   | 6   | 1091,1266,1441,1092,1267,1442       | 9.32     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 16         | 2.15                             | 2.35                   | 6   | 24394,24562,24730,24395,24563,24731 | 9.3      |
