+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------+----------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-728899ba |  master  | cnt |                 qid                 | pct_diff |
+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------+----------+-----+-------------------------------------+----------+
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 8192       | 69.09            | 549.64   | 6   | 51144,51333,51522,51143,51332,51521 | 695.54   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 4096       | 44.32            | 352.1    | 6   | 43766,43955,44144,43765,43954,44143 | 694.45   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 47.51            | 373.41   | 6   | 44333,44522,44711,44332,44521,44710 | 685.96   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 4096       | 44.41            | 347.99   | 6   | 48302,48491,48680,48301,48490,48679 | 683.58   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 28.34            | 218.79   | 6   | 44326,44515,44704,44325,44514,44703 | 672.02   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2048       | 28.55            | 218.52   | 6   | 48295,48484,48673,48294,48483,48672 | 665.39   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2048       | 27.69            | 208.19   | 6   | 47728,47917,48106,47727,47916,48105 | 651.86   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2048       | 28.31            | 209.45   | 6   | 43759,43948,44137,43758,43947,44136 | 639.84   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 8192       | 72.65            | 530.67   | 6   | 48309,48498,48687,48308,48497,48686 | 630.45   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 4096       | 49.14            | 358.31   | 6   | 44900,45089,45278,44899,45088,45277 | 629.16   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 8192       | 79.92            | 580.95   | 6   | 46041,46230,46419,46040,46229,46418 | 626.91   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 4096       | 53.28            | 383.6    | 6   | 46034,46223,46412,46033,46222,46411 | 619.97   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 4096       | 50.72            | 364.65   | 6   | 47735,47924,48113,47734,47923,48112 | 618.95   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2048       | 29.56            | 211.91   | 6   | 46594,46783,46972,46593,46782,46971 | 616.88   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4096       | 48.02            | 343.61   | 6   | 52271,52460,52649,52270,52459,52648 | 615.56   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 8192       | 73.42            | 524.9    | 6   | 49443,49632,49821,49442,49631,49820 | 614.93   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1024       | 16.6             | 118.4    | 6   | 49422,49611,49800,49421,49610,49799 | 613.25   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2048       | 30.58            | 215.51   | 6   | 48862,49051,49240,48861,49050,49239 | 604.74   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 8192       | 82.93            | 583.09   | 6   | 51711,51900,52089,51710,51899,52088 | 603.11   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4096       | 54.63            | 383.48   | 6   | 50003,50192,50381,50002,50191,50380 | 601.96   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 4096       | 52.29            | 365.61   | 6   | 50570,50759,50948,50569,50758,50947 | 599.2    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 4096       | 51.83            | 362.03   | 6   | 46601,46790,46979,46600,46789,46978 | 598.5    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 4096       | 50.83            | 354.06   | 6   | 48869,49058,49247,48868,49057,49246 | 596.56   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 4096       | 49.35            | 343.16   | 6   | 51137,51326,51515,51136,51325,51514 | 595.36   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 8192       | 74.97            | 519.61   | 6   | 47742,47931,48120,47741,47930,48119 | 593.09   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 8192       | 84.46            | 584.61   | 6   | 50577,50766,50955,50576,50765,50954 | 592.17   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 8192       | 80.3             | 555.67   | 6   | 48876,49065,49254,48875,49064,49253 | 591.99   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 4096       | 54.16            | 374.35   | 6   | 51704,51893,52082,51703,51892,52081 | 591.19   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 2048       | 30.06            | 207.66   | 6   | 51130,51319,51508,51129,51318,51507 | 590.82   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 4096       | 56.42            | 383.95   | 6   | 47168,47357,47546,47167,47356,47545 | 580.52   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 8192       | 80.83            | 548.42   | 6   | 44340,44529,44718,44339,44528,44717 | 578.49   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2048       | 32.75            | 221.3    | 6   | 49996,50185,50374,49995,50184,50373 | 575.73   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 74.93            | 505.77   | 6   | 43773,43962,44151,43772,43961,44150 | 574.99   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1024       | 17.9             | 120.32   | 6   | 43752,43941,44130,43751,43940,44129 | 572.18   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 8192       | 88.53            | 591.07   | 6   | 45474,45663,45852,45473,45662,45851 | 567.65   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4096       | 54.65            | 364.63   | 6   | 49436,49625,49814,49435,49624,49813 | 567.21   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 4096       | 55.95            | 368.59   | 6   | 45467,45656,45845,45466,45655,45844 | 558.78   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1024       | 18.0             | 118.42   | 6   | 48288,48477,48666,48287,48476,48665 | 557.89   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 8192       | 92.55            | 607.63   | 6   | 46608,46797,46986,46607,46796,46985 | 556.54   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 8192       | 89.51            | 585.77   | 6   | 47175,47364,47553,47174,47363,47552 | 554.42   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 8192       | 76.12            | 497.05   | 6   | 44907,45096,45285,44906,45095,45284 | 552.98   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2048       | 32.73            | 213.63   | 6   | 46027,46216,46405,46026,46215,46404 | 552.7    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048       | 32.19            | 209.39   | 6   | 49429,49618,49807,49428,49617,49806 | 550.48   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1024       | 18.05            | 116.85   | 6   | 50556,50745,50934,50555,50744,50933 | 547.37   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2048       | 33.52            | 216.83   | 6   | 51697,51886,52075,51696,51885,52074 | 546.87   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2048       | 33.73            | 216.91   | 6   | 45460,45649,45838,45459,45648,45837 | 543.08   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 512        | 9.86             | 63.33    | 6   | 52250,52439,52628,52249,52438,52627 | 542.29   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1024       | 18.64            | 119.17   | 6   | 44886,45075,45264,44885,45074,45263 | 539.32   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 16384      | 124.64           | 796.69   | 6   | 50584,50773,50962,50583,50772,50961 | 539.19   |
