+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------+------------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-3ded1b78 | patched-geoghegan-2-munro-3ded1b78 | cnt |                 qid                 | pct_diff |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 64         | 1.93                         | 2.56                               | 6   | 14220,14395,14570,14221,14396,14571 | 32.64    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 64         | 2.21                         | 2.9                                | 6   | 13170,13345,13520,13171,13346,13521 | 31.22    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 32         | 1.76                         | 2.27                               | 6   | 5288,5463,5638,5289,5464,5639       | 28.98    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 8          | 1.18                         | 1.5                                | 6   | 14724,14899,15074,14725,14900,15075 | 27.12    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 128        | 2.27                         | 2.87                               | 6   | 6877,7052,7227,6878,7053,7228       | 26.43    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 16         | 1.34                         | 1.65                               | 6   | 9481,9656,9831,9482,9657,9832       | 23.13    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 2          | 1.15                         | 1.41                               | 6   | 12610,12785,12960,12611,12786,12961 | 22.61    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 131072     | 56.56                        | 69.1                               | 6   | 26204,26407,26610,26205,26408,26611 | 22.17    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 1.34                         | 1.63                               | 6   | 26106,26309,26512,26107,26310,26513 | 21.64    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 1          | 0.96                         | 1.16                               | 6   | 12078,12253,12428,12079,12254,12429 | 20.83    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 128        | 1.95                         | 2.35                               | 6   | 25525,25728,25931,25526,25729,25932 | 20.51    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 2          | 1.15                         | 1.37                               | 6   | 20842,21010,21178,20843,21011,21179 | 19.13    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 8          | 1.05                         | 1.25                               | 6   | 6324,6499,6674,6325,6500,6675       | 19.05    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 16         | 1.35                         | 1.6                                | 6   | 5281,5456,5631,5282,5457,5632       | 18.52    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 32         | 2.11                         | 2.49                               | 6   | 25511,25714,25917,25512,25715,25918 | 18.01    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 2          | 1.12                         | 1.32                               | 6   | 10510,10685,10860,10511,10686,10861 | 17.86    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 4          | 1.41                         | 1.66                               | 6   | 24377,24545,24713,24378,24546,24714 | 17.73    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 4048576    | 1490.99                      | 1750.73                            | 6   | 26246,26449,26652,26247,26450,26653 | 17.42    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 8          | 1.91                         | 2.24                               | 6   | 21864,22032,22200,21865,22033,22201 | 17.28    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 4          | 1.22                         | 1.43                               | 6   | 12092,12267,12442,12093,12268,12443 | 17.21    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 1          | 1.17                         | 1.37                               | 6   | 16803,16971,17139,16804,16972,17140 | 17.09    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 1          | 0.96                         | 1.12                               | 6   | 11553,11728,11903,11554,11729,11904 | 16.67    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 4          | 1.08                         | 1.26                               | 6   | 26708,26911,27114,26709,26912,27115 | 16.67    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 8          | 1.19                         | 1.38                               | 6   | 4224,4399,4574,4225,4400,4575       | 15.97    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 32         | 1.93                         | 2.23                               | 6   | 15788,15963,16138,15789,15964,16139 | 15.54    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 1          | 1.1                          | 1.27                               | 6   | 14703,14878,15053,14704,14879,15054 | 15.45    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 512        | 5.76                         | 6.65                               | 6   | 3216,3391,3566,3217,3392,3567       | 15.45    |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 1          | 1.07                         | 1.23                               | 6   | 20331,20499,20667,20332,20500,20668 | 14.95    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 16         | 1.54                         | 1.77                               | 6   | 13681,13856,14031,13682,13857,14032 | 14.94    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 8          | 1.29                         | 1.48                               | 6   | 12099,12274,12449,12100,12275,12450 | 14.73    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 1          | 0.85                         | 0.97                               | 6   | 27303,27506,27709,27304,27507,27710 | 14.12    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8          | 1.36                         | 1.55                               | 6   | 24888,25091,25294,24889,25092,25295 | 13.97    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 2          | 1.17                         | 1.33                               | 6   | 14185,14360,14535,14186,14361,14536 | 13.68    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 16         | 2.42                         | 2.75                               | 6   | 23383,23551,23719,23384,23552,23720 | 13.64    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 4048576    | 1506.91                      | 1710.26                            | 6   | 25028,25231,25434,25029,25232,25435 | 13.49    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 2          | 0.89                         | 1.01                               | 6   | 25483,25686,25889,25484,25687,25890 | 13.48    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 4          | 1.22                         | 1.38                               | 6   | 27317,27520,27723,27318,27521,27724 | 13.11    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 1.45                         | 1.64                               | 6   | 9474,9649,9824,9475,9650,9825       | 13.1     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 2          | 1.3                          | 1.47                               | 6   | 22858,23026,23194,22859,23027,23195 | 13.08    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 4          | 1.33                         | 1.5                                | 6   | 16292,16467,16642,16293,16468,16643 | 12.78    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 2          | 0.94                         | 1.06                               | 6   | 26701,26904,27107,26702,26905,27108 | 12.77    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 8          | 1.74                         | 1.96                               | 6   | 23880,24048,24216,23881,24049,24217 | 12.64    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 128        | 2.62                         | 2.95                               | 6   | 11602,11777,11952,11603,11778,11953 | 12.6     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 16         | 1.69                         | 1.9                                | 6   | 24895,25098,25301,24896,25099,25302 | 12.43    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 8          | 1.22                         | 1.37                               | 6   | 7899,8074,8249,7900,8075,8250       | 12.3     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 2          | 1.14                         | 1.28                               | 6   | 21850,22018,22186,21851,22019,22187 | 12.28    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 64         | 2.28                         | 2.56                               | 6   | 26127,26330,26533,26128,26331,26534 | 12.28    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 16         | 1.46                         | 1.63                               | 6   | 6856,7031,7206,6857,7032,7207       | 11.64    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 4          | 1.23                         | 1.37                               | 6   | 11567,11742,11917,11568,11743,11918 | 11.38    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 128        | 3.7                          | 4.12                               | 6   | 21892,22060,22228,21893,22061,22229 | 11.35    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 32         | 1.6                          | 1.78                               | 6   | 5813,5988,6163,5814,5989,6164       | 11.25    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 1          | 1.08                         | 1.2                                | 6   | 12603,12778,12953,12604,12779,12954 | 11.11    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 512        | 2.63                         | 2.92                               | 6   | 26148,26351,26554,26149,26352,26555 | 11.03    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 16         | 2.39                         | 2.65                               | 6   | 22375,22543,22711,22376,22544,22712 | 10.88    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 16         | 1.4                          | 1.55                               | 6   | 15256,15431,15606,15257,15432,15607 | 10.71    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 32768      | 138.93                       | 153.26                             | 6   | 16383,16558,16733,16384,16559,16734 | 10.31    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 32         | 1.95                         | 2.15                               | 6   | 10538,10713,10888,10539,10714,10889 | 10.26    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 315536     | 1290.3                       | 1421.33                            | 6   | 16418,16593,16768,16419,16594,16769 | 10.16    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 1          | 1.09                         | 1.2                                | 6   | 10503,10678,10853,10504,10679,10854 | 10.09    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 32         | 2.89                         | 3.18                               | 6   | 23390,23558,23726,23391,23559,23727 | 10.03    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 16         | 1.75                         | 1.92                               | 6   | 11056,11231,11406,11057,11232,11407 | 9.71     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 1          | 1.05                         | 1.15                               | 6   | 19827,19995,20163,19828,19996,20164 | 9.52     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 565536     | 2267.16                      | 2478.61                            | 6   | 16446,16621,16796,16447,16622,16797 | 9.33     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 32         | 2.06                         | 2.25                               | 6   | 14738,14913,15088,14739,14914,15089 | 9.22     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 2.29                         | 2.49                               | 6   | 27345,27548,27751,27346,27549,27752 | 8.73     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 16         | 1.26                         | 1.37                               | 6   | 7381,7556,7731,7382,7557,7732       | 8.73     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 565536     | 1820.96                      | 1978.83                            | 6   | 8046,8221,8396,8047,8222,8397       | 8.67     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 1024       | 10.7                         | 11.62                              | 6   | 14248,14423,14598,14249,14424,14599 | 8.6      |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 128036     | 511.33                       | 554.94                             | 6   | 9572,9747,9922,9573,9748,9923       | 8.53     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 256        | 6.38                         | 6.92                               | 6   | 23915,24083,24251,23916,24084,24252 | 8.46     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 1          | 1.09                         | 1.18                               | 6   | 15753,15928,16103,15754,15929,16104 | 8.26     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 32         | 2.07                         | 2.24                               | 6   | 10013,10188,10363,10014,10189,10364 | 8.21     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 4          | 1.61                         | 1.74                               | 6   | 20345,20513,20681,20346,20514,20682 | 8.07     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 64         | 2.14                         | 2.31                               | 6   | 11595,11770,11945,11596,11771,11946 | 7.94     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 256        | 2.65                         | 2.86                               | 6   | 7934,8109,8284,7935,8110,8285       | 7.92     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 256        | 3.43                         | 3.7                                | 6   | 5834,6009,6184,5835,6010,6185       | 7.87     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 4          | 1.55                         | 1.67                               | 6   | 22361,22529,22697,22362,22530,22698 | 7.74     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 65536      | 531.43                       | 572.33                             | 6   | 11665,11840,12015,11666,11841,12016 | 7.7      |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 128        | 2.0                          | 2.15                               | 6   | 1102,1277,1452,1103,1278,1453       | 7.5      |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 256        | 2.97                         | 3.19                               | 6   | 9509,9684,9859,9510,9685,9860       | 7.41     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 32         | 2.03                         | 2.18                               | 6   | 8963,9138,9313,8964,9139,9314       | 7.39     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 4096       | 17.43                        | 18.7                               | 6   | 7962,8137,8312,7963,8138,8313       | 7.29     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 131072     | 58.33                        | 62.51                              | 6   | 24986,25189,25392,24987,25190,25393 | 7.17     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 16         | 2.66                         | 2.85                               | 6   | 22879,23047,23215,22880,23048,23216 | 7.14     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 1          | 1.12                         | 1.2                                | 6   | 16278,16453,16628,16279,16454,16629 | 7.14     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 1024       | 10.79                        | 11.54                              | 6   | 11623,11798,11973,11624,11799,11974 | 6.95     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 32         | 2.6                          | 2.78                               | 6   | 21374,21542,21710,21375,21543,21711 | 6.92     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 32768      | 141.05                       | 150.75                             | 6   | 9558,9733,9908,9559,9734,9909       | 6.88     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 16384      | 9.68                         | 10.34                              | 6   | 26183,26386,26589,26184,26387,26590 | 6.82     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 2048       | 19.55                        | 20.88                              | 6   | 14255,14430,14605,14256,14431,14606 | 6.8      |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 8          | 1.34                         | 1.43                               | 6   | 4749,4924,5099,4750,4925,5100       | 6.72     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 128        | 2.43                         | 2.59                               | 6   | 5827,6002,6177,5828,6003,6178       | 6.58     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 4096       | 36.49                        | 38.89                              | 6   | 11637,11812,11987,11638,11813,11988 | 6.58     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 64         | 1.86                         | 1.98                               | 6   | 5820,5995,6170,5821,5996,6171       | 6.45     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 8          | 1.26                         | 1.34                               | 6   | 6849,7024,7199,6850,7025,7200       | 6.35     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 512        | 7.63                         | 8.11                               | 6   | 19386,19554,19722,19387,19555,19723 | 6.29     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 1          | 1.14                         | 1.21                               | 6   | 15228,15403,15578,15229,15404,15579 | 6.14     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 32         | 1.8                          | 1.91                               | 6   | 6338,6513,6688,6339,6514,6689       | 6.11     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 2          | 1.16                         | 1.23                               | 6   | 22354,22522,22690,22355,22523,22691 | 6.03     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 2.0                          | 2.12                               | 6   | 17832,18000,18168,17833,18001,18169 | 6.0      |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 1          | 1.17                         | 1.24                               | 6   | 19323,19491,19659,19324,19492,19660 | 5.98     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 16384      | 74.6                         | 79.0                               | 6   | 9551,9726,9901,9552,9727,9902       | 5.9      |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 1          | 1.04                         | 1.1                                | 6   | 1578,1753,1928,1579,1754,1929       | 5.77     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 8          | 2.11                         | 2.23                               | 6   | 19344,19512,19680,19345,19513,19681 | 5.69     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024       | 5.83                         | 6.16                               | 6   | 7948,8123,8298,7949,8124,8299       | 5.66     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 512        | 6.19                         | 6.54                               | 6   | 11616,11791,11966,11617,11792,11967 | 5.65     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 4          | 1.43                         | 1.51                               | 6   | 23369,23537,23705,23370,23538,23706 | 5.59     |
