+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------+------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-728899ba | patched-geoghegan-2-3ded1b78 | cnt |                 qid                 | pct_diff |
+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------+------------------------------+-----+-------------------------------------+----------+
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 128        | 4.43             | 9.51                         | 6   | 47133,47322,47511,47134,47323,47512 | 114.67   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 128036     | 853.37           | 1631.21                      | 6   | 5371,5546,5721,5372,5547,5722       | 91.15    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 1          | 0.87             | 1.6                          | 6   | 11027,11202,11377,11028,11203,11378 | 83.91    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2262144    | 12490.42         | 22690.36                     | 6   | 41596,41785,41974,41597,41786,41975 | 81.66    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 512144     | 2826.72          | 5109.15                      | 6   | 35310,35499,35688,35311,35500,35689 | 80.74    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1262144    | 5866.9           | 10220.34                     | 6   | 37599,37788,37977,37600,37789,37978 | 74.2     |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 512144     | 2395.8           | 4139.85                      | 6   | 39279,39468,39657,39280,39469,39658 | 72.8     |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 32768      | 165.19           | 285.11                       | 6   | 40385,40574,40763,40386,40575,40764 | 72.6     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2012144    | 9367.15          | 16163.59                     | 6   | 37620,37809,37998,37621,37810,37999 | 72.56    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1012144    | 4692.02          | 8073.11                      | 6   | 39293,39482,39671,39294,39483,39672 | 72.06    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 262144     | 1260.5           | 2168.7                       | 6   | 40406,40595,40784,40407,40596,40785 | 72.05    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 503036     | 5522.38          | 9469.65                      | 6   | 10138,10313,10488,10139,10314,10489 | 71.48    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 65536      | 317.81           | 543.73                       | 6   | 40392,40581,40770,40393,40582,40771 | 71.09    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2262144    | 10673.58         | 18219.11                     | 6   | 39328,39517,39706,39329,39518,39707 | 70.69    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1262144    | 6234.08          | 10425.61                     | 6   | 40434,40623,40812,40435,40624,40813 | 67.24    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 1          | 1.03             | 1.72                         | 6   | 6827,7002,7177,6828,7003,7178       | 66.99    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 1512144    | 7596.74          | 12678.78                     | 6   | 38740,38929,39118,38741,38930,39119 | 66.9     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 762144     | 3815.5           | 6327.03                      | 6   | 38719,38908,39097,38720,38909,39098 | 65.82    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 253036     | 2678.16          | 4434.88                      | 6   | 15885,16060,16235,15886,16061,16236 | 65.59    |
