+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------------+------------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-munro-3ded1b78 | patched-munro-728899ba | cnt |                 qid                 |   diff   | pct_diff |
+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------------+------------------------+-----+-------------------------------------+----------+----------+
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 9048576    | 3294.29                            | 4825.82                | 6   | 26282,26485,26688,26285,26488,26691 | 1531.53  | 46.49    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2262144    | 2709.59                            | 4238.55                | 6   | 52938,53127,53316,52941,53130,53319 | 1528.96  | 56.43    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2012144    | 2502.43                            | 4007.91                | 6   | 52931,53120,53309,52934,53123,53312 | 1505.48  | 60.16    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 9048576    | 3304.24                            | 4788.75                | 6   | 32981,33184,33387,32984,33187,33390 | 1484.51  | 44.93    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 9048576    | 3348.82                            | 4826.14                | 6   | 34199,34402,34605,34202,34405,34608 | 1477.32  | 44.11    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 8048576    | 2955.29                            | 4387.79                | 6   | 34192,34395,34598,34195,34398,34601 | 1432.5   | 48.47    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 9048576    | 3330.0                             | 4742.87                | 6   | 25064,25267,25470,25067,25270,25473 | 1412.87  | 42.43    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1762144    | 2139.53                            | 3540.91                | 6   | 52924,53113,53302,52927,53116,53305 | 1401.38  | 65.5     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 8048576    | 3034.95                            | 4368.7                 | 6   | 26275,26478,26681,26278,26481,26684 | 1333.75  | 43.95    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 7048576    | 2566.59                            | 3885.23                | 6   | 34185,34388,34591,34188,34391,34594 | 1318.64  | 51.38    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8048576    | 2972.7                             | 4262.39                | 6   | 25057,25260,25463,25060,25263,25466 | 1289.69  | 43.38    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 8048576    | 3022.57                            | 4222.63                | 6   | 32974,33177,33380,32977,33180,33383 | 1200.06  | 39.7     |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 9048576    | 5871.19                            | 7051.07                | 6   | 31763,31966,32169,31766,31969,32172 | 1179.88  | 20.1     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 7048576    | 2592.54                            | 3762.85                | 6   | 26268,26471,26674,26271,26474,26677 | 1170.31  | 45.14    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1512144    | 1837.65                            | 2998.05                | 6   | 52917,53106,53295,52920,53109,53298 | 1160.4   | 63.15    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 7048576    | 2605.61                            | 3759.11                | 6   | 32967,33170,33373,32970,33173,33376 | 1153.5   | 44.27    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 9048576    | 5756.13                            | 6853.19                | 6   | 28718,28921,29124,28721,28924,29127 | 1097.06  | 19.06    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 8048576    | 5233.45                            | 6301.49                | 6   | 31756,31959,32162,31759,31962,32165 | 1068.04  | 20.41    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 6048576    | 2229.98                            | 3277.87                | 6   | 26261,26464,26667,26264,26467,26670 | 1047.89  | 46.99    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 9048576    | 5751.15                            | 6798.97                | 6   | 27500,27703,27906,27503,27706,27909 | 1047.82  | 18.22    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 6048576    | 2196.07                            | 3226.92                | 6   | 32960,33163,33366,32963,33166,33369 | 1030.85  | 46.94    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 7048576    | 2637.37                            | 3662.84                | 6   | 25050,25253,25456,25053,25256,25459 | 1025.47  | 38.88    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 8048576    | 5093.88                            | 6095.52                | 6   | 28711,28914,29117,28714,28917,29120 | 1001.64  | 19.66    |
