+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------------+----------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-munro-43ff7415 |  master  | cnt |                 qid                 | pct_diff |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 8192       | 98.48                            | 607.63   | 6   | 46612,46801,46990,46607,46796,46985 | 517.01   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 16384      | 121.71                           | 750.76   | 6   | 48887,49076,49265,48882,49071,49260 | 516.84   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 16384      | 121.68                           | 745.03   | 6   | 46052,46241,46430,46047,46236,46425 | 512.29   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 16384      | 109.87                           | 672.42   | 6   | 44918,45107,45296,44913,45102,45291 | 512.01   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048       | 34.24                            | 209.39   | 6   | 49433,49622,49811,49428,49617,49806 | 511.54   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 16384      | 106.25                           | 648.7    | 6   | 51155,51344,51533,51150,51339,51528 | 510.54   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 16384      | 108.4                            | 661.46   | 6   | 47753,47942,48131,47748,47937,48126 | 510.2    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 16384      | 131.14                           | 796.69   | 6   | 50588,50777,50966,50583,50772,50961 | 507.51   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 16384      | 110.37                           | 668.47   | 6   | 49454,49643,49832,49449,49638,49827 | 505.66   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1024       | 20.24                            | 120.28   | 6   | 46591,46780,46969,46586,46775,46964 | 494.27   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 2048       | 36.44                            | 215.95   | 6   | 47165,47354,47543,47160,47349,47538 | 492.62   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 16384      | 130.77                           | 769.29   | 6   | 45485,45674,45863,45480,45669,45858 | 488.28   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 16384      | 130.91                           | 764.97   | 6   | 50021,50210,50399,50016,50205,50394 | 484.35   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 16384      | 111.8                            | 649.51   | 6   | 52289,52478,52667,52284,52473,52662 | 480.96   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 32768      | 146.23                           | 835.78   | 6   | 46626,46815,47004,46621,46810,46999 | 471.55   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 512        | 11.32                            | 64.46    | 6   | 46584,46773,46962,46579,46768,46957 | 469.43   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 32768      | 149.19                           | 845.47   | 6   | 44925,45114,45303,44920,45109,45298 | 466.71   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 512        | 11.06                            | 62.26    | 6   | 47718,47907,48096,47713,47902,48091 | 462.93   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1024       | 21.37                            | 118.42   | 6   | 48292,48481,48670,48287,48476,48665 | 454.14   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1024       | 21.28                            | 117.52   | 6   | 51694,51883,52072,51689,51878,52067 | 452.26   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 32768      | 151.65                           | 820.15   | 6   | 47760,47949,48138,47755,47944,48133 | 440.82   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1024       | 21.31                            | 115.08   | 6   | 44323,44512,44701,44318,44507,44696 | 440.03   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 32768      | 144.84                           | 778.31   | 6   | 43791,43980,44169,43786,43975,44164 | 437.36   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 512        | 11.9                             | 63.84    | 6   | 43749,43938,44127,43744,43933,44122 | 436.47   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1024       | 22.23                            | 119.19   | 6   | 47158,47347,47536,47153,47342,47531 | 436.17   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1024       | 21.51                            | 115.14   | 6   | 45457,45646,45835,45452,45641,45830 | 435.29   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1024       | 22.62                            | 120.32   | 6   | 43756,43945,44134,43751,43940,44129 | 431.92   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1024       | 22.1                             | 117.5    | 6   | 46024,46213,46402,46019,46208,46397 | 431.67   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 32768      | 149.54                           | 791.67   | 6   | 51162,51351,51540,51157,51346,51535 | 429.4    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1024       | 22.09                            | 116.85   | 6   | 50560,50749,50938,50555,50744,50933 | 428.97   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 32768      | 152.69                           | 807.65   | 6   | 52296,52485,52674,52291,52480,52669 | 428.95   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 32768      | 173.55                           | 914.38   | 6   | 46059,46248,46437,46054,46243,46432 | 426.87   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 1024       | 22.63                            | 118.69   | 6   | 51127,51316,51505,51122,51311,51500 | 424.48   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 32768      | 148.55                           | 769.96   | 6   | 48327,48516,48705,48322,48511,48700 | 418.32   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 32768      | 179.22                           | 927.68   | 6   | 44358,44547,44736,44353,44542,44731 | 417.62   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1024       | 22.3                             | 115.36   | 6   | 49993,50182,50371,49988,50177,50366 | 417.31   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 32768      | 180.29                           | 928.17   | 6   | 50028,50217,50406,50023,50212,50401 | 414.82   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 32768      | 174.24                           | 887.2    | 6   | 48894,49083,49272,48889,49078,49267 | 409.18   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 32768      | 181.38                           | 903.19   | 6   | 51729,51918,52107,51724,51913,52102 | 397.95   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 512        | 12.72                            | 63.33    | 6   | 52254,52443,52632,52249,52438,52627 | 397.88   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 256        | 6.57                             | 32.7     | 6   | 44876,45065,45254,44871,45060,45249 | 397.72   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 512        | 12.72                            | 62.85    | 6   | 49986,50175,50364,49981,50170,50359 | 394.1    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 32768      | 159.05                           | 779.65   | 6   | 49461,49650,49839,49456,49645,49834 | 390.19   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 32768      | 185.1                            | 902.06   | 6   | 47193,47382,47571,47188,47377,47566 | 387.34   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 32768      | 187.66                           | 902.05   | 6   | 50595,50784,50973,50590,50779,50968 | 380.68   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 512        | 12.75                            | 61.28    | 6   | 51687,51876,52065,51682,51871,52060 | 380.63   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 512        | 12.72                            | 60.43    | 6   | 48852,49041,49230,48847,49036,49225 | 375.08   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 194.33                           | 904.75   | 6   | 45492,45681,45870,45487,45676,45865 | 365.57   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 512        | 13.54                            | 63.02    | 6   | 51120,51309,51498,51115,51304,51493 | 365.44   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 65536      | 207.39                           | 960.16   | 6   | 51169,51358,51547,51164,51353,51542 | 362.97   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 65536      | 215.41                           | 986.47   | 6   | 46633,46822,47011,46628,46817,47006 | 357.95   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 512        | 13.84                            | 61.78    | 6   | 45450,45639,45828,45445,45634,45823 | 346.39   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 65536      | 205.66                           | 918.0    | 6   | 43798,43987,44176,43793,43982,44171 | 346.37   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 65536      | 224.02                           | 989.7    | 6   | 48334,48523,48712,48329,48518,48707 | 341.79   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 65536      | 272.12                           | 1184.43  | 6   | 44365,44554,44743,44360,44549,44738 | 335.26   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 65536      | 275.86                           | 1172.97  | 6   | 46066,46255,46444,46061,46250,46439 | 325.2    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 65536      | 223.25                           | 934.55   | 6   | 52303,52492,52681,52298,52487,52676 | 318.61   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 65536      | 275.78                           | 1152.27  | 6   | 48901,49090,49279,48896,49085,49274 | 317.82   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 65536      | 229.75                           | 958.21   | 6   | 47767,47956,48145,47762,47951,48140 | 317.07   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 65536      | 225.06                           | 933.75   | 6   | 44932,45121,45310,44927,45116,45305 | 314.89   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 512        | 14.79                            | 61.18    | 6   | 50553,50742,50931,50548,50737,50926 | 313.66   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 65536      | 236.68                           | 977.66   | 6   | 49468,49657,49846,49463,49652,49841 | 313.07   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 131072     | 342.22                           | 1411.56  | 6   | 43805,43994,44183,43800,43989,44178 | 312.47   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 65536      | 276.43                           | 1138.97  | 6   | 50602,50791,50980,50597,50786,50975 | 312.03   |
