+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------------+----------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-munro-43ff7415 |  master  | cnt |                 qid                 | pct_diff |
+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------------+----------+-----+-------------------------------------+----------+
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 4096       | 43.53                            | 352.1    | 6   | 43770,43959,44148,43765,43954,44143 | 708.87   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 4096       | 46.5                             | 362.03   | 6   | 46605,46794,46983,46600,46789,46978 | 678.56   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4096       | 47.13                            | 364.63   | 6   | 49440,49629,49818,49435,49624,49813 | 673.67   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 8192       | 71.26                            | 549.64   | 6   | 51148,51337,51526,51143,51332,51521 | 671.32   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 8192       | 68.81                            | 530.67   | 6   | 48313,48502,48691,48308,48497,48686 | 671.21   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2048       | 28.48                            | 217.64   | 6   | 50567,50756,50945,50562,50751,50940 | 664.19   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 4096       | 45.78                            | 343.16   | 6   | 51141,51330,51519,51136,51325,51514 | 649.58   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 50.07                            | 373.41   | 6   | 44337,44526,44715,44332,44521,44710 | 645.78   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 4096       | 51.54                            | 383.6    | 6   | 46038,46227,46416,46033,46222,46411 | 644.28   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4096       | 51.6                             | 383.48   | 6   | 50007,50196,50385,50002,50191,50380 | 643.18   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 4096       | 46.89                            | 347.99   | 6   | 48306,48495,48684,48301,48490,48679 | 642.14   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 4096       | 49.26                            | 364.65   | 6   | 47739,47928,48117,47734,47923,48112 | 640.26   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2048       | 29.27                            | 214.65   | 6   | 52268,52457,52646,52263,52452,52641 | 633.34   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 4096       | 50.0                             | 365.61   | 6   | 50574,50763,50952,50569,50758,50947 | 631.22   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2048       | 28.85                            | 209.45   | 6   | 43763,43952,44141,43758,43947,44136 | 626.0    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 4096       | 49.43                            | 358.31   | 6   | 44904,45093,45282,44899,45088,45277 | 624.88   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 8192       | 81.09                            | 583.09   | 6   | 51715,51904,52093,51710,51899,52088 | 619.07   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 8192       | 81.59                            | 584.61   | 6   | 50581,50770,50959,50576,50765,50954 | 616.52   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 8192       | 74.15                            | 524.9    | 6   | 49447,49636,49825,49442,49631,49820 | 607.89   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 16384      | 109.25                           | 769.95   | 6   | 46619,46808,46997,46614,46803,46992 | 604.76   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2048       | 30.67                            | 213.63   | 6   | 46031,46220,46409,46026,46215,46404 | 596.54   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 8192       | 85.15                            | 591.07   | 6   | 45478,45667,45856,45473,45662,45851 | 594.15   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 73.02                            | 505.77   | 6   | 43777,43966,44155,43772,43961,44150 | 592.65   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 8192       | 84.32                            | 580.95   | 6   | 46045,46234,46423,46040,46229,46418 | 588.98   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1024       | 16.64                            | 114.5    | 6   | 48859,49048,49237,48854,49043,49232 | 588.1    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 4096       | 56.04                            | 383.95   | 6   | 47172,47361,47550,47167,47356,47545 | 585.14   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 4096       | 54.73                            | 374.35   | 6   | 51708,51897,52086,51703,51892,52081 | 583.99   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 8192       | 73.07                            | 499.55   | 6   | 52282,52471,52660,52277,52466,52655 | 583.66   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2048       | 31.72                            | 216.83   | 6   | 51701,51890,52079,51696,51885,52074 | 583.58   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 2048       | 30.42                            | 207.66   | 6   | 51134,51323,51512,51129,51318,51507 | 582.64   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4096       | 50.41                            | 343.61   | 6   | 52275,52464,52653,52270,52459,52648 | 581.63   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2048       | 32.09                            | 218.52   | 6   | 48299,48488,48677,48294,48483,48672 | 580.96   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 8192       | 86.03                            | 585.77   | 6   | 47179,47368,47557,47174,47363,47552 | 580.89   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 4096       | 54.23                            | 368.59   | 6   | 45471,45660,45849,45466,45655,45844 | 579.68   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 8192       | 76.92                            | 519.61   | 6   | 47746,47935,48124,47741,47930,48119 | 575.52   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2048       | 32.77                            | 221.3    | 6   | 50000,50189,50378,49995,50184,50373 | 575.31   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2048       | 32.48                            | 216.91   | 6   | 45464,45653,45842,45459,45648,45837 | 567.83   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2048       | 31.77                            | 211.91   | 6   | 46598,46787,46976,46593,46782,46971 | 567.01   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 8192       | 84.0                             | 555.67   | 6   | 48880,49069,49258,48875,49064,49253 | 561.51   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024       | 18.19                            | 120.25   | 6   | 52261,52450,52639,52256,52445,52634 | 561.08   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 8192       | 75.41                            | 497.05   | 6   | 44911,45100,45289,44906,45095,45284 | 559.13   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2048       | 32.79                            | 215.51   | 6   | 48866,49055,49244,48861,49050,49239 | 557.24   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 33.42                            | 218.79   | 6   | 44330,44519,44708,44325,44514,44703 | 554.67   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1024       | 18.34                            | 119.17   | 6   | 44890,45079,45268,44885,45074,45263 | 549.78   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 16384      | 101.74                           | 653.7    | 6   | 48320,48509,48698,48315,48504,48693 | 542.52   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1024       | 18.54                            | 118.4    | 6   | 49426,49615,49804,49421,49610,49799 | 538.62   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 8192       | 87.3                             | 556.18   | 6   | 50014,50203,50392,50009,50198,50387 | 537.09   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2048       | 32.73                            | 207.75   | 6   | 44897,45086,45275,44892,45081,45270 | 534.74   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 4096       | 55.87                            | 354.06   | 6   | 48873,49062,49251,48868,49057,49246 | 533.72   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 16384      | 125.43                           | 794.02   | 6   | 47186,47375,47564,47181,47370,47559 | 533.04   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 16384      | 122.66                           | 769.47   | 6   | 44351,44540,44729,44346,44535,44724 | 527.32   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 16384      | 109.11                           | 682.55   | 6   | 43784,43973,44162,43779,43968,44157 | 525.56   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2048       | 33.34                            | 208.19   | 6   | 47732,47921,48110,47727,47916,48105 | 524.45   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 8192       | 88.38                            | 548.42   | 6   | 44344,44533,44722,44339,44528,44717 | 520.53   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 16384      | 125.08                           | 773.84   | 6   | 51722,51911,52100,51717,51906,52095 | 518.68   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 1024       | 18.77                            | 116.04   | 6   | 47725,47914,48103,47720,47909,48098 | 518.22   |
