+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------+----------------------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-43ff7415 | patched-geoghegan-munro-43ff7415 | cnt |                 qid                 |   diff   | pct_diff |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 128036     | 442.3                      | 443.55                           | 6   | 7999,8174,8349,8000,8175,8350       | 1.25     | 0.28     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 131072     | 54.34                      | 55.58                            | 6   | 26206,26409,26612,26207,26410,26613 | 1.24     | 2.28     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 131072     | 207.1                      | 208.33                           | 6   | 25597,25800,26003,25598,25801,26004 | 1.23     | 0.59     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 2048       | 33.07                      | 34.28                            | 6   | 18898,19066,19234,18899,19067,19235 | 1.21     | 3.66     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 32768      | 266.92                     | 268.1                            | 6   | 24470,24638,24806,24471,24639,24807 | 1.18     | 0.44     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 53.31                      | 54.48                            | 6   | 26801,27004,27207,26802,27005,27208 | 1.17     | 2.19     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 2048       | 11.38                      | 12.43                            | 6   | 16357,16532,16707,16358,16533,16708 | 1.05     | 9.23     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 16384      | 50.59                      | 51.63                            | 6   | 103,278,453,104,279,454             | 1.04     | 2.06     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 16384      | 165.93                     | 166.96                           | 6   | 19423,19591,19759,19424,19592,19760 | 1.03     | 0.62     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 8192       | 71.14                      | 72.15                            | 6   | 17904,18072,18240,17905,18073,18241 | 1.01     | 1.42     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 282768     | 2205.12                    | 2206.1                           | 6   | 17974,18142,18310,17975,18143,18311 | 0.98     | 0.04     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 32.29                      | 33.24                            | 6   | 614,789,964,615,790,965             | 0.95     | 2.94     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 8192       | 27.54                      | 28.49                            | 6   | 6921,7096,7271,6922,7097,7272       | 0.95     | 3.45     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 32768      | 359.7                      | 360.64                           | 6   | 21950,22118,22286,21951,22119,22287 | 0.94     | 0.26     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 189018     | 2035.12                    | 2036.03                          | 6   | 21985,22153,22321,21986,22154,22322 | 0.91     | 0.04     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 65536      | 487.04                     | 487.95                           | 6   | 642,817,992,643,818,993             | 0.91     | 0.19     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 64         | 3.22                       | 4.1                              | 6   | 20879,21047,21215,20880,21048,21216 | 0.88     | 27.33    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 32768      | 116.82                     | 117.68                           | 6   | 1160,1335,1510,1161,1336,1511       | 0.86     | 0.74     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 4096       | 15.61                      | 16.45                            | 6   | 89,264,439,90,265,440               | 0.84     | 5.38     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 64         | 2.62                       | 3.46                             | 6   | 12647,12822,12997,12648,12823,12998 | 0.84     | 32.06    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 4096       | 43.9                       | 44.72                            | 6   | 20921,21089,21257,20922,21090,21258 | 0.82     | 1.87     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 1048576    | 396.42                     | 397.23                           | 6   | 26227,26430,26633,26228,26431,26634 | 0.81     | 0.2      |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 512        | 5.61                       | 6.42                             | 6   | 3218,3393,3568,3219,3394,3569       | 0.81     | 14.44    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 2048       | 19.18                      | 19.98                            | 6   | 11632,11807,11982,11633,11808,11983 | 0.8      | 4.17     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 2048       | 38.31                      | 39.11                            | 6   | 23938,24106,24274,23939,24107,24275 | 0.8      | 2.09     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 16         | 2.38                       | 3.17                             | 6   | 19857,20025,20193,19858,20026,20194 | 0.79     | 33.19    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 8192       | 38.65                      | 39.41                            | 6   | 16371,16546,16721,16372,16547,16722 | 0.76     | 1.97     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 65536      | 29.15                      | 29.9                             | 6   | 26199,26402,26605,26200,26403,26606 | 0.75     | 2.57     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 62.82                      | 63.56                            | 6   | 16896,17064,17232,16897,17065,17233 | 0.74     | 1.18     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 16384      | 122.92                     | 123.66                           | 6   | 6403,6578,6753,6404,6579,6754       | 0.74     | 0.6      |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 2048       | 36.88                      | 37.62                            | 6   | 22426,22594,22762,22427,22595,22763 | 0.74     | 2.01     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 16         | 1.26                       | 1.98                             | 6   | 5283,5458,5633,5284,5459,5634       | 0.72     | 57.14    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 1024       | 18.93                      | 19.64                            | 6   | 17379,17547,17715,17380,17548,17716 | 0.71     | 3.75     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 64         | 3.6                        | 4.3                              | 6   | 23903,24071,24239,23904,24072,24240 | 0.7      | 19.44    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 16384      | 27.58                      | 28.27                            | 6   | 26794,26997,27200,26795,26998,27201 | 0.69     | 2.5      |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 64         | 1.99                       | 2.67                             | 6   | 9497,9672,9847,9498,9673,9848       | 0.68     | 34.17    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 2          | 1.33                       | 1.98                             | 6   | 22860,23028,23196,22861,23029,23197 | 0.65     | 48.87    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 35.01                      | 35.64                            | 6   | 17386,17554,17722,17387,17555,17723 | 0.63     | 1.8      |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 65536      | 47.15                      | 47.78                            | 6   | 27417,27620,27823,27418,27621,27824 | 0.63     | 1.34     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 512        | 10.69                      | 11.32                            | 6   | 22916,23084,23252,22917,23085,23253 | 0.63     | 5.89     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 64         | 2.09                       | 2.71                             | 6   | 11597,11772,11947,11598,11773,11948 | 0.62     | 29.67    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 32         | 1.76                       | 2.38                             | 6   | 3715,3890,4065,3716,3891,4066       | 0.62     | 35.23    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 2048       | 20.71                      | 21.32                            | 6   | 17890,18058,18226,17891,18059,18227 | 0.61     | 2.95     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 2          | 1.17                       | 1.77                             | 6   | 14187,14362,14537,14188,14363,14538 | 0.6      | 51.28    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 1024       | 19.1                       | 19.7                             | 6   | 22419,22587,22755,22420,22588,22756 | 0.6      | 3.14     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 4096       | 20.81                      | 21.4                             | 6   | 9539,9714,9889,9540,9715,9890       | 0.59     | 2.84     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 2          | 1.27                       | 1.85                             | 6   | 18828,18996,19164,18829,18997,19165 | 0.58     | 45.67    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 1024       | 18.25                      | 18.83                            | 6   | 21411,21579,21747,21412,21580,21748 | 0.58     | 3.18     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 65536      | 29.03                      | 29.61                            | 6   | 24981,25184,25387,24982,25185,25388 | 0.58     | 2.0      |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 8192       | 67.38                      | 67.95                            | 6   | 7446,7621,7796,7447,7622,7797       | 0.57     | 0.85     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 4          | 1.37                       | 1.94                             | 6   | 19,194,369,20,195,370               | 0.57     | 41.61    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 4          | 1.54                       | 2.11                             | 6   | 23875,24043,24211,23876,24044,24212 | 0.57     | 37.01    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 4096       | 34.79                      | 35.35                            | 6   | 23441,23609,23777,23442,23610,23778 | 0.56     | 1.61     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 1          | 1.09                       | 1.65                             | 6   | 2105,2280,2455,2106,2281,2456       | 0.56     | 51.38    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 256        | 3.72                       | 4.27                             | 6   | 14236,14411,14586,14237,14412,14587 | 0.55     | 14.78    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 4          | 1.32                       | 1.86                             | 6   | 11044,11219,11394,11045,11220,11395 | 0.54     | 40.91    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 8          | 1.44                       | 1.96                             | 6   | 7901,8076,8251,7902,8077,8252       | 0.52     | 36.11    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 64         | 1.91                       | 2.42                             | 6   | 7922,8097,8272,7923,8098,8273       | 0.51     | 26.7     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 1024       | 2.52                       | 3.03                             | 6   | 24939,25142,25345,24940,25143,25346 | 0.51     | 20.24    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 131072     | 54.82                      | 55.33                            | 6   | 24988,25191,25394,24989,25192,25395 | 0.51     | 0.93     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 32768      | 257.94                     | 258.45                           | 6   | 7460,7635,7810,7461,7636,7811       | 0.51     | 0.2      |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 2          | 1.3                        | 1.8                              | 6   | 1587,1762,1937,1588,1763,1938       | 0.5      | 38.46    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 32768      | 53.58                      | 54.07                            | 6   | 25583,25786,25989,25584,25787,25990 | 0.49     | 0.91     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 1024       | 9.72                       | 10.21                            | 6   | 3225,3400,3575,3226,3401,3576       | 0.49     | 5.04     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 16         | 1.64                       | 2.13                             | 6   | 12633,12808,12983,12634,12809,12984 | 0.49     | 29.88    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 64         | 1.91                       | 2.39                             | 6   | 24911,25114,25317,24912,25115,25318 | 0.48     | 25.13    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 64         | 2.23                       | 2.71                             | 6   | 1622,1797,1972,1623,1798,1973       | 0.48     | 21.52    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 1024       | 11.4                       | 11.87                            | 6   | 17883,18051,18219,17884,18052,18220 | 0.47     | 4.12     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 8192       | 8.06                       | 8.53                             | 6   | 27396,27599,27802,27397,27600,27803 | 0.47     | 5.83     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 8          | 1.92                       | 2.38                             | 6   | 24386,24554,24722,24387,24555,24723 | 0.46     | 23.96    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 1024       | 9.82                       | 10.27                            | 6   | 600,775,950,601,776,951             | 0.45     | 4.58     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 512        | 4.25                       | 4.69                             | 6   | 16343,16518,16693,16344,16519,16694 | 0.44     | 10.35    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 256        | 6.45                       | 6.89                             | 6   | 18373,18541,18709,18374,18542,18710 | 0.44     | 6.82     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 4096       | 17.42                      | 17.86                            | 6   | 1139,1314,1489,1140,1315,1490       | 0.44     | 2.53     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 128036     | 356.92                     | 357.36                           | 6   | 6949,7124,7299,6950,7125,7300       | 0.44     | 0.12     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 4          | 1.2                        | 1.62                             | 6   | 1594,1769,1944,1595,1770,1945       | 0.42     | 35.0     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024       | 11.98                      | 12.39                            | 6   | 24435,24603,24771,24436,24604,24772 | 0.41     | 3.42     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 16384      | 9.8                        | 10.2                             | 6   | 24967,25170,25373,24968,25171,25374 | 0.4      | 4.08     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 32768      | 511.7                      | 512.09                           | 6   | 22958,23126,23294,22959,23127,23295 | 0.39     | 0.08     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 512        | 8.03                       | 8.4                              | 6   | 19388,19556,19724,19389,19557,19725 | 0.37     | 4.61     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 2          | 1.14                       | 1.5                              | 6   | 16812,16980,17148,16813,16981,17149 | 0.36     | 31.58    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 4096       | 69.4                       | 69.76                            | 6   | 22433,22601,22769,22434,22602,22770 | 0.36     | 0.52     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 65536      | 105.13                     | 105.49                           | 6   | 26808,27011,27214,26809,27012,27215 | 0.36     | 0.34     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 8192       | 71.66                      | 72.01                            | 6   | 24456,24624,24792,24457,24625,24793 | 0.35     | 0.49     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 128        | 2.55                       | 2.9                              | 6   | 14229,14404,14579,14230,14405,14580 | 0.35     | 13.73    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 256        | 2.88                       | 3.23                             | 6   | 16336,16511,16686,16337,16512,16687 | 0.35     | 12.15    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 2          | 1.09                       | 1.44                             | 6   | 9462,9637,9812,9463,9638,9813       | 0.35     | 32.11    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 2          | 1.32                       | 1.66                             | 6   | 20844,21012,21180,20845,21013,21181 | 0.34     | 25.76    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 1024       | 20.6                       | 20.92                            | 6   | 18387,18555,18723,18388,18556,18724 | 0.32     | 1.55     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 128        | 4.39                       | 4.71                             | 6   | 18870,19038,19206,18871,19039,19207 | 0.32     | 7.29     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 32         | 1.84                       | 2.16                             | 6   | 2140,2315,2490,2141,2316,2491       | 0.32     | 17.39    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 8          | 1.17                       | 1.49                             | 6   | 12101,12276,12451,12102,12277,12452 | 0.32     | 27.35    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 128        | 2.64                       | 2.95                             | 6   | 6879,7054,7229,6880,7055,7230       | 0.31     | 11.74    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 32         | 3.4                        | 3.7                              | 6   | 17344,17512,17680,17345,17513,17681 | 0.3      | 8.82     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 32         | 1.72                       | 2.02                             | 6   | 16315,16490,16665,16316,16491,16666 | 0.3      | 17.44    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 512        | 2.93                       | 3.23                             | 6   | 25541,25744,25947,25542,25745,25948 | 0.3      | 10.24    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 32768      | 244.14                     | 244.43                           | 6   | 6410,6585,6760,6411,6586,6761       | 0.29     | 0.12     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 512        | 6.01                       | 6.3                              | 6   | 14243,14418,14593,14244,14419,14594 | 0.29     | 4.83     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 16         | 2.32                       | 2.61                             | 6   | 19353,19521,19689,19354,19522,19690 | 0.29     | 12.5     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 128        | 2.02                       | 2.31                             | 6   | 24918,25121,25324,24919,25122,25325 | 0.29     | 14.36    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 1.94                       | 2.21                             | 6   | 17834,18002,18170,17835,18003,18171 | 0.27     | 13.92    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 1024       | 9.33                       | 9.6                              | 6   | 6375,6550,6725,6376,6551,6726       | 0.27     | 2.89     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 2048       | 20.73                      | 21.0                             | 6   | 24442,24610,24778,24443,24611,24779 | 0.27     | 1.3      |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 4096       | 66.06                      | 66.33                            | 6   | 22937,23105,23273,22938,23106,23274 | 0.27     | 0.41     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 256        | 2.9                        | 3.16                             | 6   | 7936,8111,8286,7937,8112,8287       | 0.26     | 8.97     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 128        | 3.71                       | 3.97                             | 6   | 17862,18030,18198,17863,18031,18199 | 0.26     | 7.01     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 256        | 2.46                       | 2.72                             | 6   | 25534,25737,25940,25535,25738,25941 | 0.26     | 10.57    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 8          | 1.27                       | 1.53                             | 6   | 13151,13326,13501,13152,13327,13502 | 0.26     | 20.47    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 16         | 1.47                       | 1.72                             | 6   | 11058,11233,11408,11059,11234,11409 | 0.25     | 17.01    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 8          | 1.26                       | 1.51                             | 6   | 13676,13851,14026,13677,13852,14027 | 0.25     | 19.84    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 1          | 1.0                        | 1.25                             | 6   | 22349,22517,22685,22350,22518,22686 | 0.25     | 25.0     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 4096       | 20.7                       | 20.93                            | 6   | 16364,16539,16714,16365,16540,16715 | 0.23     | 1.11     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 2048       | 18.86                      | 19.09                            | 6   | 16882,17050,17218,16883,17051,17219 | 0.23     | 1.22     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 2048       | 39.63                      | 39.86                            | 6   | 18394,18562,18730,18395,18563,18731 | 0.23     | 0.58     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 256        | 3.51                       | 3.73                             | 6   | 7411,7586,7761,7412,7587,7762       | 0.22     | 6.27     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8          | 1.4                        | 1.62                             | 6   | 24890,25093,25296,24891,25094,25297 | 0.22     | 15.71    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 4          | 1.66                       | 1.88                             | 6   | 17323,17491,17659,17324,17492,17660 | 0.22     | 13.25    |
