+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+----------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values |  master  | patched-geoghegan-munro-43ff7415 | cnt |                 qid                 | pct_diff |
+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+----------------------------------+-----+-------------------------------------+----------+
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 2          | 1.27     | 2.81                             | 6   | 21848,22016,22184,21853,22021,22189 | 121.26   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 4          | 1.26     | 1.94                             | 6   | 15,190,365,20,195,370               | 53.97    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 8          | 1.29     | 1.96                             | 6   | 7897,8072,8247,7902,8077,8252       | 51.94    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 2          | 1.18     | 1.77                             | 6   | 14183,14358,14533,14188,14363,14538 | 50.0     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1          | 0.92     | 1.38                             | 6   | 34000,34203,34406,34005,34208,34411 | 50.0     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 2          | 1.25     | 1.85                             | 6   | 18824,18992,19160,18829,18997,19165 | 48.0     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 2          | 1.37     | 1.98                             | 6   | 22856,23024,23192,22861,23029,23197 | 44.53    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 2          | 1.26     | 1.8                              | 6   | 1583,1758,1933,1588,1763,1938       | 42.86    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 4          | 1.5      | 2.11                             | 6   | 23871,24039,24207,23876,24044,24212 | 40.67    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 4          | 1.19     | 1.62                             | 6   | 1590,1765,1940,1595,1770,1945       | 36.13    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 64         | 1.94     | 2.64                             | 6   | 43,218,393,48,223,398               | 36.08    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1          | 0.89     | 1.19                             | 6   | 43681,43870,44059,43686,43875,44064 | 33.71    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1          | 1.13     | 1.51                             | 6   | 43114,43303,43492,43119,43308,43497 | 33.63    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 2          | 1.28     | 1.71                             | 6   | 29135,29338,29541,29140,29343,29546 | 33.59    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1          | 0.9      | 1.2                              | 6   | 52186,52375,52564,52191,52380,52569 | 33.33    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 1          | 1.11     | 1.48                             | 6   | 41980,42169,42358,41985,42174,42363 | 33.33    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 1          | 1.24     | 1.65                             | 6   | 2101,2276,2451,2106,2281,2456       | 33.06    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 8          | 1.99     | 2.63                             | 6   | 48238,48427,48616,48243,48432,48621 | 32.16    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 64         | 1.81     | 2.39                             | 6   | 24907,25110,25313,24912,25115,25318 | 32.04    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 524288     | 197.09   | 258.62                           | 6   | 34133,34336,34539,34138,34341,34544 | 31.22    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2          | 0.93     | 1.22                             | 6   | 44255,44444,44633,44260,44449,44638 | 31.18    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 4          | 1.42     | 1.86                             | 6   | 11040,11215,11390,11045,11220,11395 | 30.99    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 1          | 0.97     | 1.27                             | 6   | 21337,21505,21673,21342,21510,21678 | 30.93    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 1          | 1.01     | 1.32                             | 6   | 24361,24529,24697,24366,24534,24702 | 30.69    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 128        | 2.28     | 2.95                             | 6   | 6875,7050,7225,6880,7055,7230       | 29.39    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 256        | 2.6      | 3.33                             | 6   | 53376,53565,53754,53381,53570,53759 | 28.08    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 512        | 2.54     | 3.23                             | 6   | 25537,25740,25943,25542,25745,25948 | 27.17    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 16         | 1.56     | 1.98                             | 6   | 5279,5454,5629,5284,5459,5634       | 26.92    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8          | 1.28     | 1.62                             | 6   | 24886,25089,25292,24891,25094,25297 | 26.56    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 256        | 1.84     | 2.32                             | 6   | 24921,25124,25327,24926,25129,25332 | 26.09    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 131072     | 384.07   | 483.91                           | 6   | 35862,36051,36240,35867,36056,36245 | 26.0     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 4          | 1.43     | 1.8                              | 6   | 23367,23535,23703,23372,23540,23708 | 25.87    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 4          | 1.86     | 2.33                             | 6   | 41427,41616,41805,41432,41621,41810 | 25.27    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2          | 1.03     | 1.29                             | 6   | 43688,43877,44066,43693,43882,44071 | 25.24    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 3.34     | 4.18                             | 6   | 35764,35953,36142,35769,35958,36147 | 25.15    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2012144    | 5685.05  | 7086.63                          | 6   | 35918,36107,36296,35923,36112,36301 | 24.65    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 128        | 10.1     | 12.55                            | 6   | 43163,43352,43541,43168,43357,43546 | 24.26    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 512        | 2.13     | 2.64                             | 6   | 26146,26349,26552,26151,26354,26557 | 23.94    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1012144    | 2932.55  | 3634.3                           | 6   | 35890,36079,36268,35895,36084,36273 | 23.93    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1762144    | 5112.41  | 6332.74                          | 6   | 43282,43471,43660,43287,43476,43665 | 23.87    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2012144    | 5797.54  | 7174.49                          | 6   | 43289,43478,43667,43294,43483,43672 | 23.75    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1262144    | 3638.4   | 4489.31                          | 6   | 43268,43457,43646,43273,43462,43651 | 23.39    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2262144    | 6544.74  | 8069.51                          | 6   | 35925,36114,36303,35930,36119,36308 | 23.3     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1262144    | 3678.68  | 4533.76                          | 6   | 35897,36086,36275,35902,36091,36280 | 23.24    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 262144     | 774.92   | 954.98                           | 6   | 43240,43429,43618,43245,43434,43623 | 23.24    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 16         | 1.58     | 1.94                             | 6   | 25502,25705,25908,25507,25710,25913 | 22.78    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1512144    | 4373.56  | 5364.69                          | 6   | 43275,43464,43653,43280,43469,43658 | 22.66    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 262144     | 766.99   | 940.52                           | 6   | 35869,36058,36247,35874,36063,36252 | 22.62    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1          | 1.15     | 1.41                             | 6   | 42547,42736,42925,42552,42741,42930 | 22.61    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 64         | 2.22     | 2.71                             | 6   | 11593,11768,11943,11598,11773,11948 | 22.07    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 64         | 1.19     | 1.45                             | 4   | 53929,54118,53934,54123             | 21.85    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 512144     | 1518.01  | 1842.64                          | 6   | 43247,43436,43625,43252,43441,43630 | 21.39    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2          | 1.56     | 1.89                             | 6   | 37451,37640,37829,37456,37645,37834 | 21.15    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 65536      | 205.71   | 248.95                           | 6   | 35855,36044,36233,35860,36049,36238 | 21.02    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 512144     | 1495.46  | 1806.28                          | 6   | 35876,36065,36254,35881,36070,36259 | 20.78    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1762144    | 5165.83  | 6221.91                          | 6   | 35911,36100,36289,35916,36105,36294 | 20.44    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 16         | 1.13     | 1.36                             | 6   | 52781,52970,53159,52786,52975,53164 | 20.35    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1512144    | 4470.68  | 5367.35                          | 6   | 35904,36093,36282,35909,36098,36287 | 20.06    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 762144     | 2238.57  | 2683.89                          | 6   | 35883,36072,36261,35888,36077,36266 | 19.89    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1          | 0.96     | 1.15                             | 6   | 49351,49540,49729,49356,49545,49734 | 19.79    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2          | 1.02     | 1.22                             | 6   | 45389,45578,45767,45394,45583,45772 | 19.61    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2262144    | 6672.87  | 7972.16                          | 6   | 43296,43485,43674,43301,43490,43679 | 19.47    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4          | 1.25     | 1.49                             | 6   | 49932,50121,50310,49937,50126,50315 | 19.2     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2          | 1.46     | 1.74                             | 6   | 42554,42743,42932,42559,42748,42937 | 19.18    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1012144    | 3014.53  | 3587.89                          | 6   | 43261,43450,43639,43266,43455,43644 | 19.02    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 64         | 2.91     | 3.46                             | 6   | 12643,12818,12993,12648,12823,12998 | 18.9     |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 4          | 1.27     | 1.51                             | 6   | 43695,43884,44073,43700,43889,44078 | 18.9     |
