+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------------+------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-munro-43ff7415 | patched-728899ba | cnt |                 qid                 |   diff   | pct_diff |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 9048576    | 3372.61                          | 5287.05          | 6   | 32983,33186,33389,32979,33182,33385 | 1914.44  | 56.76    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 440536     | 6899.66                          | 8789.96          | 6   | 12760,12935,13110,12756,12931,13106 | 1890.3   | 27.4     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 4048576    | 4594.8                           | 6448.12          | 6   | 33557,33760,33963,33553,33756,33959 | 1853.32  | 40.34    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 5048576    | 6741.59                          | 8586.61          | 6   | 32346,32549,32752,32342,32545,32748 | 1845.02  | 27.37    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 8048576    | 12498.19                         | 14340.74         | 6   | 25668,25871,26074,25664,25867,26070 | 1842.55  | 14.74    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8048576    | 2956.1                           | 4732.64          | 6   | 25059,25262,25465,25055,25258,25461 | 1776.54  | 60.1     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 190536     | 1865.09                          | 3586.18          | 6   | 15882,16057,16232,15878,16053,16228 | 1721.09  | 92.28    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 378036     | 4590.59                          | 6254.92          | 6   | 11178,11353,11528,11174,11349,11524 | 1664.33  | 36.26    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2262144    | 2815.33                          | 4462.4           | 6   | 52940,53129,53318,52936,53125,53314 | 1647.07  | 58.5     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2012144    | 2433.49                          | 4045.75          | 6   | 52933,53122,53311,52929,53118,53307 | 1612.26  | 66.25    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 253036     | 2070.64                          | 3682.22          | 6   | 12214,12389,12564,12210,12385,12560 | 1611.58  | 77.83    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 378036     | 5958.39                          | 7531.62          | 6   | 12753,12928,13103,12749,12924,13099 | 1573.23  | 26.4     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 190536     | 2260.55                          | 3820.26          | 6   | 12732,12907,13082,12728,12903,13078 | 1559.71  | 69.0     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 7048576    | 2612.26                          | 4147.62          | 6   | 32969,33172,33375,32965,33168,33371 | 1535.36  | 58.78    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 190536     | 2166.12                          | 3701.31          | 6   | 13782,13957,14132,13778,13953,14128 | 1535.19  | 70.87    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 7048576    | 2598.34                          | 4121.29          | 6   | 25052,25255,25458,25048,25251,25454 | 1522.95  | 58.61    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 128036     | 1058.52                          | 2568.98          | 6   | 12725,12900,13075,12721,12896,13071 | 1510.46  | 142.7    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 7048576    | 8070.61                          | 9560.11          | 6   | 31142,31345,31548,31138,31341,31544 | 1489.5   | 18.46    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 378036     | 3737.71                          | 5206.53          | 6   | 14853,15028,15203,14849,15024,15199 | 1468.82  | 39.3     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 4048576    | 5417.09                          | 6885.19          | 6   | 32339,32542,32745,32335,32538,32741 | 1468.1   | 27.1     |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 5048576    | 5844.31                          | 7307.95          | 6   | 29910,30113,30316,29906,30109,30312 | 1463.64  | 25.04    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 9048576    | 5756.66                          | 7210.12          | 6   | 30547,30750,30953,30543,30746,30949 | 1453.46  | 25.25    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 9048576    | 5772.63                          | 7222.14          | 6   | 27502,27705,27908,27498,27701,27904 | 1449.51  | 25.11    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 9048576    | 3813.11                          | 5261.75          | 6   | 25066,25269,25472,25062,25265,25468 | 1448.64  | 37.99    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 378036     | 4529.46                          | 5959.83          | 6   | 12228,12403,12578,12224,12399,12574 | 1430.37  | 31.58    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1762144    | 2147.72                          | 3494.44          | 6   | 52926,53115,53304,52922,53111,53300 | 1346.72  | 62.7     |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 8048576    | 5098.48                          | 6441.36          | 6   | 30540,30743,30946,30536,30739,30942 | 1342.88  | 26.34    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 9048576    | 13992.16                         | 15315.47         | 6   | 32374,32577,32780,32370,32573,32776 | 1323.31  | 9.46     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 8048576    | 12402.64                         | 13722.84         | 6   | 32367,32570,32773,32363,32566,32769 | 1320.2   | 10.64    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 6048576    | 2255.4                           | 3556.17          | 6   | 32962,33165,33368,32958,33161,33364 | 1300.77  | 57.67    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 315536     | 5004.44                          | 6265.68          | 6   | 12746,12921,13096,12742,12917,13092 | 1261.24  | 25.2     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 5048576    | 6835.95                          | 8096.17          | 6   | 33564,33767,33970,33560,33763,33966 | 1260.22  | 18.44    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 8048576    | 5099.29                          | 6350.71          | 6   | 27495,27698,27901,27491,27694,27897 | 1251.42  | 24.54    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 9048576    | 14103.97                         | 15339.83         | 6   | 25675,25878,26081,25671,25874,26077 | 1235.86  | 8.76     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1262144    | 6726.45                          | 7958.23          | 6   | 53479,53668,53857,53475,53664,53853 | 1231.78  | 18.31    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1512144    | 1810.07                          | 2995.31          | 6   | 52919,53108,53297,52915,53104,53293 | 1185.24  | 65.48    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 7048576    | 4515.06                          | 5692.91          | 6   | 30533,30736,30939,30529,30732,30935 | 1177.85  | 26.09    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 7048576    | 4460.87                          | 5605.02          | 6   | 27488,27691,27894,27484,27687,27890 | 1144.15  | 25.65    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 5048576    | 1878.8                           | 2967.89          | 6   | 25038,25241,25444,25034,25237,25440 | 1089.09  | 57.97    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 5048576    | 1926.48                          | 2987.63          | 6   | 32955,33158,33361,32951,33154,33357 | 1061.15  | 55.08    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 5048576    | 5804.78                          | 6857.13          | 6   | 31128,31331,31534,31124,31327,31530 | 1052.35  | 18.13    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 6048576    | 2550.0                           | 3599.23          | 6   | 25045,25248,25451,25041,25244,25447 | 1049.23  | 41.15    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 378036     | 3722.56                          | 4765.64          | 6   | 10128,10303,10478,10124,10299,10474 | 1043.08  | 28.02    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 128036     | 1455.67                          | 2496.31          | 6   | 13775,13950,14125,13771,13946,14121 | 1040.64  | 71.49    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1012144    | 5372.99                          | 6407.67          | 6   | 53472,53661,53850,53468,53657,53846 | 1034.68  | 19.26    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 315536     | 3748.84                          | 4749.6           | 6   | 12221,12396,12571,12217,12392,12567 | 1000.76  | 26.7     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 7048576    | 10935.15                         | 11935.64         | 6   | 25661,25864,26067,25657,25860,26063 | 1000.49  | 9.15     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 253036     | 2501.12                          | 3499.15          | 6   | 14839,15014,15189,14835,15010,15185 | 998.03   | 39.9     |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 6048576    | 3822.82                          | 4819.44          | 6   | 30526,30729,30932,30522,30725,30928 | 996.62   | 26.07    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 9048576    | 12157.25                         | 13105.11         | 6   | 28111,28314,28517,28107,28310,28513 | 947.86   | 7.8      |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2262144    | 13400.9                          | 14339.31         | 6   | 53507,53696,53885,53503,53692,53881 | 938.41   | 7.0      |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 6048576    | 3853.37                          | 4780.51          | 6   | 27481,27684,27887,27477,27680,27883 | 927.14   | 24.06    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1262144    | 1596.15                          | 2516.58          | 6   | 52912,53101,53290,52908,53097,53286 | 920.43   | 57.67    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 8048576    | 10813.46                         | 11726.16         | 6   | 29931,30134,30337,29927,30130,30333 | 912.7    | 8.44     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 4048576    | 1497.43                          | 2390.27          | 6   | 25031,25234,25437,25027,25230,25433 | 892.84   | 59.62    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1512144    | 7189.16                          | 8076.97          | 6   | 39878,40067,40256,39874,40063,40252 | 887.81   | 12.35    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 4048576    | 4621.22                          | 5492.58          | 6   | 29294,29497,29700,29290,29493,29696 | 871.36   | 18.86    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4048576    | 4629.76                          | 5496.54          | 6   | 31121,31324,31527,31117,31320,31523 | 866.78   | 18.72    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 9048576    | 12210.87                         | 13067.33         | 6   | 29938,30141,30344,29934,30137,30340 | 856.46   | 7.01     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 762144     | 4017.65                          | 4866.74          | 6   | 53465,53654,53843,53461,53650,53839 | 849.09   | 21.13    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 6048576    | 9390.46                          | 10218.76         | 6   | 25654,25857,26060,25650,25853,26056 | 828.3    | 8.82     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 5048576    | 3202.28                          | 4024.12          | 6   | 27474,27677,27880,27470,27673,27876 | 821.84   | 25.66    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 65536      | 477.55                           | 1286.09          | 6   | 13768,13943,14118,13764,13939,14114 | 808.54   | 169.31   |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1012144    | 1226.6                           | 2014.55          | 6   | 52905,53094,53283,52901,53090,53279 | 787.95   | 64.24    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 8048576    | 10841.73                         | 11626.65         | 6   | 28104,28307,28510,28100,28303,28506 | 784.92   | 7.24     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 65536      | 562.96                           | 1320.89          | 6   | 11143,11318,11493,11139,11314,11489 | 757.93   | 134.63   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 65536      | 528.97                           | 1281.62          | 6   | 12193,12368,12543,12189,12364,12539 | 752.65   | 142.29   |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 7048576    | 9448.93                          | 10193.83         | 6   | 28097,28300,28503,28093,28296,28499 | 744.9    | 7.88     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 5048576    | 7826.22                          | 8535.1           | 6   | 25647,25850,26053,25643,25846,26049 | 708.88   | 9.06     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1762144    | 10481.0                          | 11179.93         | 6   | 53493,53682,53871,53489,53678,53867 | 698.93   | 6.67     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 4048576    | 1729.29                          | 2420.03          | 6   | 32948,33151,33354,32944,33147,33350 | 690.74   | 39.94    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 503036     | 2883.75                          | 3573.55          | 6   | 4367,4542,4717,4363,4538,4713       | 689.8    | 23.92    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 503036     | 2907.35                          | 3584.81          | 6   | 5417,5592,5767,5413,5588,5763       | 677.46   | 23.3     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 7048576    | 9417.2                           | 10077.93         | 6   | 32360,32563,32766,32356,32559,32762 | 660.73   | 7.02     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 3048576    | 1141.81                          | 1798.99          | 6   | 32941,33144,33347,32937,33140,33343 | 657.18   | 57.56    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 503036     | 7801.15                          | 8456.77          | 6   | 12242,12417,12592,12238,12413,12588 | 655.62   | 8.4      |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 6048576    | 8115.52                          | 8768.83          | 6   | 28090,28293,28496,28086,28289,28492 | 653.31   | 8.05     |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 5048576    | 3386.41                          | 4033.1           | 6   | 30519,30722,30925,30515,30718,30921 | 646.69   | 19.1     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 315536     | 3125.79                          | 3772.34          | 6   | 14846,15021,15196,14842,15017,15192 | 646.55   | 20.68    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 6048576    | 8118.01                          | 8757.99          | 6   | 29917,30120,30323,29913,30116,30319 | 639.98   | 7.88     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 128036     | 1823.78                          | 2463.34          | 6   | 14825,15000,15175,14821,14996,15171 | 639.56   | 35.07    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 3048576    | 1148.58                          | 1784.45          | 6   | 25024,25227,25430,25020,25223,25426 | 635.87   | 55.36    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 128036     | 1095.65                          | 1731.07          | 6   | 11150,11325,11500,11146,11321,11496 | 635.42   | 57.99    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 4048576    | 2591.69                          | 3210.19          | 6   | 30512,30715,30918,30508,30711,30914 | 618.5    | 23.86    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 762144     | 921.13                           | 1521.5           | 6   | 52898,53087,53276,52894,53083,53272 | 600.37   | 65.18    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1512144    | 9002.68                          | 9589.89          | 6   | 53486,53675,53864,53482,53671,53860 | 587.21   | 6.52     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 128036     | 1042.74                          | 1621.33          | 6   | 12200,12375,12550,12196,12371,12546 | 578.59   | 55.49    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 253036     | 3086.05                          | 3652.84          | 6   | 11164,11339,11514,11160,11335,11510 | 566.79   | 18.37    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 4048576    | 6307.18                          | 6851.81          | 6   | 25640,25843,26046,25636,25839,26042 | 544.63   | 8.64     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 65536      | 787.13                           | 1330.5           | 6   | 12718,12893,13068,12714,12889,13064 | 543.37   | 69.03    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 128036     | 1830.3                           | 2372.96          | 6   | 9050,9225,9400,9046,9221,9396       | 542.66   | 29.65    |
