+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------------+----------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-munro-43ff7415 |  master  | cnt |                 qid                 |   diff   | pct_diff |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1012144    | 5558.94                          | 19092.8  | 6   | 41565,41754,41943,41560,41749,41938 | 13533.86 | 243.46   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1012144    | 5506.39                          | 18860.56 | 6   | 35328,35517,35706,35323,35512,35701 | 13354.17 | 242.52   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1012144    | 5877.43                          | 19081.48 | 6   | 36462,36651,36840,36457,36646,36835 | 13204.05 | 224.66   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1262144    | 5825.71                          | 18783.18 | 6   | 37603,37792,37981,37598,37787,37976 | 12957.47 | 222.42   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1262144    | 5767.97                          | 18603.27 | 6   | 39304,39493,39682,39299,39488,39677 | 12835.3  | 222.53   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1262144    | 6182.36                          | 18863.07 | 6   | 40438,40627,40816,40433,40622,40811 | 12680.71 | 205.11   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 1262144    | 6251.56                          | 18858.99 | 6   | 38737,38926,39115,38732,38921,39110 | 12607.43 | 201.67   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1012144    | 4686.27                          | 15112.0  | 6   | 37596,37785,37974,37591,37780,37969 | 10425.73 | 222.47   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 762144     | 4510.57                          | 14859.81 | 6   | 42692,42881,43070,42687,42876,43065 | 10349.24 | 229.44   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1012144    | 4648.37                          | 14939.24 | 6   | 39297,39486,39675,39292,39481,39670 | 10290.87 | 221.39   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 762144     | 4195.49                          | 14382.51 | 6   | 35321,35510,35699,35316,35505,35694 | 10187.02 | 242.81   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2262144    | 6677.15                          | 16849.63 | 6   | 44435,44624,44813,44430,44619,44808 | 10172.48 | 152.35   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1012144    | 4936.66                          | 15046.21 | 6   | 40431,40620,40809,40426,40615,40804 | 10109.55 | 204.79   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 1012144    | 5022.81                          | 15098.89 | 6   | 38730,38919,39108,38725,38914,39103 | 10076.08 | 200.61   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2262144    | 6593.52                          | 16660.14 | 6   | 46136,46325,46514,46131,46320,46509 | 10066.62 | 152.67   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2262144    | 6637.67                          | 16696.4  | 6   | 50672,50861,51050,50667,50856,51045 | 10058.73 | 151.54   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 762144     | 4235.01                          | 14248.1  | 6   | 41558,41747,41936,41553,41742,41931 | 10013.09 | 236.44   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2262144    | 6615.15                          | 16534.15 | 6   | 48971,49160,49349,48966,49155,49344 | 9919.0   | 149.94   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 762144     | 4448.08                          | 14242.73 | 6   | 36455,36644,36833,36450,36639,36828 | 9794.65  | 220.2    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2262144    | 7175.6                           | 16722.38 | 6   | 45569,45758,45947,45564,45753,45942 | 9546.78  | 133.05   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 2262144    | 7163.33                          | 16700.15 | 6   | 47270,47459,47648,47265,47454,47643 | 9536.82  | 133.13   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2262144    | 7170.26                          | 16624.0  | 6   | 50105,50294,50483,50100,50289,50478 | 9453.74  | 131.85   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2262144    | 7218.95                          | 16662.55 | 6   | 51806,51995,52184,51801,51990,52179 | 9443.6   | 130.82   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2012144    | 5889.05                          | 15038.77 | 6   | 50665,50854,51043,50660,50849,51038 | 9149.72  | 155.37   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2012144    | 5883.35                          | 14959.1  | 6   | 44428,44617,44806,44423,44612,44801 | 9075.75  | 154.26   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2012144    | 5929.21                          | 14944.9  | 6   | 46129,46318,46507,46124,46313,46502 | 9015.69  | 152.06   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2262144    | 4587.18                          | 13527.26 | 6   | 46703,46892,47081,46698,46887,47076 | 8940.08  | 194.89   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2012144    | 5956.32                          | 14851.79 | 6   | 48964,49153,49342,48959,49148,49337 | 8895.47  | 149.35   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2262144    | 4609.35                          | 13473.47 | 6   | 48404,48593,48782,48399,48588,48777 | 8864.12  | 192.31   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2262144    | 4546.33                          | 13381.29 | 6   | 43868,44057,44246,43863,44052,44241 | 8834.96  | 194.33   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 2262144    | 4565.71                          | 13199.8  | 6   | 51239,51428,51617,51234,51423,51612 | 8634.09  | 189.11   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2012144    | 6421.18                          | 14946.01 | 6   | 45562,45751,45940,45557,45746,45935 | 8524.83  | 132.76   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2012144    | 6443.1                           | 14952.17 | 6   | 51799,51988,52177,51794,51983,52172 | 8509.07  | 132.06   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 2012144    | 6427.83                          | 14922.71 | 6   | 47263,47452,47641,47258,47447,47636 | 8494.88  | 132.16   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2262144    | 5147.15                          | 13592.9  | 6   | 47837,48026,48215,47832,48021,48210 | 8445.75  | 164.09   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2012144    | 6421.58                          | 14865.8  | 6   | 50098,50287,50476,50093,50282,50471 | 8444.22  | 131.5    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2262144    | 5219.55                          | 13482.26 | 6   | 49538,49727,49916,49533,49722,49911 | 8262.71  | 158.3    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2262144    | 5117.53                          | 13348.52 | 6   | 45002,45191,45380,44997,45186,45375 | 8230.99  | 160.84   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2262144    | 5141.28                          | 13166.14 | 6   | 52373,52562,52751,52368,52557,52746 | 8024.86  | 156.09   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1762144    | 5245.8                           | 13246.93 | 6   | 44421,44610,44799,44416,44605,44794 | 8001.13  | 152.52   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1762144    | 5201.31                          | 13149.87 | 6   | 50658,50847,51036,50653,50842,51031 | 7948.56  | 152.82   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2012144    | 4127.87                          | 12060.24 | 6   | 46696,46885,47074,46691,46880,47069 | 7932.37  | 192.17   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1762144    | 5160.41                          | 13091.69 | 6   | 48957,49146,49335,48952,49141,49330 | 7931.28  | 153.69   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1762144    | 5182.93                          | 13096.32 | 6   | 46122,46311,46500,46117,46306,46495 | 7913.39  | 152.68   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2012144    | 4144.48                          | 12037.88 | 6   | 48397,48586,48775,48392,48581,48770 | 7893.4   | 190.46   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2012144    | 4069.83                          | 11959.12 | 6   | 43861,44050,44239,43856,44045,44234 | 7889.29  | 193.85   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 762144     | 3520.57                          | 11318.05 | 6   | 37589,37778,37967,37584,37773,37962 | 7797.48  | 221.48   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 2012144    | 4029.93                          | 11799.51 | 6   | 51232,51421,51610,51227,51416,51605 | 7769.58  | 192.8    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 762144     | 3504.95                          | 11267.27 | 6   | 39290,39479,39668,39285,39474,39663 | 7762.32  | 221.47   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 762144     | 3770.17                          | 11454.05 | 6   | 38723,38912,39101,38718,38907,39096 | 7683.88  | 203.81   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1762144    | 5635.49                          | 13294.68 | 6   | 51792,51981,52170,51787,51976,52165 | 7659.19  | 135.91   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1762144    | 5581.76                          | 13207.06 | 6   | 47256,47445,47634,47251,47440,47629 | 7625.3   | 136.61   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1762144    | 5593.3                           | 13213.1  | 6   | 45555,45744,45933,45550,45739,45928 | 7619.8   | 136.23   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 762144     | 3722.1                           | 11287.94 | 6   | 40424,40613,40802,40419,40608,40797 | 7565.84  | 203.27   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1762144    | 5610.33                          | 13107.87 | 6   | 50091,50280,50469,50086,50275,50464 | 7497.54  | 133.64   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2012144    | 4579.98                          | 12059.23 | 6   | 47830,48019,48208,47825,48014,48203 | 7479.25  | 163.3    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2012144    | 4580.35                          | 12036.58 | 6   | 49531,49720,49909,49526,49715,49904 | 7456.23  | 162.79   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2012144    | 4589.36                          | 11943.68 | 6   | 44995,45184,45373,44990,45179,45368 | 7354.32  | 160.25   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2012144    | 4586.94                          | 11817.33 | 6   | 52366,52555,52744,52361,52550,52739 | 7230.39  | 157.63   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 1512144    | 3057.72                          | 10258.55 | 6   | 51218,51407,51596,51213,51402,51591 | 7200.83  | 235.5    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 565536     | 5564.0                           | 12721.84 | 6   | 15924,16099,16274,15919,16094,16269 | 7157.84  | 128.65   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 565536     | 5580.07                          | 12721.47 | 6   | 10149,10324,10499,10144,10319,10494 | 7141.4   | 127.98   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 512144     | 3009.65                          | 10040.73 | 6   | 42685,42874,43063,42680,42869,43058 | 7031.08  | 233.62   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1512144    | 4431.34                          | 11434.29 | 6   | 46115,46304,46493,46110,46299,46488 | 7002.95  | 158.03   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1762144    | 3634.16                          | 10615.84 | 6   | 48390,48579,48768,48385,48574,48763 | 6981.68  | 192.11   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1512144    | 4466.54                          | 11430.68 | 6   | 50651,50840,51029,50646,50835,51024 | 6964.14  | 155.92   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1762144    | 3641.15                          | 10603.66 | 6   | 46689,46878,47067,46684,46873,47062 | 6962.51  | 191.22   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1512144    | 4534.58                          | 11494.17 | 6   | 44414,44603,44792,44409,44598,44787 | 6959.59  | 153.48   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 1762144    | 3549.31                          | 10466.55 | 6   | 51225,51414,51603,51220,51409,51598 | 6917.24  | 194.89   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1762144    | 3642.67                          | 10558.42 | 6   | 43854,44043,44232,43849,44038,44227 | 6915.75  | 189.85   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 512144     | 2838.5                           | 9697.83  | 6   | 41551,41740,41929,41546,41735,41924 | 6859.33  | 241.65   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 512144     | 2797.3                           | 9635.08  | 6   | 35314,35503,35692,35309,35498,35687 | 6837.78  | 244.44   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1512144    | 4448.46                          | 11279.18 | 6   | 48950,49139,49328,48945,49134,49323 | 6830.72  | 153.55   |
