did qid seed fillfactor ROWS distinct relpages fuzz fuzz2 step iomethod ioworkers eic direction run iorder order b values start end time_uncached time_cached distance_uncached distance_cached buffers_read buffers_hit
1 1 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc master 1 26666 26666 0.811 0.020 -1 -1 5 3
1 2 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched 1 32385 32385 0.902 0.021 -1 -1 5 3
1 3 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old 1 18408 18408 0.906 0.020 -1 -1 5 3
1 4 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old-munro 1 5184 5184 0.728 0.021 -1 -1 4 4
1 5 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-munro 1 8772 8772 0.636 0.020 -1 -1 4 3
1 6 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc master 2 30772 30773 0.909 0.024 -1 -1 6 3
1 7 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched 2 26502 26503 0.964 0.038 -1 -1 6 3
1 8 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old 2 6841 6842 1.197 0.038 -1 -1 7 3
1 9 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old-munro 2 18864 18865 0.983 0.032 -1 -1 6 3
1 10 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-munro 2 12691 12692 1.174 0.023 -1 -1 7 3
1 11 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc master 4 25679 25682 1.796 0.028 -1 -1 11 3
1 12 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched 4 24184 24187 1.630 0.042 -1 -1 10 3
1 13 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old 4 32319 32322 1.921 0.028 -1 -1 11 3
1 14 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old-munro 4 21739 21742 1.630 0.045 -1 -1 10 3
1 15 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-munro 4 19305 19308 2.167 0.052 2.000 -1 12 3
1 16 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc master 8 9833 9840 2.753 0.037 -1 -1 17 3
1 17 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched 8 16836 16843 2.059 0.072 7.385 -1 19 3
1 18 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old 8 15541 15548 2.809 0.037 -1 -1 17 3
1 19 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old-munro 8 25684 25691 3.057 0.040 3.000 -1 19 3
1 20 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-munro 8 2346 2353 2.857 0.062 -1 -1 17 5
1 21 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc master 16 23383 23398 5.001 0.068 -1 -1 32 3
1 22 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched 16 29807 29822 2.830 0.092 15.586 -1 34 3
1 23 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old 16 17711 17726 5.147 0.054 -1 -1 33 3
1 24 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old-munro 16 25614 25629 3.074 0.090 90.118 -1 33 3
1 25 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-munro 16 28329 28344 5.212 0.093 2.000 -1 33 3
1 26 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc master 32 20207 20238 10.177 0.087 -1 -1 63 3
1 27 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched 32 11225 11256 4.720 0.097 54.667 -1 65 3
1 28 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old 32 13099 13130 4.987 0.096 30.311 -1 66 3
1 29 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old-munro 32 21974 22005 4.515 0.162 198.182 -1 62 3
1 30 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-munro 32 6517 6548 3.426 0.151 213.935 -1 65 3
1 31 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc master 64 9739 9802 19.334 0.143 -1 -1 123 3
1 32 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched 64 3397 3460 6.447 0.211 189.696 -1 120 5
1 33 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old 64 4442 4505 7.341 0.145 169.640 -1 113 5
1 34 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old-munro 64 16097 16160 5.215 0.172 249.662 -1 125 3
1 35 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-munro 64 10102 10165 5.076 0.155 247.420 -1 125 3
1 36 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc master 128 27812 27939 38.544 0.263 -1 -1 247 3
1 37 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched 128 24572 24699 10.375 0.405 236.110 -1 248 3
1 38 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old 128 13229 13356 9.729 0.291 237.333 -1 242 4
1 39 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old-munro 128 27182 27309 9.700 0.466 261.589 -1 242 4
1 40 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-munro 128 31396 31523 8.186 0.277 262.971 -1 244 3
1 41 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc master 256 8813 9068 77.894 0.500 -1 -1 493 4
1 42 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched 256 27171 27426 8.818 0.853 257.199 -1 481 4
1 43 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old 256 22296 22551 9.572 0.522 257.090 -1 488 3
1 44 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old-munro 256 25235 25490 12.976 0.875 267.608 -1 485 7
1 45 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-munro 256 26117 26372 8.591 0.945 267.936 -1 485 3
1 46 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc master 512 6430 6941 148.780 0.961 -1 -1 969 8
1 47 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched 512 299 810 18.256 0.969 264.664 -1 947 9
1 48 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old 512 27356 27867 14.199 0.902 264.646 -1 964 6
1 49 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old-munro 512 22303 22814 13.212 1.490 269.668 -1 958 11
1 50 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-munro 512 2283 2794 14.282 0.907 269.647 -1 959 9
1 51 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc master 1024 29560 30583 307.225 2.184 -1 -1 1911 24
1 52 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched 1024 20510 21533 37.857 2.637 268.322 -1 1904 12
1 53 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old 1024 3922 4945 27.736 2.550 268.296 -1 1899 33
1 54 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old-munro 1024 18802 19825 22.652 1.820 270.840 -1 1914 14
1 55 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-munro 1024 22647 23670 23.260 2.379 270.846 -1 1917 20
1 56 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc master 2048 14946 16993 621.597 4.478 -1 -1 3817 57
1 57 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched 2048 29615 31662 46.723 3.741 270.175 -1 3802 56
1 58 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old 2048 11882 13929 59.961 3.729 270.160 -1 3778 73
1 59 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old-munro 2048 9573 11620 44.305 3.698 271.455 -1 3755 61
1 60 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-munro 2048 2299 4346 49.656 3.701 271.442 -1 3757 78
1 61 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc master 4096 16697 20792 1142.129 9.985 -1 -1 7437 251
1 62 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched 4096 3768 7863 99.659 7.723 271.081 -1 7451 293
1 63 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old 4096 16572 20667 93.683 7.598 270.995 -1 7445 249
1 64 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old-munro 4096 24910 29005 93.070 9.423 271.710 -1 7512 235
1 65 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-munro 4096 16012 20107 99.244 7.504 271.772 -1 7471 229
1 66 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc master 8192 18327 26518 2131.345 18.761 -1 -1 14559 881
1 67 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched 8192 1219 9410 196.493 16.152 271.461 -1 14464 970
1 68 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old 8192 8081 16272 178.511 16.631 271.494 -1 14449 951
1 69 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old-munro 8192 13330 21521 196.928 17.174 271.843 -1 14541 880
1 70 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-munro 8192 14412 22603 190.119 16.968 271.855 -1 14579 850
1 71 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc master 16384 11213 27596 3606.508 36.408 -1 -1 27591 3263
1 72 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched 16384 2765 19148 307.121 34.123 271.642 -1 27412 3392
1 73 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old 16384 8263 24646 353.191 33.308 271.661 -1 27477 3313
1 74 0.9724119249922405 40 10000000 625000 238096 1048576 32 16 worker 12 16 increase 1 asc asc patched-old-munro 16384 6693 23076 332.113 34.506 271.926 -1 27481 3304
