did qid seed fillfactor ROWS distinct relpages fuzz fuzz2 step iomethod ioworkers eic direction run iorder order b values start end time_uncached time_cached distance_uncached distance_cached buffers_read buffers_hit
1 67 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched 8192 10082 18273 39.632 9.026 271.514 -1 10021 1168
1 68 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-old 8192 23337 31528 38.776 9.269 271.428 -1 10168 995
1 69 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-old-munro 8192 19534 27725 38.423 9.527 271.857 -1 10120 1002
1 70 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-munro 8192 16474 24665 39.971 9.115 271.862 -1 10107 1024
1 71 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc master 16384 4074 20457 577.877 19.676 -1 -1 18019 4340
1 72 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched 16384 4211 20594 70.721 19.352 271.621 -1 18003 4331
1 73 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-old 16384 32359 48742 72.192 19.681 271.656 -1 19253 3182
1 74 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-old-munro 16384 25185 41568 70.826 19.165 271.925 -1 18892 3498
1 75 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-munro 16384 9978 26361 73.002 18.578 271.922 -1 18289 4043
1 76 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc master 32768 21327 54094 865.953 36.412 -1 -1 33204 11580
1 77 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched 32768 6990 39757 122.652 36.951 271.568 -1 31574 13078
1 78 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-old 32768 1008 33775 120.418 34.666 271.515 -1 30785 13851
1 79 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-old-munro 32768 20640 53407 128.472 37.580 271.965 -1 33133 11640
1 80 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-munro 32768 13639 46406 124.830 38.510 271.967 -1 32393 12324
1 81 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc master 65536 9045 74580 1020.436 68.054 -1 -1 52525 37094
1 82 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched 65536 2921 68456 198.248 70.816 271.277 -1 51178 38409
1 83 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-old 65536 21325 86860 213.919 70.388 271.411 -1 54895 34719
1 84 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-old-munro 65536 7729 73264 196.955 68.370 271.977 -1 52221 37352
1 85 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-munro 65536 17583 83118 210.921 72.048 271.976 -1 54254 35358
1 86 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc master 131072 32462 163533 1545.496 143.605 -1 -1 89674 89650
1 87 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched 131072 15560 146631 333.410 139.372 270.890 -1 85165 94064
1 88 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-old 131072 20595 151666 332.232 136.987 270.929 -1 86565 92713
1 89 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-old-munro 131072 10965 142036 324.809 140.836 271.988 -1 83773 95434
1 90 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-munro 131072 29822 160893 338.368 142.519 271.987 -1 89027 90306
1 91 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc master 256072 29218 285289 2318.416 276.946 -1 -1 140364 209838
1 92 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched 256072 14560 270631 553.867 260.904 270.369 -1 135908 214226
1 93 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-old 256072 23866 279937 563.022 278.524 270.425 -1 138845 211353
1 94 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-old-munro 256072 22231 278302 560.333 281.686 271.995 -1 138329 211849
1 95 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-munro 256072 11768 267839 553.245 274.479 271.995 -1 134984 215126
1 96 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc master 381072 19157 400228 3125.666 409.156 -1 -1 187920 333116
1 97 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched 381072 25146 406217 813.814 429.114 270.207 -1 189679 331409
1 98 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-old 381072 5284 386355 789.055 410.500 270.125 -1 183313 337795
1 99 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-old-munro 381072 23107 404178 799.345 409.891 271.996 -1 189103 331963
1 100 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-munro 381072 1394 382465 793.402 395.178 271.996 -1 181896 339213
1 101 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc master 506072 24746 530817 3904.356 547.173 -1 -1 239923 451985
1 102 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched 506072 28475 534546 1065.186 545.705 270.105 -1 240982 450909
1 103 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-old 506072 18136 524207 1036.346 544.854 270.073 -1 237891 453896
1 104 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-old-munro 506072 2475 508546 1027.429 519.882 271.996 -1 232368 459323
1 105 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-munro 506072 20854 526925 1034.151 549.048 271.997 -1 238776 453064
1 106 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc master 631072 4670 635741 4672.092 679.494 -1 -1 283385 579364
1 107 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched 631072 16456 647527 1276.641 675.641 269.993 -1 287424 575313
1 108 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-old 631072 16893 647964 1290.512 683.017 269.993 -1 287578 575149
1 109 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-old-munro 631072 21533 652604 1282.508 646.762 271.997 -1 289078 573672
1 110 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-munro 631072 6387 637458 1267.883 687.538 271.998 -1 283993 578757
1 111 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc master 756072 13146 769217 5664.968 824.554 -1 -1 336914 696563
1 112 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched 756072 32213 788284 1551.228 813.454 269.980 -1 342603 690987
1 113 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-old 756072 18656 774727 1551.440 809.306 269.955 -1 338709 694714
1 114 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-old-munro 756072 25842 781913 1553.131 822.336 271.998 -1 340855 692651
1 115 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-munro 756072 13609 769680 1524.772 816.076 271.998 -1 337053 696414
1 116 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc master 881072 32507 913578 6608.997 961.929 -1 -1 393054 811654
1 117 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched 881072 12933 894004 1772.227 906.264 269.910 -1 387216 817383
1 118 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-old 881072 17301 898372 1799.565 919.080 269.919 -1 388637 815965
1 119 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-old-munro 881072 10149 891220 1777.125 941.883 271.998 -1 386217 818324
1 120 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-munro 881072 22809 903880 1781.689 904.389 271.998 -1 390338 814298
1 121 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc master 1006072 27260 1033331 7485.428 1102.372 -1 -1 441957 933483
1 122 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched 1006072 4412 1010483 2017.542 1097.075 269.869 -1 434405 940869
1 123 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-old 1006072 32700 1038771 2055.998 1026.776 269.918 -1 443526 931986
1 124 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-old-munro 1006072 6656 1012727 2009.339 1081.228 271.998 -1 435203 940072
1 125 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-munro 1006072 10640 1016711 2017.268 1089.776 271.998 -1 436578 938737
1 126 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc master 1131072 9923 1140994 8067.310 1222.098 -1 -1 483063 1063063
1 127 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched 1131072 2526 1133597 2264.465 1217.768 269.827 -1 480989 1065076
1 128 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-old 1131072 6980 1138051 2259.525 1213.477 269.832 -1 482256 1063862
1 129 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-old-munro 1131072 7000 1138071 2260.744 1207.277 271.999 -1 482263 1063853
1 130 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 1 asc asc patched-munro 1131072 32405 1163476 2300.690 1226.360 271.999 -1 487454 1058797
1 131 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc master 1 13833 13833 0.382 0.022 -1 -1 4 3
1 132 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched 1 26345 26345 0.333 0.020 -1 -1 4 3
1 133 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched-old 1 1809 1809 0.342 0.020 -1 -1 3 5
1 134 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched-old-munro 1 9124 9124 0.348 0.029 -1 -1 3 5
1 135 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched-munro 1 20094 20094 0.312 0.020 -1 -1 4 3
1 136 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc master 2 1992 1993 0.427 0.020 -1 -1 4 5
1 137 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched 2 10119 10120 0.341 0.029 -1 -1 4 4
1 138 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched-old 2 26038 26039 0.477 0.023 -1 -1 6 3
1 139 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched-old-munro 2 13415 13416 0.415 0.023 -1 -1 5 3
1 140 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched-munro 2 26782 26783 0.344 0.020 -1 -1 5 3
1 141 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc master 4 21804 21807 0.521 0.040 -1 -1 8 3
1 142 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched 4 27534 27537 0.517 0.024 -1 -1 8 3
1 143 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched-old 4 20356 20359 0.574 0.025 -1 -1 9 3
1 144 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched-old-munro 4 15565 15568 0.438 0.025 -1 -1 7 3
1 145 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched-munro 4 10425 10428 0.606 0.024 -1 -1 9 4
1 146 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc master 8 23677 23684 0.740 0.045 -1 -1 13 3
1 147 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched 8 29720 29727 0.690 0.027 -1 -1 12 3
1 148 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched-old 8 15266 15273 0.818 0.030 -1 -1 14 3
1 149 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched-old-munro 8 8553 8560 0.765 0.029 4.000 -1 11 5
1 150 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched-munro 8 9855 9862 0.735 0.056 -1 -1 11 5
1 151 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc master 16 22835 22850 1.328 0.081 -1 -1 24 3
1 152 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched 16 12095 12110 1.346 0.041 -1 -1 24 3
1 153 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched-old 16 30659 30674 1.680 0.045 -1 -1 29 3
1 154 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched-old-munro 16 15128 15143 1.166 0.037 -1 -1 22 3
1 155 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched-munro 16 7457 7472 0.729 0.074 132.952 -1 26 5
1 156 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc master 32 32512 32543 2.803 0.083 -1 -1 51 3
1 157 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched 32 29779 29810 1.226 0.110 74.732 -1 47 3
1 158 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched-old 32 9534 9565 2.536 0.064 3.000 -1 43 5
1 159 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched-old-munro 32 25889 25920 0.944 0.066 205.714 -1 45 3
1 160 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched-munro 32 798 829 2.115 0.099 10.286 -1 42 5
1 161 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc master 64 17724 17787 4.781 0.127 -1 -1 92 3
1 162 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched 64 10642 10705 1.909 0.196 179.012 -1 86 3
1 163 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched-old 64 17407 17470 2.549 0.112 154.466 -1 92 3
1 164 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched-old-munro 64 10903 10966 2.977 0.125 219.172 -1 92 3
1 165 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched-munro 64 2144 2207 1.463 0.102 250.504 -1 91 5
1 166 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc master 128 619 746 8.402 0.189 -1 -1 170 6
1 167 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched 128 28121 28248 2.465 0.195 238.909 -1 181 4
1 168 0.13833992318747002 20 10000000 1250000 476191 262144 2 8 worker 12 16 increase 2 asc asc patched-old 128 26242 26369 2.665 0.242 235.879 -1 178 3
